year,leurs_DET anneaux_NOUN,leurs_DET canots_NOUN
1884,1.247720753383419e-07,2.1653565518420237e-07
1885,1.0313017151375448e-07,1.3020183864398405e-07
1886,8.518572108817679e-08,2.1231896596418665e-07
1887,9.401651612783724e-08,2.128429361647477e-07
1888,1.3188478931169811e-07,1.870481405319424e-07
1889,8.269980522612741e-08,1.5662841512664727e-07
1890,1.0945825429375944e-07,1.7893474790753316e-07
1891,9.497587549756048e-08,1.3640830864858344e-07
1892,9.026658043254088e-08,1.3101191242981258e-07
1893,9.176040549618847e-08,9.483961393996765e-08
1894,6.868678070759415e-08,8.759139435987606e-08
1895,7.944571223106323e-08,1.2578904895477194e-07
1896,1.450669135927285e-07,1.3091404893472713e-07
1897,7.691261605380362e-08,1.2061296761345375e-07
1898,1.035478933708589e-07,8.940200668661191e-08
1899,8.291367770141278e-08,7.296403481404923e-08
1900,8.305684673359792e-08,1.0693569740816145e-07
1901,8.830207320897898e-08,9.892068053574121e-08
1902,7.021705600296357e-08,6.727088930347236e-08
1903,7.668312451691861e-08,1.1772480013050313e-07
1904,7.363236420587782e-08,1.0695504037983028e-07
1905,6.192910650959504e-08,9.753834273595885e-08
1906,8.385021005308246e-08,5.504277511558797e-08
1907,6.119983514407679e-08,5.657127744029822e-08
1908,9.036956050145761e-08,9.135183609565445e-08
1909,7.261298023975016e-08,5.77603280760286e-08
1910,9.993562055665706e-08,8.443758214848884e-08
1911,6.171634225893285e-08,8.140172269577306e-08
1912,6.824341625133457e-08,7.605754664963271e-08
1913,6.893886667080906e-08,8.431753351079152e-08
1914,7.701255100300841e-08,7.634287779723081e-08
1915,5.772573175022444e-08,1.2134185201073677e-07
1916,1.3844201873780548e-07,1.219608236624481e-07
1917,6.470190427876332e-08,7.018511927192606e-08
1918,8.385054695025929e-08,8.61478222091705e-08
1919,8.194984918441506e-08,4.9722380879302364e-08
1920,7.572231464081369e-08,5.3762844398619336e-08
1921,8.027112052833019e-08,8.481477054012032e-08
1922,7.746831931498832e-08,8.632184633761142e-08
1923,8.280439223184999e-08,4.564857780664511e-08
1924,6.83256118350073e-08,1.5212117066010222e-07
1925,1.0888195856040284e-07,1.4187649499675103e-07
1926,6.35329868714507e-08,9.028372449648714e-08
1927,9.253856902979862e-08,8.919379723693055e-08
1928,7.65544745373603e-08,6.055801715643128e-08
1929,8.355305114449152e-08,1.3814104482534617e-07
1930,5.882018072611572e-08,7.247486344397203e-08
1931,6.272946251328904e-08,1.1861571191928988e-07
1932,6.13734059129456e-08,4.822195975862087e-08
1933,6.308864186621577e-08,6.538277430578887e-08
1934,5.6313425034204556e-08,1.5576054401833517e-07
1935,6.462873614054843e-08,7.659701761753013e-08
1936,6.183604295273426e-08,5.941110137186456e-08
1937,5.162358363008934e-08,7.680582347902032e-08
1938,5.704694228114704e-08,6.871563584809337e-08
1939,6.72938256229827e-08,7.647025235257843e-08
1940,6.593035806190528e-08,1.5721853485750614e-07
1941,7.37875680556499e-08,1.298661165272108e-07
1942,6.978687383529802e-08,2.7914747136037477e-07
1943,6.387117679196308e-08,9.580676185727555e-08
1944,7.711646787811333e-08,8.675602813923433e-08
1945,5.8819608739213436e-08,2.1131489491565958e-07
1946,6.682130138102593e-08,6.960552223489458e-08
1947,7.629357656746549e-08,1.0371157821431609e-07
1948,5.109787437618252e-08,3.696441863709765e-08
1949,6.381055328574803e-08,4.417653753918671e-08
1950,9.040057591391815e-08,6.487570236579643e-08
1951,7.143139413301469e-08,8.742349344448286e-08
1952,6.432330224015459e-08,5.1669538869703047e-08
1953,6.141081598798337e-08,5.817866821633544e-08
1954,5.6680709681344865e-08,6.058972434885845e-08
1955,6.006789154966441e-08,5.162084448784299e-08
1956,8.110661742222192e-08,4.273359266449006e-08
1957,4.5942195492365556e-08,4.7709204420431917e-08
1958,6.452350032049026e-08,4.797901081987632e-08
1959,5.890568499644644e-08,3.642851409413339e-08
1960,4.014083287984249e-08,6.228749882541962e-08
1961,6.392306484137578e-08,5.6280090587890186e-08
1962,4.312530421657357e-08,5.010145542883038e-08
1963,6.142750819115861e-08,4.202934611452491e-08
1964,7.969998166990067e-08,5.4147319461517185e-08
1965,3.83043037288644e-08,3.556828298556525e-08
1966,3.932743231072067e-08,6.480717607004749e-08
1967,7.001076773871517e-08,1.0255098104039462e-07
1968,6.108325700804329e-08,9.926029148621396e-08
1969,5.404691927335392e-08,7.221394970891026e-08
1970,5.1045847021535806e-08,6.668151045219339e-08
1971,5.0356295133724416e-08,5.960540927496538e-08
1972,6.463985186000443e-08,8.567345277654681e-08
1973,4.30029902798168e-08,5.733732111323775e-08
1974,4.500457251310763e-08,6.919453032772083e-08
1975,4.740528680713396e-08,3.484002730758107e-08
1976,4.170874479125786e-08,5.827797244783994e-08
1977,2.938390863960194e-08,3.173462137517902e-08
1978,5.168314487491443e-08,5.8811852721163405e-08
1979,4.213420723431227e-08,5.0326971035019596e-08
1980,3.126833025834941e-08,5.628299248883195e-08
1981,3.921840630027873e-08,3.9218408298680174e-08
1982,3.848651530802272e-08,3.7245012407538525e-08
1983,2.7155859227967483e-08,3.7891895288133526e-08
1984,5.103127370675864e-08,5.393077739945795e-08
1985,4.8726018775369084e-08,4.090579575066755e-08
1986,4.136195030923773e-08,4.3759742607285546e-08
1987,4.1553555263362796e-08,6.599682511598814e-08
1988,2.9982768157132966e-08,4.497415373450053e-08
1989,5.103953459872912e-08,4.500260208928353e-08
1990,3.432650036439e-08,6.647354355848734e-08
1991,5.2753186707832356e-08,6.564841170675351e-08
1992,3.581463658974826e-08,5.620142928819405e-08
1993,3.655877023334142e-08,7.533321921826541e-08
1994,3.3759530282395644e-08,8.91462617058636e-08
1995,3.524592928627612e-08,3.6330419006525005e-08
1996,3.629902689539222e-08,7.099662679976859e-08
1997,3.740017817666086e-08,5.562077576293234e-08
1998,3.3853716274734325e-08,4.195953706709332e-08
1999,2.5593126645739872e-08,4.204584930223021e-08
2000,3.401884285381129e-08,3.843687512716798e-08
2001,3.943090742808408e-08,3.5487813909718113e-08
2002,3.6802260516832774e-08,7.491888887045661e-08
2003,2.7501691257647565e-08,5.66701523485591e-08
2004,3.700024714392569e-08,5.2857493854086e-08
2005,3.828187189469645e-08,9.14261159001839e-08
2006,3.706100881739616e-08,3.9531742102028034e-08
2007,3.07574907765229e-08,4.7534305047669534e-08
2008,3.065356679599063e-08,5.5772458817937576e-08
2009,3.1946889578193804e-08,4.4821009792528343e-08
2010,4.251413732170306e-08,4.393127595037072e-08
2011,3.02093789705804e-08,4.894684210721145e-08
2012,6.331909774281996e-08,6.29786767181173e-08
2013,6.052401130274276e-08,4.93675145207817e-08
2014,6.669571109285677e-08,6.323100132377135e-08
2015,7.292533191205486e-08,7.203870322491923e-08
2016,8.430353715116468e-08,1.0087426183247317e-07
2017,9.181981575068221e-08,3.7482607823102754e-08
2018,7.176477456738439e-08,5.369450706282919e-08
2019,5.9438014565760255e-08,4.923406482504333e-08
