year,premiers_ADJ anneaux_NOUN,premiers_ADJ canaux_NOUN
1890,1.402638645231491e-07,1.6385966361553983e-08
1891,2.498694300356874e-07,3.1871101313640793e-09
1892,1.1910173469686924e-07,1.0656471260972467e-08
1893,1.8228912779250095e-07,1.7243566574620672e-08
1894,2.331569532998401e-07,1.449354058991048e-08
1895,1.7393796269971062e-07,1.023164486468886e-08
1896,1.4506690604321193e-07,7.076434549446731e-09
1897,1.3401441378846357e-07,6.409385022720926e-09
1898,1.4372221812664066e-07,9.619203211741478e-09
1899,1.636163204921104e-07,4.4220627160029835e-09
1900,9.966822034357392e-08,3.633737311048435e-09
1901,1.8889937791755074e-07,8.941982265753268e-09
1902,1.1097241525703794e-07,9.329538919189417e-09
1903,9.558389990615979e-08,7.560307935250421e-09
1904,1.5640159745089477e-07,6.449550227216605e-09
1905,9.650619148260375e-08,5.676835002077496e-09
1906,1.3014786759413255e-07,8.230695236477459e-09
1907,8.897119130324427e-08,5.65712765521198e-09
1908,1.4635939749041427e-07,7.367083831866239e-09
1909,1.1992143811312417e-07,1.870334465081669e-08
1910,1.5230828864787327e-07,2.67207544979442e-09
1911,8.033764942183552e-08,3.7242617878519013e-09
1912,9.949994250746386e-08,7.293189607793238e-09
1913,9.598411310207666e-08,1.0075680734189518e-08
1914,9.107571230515532e-08,2.0090231700464756e-09
1915,6.597226587246041e-08,2.3561523843085297e-09
1916,8.130722051191697e-08,6.592477230782379e-09
1917,5.812205117194935e-08,2.1932848870420685e-09
1918,4.2499593178035866e-08,3.44591288836682e-09
1919,6.353415216153735e-08,1.1970202606903513e-08
1920,7.572231908170579e-08,1.514446346106979e-08
1921,1.1964941393216577e-07,1.741731914250977e-08
1922,8.484625624305409e-08,7.377935595798135e-09
1923,8.174279741979262e-08,2.1231896241147297e-08
1924,4.898817351772777e-08,1.289162443462999e-09
1925,6.818870446068104e-08,1.0998177923937646e-09
1926,4.56991671171636e-08,1.5604593173179637e-08
1927,1.0034302277972529e-07,1.7838759802657478e-08
1928,1.0169176789531775e-07,0.0
1929,1.2811467797746445e-07,1.6710609784809094e-08
1930,3.676261073337628e-08,1.05036033204442e-08
1931,6.615106684648708e-08,7.983749661377715e-09
1932,5.698959171240858e-08,1.0959536389520963e-08
1933,7.455930273181366e-08,1.4911860191091364e-08
1934,5.2718952758823434e-08,1.5576054224197833e-08
1935,9.813992818408224e-08,1.4361940969820353e-08
1936,1.394342206140209e-07,7.274828739411987e-09
1937,3.021868266728234e-08,6.295559185076627e-09
1938,5.4453899167583586e-08,3.8895642262559704e-09
1939,2.9058696782158222e-08,1.5294050470515685e-09
1940,4.057252667166722e-08,0.0
1941,9.444808313219255e-08,1.4757512545315876e-08
1942,9.102635090130207e-08,9.102635090130207e-09
1943,1.4225852851268428e-07,8.709705845433291e-09
1944,1.381670102773569e-07,6.4263723231761105e-09
1945,1.0021118868053236e-07,1.3071024262956144e-08
1946,5.8468636154884734e-08,9.744772988540262e-09
1947,5.006765846360395e-08,1.1920871401116528e-08
1948,7.392883816237372e-08,8.697510267552389e-09
1949,6.47922533403289e-08,8.835307596655184e-09
1950,7.657460088239532e-08,2.1270722960764488e-09
1951,5.437314953837813e-08,4.264560704569931e-09
1952,9.173979265142407e-08,1.2653764258629963e-08
1953,3.98631598841348e-08,1.2928593307037772e-08
1954,4.0067398288101685e-08,3.9090144454689835e-09
1955,3.660387193349379e-08,9.385607846468247e-09
1956,7.412970148834575e-08,8.72114158667614e-10
1957,4.94762097957846e-08,1.0602045463770082e-08
1958,3.4743422361316334e-08,9.099467845885556e-09
1959,2.0927018340444192e-08,7.750747599288843e-09
1960,4.982999968206059e-08,1.038124963770315e-08
1961,3.682524507553353e-08,1.181187059273725e-08
1962,3.297817485758969e-08,3.805173953708163e-09
1963,3.9442923593924206e-08,1.2932106940866106e-08
1964,2.6769461314302134e-08,1.2776333768727e-08
1965,3.55682807651192e-08,1.4774516721161035e-08
1966,4.0989153404780154e-08,1.163205709531212e-08
1967,3.106111279294055e-08,1.1832804958089582e-08
1968,3.323647845832056e-08,8.982831367632116e-09
1969,4.3146698658347304e-08,1.589615195030092e-08
1970,2.851209579546321e-08,9.197449912790034e-09
1971,3.494110245583215e-08,5.138397263237948e-09
1972,2.1546616935097518e-08,8.208234980600082e-09
1973,2.4809416743210022e-08,8.821126051827832e-09
1974,2.700274492895005e-08,7.875800456247362e-09
1975,1.6563292959403952e-08,7.4249242310031605e-09
1976,2.285410793945175e-08,1.3712464053128315e-08
1977,1.4104276857551667e-08,1.7630345183761165e-08
1978,1.7227714366185864e-08,8.316828115084718e-09
1979,3.6282234106010947e-08,1.1703946256602649e-08
1980,2.5014662341504845e-08,1.7055452161685025e-08
1981,2.5934753011824796e-08,2.213942273954217e-08
1982,3.1037512115972277e-08,1.1173503899897241e-08
1983,1.326216381158929e-08,5.68378455412244e-09
1984,1.9716628330002095e-08,1.3917620833581168e-08
1985,1.2632671797518924e-08,1.0828004270990732e-08
1986,2.3977941410180392e-08,1.978180286243969e-08
1987,1.1610551631235921e-08,1.0388388815840699e-08
1988,2.278690480750356e-08,8.395175221664886e-09
1989,2.250130037850795e-08,1.4269117443177493e-08
1990,1.471135746555774e-08,1.2531897297662908e-08
1991,3.282420379946416e-08,5.8614650910726596e-09
1992,5.509944056569793e-09,8.264915862810085e-09
1993,5.539207315052863e-09,9.416652346772025e-09
1994,6.329911705904578e-09,4.2199412852994556e-09
1995,1.6809597269684673e-08,1.7351842629409475e-08
1996,1.92171327739743e-08,1.7081895009596337e-08
1997,7.192341833217597e-09,1.2466725429760572e-08
1998,6.675381136744818e-09,1.2873949017944142e-08
1999,1.0511462811280126e-08,5.484241505371301e-09
2000,6.627047355323157e-09,1.2370488633450805e-08
2001,7.448059946568719e-09,7.0099388516098315e-09
2002,9.200564754507923e-09,8.324320788233308e-09
2003,7.91715315529018e-09,9.58392298855415e-09
2004,7.047666006343434e-09,7.488145215006625e-09
2005,4.954124666056714e-09,1.261049931144953e-08
2006,7.000412693969338e-09,6.58862386870851e-09
2007,1.078509459517818e-08,5.592271090648637e-09
2008,7.2376473703172906e-09,5.108927503272298e-09
2009,6.198650481792356e-09,1.0966842545201416e-08
2010,1.0392344762522043e-08,6.140930874920514e-09
2011,9.177532511728259e-09,5.7359579308524644e-09
2012,1.327658516458996e-08,1.191488419038933e-08
2013,5.578249862026041e-09,5.857162754807632e-09
2014,8.445236510112863e-09,7.795602385840539e-09
2015,1.219116452233493e-08,5.098123256885856e-09
2016,1.8849194205472486e-08,6.628288140575478e-09
2017,7.54683426862357e-09,7.043711836018929e-09
2018,5.421080029321956e-09,8.26069346260283e-09
2019,7.652963596171958e-09,3.5713827450933877e-09
