year,temples_NOUN ouverts_ADJ,temples_NOUN couverts_ADJ
1906,2.0576738091193647e-09,1.5432553013283723e-09
1907,1.028568674676933e-09,5.142843373384665e-10
1908,9.822778146428846e-10,1.964555629285769e-09
1909,1.1001967115120692e-09,1.1001967115120692e-09
1910,1.2291546447329438e-08,5.344150677544235e-10
1911,2.128149656499545e-09,5.320374141248863e-10
1912,5.2094213387476884e-09,1.0418842455450772e-09
1913,4.242391771214216e-09,5.833288518886093e-09
1914,2.0090231700464756e-09,2.0090231700464756e-09
1915,1.1780761921542648e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,3.289927441585405e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,2.762354567309444e-09,0.0
1920,0.0,7.572231730534895e-10
1921,3.0290989716519334e-09,1.5145494858259667e-09
1922,2.2133805899215986e-09,4.426761179843197e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,3.867487219366694e-09
1925,1.0998177923937646e-09,0.0
1926,4.458455382660986e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,6.684243603061191e-09,1.1140406375176326e-09
1930,0.0,0.0
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,1.0959536611565568e-09,0.0
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,0.0,2.3963160344919743e-09
1935,1.196828414151696e-09,7.180970484910176e-09
1936,7.274828739411987e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,2.5930428915188486e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,0.0
1950,6.381216888229346e-09,0.0
1951,7.462981344019681e-09,0.0
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,3.2321482157371406e-09,0.0
1954,0.0,0.0
1955,9.385607846468247e-10,9.385607846468247e-10
1956,1.744228317335228e-09,1.744228317335228e-09
1957,6.184526224473075e-09,3.534015080575159e-09
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,1.5501495642666896e-09,3.8753737996444215e-09
1960,4.152500121534786e-09,6.920833350854139e-10
1961,2.08444772553662e-09,6.948159270159238e-10
1962,3.170978146727066e-09,6.341956404476434e-10
1963,1.2932106496776896e-09,0.0
1964,2.4335873316516654e-09,6.083968329129164e-10
1965,4.377634699181954e-09,1.6416130677043839e-09
1966,2.769537488234164e-09,0.0
1967,1.9721342336964653e-09,1.4791006197611978e-09
1968,1.7965663401398047e-09,8.982831700699023e-10
1969,9.083515606356229e-10,3.6334062425424918e-09
1970,1.3796175313274261e-09,2.2993624781975086e-09
1971,5.652237344833111e-09,8.221435976452085e-09
1972,3.0780880067027283e-09,2.565073486948677e-09
1973,2.205281512956958e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,1.7134440533084216e-09,0.0
1976,0.0,1.7140580066410394e-09
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,0.0,5.940591352171509e-10
1979,5.851973350345929e-10,2.3407893401383717e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,0.0,2.5302198114474095e-09
1982,2.483000915987077e-09,0.0
1983,6.315316047889041e-10,2.5261264191556165e-09
1984,4.059306057957457e-09,4.059305780401701e-09
1985,1.2031116103372597e-09,0.0
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,3.055408426266837e-09,1.2221633705067347e-09
1988,1.1993107618124554e-09,0.0
1989,2.7440609784434855e-09,2.7440609784434855e-09
1990,1.089730194969718e-09,5.44865097484859e-10
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,1.1019888335184191e-09,3.856960972825618e-09
1993,2.7696036575264316e-09,0.0
1994,1.5824779264761446e-09,1.5824779264761446e-09
1995,2.7112254663563817e-09,0.0
1996,3.2028553142993132e-09,0.0
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,2.3840645013706308e-09,4.768129224785866e-10
1999,2.285100608734325e-09,4.570201161957499e-10
2000,1.3254094488601709e-09,4.4180314962005696e-10
2001,1.7524846851468823e-09,8.762423564512289e-10
2002,8.76244299341522e-10,2.6287327870022636e-09
2003,1.2500769308587678e-09,1.6667691671301554e-09
2004,8.809582507929292e-10,8.809582507929292e-10
2005,9.007499190971657e-10,2.702249757291497e-09
2006,1.6471559671771274e-09,1.6471559671771274e-09
2007,1.1983438408247338e-09,3.994479413904628e-09
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,9.53638501499654e-10,3.814554005998616e-09
2010,0.0,1.4171379625338432e-09
2011,7.64794394481072e-10,2.2943831279320648e-09
2012,0.0,2.382976926895708e-09
2013,1.952387473913575e-09,1.3945624655065103e-09
2014,1.2992671383216248e-09,1.2992671383216248e-09
2015,1.329945265027277e-09,1.5516027351836215e-09
2016,3.935546166733417e-09,2.4856081637381067e-09
2017,7.54683426862357e-10,3.2702947017071438e-09
2018,1.8070267504555204e-09,3.0977600484760615e-09
2019,1.2754939326953263e-09,2.2958890344426663e-09
