year,nombreux_ADJ anneaux_NOUN,nombreux_ADJ canaux_NOUN
1846,4.2152407786488766e-08,1.879294870832382e-07
1847,1.240441438454809e-08,1.666506079800456e-07
1848,7.24069959545659e-09,1.922807939536142e-07
1849,9.217356655710773e-09,2.212165526316312e-07
1850,1.8330290174617403e-08,1.5682580567499826e-07
1851,2.4507867735223954e-08,1.6381574141632882e-07
1852,1.2370036550635177e-08,1.862016034692715e-07
1853,1.7318601663873778e-08,2.1678113171219593e-07
1854,2.5978321716024766e-08,1.9379828586352232e-07
1855,2.175844215912548e-08,1.3744967475304293e-07
1856,1.65670055451983e-08,1.7240040506294463e-07
1857,1.4156376515472857e-08,1.903788557910957e-07
1858,4.208561321661364e-08,1.3212925864536373e-07
1859,5.092173438470127e-08,1.7415233344308945e-07
1860,4.073693560258107e-08,1.8125648182376608e-07
1861,1.744906619194353e-08,1.6741671515774215e-07
1862,2.981871105589562e-08,1.8252664801821084e-07
1863,2.6471489888990618e-08,1.5133700514979864e-07
1864,3.068625886726295e-08,1.567876068975238e-07
1865,1.1767110841276462e-08,1.6756365539549734e-07
1866,8.271541673821048e-09,2.0484230844886042e-07
1867,4.367530337390235e-08,1.4898131439622375e-07
1868,3.655506830568811e-08,1.7141363173323043e-07
1869,2.7347706321734222e-08,1.762950461170476e-07
1870,2.981705193860762e-08,1.404841896146536e-07
1871,2.1242353653860846e-08,1.1046024184224734e-07
1872,1.8746751706544273e-08,1.1671365029997105e-07
1873,2.5141218884527916e-08,1.8676334434530872e-07
1874,2.5093358502203955e-08,1.7027636545208225e-07
1875,2.803548326824057e-08,1.9395976380565116e-07
1876,1.813804395567331e-08,2.3095776668924373e-07
1877,1.855444864418132e-08,1.9296625453080196e-07
1878,1.872117572077059e-08,2.083485526327422e-07
1879,1.3440515367335593e-08,2.6086817683790287e-07
1880,2.0537108014195837e-08,2.1499785418654938e-07
1881,4.811030152040985e-08,1.65945678531898e-07
1882,1.9966154951589488e-08,1.9034401077533403e-07
1883,2.7805091562527195e-08,2.116978521371493e-07
1884,4.8192386969958534e-08,2.237975280650062e-07
1885,1.6114089618213256e-08,2.5202436404470063e-07
1886,1.7424351739236954e-08,1.8521441802477057e-07
1887,2.154545164501087e-08,1.7562807386184431e-07
1888,1.7119660356001987e-08,2.149468372181218e-07
1889,2.0674951528576457e-08,2.1802675576054753e-07
1890,2.5562106653609362e-08,1.625487868750497e-07
1891,2.230977069750395e-08,1.370457312077633e-07
1892,1.191017329205124e-08,1.7489149684024596e-07
1893,2.8328715817593775e-08,1.8906338539181888e-07
1894,1.6384001710889606e-08,1.7518279094019817e-07
1895,1.8657704714541978e-08,1.4143743953809462e-07
1896,2.240870955461105e-08,1.5391245256068942e-07
1897,1.8645483379486905e-08,1.7072271418783203e-07
1898,2.8857609635224435e-08,1.6239478384250106e-07
1899,1.5477219506010442e-08,1.1497363061607757e-07
1900,1.2977633190303095e-08,1.1160764046280747e-07
1901,2.1237207548097103e-08,1.4977820228523342e-07
1902,1.3257766440233354e-08,1.2570326646255126e-07
1903,2.4841012802312434e-08,1.587664826274704e-07
1904,2.0961039126632386e-08,1.5102696693247708e-07
1905,1.0837593933388234e-08,1.878516258102536e-07
1906,2.623534101076075e-08,2.0319528459822322e-07
1907,2.0571373937627868e-08,1.3885677674352337e-07
1908,2.9468335327464956e-08,1.4930623137843213e-07
1909,1.9253442729016967e-08,1.2652262171286566e-07
1910,2.0307773240801907e-08,1.4429207340072026e-07
1911,1.1704822888702893e-08,1.3354139127841336e-07
1912,8.335073964360618e-09,1.093978454491662e-07
1913,1.484837142129436e-08,1.1136278743606454e-07
1914,2.54476265060255e-08,1.011208325962798e-07
1915,2.591767689352764e-08,7.539687629787295e-08
1916,1.4283700888739759e-08,9.339342454950383e-08
1917,1.6449636319748606e-08,1.1514745779095392e-07
1918,2.412139110674616e-08,6.776961924970237e-08
1919,1.0128633542993981e-08,8.747456092805805e-08
1920,1.4387240288016301e-08,7.875121355027659e-08
1921,2.044641889131782e-08,8.330022183145047e-08
1922,1.4018077365562931e-08,1.1878476158244666e-07
1923,8.492758496458919e-09,1.3800732290292217e-07
1924,1.2891624656674594e-08,1.0571132236236735e-07
1925,2.0896537833436923e-08,1.2317958919538796e-07
1926,2.2292276136148814e-08,9.028372005559504e-08
1927,1.8953683067479687e-08,9.365349029621939e-08
1928,1.9424270192303084e-08,1.0511958237202634e-07
1929,2.2280811862174232e-08,8.243900850857244e-08
1930,1.1553964007759987e-08,1.1133819555197988e-07
1931,1.9389105432310316e-08,1.0264820815564235e-07
1932,7.6716757391182e-09,1.0301964437076094e-07
1933,2.523545639121494e-08,1.0094182556485976e-07
1934,1.4377896206951846e-08,1.4497712186312128e-07
1935,1.0771455727365264e-08,9.933675926276919e-08
1936,1.2124714565686645e-08,1.3215938565735996e-07
1937,2.8959572406783707e-08,1.1457917281632035e-07
1938,2.074434313215079e-08,9.853562943362704e-08
1939,2.2941076593951948e-08,1.1623478712863289e-07
1940,5.0715658339584024e-09,8.875240098404902e-08
1941,2.066051862925633e-08,1.7118715334163426e-07
1942,9.102635090130207e-09,1.2440268903901597e-07
1943,2.3225881884414434e-08,1.4225852851268428e-07
1944,2.5705489292704442e-08,1.4138018400444707e-07
1945,1.9606536394434215e-08,9.149717072887142e-08
1946,2.7842208538686464e-08,7.517396483081029e-08
1947,3.0994263822137214e-08,7.867775053682635e-08
1948,2.7179719586101214e-08,1.3372421392432443e-07
1949,1.6688914139528777e-08,8.4426268642801e-08
1950,1.4889505850490536e-08,8.189228140054183e-08
1951,1.1727541604500402e-08,9.168805803483338e-08
1952,1.0544804140977249e-08,1.0544803785705881e-07
1953,1.1851209791302608e-08,1.1097041863195045e-07
1954,5.863521668203475e-09,8.013479657620337e-08
1955,9.385607846468247e-09,6.569925403709931e-08
1956,6.976913269340912e-09,4.447782231409292e-08
1957,1.236905244894615e-08,7.686482916824389e-08
1958,1.0753916424022236e-08,8.851300492551673e-08
1959,1.0075972278755785e-08,6.588135903484726e-08
1960,1.7302083321624195e-08,6.090333215524879e-08
1961,1.320150300188061e-08,7.365049015106706e-08
1962,1.268391242037481e-08,6.468795277214667e-08
1963,7.1126584622049904e-09,7.435961180135564e-08
1964,1.8251904876365188e-08,5.77976990712159e-08
1965,1.91521518644322e-08,6.238129657276659e-08
1966,4.985167390003653e-09,7.311578542612551e-08
1967,1.4297972972254769e-08,6.705256083705535e-08
1968,1.0779397818794223e-08,8.533690021295115e-08
1969,1.0446043141598693e-08,6.358460780120367e-08
1970,5.978342709767048e-09,6.070317226658517e-08
1971,8.221435976452085e-09,4.778709694619465e-08
1972,1.2312352026810913e-08,6.66919106606656e-08
1973,3.3079223804577396e-09,3.748978727458052e-08
1974,7.313243344242437e-09,8.26959052346865e-08
1975,6.282628195464213e-09,5.8257096924307916e-08
1976,8.570290255249802e-09,6.113473460800378e-08
1977,8.815172591880582e-09,3.290997696581144e-08
1978,1.0693064211864112e-08,5.0495025050167897e-08
1979,7.607565244427406e-09,5.617894416332092e-08
1980,5.6851505725319385e-09,4.832378053265529e-08
1981,1.0753434587229549e-08,5.2502059588732664e-08
1982,8.690503427999374e-09,5.2143018791639406e-08
1983,1.2630632539867293e-08,5.241712486281358e-08
1984,1.1018116197192285e-08,4.6392067076794774e-08
1985,9.02333674446254e-09,4.511668549866954e-08
1986,5.395036861699509e-09,4.136195030923773e-08
1987,1.4054879038383206e-08,5.866384356068011e-08
1988,8.395175166153734e-09,4.677312048784188e-08
1989,9.329808037250586e-09,3.7319232149002346e-08
1990,7.083246433836621e-09,5.612110598463005e-08
1991,3.5168792322792797e-09,2.8135033858234237e-08
1992,4.958949695321735e-09,5.840540850954312e-08
1993,9.970573700002205e-09,6.037736000052973e-08
1994,4.2199412852994556e-09,4.8529326335255973e-08
1995,6.506940763983948e-09,4.12106260228029e-08
1996,4.804283193493575e-09,4.964425670550554e-08
1997,5.274384040632185e-09,4.027711497656128e-08
1998,5.72175506974304e-09,4.5297227302398824e-08
1999,5.484241505371301e-09,5.94126134956241e-08
2000,5.3016377954406835e-09,4.771473882669852e-08
2001,3.943090742808408e-09,5.126017654788484e-08
2002,6.571832411594869e-09,4.8631559224077137e-08
2003,7.083769126836614e-09,4.125253738607171e-08
2004,5.726228824443069e-09,5.373845368694674e-08
2005,3.602999676388663e-09,4.548786947111694e-08
2006,3.294311934354255e-09,5.47679341877938e-08
2007,9.98619853476157e-09,4.993099267380785e-08
2008,1.0643598891135753e-08,6.769329274902702e-08
2009,5.721831008997924e-09,6.150968090423703e-08
2010,4.723792912386671e-09,6.188168555354423e-08
2011,6.883149605840799e-09,7.609704510969095e-08
2012,6.808505315092361e-09,7.625526166066265e-08
2013,5.857162754807632e-09,4.769403716409215e-08
2014,7.795602385840539e-09,6.149864617555068e-08
2015,1.1526192444932803e-08,7.181704120284849e-08
2016,1.2635174684305639e-08,8.492494174561216e-08
2017,8.301517695485927e-09,5.6098134137982925e-08
2018,1.058401366549333e-08,6.040632172243932e-08
2019,1.1734543448049806e-08,5.892781729244234e-08
