year,autres_ADJ ouvertures_NOUN,autres_ADJ couvertures_NOUN
1926,7.467912865877224e-08,1.114613823460786e-08
1927,7.358488574027433e-08,8.919379901328739e-09
1928,7.998228568339982e-08,2.6279895148917376e-08
1929,9.469345485513259e-08,2.8965057019547658e-08
1930,1.1659000165309408e-07,1.3654684716257748e-08
1931,7.86969636124013e-08,6.843213995466613e-09
1932,7.562080384104775e-08,1.53433514782364e-08
1933,7.455930273181366e-08,2.6382522833046096e-08
1934,7.7880272897346e-08,2.156684431042777e-08
1935,6.702239119249498e-08,7.180970484910176e-09
1936,5.941110003959693e-08,3.273673021553236e-08
1937,9.065605155456069e-08,1.2591118370153254e-08
1938,6.871563584809337e-08,2.074434313215079e-08
1939,6.882322622914216e-08,9.176430282309411e-09
1940,4.3108308034334186e-08,1.0143131667916805e-08
1941,8.264207451702532e-08,2.6563522936839945e-08
1942,2.4273694165799498e-08,1.517105907566929e-08
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,3.485606470121638e-08,2.6142048525912287e-08
1946,6.40370814153357e-08,8.352662561605939e-09
1947,3.695469885656166e-08,5.960435700558264e-09
1948,4.67491183542279e-08,6.523132700664291e-09
1949,3.337782672474532e-08,7.853606653895895e-09
1950,5.530387880980925e-08,8.508289184305795e-09
1951,6.929911222641749e-08,1.7058242374190513e-08
1952,6.326882129314981e-08,9.490323193972472e-09
1953,5.8178667217134716e-08,1.6160740301529586e-08
1954,4.788542540268281e-08,2.6385847951004848e-08
1955,4.974372203037092e-08,8.447047505910632e-09
1956,7.936238688444064e-08,1.3081711713880395e-08
1957,6.891329462632712e-08,3.3573143376486314e-08
1958,5.1287909030861556e-08,1.1581140491045971e-08
1959,7.440718263751478e-08,1.3951345856355601e-08
1960,7.128458179295194e-08,3.0451666577224756e-08
1961,4.029932298976746e-08,1.111705483225478e-08
1962,5.580921680348183e-08,9.512934273647744e-09
1963,5.8841084893401785e-08,7.112658795271898e-09
1964,5.1105335074908e-08,1.3993127490063983e-08
1965,7.715581062939236e-08,1.0396882466068291e-08
1966,5.428293192721867e-08,6.6468897053084675e-09
1967,6.015009290649687e-08,1.1339771788243524e-08
1968,4.581244184009847e-08,1.2575964686289964e-08
1969,4.7688455850902756e-08,9.083515273289322e-09
1970,5.426495519600394e-08,8.7375777724219e-09
1971,6.577148781161668e-08,6.166076982339064e-09
1972,5.899669019981957e-08,7.695220183290274e-09
1973,9.207050055692889e-08,9.37244681864513e-09
1974,6.300640364997889e-08,1.2376257407797908e-08
1975,5.02610255637137e-08,8.567220266542108e-09
1976,7.313314398516013e-08,9.141642998145016e-09
1977,6.64076367229427e-08,9.402850942308305e-09
1978,5.8811853165252614e-08,9.50494638551902e-09
1979,6.495690740848659e-08,1.0533551808578068e-08
1980,8.527725725571145e-08,5.6851505725319385e-09
1981,8.09670339663171e-08,1.1385989540091401e-08
1982,8.7525783953879e-08,1.365650492690662e-08
1983,5.999550012347754e-08,1.6419820836333088e-08
1984,6.552879483479046e-08,2.029653006774268e-08
1985,8.060847989099784e-08,1.684356276676624e-08
1986,8.931783668231219e-08,2.99724272068147e-08
1987,6.966331511648605e-08,3.116516555934368e-08
1988,4.677312048784188e-08,1.8589317141159967e-08
1989,7.354083919608456e-08,1.8110803079451898e-08
1990,7.301192539443946e-08,1.907027868952582e-08
1991,6.50622666853451e-08,1.582595610116755e-08
1992,7.218027064936905e-08,3.03046938654461e-08
1993,6.14852027069901e-08,1.1078414630105726e-08
1994,7.121150957800637e-08,1.424230217095257e-08
1995,5.4224507550770795e-08,7.0491861237087505e-09
1996,7.68685310958972e-08,1.7615704450690828e-08
1997,6.712852496093547e-08,2.2056513615531514e-08
1998,5.197260932732206e-08,2.717833702536865e-08
1999,7.038109828272354e-08,3.29054485881386e-08
2000,6.317785050669045e-08,1.723032239109301e-08
2001,6.57181757901526e-08,1.9715453242197256e-08
2002,6.308958688805433e-08,2.5849206053418783e-08
2003,6.208715319644398e-08,1.3750845795357236e-08
2004,7.532192825010497e-08,1.1011977829600283e-08
2005,7.251036748812112e-08,1.5312748402607212e-08
2006,7.28866496046976e-08,1.1941880539989569e-08
2007,5.672160696690298e-08,1.078509459517818e-08
2008,7.365370890966005e-08,1.958422224390688e-08
2009,5.960240656577298e-08,1.4781396329155427e-08
2010,5.90474122930118e-08,2.0784689525044087e-08
2011,5.46828005099087e-08,1.911985941793759e-08
2012,4.868081404652003e-08,2.076594107780494e-08
2013,4.713621493124265e-08,2.4265387921218462e-08
2014,4.677361431504323e-08,2.3170263929728208e-08
2015,4.699139921626738e-08,2.017083566840938e-08
2016,5.0540698737222556e-08,2.4441812407349772e-08
2017,3.999821984734808e-08,3.169670270697367e-08
2018,4.233605466197332e-08,3.2010187056563666e-08
2019,4.1326000399521945e-08,2.6020074428423356e-08
