year,leurs_DET anneaux_NOUN,leurs_DET canaux_NOUN
1883,1.1058842935840474e-07,1.1185230275323477e-07
1884,1.247720753383419e-07,1.2015088657335582e-07
1885,1.0313017151375448e-07,1.3406921883785117e-07
1886,8.518572108817679e-08,1.1487165796353338e-07
1887,9.401651612783724e-08,1.3906609153124805e-07
1888,1.3188478931169811e-07,1.2744635569106322e-07
1889,8.269980522612741e-08,1.4785723045918076e-07
1890,1.0945825429375944e-07,8.782877769508701e-08
1891,9.497587549756048e-08,1.0389978777336495e-07
1892,9.026658043254088e-08,8.65054721188585e-08
1893,9.176040549618847e-08,9.299208891810906e-08
1894,6.868678070759415e-08,1.1216739892461192e-07
1895,7.944571223106323e-08,1.0893691904101388e-07
1896,1.450669135927285e-07,9.965978797765729e-08
1897,7.691261605380362e-08,1.2760503365072395e-07
1898,1.035478933708589e-07,1.8559403613949144e-07
1899,8.291367770141278e-08,1.2326500176129684e-07
1900,8.305684673359792e-08,1.0122553639746457e-07
1901,8.830207320897898e-08,1.0953927942480846e-07
1902,7.021705600296357e-08,1.0115184867487415e-07
1903,7.668312451691861e-08,1.1772480057459234e-07
1904,7.363236420587782e-08,1.2200398913364552e-07
1905,6.192910650959504e-08,1.0785986681582926e-07
1906,8.385021005308246e-08,9.928276378801115e-08
1907,6.119983514407679e-08,1.1828539481228972e-07
1908,9.036956050145761e-08,9.871892325818976e-08
1909,7.261298023975016e-08,1.0451868615035664e-07
1910,9.993562055665706e-08,1.1543365774357994e-07
1911,6.171634225893285e-08,1.0693952390283812e-07
1912,6.824341625133457e-08,8.908110427086058e-08
1913,6.893886667080906e-08,8.537813789288862e-08
1914,7.701255100300841e-08,6.094036619774812e-08
1915,5.772573175022444e-08,7.304072713321119e-08
1916,1.3844201873780548e-07,8.020846964384987e-08
1917,6.470190427876332e-08,9.760117913870658e-08
1918,8.385054695025929e-08,1.0108011405662864e-07
1919,8.194984918441506e-08,7.090043241397836e-08
1920,7.572231464081369e-08,1.0222512569768583e-07
1921,8.027112052833019e-08,9.996026406611236e-08
1922,7.746831931498832e-08,8.189508138300994e-08
1923,8.280439223184999e-08,8.386598970844261e-08
1924,6.83256118350073e-08,4.512068574324957e-08
1925,1.0888195856040284e-07,7.91868828287079e-08
1926,6.35329868714507e-08,8.025219955243301e-08
1927,9.253856902979862e-08,7.46998072287397e-08
1928,7.65544745373603e-08,4.34189573184085e-08
1929,8.355305114449152e-08,9.469345174650812e-08
1930,5.882018072611572e-08,5.7769819594710725e-08
1931,6.272946251328904e-08,6.272945984875378e-08
1932,6.13734059129456e-08,1.1397918009414809e-07
1933,6.308864186621577e-08,5.505917965997753e-08
1934,5.6313425034204556e-08,6.230421512043449e-08
1935,6.462873614054843e-08,7.18097066254586e-08
1936,6.183604295273426e-08,6.547345909879709e-08
1937,5.162358363008934e-08,5.288269644410093e-08
1938,5.704694228114704e-08,4.537825182282518e-08
1939,6.72938256229827e-08,4.7411558234955464e-08
1940,6.593035806190528e-08,5.832300686847702e-08
1941,7.37875680556499e-08,7.083606057278757e-08
1942,6.978687383529802e-08,8.192372114024238e-08
1943,6.387117679196308e-08,9.290352753765774e-08
1944,7.711646787811333e-08,7.069009555493722e-08
1945,5.8819608739213436e-08,6.753362224998227e-08
1946,6.682130138102593e-08,6.542919361862687e-08
1947,7.629357656746549e-08,2.3841741692010032e-08
1948,5.109787437618252e-08,9.34982367084558e-08
1949,6.381055328574803e-08,6.0865452233827e-08
1950,9.040057591391815e-08,4.8922664364070556e-08
1951,7.143139413301469e-08,5.543928971452061e-08
1952,6.432330224015459e-08,6.64322623578073e-08
1953,6.141081598798337e-08,5.817866821633544e-08
1954,5.6680709681344865e-08,5.863521668203475e-08
1955,6.006789154966441e-08,5.443652550951583e-08
1956,8.110661742222192e-08,4.0117249966442614e-08
1957,4.5942195492365556e-08,6.007825570364389e-08
1958,6.452350032049026e-08,7.031407212032548e-08
1959,5.890568499644644e-08,3.642851353902188e-08
1960,4.014083287984249e-08,5.675083314393703e-08
1961,6.392306484137578e-08,6.392306772795564e-08
1962,4.312530421657357e-08,3.932012831997511e-08
1963,6.142750819115861e-08,4.655558161203999e-08
1964,7.969998166990067e-08,5.353892218451506e-08
1965,3.83043037288644e-08,5.964527360902139e-08
1966,3.932743231072067e-08,4.542041476263137e-08
1967,7.001076773871517e-08,4.782425633287346e-08
1968,6.108325700804329e-08,4.85072900735517e-08
1969,5.404691927335392e-08,6.176790501299934e-08
1970,5.1045847021535806e-08,4.000890713173888e-08
1971,5.0356295133724416e-08,6.37161305938605e-08
1972,6.463985186000443e-08,3.796308822856531e-08
1973,4.30029902798168e-08,6.836372457019735e-08
1974,4.500457251310763e-08,4.612968718120669e-08
1975,4.740528680713396e-08,3.3126584586540275e-08
1976,4.170874479125786e-08,4.170874623454779e-08
1977,2.938390863960194e-08,4.231282924038737e-08
1978,5.168314487491443e-08,2.732671966487743e-08
1979,4.213420723431227e-08,5.0912167703920375e-08
1980,3.126833025834941e-08,3.69534786104353e-08
1981,3.921840630027873e-08,3.0362637293279704e-08
1982,3.848651530802272e-08,3.289976291398489e-08
1983,2.7155859227967483e-08,3.536576898000021e-08
1984,5.103127370675864e-08,2.8995043366286666e-08
1985,4.8726018775369084e-08,3.1882456896781264e-08
1986,4.136195030923773e-08,3.356911904006665e-08
1987,4.1553555263362796e-08,3.299841255799407e-08
1988,2.9982768157132966e-08,3.418035632307692e-08
1989,5.103953459872912e-08,4.664903840989609e-08
1990,3.432650036439e-08,3.2691907458914926e-08
1991,5.2753186707832356e-08,2.6376593353916178e-08
1992,3.581463658974826e-08,3.581463658974826e-08
1993,3.655877023334142e-08,4.929894537042401e-08
1994,3.3759530282395644e-08,7.859640738239193e-08
1995,3.524592928627612e-08,3.0907969517102174e-08
1996,3.629902689539222e-08,3.309617091495909e-08
1997,3.740017817666086e-08,2.9248857003061346e-08
1998,3.3853716274734325e-08,3.051602781578566e-08
1999,2.5593126645739872e-08,3.199140669041256e-08
2000,3.401884285381129e-08,3.1368024622224766e-08
2001,3.943090742808408e-08,2.7601633506568746e-08
2002,3.6802260516832774e-08,4.1183481069850814e-08
2003,2.7501691257647565e-08,3.083522881475176e-08
2004,3.700024714392569e-08,4.669078612629107e-08
2005,3.828187189469645e-08,6.170136801486592e-08
2006,3.706100881739616e-08,4.529678809817028e-08
2007,3.07574907765229e-08,3.315417984595115e-08
2008,3.065356679599063e-08,2.9802077250451475e-08
2009,3.1946889578193804e-08,3.290052807969346e-08
2010,4.251413732170306e-08,3.7790342410914946e-08
2011,3.02093789705804e-08,4.168129552617472e-08
2012,6.331909774281996e-08,5.4468044519140335e-08
2013,6.052401130274276e-08,3.709536461338203e-08
2014,6.669571109285677e-08,3.702911177683177e-08
2015,7.292533191205486e-08,3.945504262192756e-08
2016,8.430353715116468e-08,4.308387313578521e-08
2017,9.181981575068221e-08,4.502944384032759e-08
2018,7.176477456738439e-08,4.027088168490067e-08
2019,5.9438014565760255e-08,3.6989322771407984e-08
