year,pieds_NOUN ouverts_ADJ,pieds_NOUN couverts_ADJ
1975,4.569184142155791e-09,9.138368284311582e-09
1976,1.142705374768127e-09,5.713526984862938e-09
1977,2.3507127355770763e-09,9.402850942308305e-09
1978,7.72276909088987e-09,9.504946163474415e-09
1979,2.925986564150662e-09,9.948355028654987e-09
1980,2.2740602734216964e-09,5.6851505725319385e-09
1981,1.2651099057237047e-09,5.69299452024552e-09
1982,1.0552754226011984e-08,1.3656505259973528e-08
1983,1.136756910824488e-08,1.0104505676622466e-08
1984,2.8995041922996734e-09,9.858314165001048e-09
1985,3.609334831011779e-09,7.218669662023558e-09
1986,1.1988970927134801e-09,1.019062523255343e-08
1987,3.0554083707556856e-09,4.277571630240118e-09
1988,6.596209356501959e-09,3.957725519532218e-08
1989,2.7440609784434855e-09,8.780995486290522e-09
1990,1.089730194969718e-09,8.172976073694826e-09
1991,1.7584396161396398e-09,1.4067516929117119e-08
1992,3.856960972825618e-09,9.366905473484621e-09
1993,2.7696036575264316e-09,1.2186256448387667e-08
1994,3.164955852952289e-09,9.494868002946077e-09
1995,3.795715741716776e-09,9.21816667442954e-09
1996,6.939520069693117e-09,1.3345230698291743e-08
1997,1.1507746755512471e-08,1.1987236092636522e-08
1998,1.43043876743576e-09,1.0966696883940585e-08
1999,3.656160929565999e-09,1.0968483010742602e-08
2000,4.859834756842929e-09,1.192868470667463e-08
2001,4.3812117822561447e-10,9.638665865452367e-09
2002,2.1906108038649563e-09,1.1391176002462089e-08
2003,1.6667691671301554e-09,1.7084383685528337e-08
2004,4.404791253964646e-10,1.2773894830786503e-08
2005,8.106749049829887e-09,6.7556245042510454e-09
2006,4.1178899179428186e-10,2.058944942318064e-08
2007,2.7961355453243186e-09,1.4380126422963713e-08
2008,2.1287198670449925e-09,2.171294255504108e-08
2009,1.430457752249481e-09,2.0026408975581944e-08
2010,9.447586046817946e-10,2.7870378005445673e-08
2011,4.206369030868018e-09,2.4091024286576612e-08
2012,2.382976926895708e-09,3.4042528795907856e-08
2013,1.1156500168141292e-09,3.625862632361532e-08
2014,4.114345752981308e-09,3.9844191945803686e-08
2015,1.994917786518613e-09,3.147536986602972e-08
2016,3.1070099826280284e-09,3.9355459474643695e-08
2017,1.509366853724714e-09,3.446387353278624e-08
2018,3.614053500911041e-09,3.898014711012365e-08
2019,3.3162841361900064e-09,3.7244422657067844e-08
