year,ses_DET hôtes_NOUN,ses_DET côtes_NOUN
1900,1.3398107778783697e-06,8.591192681706161e-07
1901,1.3357086352527858e-06,7.254183280736015e-07
1902,1.0940112842305894e-06,6.928410414275277e-07
1903,1.440778733652337e-06,7.355100066774867e-07
1904,1.3726792502666285e-06,7.524475442721723e-07
1905,1.419208784270154e-06,6.053570347219761e-07
1906,1.3153679745414593e-06,6.846909528235301e-07
1907,1.3674820156239775e-06,7.765693226247095e-07
1908,1.2941510014741198e-06,5.471287671809932e-07
1909,1.6365425796749378e-06,6.045580969171738e-07
1910,1.6080548981278753e-06,5.873221731178546e-07
1911,1.4923649729325916e-06,6.895205135748483e-07
1912,1.4466562632264868e-06,7.881854511282427e-07
1913,1.68104775077893e-06,6.771917631098745e-07
1914,1.4130128844769274e-06,7.52044316598699e-07
1915,1.3218015295635155e-06,1.0414193507557457e-06
1916,1.4250738189502954e-06,9.284405511067462e-07
1917,1.7568211845286896e-06,7.28170602037892e-07
1918,1.331270985005517e-06,8.362081942436816e-07
1919,1.4714141407523584e-06,7.495188505401984e-07
1920,1.4811285602434054e-06,6.830153225223512e-07
1921,1.6175388282135827e-06,6.573144482047155e-07
1922,1.6120789059215213e-06,6.138442287806356e-07
1923,1.5297581104078972e-06,7.30377220037326e-07
1924,1.6127422721723406e-06,5.324240834880811e-07
1925,1.6299299989697147e-06,6.851864995383039e-07
1926,1.8614051313647906e-06,6.665391012461441e-07
1927,1.6344764190989736e-06,6.455401173610653e-07
1928,1.4819575007152253e-06,6.82134633223086e-07
1929,1.534033952310665e-06,8.344164470486248e-07
1930,1.4883605707893821e-06,7.005903839285565e-07
1931,1.3937346281522878e-06,8.189046187823124e-07
1932,1.488305034769155e-06,9.063537014242229e-07
1933,1.391391268867892e-06,5.941802925235606e-07
1934,1.4174209361783596e-06,1.3551167725722735e-06
1935,1.5319404091940214e-06,4.595820985997534e-07
1936,1.3858548619793964e-06,1.087586877446256e-06
1937,1.5008612699318746e-06,1.0677268598158207e-06
1938,1.472848307315644e-06,1.0099902070237476e-06
1939,1.3428175869023562e-06,1.1669359949451064e-06
1940,1.1918179616543512e-06,7.35377064131626e-07
1941,1.369497216074933e-06,5.873490458441211e-07
1942,1.5080032511605168e-06,7.100055281483719e-07
1943,2.0438776786591006e-06,6.503246954281394e-07
1944,1.558395275935709e-06,6.105053564908758e-07
1945,1.4857398014100909e-06,7.559409276325368e-07
1946,1.511831879241754e-06,4.997676716911315e-07
1947,1.4340807545920597e-06,5.531283839843582e-07
1948,1.3742066222732774e-06,5.74035684763885e-07
1949,1.3400216047898539e-06,5.841120227501051e-07
1950,1.3060223658101222e-06,5.977073325169613e-07
1951,1.3827837683777489e-06,5.415991903845452e-07
1952,1.4288209229107451e-06,5.546567116709866e-07
1953,1.2928592907357483e-06,5.65625960291527e-07
1954,1.2332940819703708e-06,5.883066869216691e-07
1955,1.150675494443476e-06,5.63136479669879e-07
1956,1.2541002138988233e-06,4.447782337990702e-07
1957,1.3014010864509373e-06,5.751609428727988e-07
1958,1.015831482931162e-06,5.699575869044793e-07
1959,1.1556365553389014e-06,5.774306970351972e-07
1960,1.1509345618776479e-06,5.938074814082483e-07
1961,1.1631218441721103e-06,4.6691629229655973e-07
1962,1.16311481335174e-06,4.5979184903899295e-07
1963,1.1923401679325707e-06,4.991793058906069e-07
1964,1.127967756531234e-06,4.623815925697272e-07
1965,1.0944086223929617e-06,3.73193355329704e-07
1966,1.1222164904012288e-06,5.583387387986249e-07
1967,1.1290469057456676e-06,4.6640975881473423e-07
1968,1.2692741631070703e-06,4.3970960028616446e-07
1969,9.769321334118786e-07,4.945974279024767e-07
1970,9.758494368128368e-07,4.865451161961687e-07
1971,1.0035290625154403e-06,5.092152184360543e-07
1972,9.870402397638145e-07,4.468358039133591e-07
1973,9.466170851624156e-07,4.2837594182998373e-07
1974,8.730887035568458e-07,3.68474930567686e-07
1975,9.041273063559174e-07,4.77479733973496e-07
1976,9.655860306878594e-07,4.09659872246948e-07
1977,9.238301270642069e-07,3.561329897650012e-07
1978,1.1667321544450715e-06,4.1643544612668393e-07
1979,1.0012726257002669e-06,4.1783089343994106e-07
1980,1.0364030149645487e-06,4.3036591801381974e-07
1981,1.0032321657860166e-06,3.7067721514461027e-07
1982,1.0825884118048634e-06,4.649419107494168e-07
1983,1.0616046619560393e-06,3.536577022345e-07
1984,1.0913734236339678e-06,3.676571269650708e-07
1985,1.1754400581764912e-06,4.770337662662882e-07
1986,1.1773169816819973e-06,3.6626306254561314e-07
1987,1.1341676309228887e-06,3.635936147716734e-07
1988,1.1111614632852707e-06,3.999701316814708e-07
1989,1.0899410440856627e-06,3.5837438971952906e-07
1990,1.0853713270364551e-06,3.656044702537997e-07
1991,1.135365797821919e-06,3.4934333115188565e-07
1992,1.1245796187608903e-06,3.272906887730187e-07
1993,1.1211355577245286e-06,3.1019562740652873e-07
1994,1.0956022258312714e-06,3.861246238301419e-07
1995,1.1495595764188238e-06,3.562550165980838e-07
1996,1.0724226982006257e-06,3.47509805820323e-07
1997,1.1167308873183401e-06,3.70645346414733e-07
1998,1.1114509135268236e-06,3.0229940684023404e-07
1999,1.2298411782296625e-06,3.1397280686462636e-07
2000,1.1186456205791728e-06,3.4239744994835064e-07
2001,1.2171005838723659e-06,3.150091298920188e-07
2002,1.2407619589538399e-06,3.7415631748416445e-07
2003,1.3980026487558916e-06,3.471046685632473e-07
2004,1.2527226722625073e-06,3.4137131343925375e-07
2005,1.2569964837894076e-06,3.639029646507197e-07
2006,1.3271959460325888e-06,4.138479408055673e-07
2007,1.4348170687128459e-06,5.240756859592466e-07
2008,1.6591242157915076e-06,5.649622281111988e-07
2009,1.6183245428180726e-06,6.279709712231352e-07
2010,1.8512544528448416e-06,8.361113366106565e-07
2011,1.984258975795683e-06,1.0229124924876487e-06
2012,2.216849441794011e-06,1.1492756897268919e-06
2013,2.051959402393777e-06,1.2902492727562276e-06
2014,2.2845446565611383e-06,1.3832863388074657e-06
2015,2.4424443978432464e-06,1.4511919559367925e-06
2016,2.382041131454571e-06,1.5195350329122448e-06
2017,1.665083157575964e-06,1.5382963596266563e-06
2018,2.022320963135371e-06,1.7388759374625806e-06
2019,2.242063061430599e-06,1.6726826714830167e-06
