year,fus_VERB en_ADP
1905,1.0115087434314773e-07
1906,7.253299827425508e-08
1907,1.0902827796144265e-07
1908,1.1639992436585089e-07
1909,1.2817291406008735e-07
1910,9.459146355084158e-08
1911,1.0800359717677566e-07
1912,1.0470936473438996e-07
1913,8.909022852776616e-08
1914,1.1920203490944914e-07
1915,5.419150639340842e-08
1916,8.570220444426013e-08
1917,9.321460936462245e-08
1918,8.385054428572403e-08
1919,1.243059557509696e-07
1920,9.692456615084666e-08
1921,1.0829028695980014e-07
1922,1.0845565157069359e-07
1923,1.3057616854439402e-07
1924,1.3149457345207338e-07
1925,1.418764981053755e-07
1926,1.370975013514908e-07
1927,1.6277869008263224e-07
1928,1.199734356305271e-07
1929,1.1920234754825287e-07
1930,1.0293531715888093e-07
1931,1.585344620025353e-07
1932,1.0849941389778905e-07
1933,1.1355955820135932e-07
1934,1.0543790551764687e-07
1935,8.138432860960165e-08
1936,1.0184760412812466e-07
1937,1.3598408088455471e-07
1938,1.0890779833516717e-07
1939,7.188203454688846e-08
1940,8.368083825871508e-08
1941,1.1806010036252701e-07
1942,1.3047110769548453e-07
1943,1.4225852851268428e-07
1944,7.390327994016843e-08
1945,1.285317381416462e-07
1946,1.4617160104535287e-07
1947,1.2278496797080152e-07
1948,1.239395146512834e-07
1949,1.4234662160106382e-07
1950,1.3932323383869516e-07
1951,1.247384062708079e-07
1952,1.2653764258629963e-07
1953,1.3682760879873967e-07
1954,1.3974727153254207e-07
1955,9.667176215089057e-08
1956,9.418833002428073e-08
1957,1.0160293584249303e-07
1958,1.1581141023953023e-07
1959,1.0463509880764832e-07
1960,9.273916390384329e-08
1961,1.0144312767579322e-07
1962,1.0210549561406879e-07
1963,1.0151703833116699e-07
1964,1.1437860791829735e-07
1965,1.3297065493134141e-07
1966,1.1742838523787213e-07
1967,1.2325838838478376e-07
1968,1.1273453992544091e-07
1969,7.403065183098079e-08
1970,9.79528422817566e-08
1971,1.0533715055771609e-07
1972,9.593374983296599e-08
1973,8.159541664554126e-08
1974,6.975708544132431e-08
1975,7.424924319821002e-08
1976,9.255913369088375e-08
1977,9.285315627494128e-08
1978,8.435639387016636e-08
1979,1.1235788832664184e-07
1980,8.186616895500265e-08
1981,1.0437156561238226e-07
1982,8.193902800712749e-08
1983,8.33621740525814e-08
1984,1.0612185263880747e-07
1985,8.000692020004863e-08
1986,7.49310657965907e-08
1987,8.49403534175508e-08
1988,9.114761923001424e-08
1989,8.012658270217798e-08
1990,8.663354833515768e-08
1991,7.795748757644105e-08
1992,8.650612670635383e-08
1993,8.419595332043173e-08
1994,8.59813056308667e-08
1995,9.218166496793856e-08
1996,8.540947504798169e-08
1997,1.4240836776480137e-07
1998,6.961468557165063e-08
1999,8.546275864773634e-08
2000,1.1000898325619346e-07
2001,7.623308562187958e-08
2002,9.24437770777331e-08
2003,9.958945668131491e-08
2004,9.866732142427281e-08
2005,9.007499102153815e-08
2006,1.0624155777350097e-07
2007,1.0665259964071083e-07
2008,9.281218638079736e-08
2009,1.0680751216796125e-07
2010,1.1478817185661683e-07
2011,1.22367097787901e-07
2012,1.4365946299221832e-07
2013,1.8408225344046514e-07
2014,1.6608964870101772e-07
2015,1.5870679703766655e-07
2016,1.9947005114318017e-07
2017,1.240196354501677e-07
2018,1.7218383163708495e-07
2019,1.4719199725732324e-07
