year,les_DET anneaux_NOUN,les_DET canaux_NOUN
1924,1.530235806512792e-06,3.1494238328377833e-06
1925,1.3186815124299756e-06,3.5568107819017314e-06
1926,1.3040981627909787e-06,4.235532571783551e-06
1927,1.363550182986728e-06,3.2466543018472294e-06
1928,1.4065456355183414e-06,3.418671497001924e-06
1929,1.4248579418563168e-06,3.935905624530278e-06
1930,1.4747059822184383e-06,3.248764556929018e-06
1931,1.6161390590241353e-06,3.275618524867241e-06
1932,1.4466588424966176e-06,3.7569292601347115e-06
1933,1.4303915776281428e-06,3.886260287799814e-06
1934,1.440185897649826e-06,3.021754537257948e-06
1935,1.856280903211882e-06,3.1907446214063384e-06
1936,1.9435917693044757e-06,3.938107170142757e-06
1937,1.442942121343549e-06,3.6652744483944844e-06
1938,1.2874457979705767e-06,3.27630965557546e-06
1939,1.4819934790466505e-06,3.378455630809185e-06
1940,2.4013864106109395e-06,3.1063339918091515e-06
1941,1.930282707007791e-06,4.332805701778852e-06
1942,2.1664271940835533e-06,4.575591560751491e-06
1943,1.6490375571720506e-06,3.3183977734552172e-06
1944,1.529476548967068e-06,3.6501794511423213e-06
1945,1.1480716182177275e-06,2.8625543393445696e-06
1946,1.1220409845691393e-06,2.5559147331932763e-06
1947,1.4650750728151252e-06,2.9075005159029388e-06
1948,1.3524628883487821e-06,4.554233896669757e-06
1949,9.58140034867938e-07,3.5292144389131863e-06
1950,1.315594246875662e-06,3.026823833351955e-06
1951,9.989733200654882e-07,3.6216782461906405e-06
1952,1.443583656168812e-06,4.289626190256968e-06
1953,1.2820854493611478e-06,3.4939522493004915e-06
1954,1.346655466250013e-06,3.657860361272469e-06
1955,1.3637287850087887e-06,3.5336813084541063e-06
1956,1.4747450762797598e-06,3.1779840412582416e-06
1957,1.0822921154840515e-06,4.055282261106186e-06
1958,1.1969935798106235e-06,3.266708972660126e-06
1959,1.0665028895573414e-06,3.00108968076529e-06
1960,1.3059612200549964e-06,3.095688725807122e-06
1961,1.2652598542217675e-06,3.56926938138713e-06
1962,1.1136475279727165e-06,3.3821654312760074e-06
1963,1.1199203697742632e-06,3.5821934432078706e-06
1964,1.1699470690018643e-06,3.0705787139595486e-06
1965,1.3515947472342305e-06,2.8060638612714683e-06
1966,1.2396449164953083e-06,3.0592309201438184e-06
1967,1.2202580137454788e-06,2.5948355073524e-06
1968,1.0923123454631423e-06,2.629274916898794e-06
1969,9.819280393230656e-07,3.0734074982774473e-06
1970,1.0733424176123663e-06,2.3894976095562015e-06
1971,1.3745213180982319e-06,2.5157594905067526e-06
1972,1.2481646933792945e-06,2.606114691161565e-06
1973,9.8190162134415e-07,2.504097153632756e-06
1974,8.567745553023087e-07,2.6395182430860586e-06
1975,8.647180749221661e-07,2.45079614558108e-06
1976,1.0107228973765814e-06,2.413393644928874e-06
1977,8.503703341489199e-07,2.468835987201601e-06
1978,8.857421676111699e-07,2.2627711615541557e-06
1979,8.350766123044195e-07,2.257106174852197e-06
1980,9.363443211896083e-07,2.4127780164917567e-06
1981,9.526277437998942e-07,2.2158399417548935e-06
1982,8.299430547253905e-07,2.297396633821336e-06
1983,8.696190008095073e-07,2.115630877597141e-06
1984,8.315778217138359e-07,2.0928621466964614e-06
1985,8.584201083294829e-07,2.1692102478709785e-06
1986,8.044599582035517e-07,2.5338689795262326e-06
1987,7.67518621103136e-07,2.4015510291519604e-06
1988,7.003975142083618e-07,2.2127283898498717e-06
1989,7.886431774295488e-07,2.1936025405011605e-06
1990,6.75087882484604e-07,2.2170560214362922e-06
1991,6.646901269391492e-07,2.012827096109504e-06
1992,6.573363293682633e-07,2.252465208130161e-06
1993,5.9435696186938e-07,2.336991599349858e-06
1994,5.776044460503726e-07,2.0572213941250084e-06
1995,6.723839334199511e-07,1.9314769872380566e-06
1996,5.845210964139369e-07,2.0749164661992836e-06
1997,5.825796876024469e-07,2.0723534106537045e-06
1998,5.683610169171516e-07,1.9744822594702782e-06
1999,5.758453411885966e-07,2.1173742368318926e-06
2000,5.438596701878851e-07,1.8953355436224228e-06
2001,5.20926072056227e-07,1.8436138731203755e-06
2002,5.971605148147319e-07,2.058297909002249e-06
2003,5.687849693458702e-07,2.293057690394562e-06
2004,5.607299300436352e-07,2.133680837346219e-06
2005,5.030688328133692e-07,2.209539545106054e-06
2006,6.395083076426999e-07,2.1499502622646105e-06
2007,6.007697237464527e-07,2.087914381831979e-06
2008,5.721998945773521e-07,2.2807105040101305e-06
2009,6.227259348179359e-07,2.318295315717478e-06
2010,7.161270048072765e-07,2.3831535713725316e-06
2011,6.741662588183317e-07,2.7482886935104034e-06
2012,8.803397690826387e-07,2.6743809939944185e-06
2013,7.993632635816539e-07,2.0781770473377037e-06
2014,8.969274034598129e-07,2.205289277412703e-06
2015,9.371680604886024e-07,2.3098931194454053e-06
2016,9.7497976980776e-07,2.271845858103916e-06
2017,9.981945510162404e-07,2.1370117195829152e-06
2018,8.100642716613038e-07,2.5254488207338e-06
2019,7.191234345782505e-07,2.115789257572942e-06
