year,jardins_NOUN ouverts_ADJ,jardins_NOUN couverts_ADJ
1855,9.021793090369101e-09,9.021793090369101e-09
1856,2.5885946719483854e-09,2.5885945831305435e-08
1857,9.763018171682347e-10,1.3180074809326925e-08
1858,0.0,1.1744822003834088e-08
1859,2.036869339860914e-09,8.656694916453489e-09
1860,1.373155145145688e-09,7.323494255473406e-09
1861,2.357981809808507e-09,1.3204698667834691e-08
1862,0.0,1.0843167252971853e-08
1863,1.048870412745373e-08,7.991393324857654e-09
1864,2.3973640850272204e-09,3.3563094525845827e-09
1865,4.706844358715045e-10,7.0602665935837194e-09
1866,9.731225825149181e-10,9.731225825149181e-10
1867,9.7056229719783e-10,7.279217228983725e-09
1868,1.4819622196071691e-09,7.409810987013543e-09
1869,1.4650557433881772e-09,2.441759683335931e-09
1870,1.1468097582678638e-09,5.734048791339319e-09
1871,0.0,0.0
1872,7.861541084785983e-09,9.071008832961525e-09
1873,0.0,4.190203295451056e-09
1874,0.0,1.1949218503559678e-08
1875,0.0,8.010138330405425e-09
1876,6.650616057868319e-09,5.441413541973361e-09
1877,1.2369631985365004e-09,4.9478527941460015e-09
1878,2.4156354694326865e-09,1.0266450800600069e-08
1879,3.665595160740054e-09,1.8327975581655664e-08
1880,6.417846254436199e-10,3.2089231272180996e-09
1881,2.7890030285249168e-09,4.183504653809678e-09
1882,0.0,1.1314154946262533e-08
1883,7.58320695126713e-09,8.847074184359371e-09
1884,2.6406787867472303e-09,6.601696966868076e-09
1885,1.933690763067375e-09,7.090199094506033e-09
1886,6.453463874400711e-10,5.808117542471791e-09
1887,3.264462256069578e-09,4.570247291724172e-09
1888,0.0,1.9021844099853524e-09
1889,2.5060546970934183e-09,3.132568426877924e-09
1890,6.554386478008212e-10,2.6217545912032847e-09
1891,1.2748440081367107e-09,5.736798147637501e-09
1892,3.761107425503951e-09,7.522214851007902e-09
1893,6.158416554491453e-10,5.542574843531156e-09
1894,6.301539290376468e-10,5.041231432301174e-09
1895,0.0,1.2037228991346183e-09
1896,5.89702897624278e-10,1.179405795248556e-09
1897,0.0,1.1653427112179315e-09
1898,1.13167097914868e-09,6.224190496340043e-09
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,5.191053142894475e-10,1.038210628578895e-09
1901,3.912117296778206e-09,6.706486921359556e-09
1902,0.0,4.910283846193408e-10
1903,1.6200660812870638e-09,2.1600881083827517e-09
1904,3.7622376325430196e-09,6.449550227216605e-09
1905,5.160758931310738e-09,3.096455536422127e-09
1906,1.0288369045596824e-09,4.629765903985117e-09
1907,0.0,6.1714118260169926e-09
1908,9.822778146428846e-10,1.4734167219643268e-09
1909,1.1001967115120692e-09,2.2003934230241384e-09
1910,5.344150677544235e-10,7.481810726517324e-09
1911,2.128149656499545e-09,6.916486494645824e-09
1912,5.209421227725386e-10,3.125652625612929e-09
1913,0.0,5.30298971401777e-10
1914,0.0,2.0090231700464756e-09
1915,3.534228465440492e-09,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,1.2063066989753679e-08
1918,0.0,1.6080926812378493e-08
1919,5.524709134618888e-09,1.8415696745321952e-09
1920,7.572231730534895e-10,7.572231730534895e-10
1921,0.0,6.058197943303867e-09
1922,2.2133805899215986e-09,5.902348387820666e-09
1923,0.0,0.0
1924,1.289162443462999e-09,9.02413699321869e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,0.0,0.0
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,0.0,2.2810713318222042e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,0.0,1.1470662197865522e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,0.0,2.424942913137329e-09
1937,0.0,3.777335333410292e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0
1947,0.0,4.7683483828109274e-09
1948,0.0,2.174377566888097e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,0.0,0.0
1954,0.0,1.9545072227344917e-09
1955,0.0,2.815682353940474e-09
1956,1.744228317335228e-09,8.72114158667614e-10
1957,0.0,6.184526224473075e-09
1958,9.099467845885556e-09,0.0
1959,7.750747821333448e-10,2.325224457422337e-09
1960,6.920833350854139e-10,3.460416619915918e-09
1961,2.779263708063695e-09,1.3896318540318475e-09
1962,0.0,3.805173953708163e-09
1963,0.0,6.466053248388448e-10
1964,0.0,1.2167936658258327e-09
1965,5.472043373977442e-10,0.0
1966,0.0,0.0
1967,2.465167847631733e-09,4.930335584241163e-10
1968,8.982831700699023e-10,7.186265360559219e-09
1969,9.083515606356229e-10,3.6334062425424918e-09
1970,3.219107425067591e-09,2.7592350626548523e-09
1971,0.0,2.569198631618974e-09
1972,2.0520587451500205e-09,2.565073486948677e-09
1973,1.6539611902288698e-09,0.0
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,1.1422960355389478e-09,1.7134440533084216e-09
1976,2.285410749536254e-09,3.4281160132820787e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,1.1881182704343018e-09,1.1881182704343018e-09
1979,0.0,1.1703946700691858e-09
1980,1.1370301367108482e-09,1.7055452605774235e-09
1981,3.795329828193417e-09,2.5302198114474095e-09
1982,1.8622506869903077e-09,6.2075020679230875e-09
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,1.739702604197646e-09,4.639206796497319e-09
1985,0.0,1.8046674155058895e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,6.110816852533674e-10,6.110816852533674e-10
1988,5.996553809062277e-10,5.996553809062277e-10
1989,1.0976244357863152e-09,1.6464366536794728e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,2.344586136349136e-09,5.2753188484189195e-09
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,0.0
1994,6.857404422078162e-09,1.0549853213248639e-09
1995,2.1689803286761844e-09,3.795715741716776e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,9.58978896292706e-10,1.438468344439059e-09
1998,8.105819793158275e-09,1.9072516899143466e-09
1999,2.7421206694189237e-09,5.0272213059088244e-09
2000,2.6508188977203417e-09,1.3254094488601709e-09
2001,6.133696661692056e-09,3.066848330846028e-09
2002,4.3812213301741565e-09,3.066854992184176e-09
2003,5.000307723435071e-09,1.2500769308587678e-09
2004,8.809582507929292e-10,3.9643119897903034e-09
2005,1.8014998381943315e-09,2.702249757291497e-09
2006,5.765045940631097e-09,2.4707338397433887e-09
2007,4.393927444112933e-09,5.991719120856942e-09
2008,7.2376473703172906e-09,4.257439678578834e-10
2009,7.15228898329201e-09,5.721831008997924e-09
2010,9.447586268862551e-09,4.723792912386671e-09
2011,1.1089518414664212e-08,2.6767803529281764e-09
2012,1.0893608459738857e-08,2.7234021704458655e-09
2013,1.2829975304384789e-08,4.741512515948898e-09
2014,1.0610681666634036e-08,7.145969149746634e-09
2015,1.3964425171764105e-08,3.768178213903184e-09
2016,1.1599504468051691e-08,7.042556315894899e-09
2017,8.553078467699038e-09,6.037467414898856e-09
2018,6.195519874907518e-09,6.711813327342497e-09
2019,1.1224345897176136e-08,3.5713827450933877e-09
