year,suis_VERB en_PRON
1969,2.7704722072030563e-08
1970,2.713247759800197e-08
1971,3.8537980140418426e-08
1972,3.078088184338412e-08
1973,3.3630541906859435e-08
1974,2.6440186928766707e-08
1975,3.5982324231298435e-08
1976,2.628222439682304e-08
1977,2.3507126911681553e-08
1978,2.613860239364385e-08
1979,2.691907718954667e-08
1980,1.9329513156751688e-08
1981,2.6567308353264707e-08
1982,1.6760256515979677e-08
1983,3.4102705881444706e-08
1984,3.189454744756404e-08
1985,3.0679345286444004e-08
1986,2.9372978049835297e-08
1987,2.5054349706010726e-08
1988,3.1781734521896254e-08
1989,3.1282296975021495e-08
1990,2.778812091541738e-08
1991,2.5790447388818194e-08
1992,2.5345743281945943e-08
1993,3.87744514829258e-08
1994,3.9034457444131476e-08
1995,3.2534705318720825e-08
1996,3.95018808774239e-08
1997,3.835915540761903e-08
1998,3.337690523963488e-08
1999,4.295989053382243e-08
2000,3.401884285381129e-08
2001,3.724029901119863e-08
2002,4.644094664385534e-08
2003,3.291868982957524e-08
2004,4.801222425188101e-08
2005,4.773974737748432e-08
2006,5.6826879535343267e-08
2007,5.8319400197959226e-08
2008,5.108927680907982e-08
2009,5.10196602743207e-08
2010,7.180165051412501e-08
2011,7.494984985423336e-08
2012,9.634035219585613e-08
2013,9.09254751491062e-08
2014,1.0848880405145422e-07
2015,1.4474236675887653e-07
2016,1.483079512532015e-07
2017,1.662819073544597e-07
2018,1.9386814276156628e-07
2019,1.9438526466242223e-07
