year,elles_PRON osent_VERB,elles_PRON causent_VERB
1871,7.434824311758348e-09,8.603153389685758e-08
1872,2.600355819559752e-08,9.191955996357137e-08
1873,1.0176207765333345e-08,1.0355787871674238e-07
1874,2.0313670301419506e-08,9.499628905729196e-08
1875,2.0597497651930752e-08,9.326089234207302e-08
1876,9.673623679873344e-09,1.0701446395700032e-07
1877,1.3606595405946109e-08,1.0266794525648493e-07
1878,1.7513357430942733e-08,8.998242417845859e-08
1879,1.9549840191146473e-08,6.353698089878179e-08
1880,1.2193908105473383e-08,7.05963092428874e-08
1881,2.091752193678076e-08,6.484432102382698e-08
1882,2.861815673327328e-08,8.252677474729353e-08
1883,1.3270612164717477e-08,1.0995649812883812e-07
1884,1.8484751507230612e-08,8.978308230211951e-08
1885,1.546952527187173e-08,9.668453859745796e-08
1886,1.4197620856748472e-08,8.389503136640997e-08
1887,1.4363634059932906e-08,1.0250411719425756e-07
1888,1.3315290869897467e-08,8.750048330341542e-08
1889,1.1277245803853475e-08,8.332632006613494e-08
1890,1.3764211659328396e-08,6.882105729744126e-08
1891,1.529812809764053e-08,8.159001474439265e-08
1892,7.522214628963297e-09,7.835640225550833e-08
1893,1.231683333102751e-08,9.360793207235929e-08
1894,1.3233232287745977e-08,8.696124353946288e-08
1895,1.8657704714541978e-08,8.064943379793021e-08
1896,1.356316647882494e-08,8.019959274463417e-08
1897,1.0488084400961384e-08,8.856604694074122e-08
1898,7.921696631996156e-09,7.638779209173663e-08
1899,1.326618814800895e-08,6.633094074004475e-08
1900,1.5573159539705728e-08,7.319384653925454e-08
1901,7.265360424391076e-09,8.774320470195107e-08
1902,7.365426046845869e-09,7.758248621314578e-08
1903,3.2401321625741275e-09,8.37034130896086e-08
1904,1.4511488011237361e-08,7.685713754312928e-08
1905,9.805442346966231e-09,7.741138752237475e-08
1906,1.9547901519700872e-08,9.619625451762204e-08
1907,2.1599941391059474e-08,8.43426315455531e-08
1908,1.178733399775922e-08,5.991894713730517e-08
1909,7.701377036095636e-09,7.426327641724129e-08
1910,1.336037680488289e-08,8.336875012560085e-08
1911,6.916486494645824e-09,7.342116248310049e-08
1912,1.7712031841199405e-08,8.439262266790593e-08
1913,1.7499866444836698e-08,7.689335213001414e-08
1914,1.5402511266415786e-08,9.375441401004991e-08
1915,8.246533456102156e-09,6.597226498428199e-08
1916,2.8567400889301098e-08,6.482602721291642e-08
1917,5.2638837289009643e-08,5.9218692172180454e-08
1918,1.1486376294556067e-08,8.155327080316965e-08
1919,2.1178051312631396e-08,6.445494005191676e-08
1920,9.086677632552664e-09,7.117897915520643e-08
1921,9.087296748422347e-09,6.361107907082442e-08
1922,5.164555005876537e-09,8.337067214370109e-08
1923,1.6985516992917837e-08,5.8387714219065856e-08
1924,6.4458122173149945e-09,7.606058538556226e-08
1925,6.598906754362588e-09,7.918688105235105e-08
1926,5.573069228326233e-09,7.913758537370086e-08
1927,1.0034302722061739e-08,6.243565842112275e-08
1928,1.7139061281312706e-08,7.312666205905316e-08
1929,6.684243825105796e-09,6.907051997018243e-08
1930,4.201441416995522e-09,7.24748669966857e-08
1931,1.0264820993199919e-08,6.272946251328904e-08
1932,8.767629400274757e-09,4.822196242315613e-08
1933,3.4411986593596566e-09,5.5059178549754506e-08
1934,1.1981580172459871e-08,5.391711077606942e-08
1935,9.574627313213568e-09,6.223507664770977e-08
1936,1.4549657034734764e-08,8.366053094732706e-08
1937,1.3850230184964119e-08,4.532802555523574e-08
1938,7.779128674556546e-09,6.352954962096646e-08
1939,7.647025235257843e-09,5.6587985852729616e-08
1940,5.0715658339584024e-09,4.057252755984564e-08
1941,5.9030051957620344e-09,6.493305626520396e-08
1942,2.730790527039062e-08,9.102635356583733e-08
1943,1.161294105322952e-08,5.516146917017295e-08
1944,1.2852744646352221e-08,3.213186161588055e-08
1945,1.9606536394434215e-08,3.0499056613564335e-08
1946,1.2528993842408909e-08,5.8468636154884734e-08
1947,1.3112958274774655e-08,5.4836005958236456e-08
1948,2.391815279167986e-08,7.28416460482606e-08
1949,6.871905600114303e-09,5.104844191805569e-08
1950,9.571825110299415e-09,5.104973332947793e-08
1951,6.396840945832594e-09,8.102665027820422e-08
1952,1.1599284199803606e-08,3.5852331770058754e-08
1953,3.232148326759443e-09,4.632745742583211e-08
1954,5.863521668203475e-09,7.13395111873183e-08
1955,1.6894094567732054e-08,3.660387015713695e-08
1956,5.232684952005684e-09,3.401245152190313e-08
1957,0.0,4.1524677918403086e-08
1958,4.963346067476948e-09,5.046068318748098e-08
1959,1.0851047171911432e-08,4.4954336253510974e-08
1960,8.305000243069571e-09,3.8756667208872386e-08
1961,1.3201502446769098e-08,3.404598025724681e-08
1962,1.0781326054143392e-08,3.6149152338182944e-08
1963,1.422531736849919e-08,4.6555582500218406e-08
1964,6.692365273064382e-09,4.867174485667647e-08
1965,7.660860668057268e-09,5.1984411442163037e-08
1966,7.200797402795445e-09,4.320478375063885e-08
1967,6.902469928959931e-09,3.007504645324843e-08
1968,1.122853943158475e-08,4.3566731999789e-08
1969,8.629339798282842e-09,3.769658984964508e-08
1970,9.657322497247378e-09,3.0351585689203375e-08
1971,7.193756701440179e-09,4.16210204079448e-08
1972,7.695220183290274e-09,3.693705785678958e-08
1973,7.718485517393958e-09,2.5360737287982715e-08
1974,1.1813700462326437e-08,2.4752516036841143e-08
1975,1.1422960799478687e-08,2.9128548462153958e-08
1976,1.2569759011427095e-08,2.2282755196556536e-08
1977,1.3516598340590491e-08,2.291944900534304e-08
1978,1.3069301196821925e-08,2.019801104147234e-08
1979,1.462993282075331e-08,2.867466930567275e-08
1980,1.193881615790815e-08,4.604971914901057e-08
1981,8.223214220670627e-09,2.909752883084593e-08
1982,1.6760255849845862e-08,2.4830009937026887e-08
1983,1.1999100157922271e-08,3.2839643893112225e-08
1984,8.698512798943625e-09,3.7113654371978555e-08
1985,1.3835783185811579e-08,3.7296458810232025e-08
1986,1.6784559075944117e-08,2.997242676272549e-08
1987,9.166225112267057e-09,3.5442736301405375e-08
1988,1.2592763165564236e-08,3.597932352050748e-08
1989,2.140367572067703e-08,3.951447968830735e-08
1990,1.3076762339636616e-08,3.9775152949061976e-08
1991,1.875668864670388e-08,2.4032007939212008e-08
1992,1.5978838030505926e-08,3.856960884007776e-08
1993,1.827938511667071e-08,2.4926433028760187e-08
1994,1.1604838812129259e-08,4.008944198830022e-08
1995,1.138714678106112e-08,4.0668380663078096e-08
1996,1.4946658133396795e-08,4.217092719471793e-08
1997,1.7261620133268707e-08,3.787966607049498e-08
1998,2.5747898035888284e-08,3.719140950764199e-08
1999,2.7421206638678086e-08,3.0620347590826213e-08
2000,2.164835422036049e-08,2.5624583344097118e-08
2001,2.10298167768741e-08,2.4534785314500596e-08
2002,1.62105191492401e-08,2.584920588688533e-08
2003,2.416815236827574e-08,3.208530596765513e-08
2004,2.642874763481018e-08,3.7440726075033126e-08
2005,2.0266873068663926e-08,3.2426997087497966e-08
2006,2.7178074013534115e-08,3.253133051828172e-08
2007,2.7961356785510816e-08,3.634976319943917e-08
2008,2.7673356939317273e-08,2.0861454563814164e-08
2009,2.813233557219519e-08,2.7655516987579176e-08
2010,2.1729447352569764e-08,2.8342758362498444e-08
2011,2.4091022954308983e-08,2.9826982217429077e-08
2012,2.7574446725964208e-08,3.2680826045350386e-08
2013,2.0918437426686864e-08,3.8211013020372775e-08
2014,2.533570953033859e-08,3.6162934868855245e-08
2015,2.3939014326401775e-08,3.435691819930753e-08
2016,2.4856080749202647e-08,5.447624218390956e-08
2017,2.1131135063967577e-08,2.8174846455897296e-08
2018,3.3300920243561904e-08,3.175204010830157e-08
2019,2.397928433595098e-08,3.061185349650941e-08
