year,avais_VERB osé_VERB,avais_VERB causé_VERB
1864,1.821996598039277e-08,2.8768367688059016e-09
1865,2.023943146411966e-08,1.0355057256106193e-08
1866,4.379051787850585e-09,5.352174259343201e-09
1867,8.249779526181555e-09,3.396968040192405e-09
1868,1.2349684830326169e-08,1.2843672791973404e-08
1869,1.6115613732381462e-08,5.860222973552709e-09
1870,6.307453670473251e-09,4.587239033071455e-09
1871,9.559059321873065e-09,3.18635318130589e-09
1872,1.269941218851045e-08,8.4662747923403e-09
1873,5.387403856360606e-09,3.591602570907071e-09
1874,1.3741600746186577e-08,3.5847653734322193e-09
1875,1.3159512590732447e-08,2.2886108563824337e-09
1876,9.673623679873344e-09,3.627608879952504e-09
1877,9.895705588292003e-09,9.895705588292003e-09
1878,6.039088784604019e-09,6.6429977074733415e-09
1879,8.55305515301552e-09,2.443730107160036e-09
1880,1.2835692508872398e-08,7.059631101924424e-09
1881,5.5780060570498335e-09,6.9725074602899895e-09
1882,7.986462158271479e-09,1.2645231528551903e-08
1883,8.847074184359371e-09,1.2638677882037541e-09
1884,1.1883054540362536e-08,1.386356363042296e-08
1885,2.5782542767416317e-09,2.5782542767416317e-09
1886,7.744156427236248e-09,7.098810428374236e-09
1887,1.2404957061562527e-08,6.528924623161458e-10
1888,6.340614699951175e-09,7.60873763994141e-09
1889,9.397704836544563e-09,3.132568426877924e-09
1890,5.898947996740844e-09,3.2771931834929546e-09
1891,2.5496880162734215e-09,3.1871101313640793e-09
1892,9.402768341715273e-09,6.8953633913793055e-09
1893,6.15841644346915e-09,6.15841644346915e-09
1894,1.071261657159539e-08,2.520615716150587e-09
1895,7.824199066419624e-09,3.611168697403855e-09
1896,8.255840455717589e-09,4.1279202278587945e-09
1897,3.4960281336537946e-09,1.7480140668268973e-09
1898,1.1316709347397591e-08,6.7900258748920805e-09
1899,2.7637891975018647e-09,3.3165470370022376e-09
1900,3.633737311048435e-09,5.191053142894475e-10
1901,3.912117296778206e-09,2.235495566438317e-09
1902,3.928227076954727e-09,2.455141867585553e-09
1903,1.6200660812870638e-09,5.940242076007962e-09
1904,1.289910045443321e-08,5.912087708281888e-09
1905,3.6125313851442797e-09,5.160759042333041e-10
1906,3.0865106026567446e-09,5.658602919567102e-09
1907,4.6285588695127444e-09,5.142843484406967e-09
1908,6.875944702500192e-09,9.822778146428846e-10
1909,2.7504918342913243e-09,1.1001967115120692e-09
1910,3.740905363258662e-09,2.67207544979442e-09
1911,6.384448969498635e-09,5.852411444351446e-09
1912,7.814131564032323e-09,3.125652625612929e-09
1913,6.363587878865928e-09,3.71209285532359e-09
1914,8.036092680185902e-09,7.366418142140674e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,2.197492410260793e-09,0.0
1917,0.0,2.1932848870420685e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,7.366278698128781e-09,2.762354567309444e-09
1920,2.2716695191604686e-09,5.300562211374427e-09
1921,6.058197943303867e-09,7.572747429129834e-10
1922,3.6889677978990676e-09,5.902348387820666e-09
1923,7.431163684401554e-09,1.3800733000834953e-08
1924,5.156649773851996e-09,2.578324886925998e-09
1925,4.399271169575059e-09,1.0998177923937646e-09
1926,3.343841648018042e-09,6.687683296036084e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,1.2254447234738564e-08,4.4561625500705304e-09
1930,3.1510811737689437e-09,5.2518016602221e-09
1931,1.1405356659111021e-08,5.7026783295555106e-09
1932,5.4797681947604815e-09,6.575722188983946e-09
1933,1.4911860191091364e-08,0.0
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,4.787313656606784e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,0.0
1946,6.960552134671616e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,4.908504269707237e-09
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,8.529121409139861e-09,3.1984206394497505e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,9.69644453618912e-09,3.232148326759443e-09
1954,4.886268278880834e-09,2.14995790059902e-08
1955,1.8771215692936494e-09,2.815682353940474e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,1.1485549400447326e-08,1.7670075402875796e-09
1958,5.790570245522986e-09,8.272243445794913e-10
1959,9.300897829689347e-09,3.8753737996444215e-09
1960,4.152500121534786e-09,5.536666680683311e-09
1961,9.03260666262895e-09,0.0
1962,8.8787386332001e-09,5.0735651235811474e-09
1963,9.052474325699222e-09,6.466053248388448e-10
1964,1.2776333768727e-08,6.6923653285755336e-09
1965,3.2832261354087677e-09,5.47204326295514e-09
1966,3.3234448526542337e-09,4.985167390003653e-09
1967,6.409436092980059e-09,3.944268467392931e-09
1968,1.0330256650092906e-08,1.7965663401398047e-09
1969,7.2668124850849836e-09,4.5417578031781147e-10
1970,6.898087434592526e-09,1.8394900047624674e-09
1971,4.1107179882260425e-09,1.0276794970565106e-09
1972,4.104117490300041e-09,1.5390440033513642e-09
1973,5.513203671370093e-09,2.7566018356850464e-09
1974,2.812785782069227e-09,0.0
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,2.856763492431469e-09,2.285410749536254e-09
1977,5.289103821581875e-09,2.3507127355770763e-09
1978,7.72276909088987e-09,3.5643548113029055e-09
1979,2.925986564150662e-09,1.1703946700691858e-09
1980,4.548120546843393e-09,3.97960553399912e-09
1981,6.325549417596221e-09,3.1627747087981106e-09
1982,8.069752865935698e-09,4.966001831974154e-09
1983,4.4207211225000265e-09,2.5261264191556165e-09
1984,4.059305780401701e-09,5.799008384599347e-09
1985,3.0077789148208467e-09,0.0
1986,7.792831269171074e-09,6.593933843390687e-09
1987,5.49973533381376e-09,2.4443267410134695e-09
1988,5.99655392008458e-09,5.99655392008458e-09
1989,7.134558721588746e-09,3.841685636274406e-09
1990,4.358920779878872e-09,5.44865097484859e-10
1991,4.68917216167597e-09,4.68917216167597e-09
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,3.877445031719162e-09,1.1078414852150331e-09
1994,7.384897138251745e-09,2.637463358823311e-09
1995,1.3013881527967897e-08,4.337960657352369e-09
1996,4.270473752399084e-09,3.736664311304594e-09
1997,1.917957792585412e-09,2.3974471297094624e-09
1998,5.72175506974304e-09,1.43043876743576e-09
1999,1.3710603763428253e-09,4.570201106446348e-09
2000,3.97622823555821e-09,3.97622823555821e-09
2001,3.943090742808408e-09,3.066848330846028e-09
2002,4.381221607729913e-09,3.066854992184176e-09
2003,5.8336921959778465e-09,3.333538334260311e-09
2004,1.0571499231559756e-08,5.726228824443069e-09
2005,4.503749373441224e-09,2.702249757291497e-09
2006,6.58862386870851e-09,4.117890028965121e-09
2007,5.192823504529542e-09,3.994479413904628e-09
2008,6.3861596011349775e-09,5.960415716543821e-09
2009,2.860915504498962e-09,8.105927484791664e-09
2010,7.085689368580006e-09,2.8342759250676863e-09
2011,6.883149605840799e-09,9.55992973672437e-09
2012,1.191488419038933e-08,1.2595735121578855e-08
2013,1.2272150407000026e-08,1.589801357226861e-08
2014,1.4725027419615344e-08,1.6240838007774983e-08
2015,1.5294370214746777e-08,1.795426030071212e-08
2016,1.2842308549920745e-08,1.5120782848043746e-08
2017,1.1320251402935355e-08,1.106868996458843e-08
2018,1.5746946857575495e-08,2.1684320117287825e-08
2019,1.198964216797549e-08,1.9642605764147447e-08
