year,flancs_NOUN ouverts_ADJ,flancs_NOUN couverts_ADJ
1852,1.0416872697760482e-08,1.3021090872200602e-09
1853,5.971931837933653e-09,1.1943863675867306e-09
1854,3.63696517347023e-09,6.754363734984281e-09
1855,1.6982198758341838e-08,0.0
1856,3.6240324075009767e-09,6.212626857404757e-09
1857,1.513267733344037e-08,1.9526036343364694e-09
1858,5.872411001917044e-09,3.4255731584664773e-09
1859,7.638259802433822e-09,3.5645213447565993e-09
1860,4.57718396518203e-09,4.577183909670879e-10
1861,4.2443675241088386e-09,4.715963730639317e-10
1862,3.6143890103090826e-09,0.0
1863,7.491931519609807e-09,0.0
1864,2.0137857603685916e-08,0.0
1865,8.943004559114343e-09,4.706844358715045e-10
1866,9.731225603104576e-09,9.731225825149181e-10
1867,6.79393608038481e-09,4.367530337390235e-09
1868,3.951899252285784e-09,4.93987406535723e-10
1869,1.12320943657096e-08,1.4650557433881772e-09
1870,2.8670243956696595e-09,2.2936195165357276e-09
1871,1.0621176826930423e-08,8.496941816815706e-09
1872,1.3304146229131675e-08,0.0
1873,1.0176207432266438e-08,2.9930022904522957e-09
1874,1.4339061493728877e-08,8.364453130127458e-09
1875,9.154443425529735e-09,2.8607636259891933e-09
1876,6.650616057868319e-09,0.0
1877,8.040260901509555e-09,0.0
1878,1.8117265465633636e-09,0.0
1879,7.94212251520321e-09,3.665595160740054e-09
1880,4.492492600149944e-09,1.9253538763308597e-09
1881,2.7890030285249168e-09,2.091752326904839e-09
1882,9.317538740560849e-09,6.655385131892899e-10
1883,8.21514056781325e-09,1.2638677882037541e-09
1884,5.281357573494461e-09,5.941527270181268e-09
1885,8.379326565943757e-09,6.445635691854079e-10
1886,7.098810428374236e-09,1.936039106809062e-09
1887,3.264462256069578e-09,0.0
1888,9.510921827882157e-09,4.4384300679212174e-09
1889,5.6386229019267375e-09,6.265136742733546e-10
1890,1.0487018364813139e-08,3.2771931834929546e-09
1891,1.7210394887001712e-08,6.374220040683554e-10
1892,1.1283322720601063e-08,4.387958441043338e-09
1893,6.15841644346915e-09,6.158416554491453e-10
1894,5.671385139294216e-09,1.2603078580752936e-09
1895,8.426059849853118e-09,0.0
1896,2.358811590497112e-09,0.0
1897,4.661370844871726e-09,0.0
1898,8.487532454637403e-09,2.26334195829736e-09
1899,5.527578395003729e-09,5.527578395003729e-10
1900,7.786579381274805e-09,1.5573159428683425e-09
1901,1.117747761014698e-08,2.794369402536745e-09
1902,6.874397495693074e-09,0.0
1903,7.020286574288548e-09,0.0
1904,6.987012746151322e-09,0.0
1905,5.160758931310738e-09,0.0
1906,1.1317205839134203e-08,0.0
1907,7.71426478252124e-09,1.028568674676933e-09
1908,4.911389073214423e-09,1.4734167219643268e-09
1909,9.901770070541716e-09,2.2003934230241384e-09
1910,9.619471441624228e-09,5.344150677544235e-10
1911,4.25629931299909e-09,5.320374141248863e-10
1912,7.814131564032323e-09,5.209421227725386e-10
1913,1.7499866444836698e-08,2.121195885607108e-09
1914,5.357394972094198e-09,6.696743715117748e-10
1915,2.0027295377644805e-08,1.1780761921542648e-09
1916,1.648119329900055e-08,1.0987462051303964e-09
1917,5.483212106582869e-09,0.0
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,4.603924352863942e-09,0.0
1920,8.329454459499175e-09,0.0
1921,1.1359120755116692e-08,7.572747429129834e-10
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,3.1847844361720945e-09,0.0
1924,7.734974438733389e-09,0.0
1925,1.0998178368026856e-08,4.399271169575059e-09
1926,5.57306911730393e-09,0.0
1927,1.6723836537835268e-08,1.1149224876660924e-09
1928,9.14083297942625e-09,0.0
1929,2.2280812750352652e-09,0.0
1930,5.2518016602221e-09,0.0
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,5.4797681947604815e-09,0.0
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,0.0,1.196828414151696e-09
1936,1.2124714565686645e-09,0.0
1937,0.0,0.0
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,6.523132700664291e-09,0.0
1949,5.890204768377316e-09,3.9268033269479474e-09
1950,5.317680518146517e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,9.490323193972472e-09,0.0
1953,5.386913581872932e-09,0.0
1954,5.863521668203475e-09,9.772536113672459e-10
1955,9.385607846468247e-10,2.815682353940474e-09
1956,5.232684952005684e-09,1.744228317335228e-09
1957,5.301022731885041e-09,2.6505113659425206e-09
1958,4.9633461784992505e-09,0.0
1959,2.325224457422337e-09,0.0
1960,6.920833239831836e-09,0.0
1961,1.3896318540318475e-09,2.08444772553662e-09
1962,6.976152100435229e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,0.0
1964,8.517555549758526e-09,0.0
1965,8.755269398363907e-09,1.0944086747954884e-09
1966,8.862519607077957e-09,0.0
1967,9.367637332502454e-09,1.4791006197611978e-09
1968,7.186265360559219e-09,1.7965663401398047e-09
1969,4.541757636644661e-09,0.0
1970,6.438214850135182e-09,1.3796175313274261e-09
1971,5.138397263237948e-09,0.0
1972,3.0780880067027283e-09,2.565073486948677e-09
1973,4.410563025913916e-09,5.513203782392395e-10
1974,3.937900228123681e-09,5.625571675160757e-10
1975,2.8557400888473694e-09,5.711480177694739e-10
1976,7.998937512354587e-09,0.0
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,3.5643548113029055e-09,0.0
1979,4.096381456264453e-09,0.0
1980,1.7055452605774235e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,2.5261264191556165e-09,0.0
1984,6.958810416790584e-09,5.799008495621649e-10
1985,3.0077789148208467e-09,0.0
1986,2.997242676272549e-09,0.0
1987,1.2221633705067347e-09,0.0
1988,4.197587610832443e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,0.0
1990,5.44865097484859e-10,0.0
1991,1.7584396161396398e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,6.093128224193833e-09,2.2156829704300662e-09
1994,4.747434001473039e-09,0.0
1995,6.506940763983948e-09,0.0
1996,3.736664311304594e-09,5.338092190498855e-10
1997,2.876936688878118e-09,0.0
1998,6.675381136744818e-09,0.0
1999,6.8553016596695215e-09,9.140402323914998e-10
2000,3.092622158362701e-09,0.0
2001,3.943090742808408e-09,0.0
2002,1.752488598683044e-09,0.0
2003,2.083461403401543e-09,0.0
2004,8.809582507929292e-10,4.404791253964646e-10
2005,4.954124666056714e-09,0.0
2006,3.706100981659688e-09,0.0
2007,1.5977917877663117e-09,1.5977917877663117e-09
2008,3.405951742863067e-09,0.0
2009,3.814554005998616e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,0.0
2011,3.4415748029203996e-09,7.64794394481072e-10
2012,6.127654827992046e-09,1.3617010852229328e-09
2013,6.414987652192394e-09,2.789125042035323e-10
2014,1.2343037703033133e-08,1.0827225782605865e-09
2015,7.75801378694041e-09,1.10828768384863e-09
2016,8.078226088059637e-09,1.86420612280358e-09
2017,4.024978128569501e-09,1.7609279590047322e-09
2018,1.0325866384164328e-08,5.162933414126769e-10
2019,6.887666881283394e-09,2.55098775436835e-10
