year,petites_ADJ ouvertures_NOUN,petites_ADJ couvertures_NOUN
1906,1.8673389945433883e-07,3.3437199398189676e-08
1907,1.918280645440973e-07,4.319988411438658e-08
1908,1.7140747843313875e-07,9.822778146428846e-09
1909,1.3752459437910147e-07,8.251475669407426e-09
1910,1.9506150295001135e-07,1.0153886176311744e-08
1911,1.6546363212910364e-07,7.980561100850991e-09
1912,1.6774336586422578e-07,8.856016087133156e-09
1913,1.712865724812218e-07,2.598464909908671e-08
1914,1.9353589664206083e-07,1.1384464038144415e-08
1915,1.8024566372787376e-07,8.246533234057551e-09
1916,1.5052823698624707e-07,3.2962386153911893e-09
1917,1.447567967716168e-07,1.5352993543160665e-08
1918,1.252014953934122e-07,8.040463406189247e-09
1919,1.279890966543462e-07,2.025726608678724e-08
1920,1.8703411797105218e-07,1.0601124422748853e-08
1921,1.5902769234799052e-07,1.5902768879527684e-08
1922,1.770704471937279e-07,2.4347187377316004e-08
1923,1.5499284700126736e-07,2.3355086753440446e-08
1924,1.3407289145561663e-07,5.285566029300526e-08
1925,1.330779468844412e-07,2.74954441437103e-08
1926,1.6161901328359818e-07,1.7833821530643945e-08
1927,1.5274437714651867e-07,2.7873061636540797e-08
1928,1.5196634706171608e-07,4.570416489713125e-09
1929,1.6487801701714488e-07,1.1140406375176326e-09
1930,1.3654684494213143e-07,1.575540586884472e-08
1931,1.585344620025353e-07,7.983749661377715e-09
1932,1.1178727277183498e-07,2.082311922890767e-08
1933,9.75006315684368e-08,7.226516895997293e-08
1934,1.2700475338078832e-07,1.677421224144382e-08
1935,1.48406726907524e-07,8.377798899061872e-09
1936,1.467090413598271e-07,4.001155851085514e-08
1937,1.1080184236789137e-07,2.392312392629492e-08
1938,1.413208394751564e-07,1.1668692678767911e-08
1939,1.6211693321110943e-07,3.823512795264605e-08
1940,1.2678914629304927e-07,7.607348528892999e-09
1941,1.8594465700516594e-07,5.312704587367989e-08
1942,1.1226583751522412e-07,1.517105907566929e-08
1943,1.2483911859817454e-07,2.9032352077962287e-09
1944,1.799384250489311e-07,3.534504777746861e-08
1945,1.1328221205531008e-07,1.5249528750871377e-08
1946,1.0301616981678308e-07,9.744772988540262e-09
1947,1.2874541255314398e-07,5.960435478513659e-09
1948,1.1632919694193333e-07,8.697510267552389e-09
1949,1.1191389148734743e-07,1.9634016190650527e-08
1950,7.763814124928103e-08,6.381216888229346e-09
1951,1.236722653175093e-07,6.396840945832594e-09
1952,1.2337420685071265e-07,2.003512733494972e-08
1953,9.696444891460487e-08,1.1851209791302608e-08
1954,1.0554339269219781e-07,2.9317608785106586e-08
1955,1.0042600706583471e-07,3.472674947602172e-08
1956,1.4389883062904119e-07,8.72114158667614e-10
1957,9.365140130057625e-08,6.802979157782829e-08
1958,1.0836638608680005e-07,4.1361216673863055e-09
1959,8.835852582933512e-08,4.650448914844674e-09
1960,9.965999936412118e-08,1.8547833025017724e-07
1961,1.0005349082575776e-07,2.223411010859877e-08
1962,1.0591067223231221e-07,5.0735651235811474e-09
1963,9.505098574891235e-08,3.879631726988464e-09
1964,1.02210670149816e-07,1.2776333713215848e-08
1965,1.1983775038970634e-07,1.0944086803466035e-08
1966,9.748771390150068e-08,6.0929824519107e-09
1967,1.0452311727249253e-07,5.9164028121116985e-09
1968,9.656544364133879e-08,4.491415683816058e-09
1969,9.446856097383716e-08,5.904285005353671e-09
1970,8.231717885109902e-08,9.197449912790034e-09
1971,1.073925091077399e-07,0.0
1972,1.2774066249221505e-07,6.669190977248718e-09
1973,1.1798255883377351e-07,4.961883404153156e-09
1974,8.213334723450316e-08,6.750686232237513e-09
1975,1.0223549651300345e-07,6.8537762132336866e-09
1976,8.398884432381237e-08,2.285410749536254e-09
1977,1.2987688080556836e-07,1.1753563677885381e-09
1978,1.3782171492948692e-07,8.316828115084718e-09
1979,1.1001709765423584e-07,2.925986564150662e-09
1980,1.1484004147632731e-07,3.979605589510271e-09
1981,9.99436835513734e-08,6.958104314946922e-09
1982,1.253915513643733e-07,3.1037510339615437e-09
1983,1.1304415892254838e-07,3.220811262139023e-08
1984,1.096012596235596e-07,4.639206796497319e-09
1985,1.2572516538966738e-07,1.1429560298203967e-08
1986,9.77101137777936e-08,2.997242676272549e-09
1987,9.410658208253153e-08,3.6664902225425067e-09
1988,7.435726701032763e-08,5.3968984281560495e-09
1989,1.0153026153147948e-07,2.7440609784434855e-09
1990,9.153733770972394e-08,6.538381391862913e-09
1991,9.612802642777751e-08,7.033758464558559e-09
1992,9.036308767917944e-08,2.7549720282848966e-09
1993,9.139692025428303e-08,6.09312805766038e-09
1994,9.54761745219912e-08,6.329911705904578e-09
1995,8.947043994567139e-08,2.1689803286761844e-09
1996,1.0889708335071191e-07,5.871901187504136e-09
1997,1.0404921368944997e-07,2.013855748828064e-08
1998,7.29523748077554e-08,1.3350762273489636e-08
1999,1.3344987337404746e-07,8.226361730701015e-09
2000,7.99663695261188e-08,1.5463109903635086e-08
2001,9.594853622729715e-08,8.324302663842431e-09
2002,7.75476181047452e-08,6.571832411594869e-09
2003,1.0083953583261973e-07,9.583922822020696e-09
2004,8.76553443163175e-08,8.80958239690699e-09
2005,9.54794927565672e-08,2.702249757291497e-09
2006,8.565211118138905e-08,3.294311934354255e-09
2007,8.028903408785482e-08,6.391166984531793e-09
2008,1.0899045577161814e-07,4.6831836186811415e-09
2009,6.29401384344419e-08,5.721831008997924e-09
2010,8.502827597567375e-08,8.502827775203059e-09
2011,1.1089518636708817e-07,7.647943611743813e-09
2012,1.0859566401677512e-07,9.19148224198807e-09
2013,1.0542892425746686e-07,8.08846234434668e-09
2014,8.57516297969596e-08,9.311413862178597e-09
2015,1.0041086540013566e-07,1.0639562120218216e-08
2016,1.2531607751498086e-07,1.574218458366694e-08
2017,8.930420136721295e-08,9.559323110863716e-09
2018,8.880245161435596e-08,9.551427204712581e-09
2019,1.0382520088114688e-07,1.147944467261297e-08
