year,leurs_DET arrières_NOUN,leurs_DET carrières_NOUN
1928,7.998228745975666e-09,4.2276351086556474e-08
1929,1.4482528065684619e-08,4.344758353092004e-08
1930,6.302162347537887e-09,4.411513510049758e-08
1931,2.5091784650044247e-08,4.790249885644471e-08
1932,2.6302888755935783e-08,4.9317913419777426e-08
1933,3.6706120143392695e-08,5.3912111885878744e-08
1934,3.2350264689284813e-08,4.7926322466196325e-08
1935,1.3165112555668657e-08,4.188899360713094e-08
1936,1.4549657922913184e-08,6.183604739362636e-08
1937,4.784624962894668e-08,6.421470455375555e-08
1938,3.3709557811789637e-08,5.445390038882891e-08
1939,3.6705722017416065e-08,6.423501375252272e-08
1940,7.100191878883777e-08,7.860927353497971e-08
1941,9.73995870623412e-08,4.132103725851266e-08
1942,6.068423630267716e-08,5.461581054078124e-08
1943,4.935499875458049e-08,1.016132318287788e-07
1944,1.34953822339412e-07,4.4984606262232774e-08
1945,1.4595977404496807e-07,7.189063477852642e-08
1946,9.187928728948691e-08,7.378185529205439e-08
1947,1.490108874069307e-07,4.768348449424309e-08
1948,7.719040451270587e-08,5.218506071713591e-08
1949,6.47922533403289e-08,5.301184358152966e-08
1950,1.0635361480382244e-07,5.211327103182839e-08
1951,1.247384062708079e-07,6.183613110444242e-08
1952,1.0650251880406358e-07,6.537778207693634e-08
1953,7.75715582879144e-08,7.110726185644012e-08
1954,8.795282324669529e-08,5.961246896113437e-08
1955,5.819076909219234e-08,6.382213335598408e-08
1956,7.936238688444064e-08,5.581530726495032e-08
1957,1.0513695025693437e-07,7.421431580389992e-08
1958,7.941353885598801e-08,6.121460183194927e-08
1959,5.8905683886223414e-08,1.0851046683413301e-07
1960,7.059249895746689e-08,8.097375014948227e-08
1961,7.573493832069289e-08,9.102088505130723e-08
1962,1.0717906429036361e-07,6.024858412168044e-08
1963,9.699079583924686e-08,9.052474503334906e-08
1964,1.046442523189306e-07,6.327326884658646e-08
1965,7.9344630421474e-08,9.57607597662502e-08
1966,8.41939367113298e-08,7.865486351121831e-08
1967,1.183280552985444e-07,7.69132328937161e-08
1968,1.2171737240329605e-07,7.63540670689622e-08
1969,1.0991054152920121e-07,8.992680511354934e-08
1970,9.335411946254091e-08,8.875539303510038e-08
1971,1.0071259093358265e-07,9.403267231533619e-08
1972,8.926455308255754e-08,8.669948359241175e-08
1973,9.262182093516813e-08,9.372446196920237e-08
1974,1.1532421784199443e-07,1.0744842215970607e-07
1975,9.08125326049003e-08,1.1879878769605057e-07
1976,9.141642992593901e-08,1.2284082817615172e-07
1977,8.286262698220526e-08,9.226547215135383e-08
1978,7.841580895728839e-08,1.4792072366986986e-07
1979,8.77795983678098e-08,1.3225459838395182e-07
1980,8.69828085114932e-08,1.4440282836147844e-07
1981,9.045536153440281e-08,1.5497595651225993e-07
1982,9.807853729171256e-08,1.570498024960898e-07
1983,9.662433342327859e-08,1.3956849009844063e-07
1984,1.269982874418929e-07,1.2525858217316e-07
1985,9.384270716061849e-08,1.6723251139438844e-07
1986,8.811893792426417e-08,1.6604725239233176e-07
1987,8.860684141964725e-08,1.5827015520386567e-07
1988,7.975416593808404e-08,1.5111315487814636e-07
1989,6.915033812227023e-08,1.6025316140755308e-07
1990,1.0788328808075676e-07,1.9724116828712113e-07
1991,1.0785095838627967e-07,1.652933221407693e-07
1992,1.239737486002923e-07,2.0221494656524897e-07
1993,8.973516268939719e-08,1.8223992626076324e-07
1994,1.060260217400355e-07,2.1046957865422655e-07
1995,1.3339229543163356e-07,1.5237086259389798e-07
1996,7.793614265061422e-08,1.8469799556442013e-07
1997,1.1891338502767468e-07,2.0138557221827114e-07
1998,1.0251477855494073e-07,1.7880484826093834e-07
1999,1.0831376751063715e-07,2.0063183470142576e-07
2000,8.615161750658018e-08,2.125073192971172e-07
2001,9.726289973421842e-08,2.3921415781558153e-07
2002,7.930011225454336e-08,2.1730858446034063e-07
2003,9.917276599935576e-08,1.933452269398117e-07
2004,1.19810323440106e-07,2.22882439615546e-07
2005,7.701411874894148e-08,2.6166785715986407e-07
2006,8.894642283818754e-08,3.080181727455056e-07
2007,1.0825039642448075e-07,2.576439346313464e-07
2008,1.1069343486269645e-07,2.465057518108438e-07
2009,1.0966842967086166e-07,2.589128671459662e-07
2010,1.4502044332065367e-07,2.2438017222015105e-07
2011,1.495173086452084e-07,2.443518081207685e-07
2012,1.797445463580516e-07,2.1378707071306735e-07
2013,1.907761573161082e-07,1.8854484906682956e-07
2014,1.9575623932954755e-07,1.9553969554664263e-07
2015,1.587067943731313e-07,1.9084713676065235e-07
2016,1.4789367641654394e-07,1.839349907939436e-07
2017,1.5898663835445248e-07,1.8615524233212e-07
2018,1.8638189414055262e-07,2.1529432636668844e-07
2019,1.7703855637041244e-07,1.9540566498221779e-07
