year,petits_ADJ ans_NOUN,petits_ADJ camps_NOUN
1975,0.0,7.4249242310031605e-09
1976,5.713526873840635e-10,1.2569759455516305e-08
1977,0.0,9.402850942308305e-09
1978,2.970295565063452e-09,1.7227714366185864e-08
1979,5.851973350345929e-10,1.2289143924704149e-08
1980,0.0,1.2507331170752423e-08
1981,0.0,8.223214109648325e-09
1982,0.0,1.1794254461960918e-08
1983,0.0,1.9577479193344516e-08
1984,5.799008495621649e-10,1.6237223121606803e-08
1985,6.015558051686298e-10,1.8648229627160617e-08
1986,1.1988970927134801e-09,2.1580147446798037e-08
1987,6.110816852533674e-10,9.777306964053878e-09
1988,5.996553809062277e-10,1.4391728697660255e-08
1989,5.488122178931576e-10,1.5915555096057687e-08
1990,5.44865097484859e-10,9.80757164370516e-09
1991,1.7584396161396398e-09,2.05151273746651e-08
1992,0.0,1.3774860363469088e-08
1993,5.539207426075166e-10,1.1632335983335906e-08
1994,5.274926606624319e-10,1.793475057354499e-08
1995,1.0844901643380922e-09,3.849940100053573e-08
1996,0.0,1.1209993822092201e-08
1997,0.0,1.3905194329311144e-08
1998,0.0,1.4304387896402204e-08
1999,4.570201161957499e-10,1.6452723627935484e-08
2000,0.0,1.8113929911578452e-08
2001,0.0,1.445799924226776e-08
2002,4.38122149670761e-10,1.3581786362237835e-08
2003,4.1669229178253886e-10,8.333845613606172e-09
2004,4.404791253964646e-10,1.6297727611913615e-08
2005,4.5037495954858286e-10,1.6663873836364473e-08
2006,1.2353669198716943e-09,9.471146533712727e-09
2007,0.0,1.2782334302130494e-08
2008,8.514879357157668e-10,8.940623352771127e-09
2009,4.76819250749827e-10,1.668867355419934e-08
2010,9.447586046817946e-10,1.0864724231396394e-08
2011,0.0,9.942326961720482e-09
2012,3.404252713057332e-10,1.0212757750593937e-08
2013,2.789125042035323e-10,8.925200134513034e-09
2014,1.0827225782605865e-09,1.1693403578760808e-08
2015,0.0,7.979671146074452e-09
2016,2.0713399884186856e-09,8.285359953674742e-09
2017,2.515611330355938e-10,9.810884549210641e-09
2018,0.0,5.421080029321956e-09
2019,1.02039510174734e-09,8.418259866971312e-09
