year,ces_DET ouvertures_NOUN,ces_DET couvertures_NOUN
1893,5.985980990885764e-07,5.2962382035559585e-08
1894,7.353896549489036e-07,5.1672623513354665e-08
1895,5.765832824522477e-07,3.8519132772307785e-08
1896,7.90791574445393e-07,5.130415292597945e-08
1897,6.770641078901463e-07,7.749529018497014e-08
1898,6.507108238906767e-07,5.771522015862729e-08
1899,5.417026756049381e-07,6.854196854533257e-08
1900,6.634166069829917e-07,5.4506056557102056e-08
1901,5.722868579027818e-07,4.135666742399735e-08
1902,1.9572391920519294e-06,5.794135127246136e-08
1903,5.146410089196252e-07,4.266174080669316e-08
1904,5.374625118292897e-07,4.944655085381555e-08
1905,5.24333131579624e-07,4.076999804425441e-08
1906,5.051589084814623e-07,4.835533307101514e-08
1907,5.358842685154741e-07,5.2457004073858116e-08
1908,5.024351068527722e-07,5.648097278765363e-08
1909,4.873871475297165e-07,4.2357573448725816e-08
1910,4.4089242123845906e-07,4.8631770610541025e-08
1911,5.272490852803458e-07,6.544060315860634e-08
1912,4.813505185552458e-07,5.730363294986773e-08
1913,4.783296816412985e-07,4.6666310815624e-08
1914,5.123008932628181e-07,4.687720611684654e-08
1915,4.2881973527642003e-07,5.301342920205343e-08
1916,4.5378217095048967e-07,3.625862321499085e-08
1917,3.61891991929042e-07,5.3735480065597585e-08
1918,4.835764357835615e-07,3.5607766513123806e-08
1919,3.830464834209124e-07,3.1306685244203436e-08
1920,4.1722995547388564e-07,7.723676276327751e-08
1921,3.7333644797854504e-07,6.512562666927124e-08
1922,4.640721371629297e-07,6.123686446812826e-08
1923,3.6518862600587454e-07,5.4141335859014816e-08
1924,2.733024402346018e-07,7.606058671782989e-08
1925,4.3002874150488424e-07,5.719052609265418e-08
1926,4.0126096934045563e-07,4.681378307225259e-08
1927,2.921096822205982e-07,5.5746123717170804e-08
1928,3.187865509346466e-07,7.084145536850883e-08
1929,5.258271755792521e-07,3.78773812315103e-08
1930,4.1594270072664585e-07,4.8316576517493104e-08
1931,4.2427927127164367e-07,5.360517540964338e-08
1932,4.1207856327218906e-07,7.671675561482516e-08
1933,4.186791642268872e-07,6.30886436425726e-08
1934,3.414750295860358e-07,4.193553060360955e-08
1935,3.1715952886202103e-07,3.8298510141032693e-08
1936,3.297922468448178e-07,4.7286386362088706e-08
1937,3.5129219355667374e-07,6.04373662227431e-08
1938,3.656190550316296e-07,4.40817280455974e-08
1939,3.6246898815761597e-07,6.576441879957429e-08
1940,3.727600983438606e-07,7.860927020431063e-08
1941,4.2206485773021996e-07,4.132103725851266e-08
1942,2.6701063937650815e-07,5.765002253355078e-08
1943,2.409685198045963e-07,6.387117501560624e-08
1944,2.6026807375956196e-07,6.105053529381621e-08
1945,2.222074151347897e-07,7.1890633890348e-08
1946,2.2552188738700352e-07,5.0115975369635635e-08
1947,3.242477006892841e-07,2.622591566137089e-08
1948,2.4570466905515786e-07,2.9354096930944706e-08
1949,2.424801124334408e-07,4.515823714967837e-08
1950,2.371685638991039e-07,6.700277666027432e-08
1951,3.1131294520037045e-07,4.15794656483115e-08
1952,2.868186612658974e-07,3.47978517112324e-08
1953,2.650361565770254e-07,5.171437233997267e-08
1954,3.039258835713099e-07,5.277169368156365e-08
1955,2.430872427794384e-07,4.3173797870110775e-08
1956,2.6337848169077915e-07,3.401245152190313e-08
1957,2.659346414191077e-07,7.774833221674271e-08
1958,2.4568563716798053e-07,5.2942358941265866e-08
1959,2.2477168570844697e-07,4.9604787388801697e-08
1960,2.2008250155636233e-07,4.6369582840100065e-08
1961,2.1678257056123584e-07,4.724748325912742e-08
1962,2.3148141536921685e-07,4.312530377248436e-08
1963,2.424770002562582e-07,7.306640181781177e-08
1964,2.0563812697105277e-07,5.293052307564494e-08
1965,3.184729138183684e-07,5.2531615502005025e-08
1966,2.3762630263490792e-07,5.3729025673021624e-08
1967,2.9828530756503824e-07,5.867099339695869e-08
1968,2.1783366577210472e-07,6.198153990055744e-08
1969,3.220106314927307e-07,5.995120488933026e-08
1970,3.071948242450162e-07,4.598724956395017e-08
1971,2.0707742010017682e-07,5.0356296910081255e-08
1972,2.0469285644253432e-07,5.7457644864200574e-08
1973,2.2824663759024588e-07,5.458071772324047e-08
1974,2.075835965342776e-07,5.963106097794935e-08
1975,2.176073969906156e-07,4.7976431716278967e-08
1976,2.2682701228404767e-07,3.9994689338129774e-08
1977,2.1273950778777362e-07,6.875834657193991e-08
1978,2.138612877899959e-07,8.613857360728616e-08
1979,2.9318385585952456e-07,5.266775904289034e-08
1980,2.279745423550139e-07,5.400893066109802e-08
1981,2.2139423450084905e-07,6.578571465354344e-08
1982,2.8182060063386416e-07,5.0280769769983635e-08
1983,1.9893245450930408e-07,8.462523837238223e-08
1984,2.6675439457335415e-07,5.683028359015907e-08
1985,2.5084876753567187e-07,5.353846743716417e-08
1986,2.4637335016564066e-07,7.493106934930438e-08
1987,2.309888742502153e-07,4.5831125561335284e-08
1988,2.422607785490527e-07,4.55738087268287e-08
1989,2.0690221091967942e-07,4.7746661735459384e-08
1990,2.2557415135793235e-07,5.7210834292220625e-08
1991,2.1218504286935058e-07,3.809952442423992e-08
1992,2.385805828453158e-07,6.281336339952759e-08
1993,2.1325948296180286e-07,4.763718308709031e-08
1994,2.0519464882795546e-07,5.01118035955983e-08
1995,2.1093333657518087e-07,4.5006341764519675e-08
1996,2.1726035370761565e-07,3.790045499663108e-08
1997,1.9323424638173492e-07,3.835915585170824e-08
1998,2.1027450003430204e-07,4.148272569892697e-08
1999,2.463338439895324e-07,5.621347520801123e-08
2000,1.9792780747707184e-07,4.94819536456248e-08
2001,2.243180432515146e-07,5.9146358033501656e-08
2002,2.1511798209417066e-07,3.855474828284855e-08
2003,2.1667998595376048e-07,5.416999826479696e-08
2004,2.1407286254770952e-07,4.448839252546577e-08
2005,2.1347773326851893e-07,4.053374702550627e-08
2006,2.1454206589055502e-07,4.859109914434612e-08
2007,2.0491679819656383e-07,5.1928234157117004e-08
2008,2.0137689560328909e-07,4.12971665753048e-08
2009,1.8595951445377068e-07,6.246332251436115e-08
2010,1.719460698268449e-07,4.771030859274106e-08
2011,1.6557797977156952e-07,6.997868595703949e-08
2012,1.661275277342611e-07,4.629783756371353e-08
2013,1.6706859540249752e-07,6.41498747455671e-08
2014,1.652234669080599e-07,8.228692038869667e-08
2015,1.923987404950367e-07,6.428068521913133e-08
2016,2.3012587391235684e-07,7.850379013518705e-08
2017,1.3861018821614834e-07,5.7859061541876144e-08
2018,1.6856977147483576e-07,6.531110674501406e-08
2019,1.632632109505039e-07,9.260085942486285e-08
