year,livres_NOUN ouverts_ADJ,livres_NOUN couverts_ADJ
1853,3.58315901394235e-08,5.3747388761848924e-09
1854,3.4810952342922974e-08,9.871762074453727e-09
1855,5.625353338700734e-08,1.326734277995456e-08
1856,3.6240326295455816e-08,8.801221973442352e-09
1857,6.83411300883563e-08,4.393358121745905e-09
1858,6.068158597827278e-08,2.0064071293290908e-08
1859,3.360834366361587e-08,2.0877910955618972e-08
1860,3.707518914097818e-08,1.2816115280145368e-08
1861,2.2165028923382124e-08,8.017138064531082e-09
1862,5.963742211179124e-08,6.776979422085105e-09
1863,4.0955889346605545e-08,1.4983863039219614e-08
1864,4.554991406280351e-08,1.6781548595190543e-08
1865,3.671338433264282e-08,1.1767110841276462e-08
1866,1.4596838404656864e-08,1.4596839292835284e-09
1867,4.901339423213358e-08,4.85281148598915e-10
1868,3.0133231354589896e-08,3.457911734727759e-09
1869,2.0999132210874905e-08,3.906815315701806e-09
1870,1.7202147262196377e-08,1.2614907340946502e-08
1871,1.911811864374613e-08,1.274541272522356e-08
1872,2.237515595027162e-08,9.675742873582749e-09
1873,2.5141218884527916e-08,6.584604861359367e-09
1874,2.4495896866483235e-08,7.169530746864439e-09
1875,4.405575992905142e-08,5.721527251978387e-09
1876,4.292670396921494e-08,1.209202959984168e-09
1877,2.968711676487601e-08,1.8554447978047506e-09
1878,2.2344627481629686e-08,3.0195443923020093e-09
1879,2.993569381271044e-08,1.221865097988939e-08
1880,2.759673911612026e-08,1.2835692508872398e-08
1881,1.5339516323820135e-08,3.4862537301449947e-09
1882,2.1962771157291172e-08,5.989846840748214e-09
1883,2.274962085380139e-08,5.0554711528150165e-09
1884,2.442627877741188e-08,1.1222884843675729e-08
1885,3.674012388765746e-08,9.66845359329227e-09
1886,4.38835527916126e-08,1.1616235084943582e-08
1887,2.0239665943222462e-08,6.528924512139156e-09
1888,2.916682828590922e-08,1.9021844099853524e-09
1889,3.947036031348716e-08,1.4409814674820609e-08
1890,2.3595791986963377e-08,7.865263995654459e-09
1891,2.358461337337303e-08,1.0836173736095134e-08
1892,1.6924984080901595e-08,1.1283322720601063e-08
1893,1.539604177480669e-08,7.390100087434348e-09
1894,1.8904618315218613e-08,1.1972924873759894e-08
1895,2.2268872967856623e-08,1.3240952334570011e-08
1896,2.358811634906033e-08,8.845543852942228e-09
1897,5.9432476717802274e-08,1.0488084178916779e-08
1898,2.2067583316243145e-08,1.6975064687230201e-09
1899,3.6482017407024614e-08,1.713549302451156e-08
1900,1.5054054003371675e-08,7.786579381274805e-09
1901,2.6825946353170593e-08,3.353243460679778e-09
1902,2.9461702411026636e-08,6.38336894454028e-09
1903,4.3201762167655033e-08,8.100330184390714e-09
1904,3.278521276683932e-08,1.6123875568041512e-09
1905,2.580379465655369e-08,5.1607592088664944e-09
1906,1.9547901075611662e-08,2.572092316910357e-09
1907,2.571421714447908e-08,5.65712765521198e-09
1908,2.6030361865991836e-08,3.929111258571538e-09
1909,2.9155213354670195e-08,4.950885035270858e-09
1910,2.5651923252212327e-08,5.34415089958884e-09
1911,1.649316061502759e-08,7.448523575703803e-09
1912,1.7712032729377825e-08,5.730363294986773e-09
1913,1.5378670781274195e-08,5.302989658506618e-09
1914,1.9420557606508737e-08,3.3483718020477227e-09
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,1.3184954461564757e-08,0.0
1917,3.3995917192441993e-08,0.0
1918,2.067547733020092e-08,2.2972752589112133e-09
1919,1.2890987832747669e-08,2.762354567309444e-09
1920,3.710393414735336e-08,1.514446346106979e-09
1921,2.196096815509918e-08,1.5145494858259667e-09
1922,2.6560567079059183e-08,7.377935484775833e-10
1923,1.2739137744688378e-08,7.431163684401554e-09
1924,2.4494086647841584e-08,1.289162443462999e-09
1925,2.639562701745035e-08,1.0998178368026856e-08
1926,3.009457361091705e-08,0.0
1927,4.2367055641534535e-08,1.1149224654616319e-08
1928,2.5137291359556002e-08,1.0283437212876834e-08
1929,2.33948540540041e-08,0.0
1930,2.100720719599991e-08,4.201441416995522e-09
1931,1.3686427990933225e-08,5.7026783295555106e-09
1932,2.7398842306070037e-08,0.0
1933,2.523545639121494e-08,1.1470662197865522e-09
1934,3.1152108448395666e-08,1.1981580172459871e-09
1935,9.574627313213568e-09,1.196828414151696e-09
1936,2.66743711563322e-08,1.2124714565686645e-09
1937,3.777335422228134e-08,5.0364472592434595e-09
1938,2.7226950249925608e-08,2.5930428915188486e-09
1939,1.988226472349197e-08,3.058810094103137e-09
1940,2.2822046474857416e-08,1.0143131667916805e-08
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,9.102635090130207e-09
1943,2.9032352077962287e-09,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,2.9234318077442367e-08,6.960552134671616e-09
1947,2.622591566137089e-08,3.5762612871081956e-09
1948,1.6307831529616124e-08,4.348755133776194e-09
1949,1.0798709482173763e-08,2.945102384188658e-09
1950,4.1477910883713776e-08,4.2541445921528975e-09
1951,2.2388944032059044e-08,7.462981344019681e-09
1952,3.374337076422762e-08,2.1089607837865287e-09
1953,2.6934568020386962e-08,5.386913581872932e-09
1954,3.420387528763058e-08,2.9317608341017376e-09
1955,2.440258128899586e-08,9.385607846468247e-10
1956,2.7907652411229833e-08,3.488456634670456e-09
1957,1.9437083054185678e-08,4.417518795207798e-09
1958,1.9853384713997002e-08,4.9633461784992505e-09
1959,2.1702094343822864e-08,7.750747821333448e-10
1960,2.353083417006019e-08,8.997083078554624e-09
1961,2.2234109997576468e-08,5.55852741612739e-09
1962,2.156265149766412e-08,5.7077609305622445e-09
1963,2.7804029301137234e-08,3.2330267352165265e-09
1964,1.7035110877472448e-08,7.909158661334459e-09
1965,2.571860352462707e-08,3.830430195250756e-09
1966,2.1602390987141007e-08,2.215629901769489e-09
1967,2.9582013671980434e-08,2.9582012395223956e-09
1968,2.6499353295017514e-08,8.533690198930799e-09
1969,2.8613074798400362e-08,6.358460868938209e-09
1970,3.4950310867643e-08,5.058597540852361e-09
1971,5.241165279556981e-08,1.0276794526475896e-08
1972,2.2572645586027562e-08,5.130146973897354e-09
1973,3.914374524516262e-08,5.513203671370093e-09
1974,2.2502287200243387e-08,3.937900228123681e-09
1975,3.655347269315712e-08,2.2845920710778955e-09
1976,1.656922776760439e-08,7.998937512354587e-09
1977,3.290997696581144e-08,7.052138428775834e-09
1978,3.089107503129185e-08,3.5643548113029055e-09
1979,2.925986741786346e-08,6.437170463335917e-09
1980,3.695347916554681e-08,6.822181042309694e-09
1981,4.8074175307277756e-08,2.5302198114474095e-09
1982,5.338452035985597e-08,4.345251713999687e-09
1983,3.978649032454484e-08,3.157658134966823e-09
1984,4.23327624066161e-08,4.059305891424003e-09
1985,3.849957297408224e-08,2.4062232206745193e-09
1986,2.8773530280634674e-08,4.196139880008332e-09
1987,3.055408515084679e-08,6.721898371253587e-09
1988,2.338656018840979e-08,9.594486094499644e-09
1989,6.366221783071779e-08,4.390497743145261e-09
1990,5.339677860982661e-08,9.80757164370516e-09
1991,4.982245310758415e-08,7.6199047072123e-09
1992,5.2344469425591456e-08,6.61193322315512e-09
1993,5.982343981303373e-08,3.323524566667402e-09
1994,4.325439895147554e-08,2.1099706426497278e-09
1995,5.259777302590862e-08,5.964695848348356e-09
1996,8.487566383053036e-08,4.804283193493575e-09
1997,5.274384085041106e-08,5.753873377756236e-09
1998,5.1495795072575845e-08,8.10582001520288e-09
1999,4.70730734947189e-08,3.1991407301035224e-09
2000,5.8318014750646796e-08,8.394259509714175e-09
2001,4.205963488601583e-08,6.133696550669754e-09
2002,5.126029067881177e-08,5.6955880012310445e-09
2003,5.833691957279896e-08,4.583615265119079e-09
2004,6.21075584017472e-08,2.642874807889939e-09
2005,4.233524708574521e-08,9.908249332113428e-09
2006,6.094477167373213e-08,6.1768350434476815e-09
2007,5.232768032770174e-08,1.1983438241713884e-08
2008,4.3851627884450295e-08,5.960415716543821e-09
2009,5.5787853447952784e-08,1.0013204487790972e-08
2010,7.180165395581639e-08,4.251413721068076e-09
2011,4.8564443078102926e-08,7.265546830836911e-09
2012,6.502122998353066e-08,6.127654827992046e-09
2013,5.996618906989326e-08,5.578249862026041e-09
2014,5.998283275632232e-08,4.330890313042346e-09
2015,6.117747952671948e-08,5.984753581600444e-09
2016,5.6547581561705584e-08,6.8354220061905835e-09
2017,5.987155124453913e-08,8.301517695485927e-09
2018,5.885744147615668e-08,8.002547069452248e-09
2019,5.178505063652139e-08,3.3162841361900064e-09
