year,avions_VERB omis_VERB,avions_VERB commis_VERB
1897,9.905413378419325e-09,1.806281169081103e-08
1898,1.3014216371232123e-08,1.4145887128336199e-08
1899,1.9899282222013426e-08,2.266307141951529e-08
1900,1.453494924419374e-08,9.863001082521805e-09
1901,1.397184767881754e-08,1.620734302321125e-08
1902,4.910283735171106e-09,1.6203935970793282e-08
1903,9.1803746826713e-09,5.940242076007962e-09
1904,2.042357571951925e-08,8.599400302955473e-09
1905,1.2385822145688508e-08,1.909480928929952e-08
1906,1.3374879870298173e-08,2.211999294843281e-08
1907,2.1599941391059474e-08,2.0057088434555226e-08
1908,1.5225305460830896e-08,1.7189861978295085e-08
1909,1.4852655993990993e-08,1.980354014108343e-08
1910,1.6566866989364826e-08,4.275320542035388e-09
1911,1.0108711201439746e-08,2.3941684190731394e-08
1912,2.2921453179947093e-08,9.376957876838787e-09
1913,1.2196876397752021e-08,1.4318072061314524e-08
1914,1.0045115850232378e-08,1.0045115850232378e-08
1915,1.1780762143587253e-08,3.534228554258334e-08
1916,1.2086208478478966e-08,1.4283700444650549e-08
1917,1.2063066989753679e-08,2.9609346086090227e-08
1918,9.189101035644853e-09,1.6080926812378493e-08
1919,8.287063479883727e-09,1.8415697411455767e-08
1920,2.1202248845497706e-08,1.665890891899835e-08
1921,1.5902768879527684e-08,5.300923255902035e-09
1922,1.2542490601674672e-08,2.2133805899215986e-08
1923,5.095655097875351e-08,1.9108707505210987e-08
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,6.598906754362588e-09,8.798542339150117e-09
1926,1.114613823460786e-08,2.229227691330493e-09
1927,3.3447675740205796e-09,6.689535148041159e-09
1928,1.7139061725401916e-08,1.5996457491951332e-08
1929,7.798284684668033e-09,1.2254447234738564e-08
1930,7.352522590764465e-09,1.995684684175103e-08
1931,1.2545892325022123e-08,5.7026783295555106e-09
1932,1.4247397928102146e-08,3.287861094491973e-09
1933,1.0323596200123575e-08,2.7529589274877253e-08
1934,1.9170528275935794e-08,8.38710612072191e-09
1935,2.0346082152400413e-08,8.377798899061872e-09
1936,1.6974599503782883e-08,1.091224355320719e-08
1937,1.888667711114067e-08,7.554670666820584e-09
1938,1.2965214679638848e-08,1.4261735792331365e-08
1939,1.2235240376412548e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,3.034211815133858e-08,2.730790527039062e-08
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,2.3963544037997053e-08,1.9606536838523425e-08
1946,1.5313215584455975e-08,2.3665876369705074e-08
1947,2.1457568166738383e-08,2.1457568166738383e-08
1948,5.435944139264848e-09,8.697510267552389e-09
1949,1.0798709482173763e-08,1.3743811422273211e-08
1950,5.317680518146517e-09,5.317680518146517e-09
1951,1.2793682557799002e-08,4.264560704569931e-09
1952,1.1599284199803606e-08,6.326882129314981e-09
1953,1.723812381726475e-08,1.939288907237824e-08
1954,2.9317608341017376e-09,1.4658803948464083e-08
1955,8.447047505910632e-09,1.783265446420046e-08
1956,1.0465369904011368e-08,1.2209598665435806e-08
1957,5.301022731885041e-09,1.1485549400447326e-08
1958,1.4062814024384807e-08,1.0753916868111446e-08
1959,9.300897829689347e-09,8.525822714489095e-09
1960,1.6610000486139143e-08,1.314958364417862e-08
1961,1.320150300188061e-08,1.459113452284555e-08
1962,1.77574772664002e-08,2.0928455413127267e-08
1963,1.8104948651398445e-08,1.0345685197421517e-08
1964,1.3993127545575135e-08,1.6426714211092985e-08
1965,1.1491291473930687e-08,1.4774516721161035e-08
1966,1.9940669560014612e-08,8.308612464702492e-09
1967,7.888536934785861e-09,7.888536934785861e-09
1968,8.533690198930799e-09,8.982831367632116e-09
1969,1.1354394757745467e-08,1.3171097990039016e-08
1970,9.657322941336588e-09,1.2876429700270364e-08
1971,1.6956711590410123e-08,4.624557625731995e-09
1972,1.128632298730281e-08,8.208234980600082e-09
1973,1.2129047988196362e-08,1.3231689521830958e-08
1974,1.012602890426706e-08,1.8564387360697765e-08
1975,5.140332159925265e-09,9.138368284311582e-09
1976,1.9997344224975677e-08,1.1427053969725876e-08
1977,1.4104276857551667e-08,1.2928920156696222e-08
1978,1.7227714366185864e-08,1.6039596317796168e-08
1979,1.521513048885481e-08,1.7555919384903973e-08
1980,2.21720881654619e-08,9.096241093686785e-09
1981,1.0120879245789638e-08,1.138598904049104e-08
1982,9.311253101884631e-09,9.311253101884631e-09
1983,1.0736036948344463e-08,1.1999100379966876e-08
1984,1.2177918229383522e-08,1.4497521405587577e-08
1985,6.015557829641693e-09,1.0828004270990732e-08
1986,8.392279760016663e-09,6.593933843390687e-09
1987,9.777306964053878e-09,1.2832715334809564e-08
1988,6.596209356501959e-09,7.795519785247507e-09
1989,1.3720305780395847e-08,1.3171493229435782e-08
1990,1.3076762783725826e-08,8.172976073694826e-09
1991,5.8614650910726596e-09,1.1136783939491579e-08
1992,1.1570882918476855e-08,1.2121876835635703e-08
1993,6.647049133334804e-09,7.754890063438324e-09
1994,3.6924485691258724e-09,8.967375286772494e-09
1995,5.4224509327127635e-09,5.4224509327127635e-09
1996,8.007138063703678e-09,4.804283193493575e-09
1997,1.1987236092636522e-08,1.006927874414032e-08
1998,3.337690568372409e-09,1.0489884516573511e-08
1999,6.8553016596695215e-09,9.140402212892695e-09
2000,8.83606254831193e-09,5.3016377954406835e-09
2001,1.0514908055370142e-08,9.20054432640427e-09
2002,3.9430991805033955e-09,1.8839251936242363e-08
2003,7.91715315529018e-09,1.0417307017007715e-08
2004,7.047666006343434e-09,1.4095332012686868e-08
2005,7.656374201303606e-09,9.908249332113428e-09
2006,1.4000825387938676e-08,9.059357708451898e-09
2007,6.7906151812735516e-09,1.3980677948666198e-08
2008,5.108927503272298e-09,1.3198063086861112e-08
2009,5.721831008997924e-09,1.5258216023994464e-08
2010,5.196172381261022e-09,1.9839930587295385e-08
2011,6.118355155848576e-09,1.414869643667771e-08
2012,5.7872298064864935e-09,2.246806829475645e-08
2013,6.136075203500013e-09,2.2591912340885756e-08
2014,8.012147389990787e-09,2.533570864216017e-08
2015,8.422986752520956e-09,2.903713713919842e-08
2016,8.078226088059637e-09,2.8998760726040018e-08
2017,7.54683426862357e-09,2.8174847344075715e-08
2018,1.058401366549333e-08,2.8654280725959325e-08
2019,6.887666881283394e-09,2.244869179435227e-08
