year,chars_NOUN ouverts_ADJ,chars_NOUN couverts_ADJ
2008,0.0,1.7029758714315335e-09
2009,4.76819250749827e-10,2.384096253749135e-09
2010,0.0,7.085689368580006e-09
2011,0.0,3.059177577924288e-09
2012,0.0,3.744677901096338e-09
2013,0.0,3.0680376017500066e-09
2014,6.496335691608124e-10,4.114345752981308e-09
2015,4.433150790905671e-10,5.319781060109108e-09
2016,0.0,4.349814286541687e-09
2017,2.515611330355938e-10,2.7671724911471074e-09
2018,5.162933414126769e-10,3.0977600484760615e-09
2019,0.0,6.377469219387422e-09
