year,sans_ADP oser_VERB,sans_ADP causer_VERB
1902,7.591298754050513e-07,5.440594463834714e-07
1903,9.239776836977853e-07,4.816996579393162e-07
1904,7.959819896541376e-07,4.971528255737212e-07
1905,8.453323161461412e-07,4.500181773892109e-07
1906,7.495076843611059e-07,5.216203362579108e-07
1907,9.020547295790493e-07,4.880558321929129e-07
1908,9.179385997981626e-07,4.6412625920311257e-07
1909,9.324167251634208e-07,5.110413781039824e-07
1910,8.801815987169448e-07,4.868521159551165e-07
1911,9.119121102685313e-07,4.4903958951181266e-07
1912,8.611173356598556e-07,5.063557182438672e-07
1913,8.771145196817542e-07,5.117385057928914e-07
1914,9.080784337811565e-07,5.685535597876878e-07
1915,7.127360959202633e-07,9.09474806576327e-07
1916,7.130863082238648e-07,1.0438088793307543e-06
1917,8.400281359399742e-07,6.042499762770603e-07
1918,7.144526037450305e-07,4.7209007902893063e-07
1919,9.566954375372916e-07,5.377383445193118e-07
1920,8.503616371058342e-07,4.2328775862188195e-07
1921,8.110412501594055e-07,4.1801564520937973e-07
1922,9.222419343757338e-07,3.770124976654188e-07
1923,9.76667234198203e-07,4.490545961743919e-07
1924,9.037029009562048e-07,4.4605019411392277e-07
1925,9.612407723125216e-07,4.1133185391117877e-07
1926,9.418486754952937e-07,4.012609906567377e-07
1927,1.0926239895070466e-06,4.1029147723747883e-07
1928,9.357927979181113e-07,4.101948718471249e-07
1929,9.792417046128321e-07,3.564929897947877e-07
1930,8.591947491254359e-07,3.928347780401964e-07
1931,9.010231565298454e-07,4.105928326225694e-07
1932,7.945663824671101e-07,4.1317451859868015e-07
1933,7.054457036304029e-07,3.945907849356445e-07
1934,8.435032299303202e-07,3.3788055020522734e-07
1935,7.851194538943673e-07,3.4229293532916927e-07
1936,7.868939633226546e-07,4.2072758787981e-07
1937,8.058315472680988e-07,4.192842482098058e-07
1938,7.973606912514697e-07,3.87659923717365e-07
1939,7.738789662425916e-07,3.4258673053955135e-07
1940,6.085878823114399e-07,2.9415082281047944e-07
1941,7.31972669143488e-07,3.069562808377668e-07
1942,6.584239784501733e-07,3.580369991595944e-07
1943,9.406481993323723e-07,4.325820555095561e-07
1944,8.771998309953233e-07,2.731208326167689e-07
1945,8.648661342647301e-07,3.289541155027109e-07
1946,8.658926873295059e-07,2.770299829535361e-07
1947,9.274437822170967e-07,3.23055616036072e-07
1948,9.251976749169444e-07,2.957153526494949e-07
1949,7.244952158202977e-07,3.190527593233128e-07
1950,9.380388767965542e-07,3.3607742011554365e-07
1951,8.465153129577629e-07,3.48627850144112e-07
1952,7.687161982516955e-07,2.910365992647712e-07
1953,8.705252554364051e-07,3.307565066279494e-07
1954,9.068913300325221e-07,2.931760718638543e-07
1955,7.095519620747837e-07,2.393329907590669e-07
1956,8.572882101987034e-07,2.3721504760487733e-07
1957,7.571627342883858e-07,2.235264560113137e-07
1958,8.222610077268655e-07,2.572667767708481e-07
1959,7.029928248414308e-07,2.4259841779894487e-07
1960,8.055850244659268e-07,2.429212599963648e-07
1961,8.12239790093372e-07,2.397114826635516e-07
1962,8.453827859966623e-07,2.6699635213844886e-07
1963,8.198955541161013e-07,2.269584626901633e-07
1964,7.239922261703668e-07,2.5248468205063546e-07
1965,7.923518978714128e-07,2.5663882752269274e-07
1966,8.098127182165626e-07,2.309794240318297e-07
1967,7.775138968213469e-07,2.3221880951496132e-07
1968,8.286661952183749e-07,2.4702788437025447e-07
1969,6.957973042176491e-07,2.4434658030259016e-07
1970,6.645157846207894e-07,2.3453497988157324e-07
1971,6.638809395553835e-07,2.0656358401538455e-07
1972,6.299820469735096e-07,1.9545859686331823e-07
1973,6.020418439334208e-07,1.8634628418112698e-07
1974,5.259909379162764e-07,2.0983382853501098e-07
1975,5.220292784713365e-07,1.9304802378883323e-07
1976,5.519267176623543e-07,1.9540262030659505e-07
1977,5.459530072471352e-07,1.5926079299788398e-07
1978,6.314848590704969e-07,2.0316822713084548e-07
1979,6.167979798021861e-07,1.9428551922828774e-07
1980,5.861390377503994e-07,1.6941748981480487e-07
1981,6.173736579739852e-07,1.8217582464785664e-07
1982,5.903334496792922e-07,1.9615707458342513e-07
1983,5.797460360668083e-07,1.5283065124549466e-07
1984,6.054164956026398e-07,1.757099568067133e-07
1985,5.853138027589466e-07,1.78060517441736e-07
1986,6.510010948090894e-07,1.7024338205828826e-07
1987,6.312473992409195e-07,1.8026909742729913e-07
1988,6.278392099545727e-07,1.5291212207557692e-07
1989,6.234506528812744e-07,1.8659615363958437e-07
1990,5.966272667023986e-07,1.678184560205409e-07
1991,5.902495381349127e-07,1.4595048014598433e-07
1992,6.40806486984502e-07,1.7576721234036086e-07
1993,6.458715766655132e-07,1.6229877530804515e-07
1994,5.902643032129617e-07,1.7090762582938623e-07
1995,6.192438561924973e-07,1.5182862966867106e-07
1996,5.877239388496491e-07,1.766908468425754e-07
1997,5.916899858959823e-07,1.683008008512843e-07
1998,6.122277689257771e-07,1.6497726562647586e-07
1999,5.772164186623741e-07,1.8417910041534924e-07
2000,6.048284824089478e-07,1.6302536209877871e-07
2001,5.494039463371791e-07,1.515899299420198e-07
2002,5.831405651690602e-07,1.71743877785957e-07
2003,6.083707404513916e-07,1.7584414990778896e-07
2004,6.2327797678563e-07,1.823583630766734e-07
2005,5.350454728159093e-07,1.5853198931381485e-07
2006,6.922173163559364e-07,1.6142128345109086e-07
2007,8.348461975060673e-07,1.4659740088518447e-07
2008,8.604285639535192e-07,1.6476290909395175e-07
2009,9.011883577159097e-07,1.5401262487557688e-07
2010,1.1620530599998347e-06,1.6486038134644332e-07
2011,1.2596164040701296e-06,1.7552031295053894e-07
2012,1.5322541599971373e-06,1.8757432940219587e-07
2013,1.608767291827462e-06,1.8882376195961115e-07
2014,1.8358643742999448e-06,2.0723310001358186e-07
2015,1.8654698550335524e-06,2.3495698542319587e-07
2016,1.8227792466518622e-06,2.390326301338064e-07
2017,1.5780430047129812e-06,1.9873328938047052e-07
2018,1.9275812306318585e-06,1.9644961923859228e-07
2019,1.905332773333157e-06,2.2703791557887598e-07
