year,avez_VERB ouvert_VERB,avez_VERB couvert_VERB
1843,9.628264763250627e-08,1.063243981747064e-08
1844,1.229437742722439e-07,3.2931368743049916e-09
1845,7.86812108799495e-08,2.7901139176833567e-09
1846,1.2235908286584163e-07,1.1709002656346001e-09
1847,1.2134752580550412e-07,1.6179670936367074e-09
1848,1.6975417338471743e-07,2.413566457803995e-09
1849,1.1563592750007956e-07,2.0948537127196687e-08
1850,1.0183494225657341e-07,5.431196825611551e-09
1851,1.0577079478935048e-07,1.9348316282474798e-09
1852,1.0351767087968256e-07,3.906327261660181e-09
1853,1.3854881331099023e-07,2.9859659189668264e-09
1854,1.1846115199887208e-07,5.195664454227256e-10
1855,9.65862554380692e-08,2.653468555990912e-09
1856,1.0406150607877862e-07,2.5885946719483854e-09
1857,9.030792114117503e-08,0.0
1858,8.661806560894547e-08,3.9149408159744326e-09
1859,9.013146495817637e-08,5.092173349652285e-10
1860,1.0115576287716976e-07,1.373155145145688e-09
1861,9.29044858821726e-08,4.2443675241088386e-09
1862,8.087195624284504e-08,3.162590411776023e-09
1863,1.388504529131751e-07,1.9978483312144135e-09
1864,9.445614068681607e-08,7.1920918109924514e-09
1865,1.0684536988492255e-07,4.706844358715045e-10
1866,1.5423992749674653e-07,5.352174259343201e-09
1867,1.0918825665839904e-07,1.94112459439566e-09
1868,9.731552097491658e-08,9.87974813071446e-10
1869,8.936839890338888e-08,4.883519144627257e-10
1870,1.0780011905353604e-07,1.7202146374017957e-09
1871,1.0408754036461687e-07,1.0621177271019633e-09
1872,1.1550417866601492e-07,3.628403577593531e-09
1873,1.0355788049309922e-07,5.986004469882289e-10
1874,1.3203886339852033e-07,6.572069999322139e-09
1875,9.669381029198121e-08,6.865832347102696e-09
1876,1.1306048008918879e-07,0.0
1877,1.0637883463004982e-07,6.184815992682502e-10
1878,6.76377922559368e-08,1.2078177347163432e-09
1879,1.1668811339404783e-07,7.94212251520321e-09
1880,8.984984845028521e-08,0.0
1881,8.506459181489845e-08,6.972507571312292e-10
1882,1.2911446845009777e-07,0.0
1883,8.404720830412771e-08,1.8958017378167824e-09
1884,9.770511155693384e-08,1.3203393933736152e-09
1885,6.961286658224708e-08,5.156508553483263e-09
1886,8.066830048392148e-08,0.0
1887,9.401651368534658e-08,0.0
1888,6.721051448721482e-08,1.9021844099853524e-09
1889,1.2968833118520706e-07,1.2530273485467092e-09
1890,6.226667181863377e-08,6.554386478008212e-10
1891,7.139126267929896e-08,0.0
1892,7.710270466532165e-08,0.0
1893,6.589505829879272e-08,3.079208221734575e-09
1894,6.805662167153059e-08,1.2603078580752936e-09
1895,1.0352017199011243e-07,0.0
1896,5.071444775239797e-08,0.0
1897,6.5259193604561e-08,1.1653427112179315e-09
1898,6.393941021087812e-08,5.6583546736987955e-09
1899,8.346643198819947e-08,1.1055156790007459e-09
1900,6.852189926576102e-08,5.191053142894475e-10
1901,7.041811045382929e-08,1.1177477832191585e-09
1902,5.745032183313015e-08,0.0
1903,7.668312917985531e-08,0.0
1904,6.342057901065346e-08,1.0749250378694342e-09
1905,7.225062859106401e-08,5.160759042333041e-10
1906,7.098974919017564e-08,5.144184522798412e-10
1907,6.274268571360153e-08,0.0
1908,7.661766687760974e-08,0.0
1909,5.115914802900079e-08,3.850688656825696e-09
1910,6.893954207498609e-08,1.068830135508847e-09
1911,6.437652899649038e-08,5.320374141248863e-10
1912,5.0010442009806866e-08,5.209421227725386e-10
1913,6.840856769940729e-08,5.30298971401777e-10
1914,7.299450999198598e-08,2.0090231700464756e-09
1915,5.419150639340842e-08,1.1780761921542648e-09
1916,6.262853702310167e-08,1.0987462051303964e-09
1917,5.483212106582869e-08,1.0966424435210342e-09
1918,7.466144325007917e-08,0.0
1919,9.668240608107226e-08,0.0
1920,6.587841738792122e-08,0.0
1921,5.2251955651172466e-08,0.0
1922,5.976127681606158e-08,7.377935484775833e-10
1923,6.051090650771584e-08,0.0
1924,4.769901096324247e-08,2.578324886925998e-09
1925,6.268961527666761e-08,5.499089184013428e-09
1926,4.904300965336006e-08,0.0
1927,5.0171511389862644e-08,0.0
1928,5.5987602110008083e-08,0.0
1929,5.013182757807044e-08,2.2280812750352652e-09
1930,4.411513643276521e-08,5.2518016602221e-09
1931,2.6232321204133768e-08,2.2810713318222042e-09
1932,4.164623845781534e-08,1.0959536611565568e-09
1933,3.670611903316967e-08,1.1470662197865522e-09
1934,2.7557634396657704e-08,2.3963160344919743e-09
1935,3.590485420090772e-08,0.0
1936,3.6374142808881516e-08,1.2124714565686645e-09
1937,4.1550688223424004e-08,2.5182236296217297e-09
1938,4.926781471681352e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,5.312704587367989e-08,0.0
1942,5.461581054078124e-08,0.0
1943,6.096794180621146e-08,2.9032352077962287e-09
1944,6.42637232317611e-08,0.0
1945,5.664110602765504e-08,4.357008087652048e-09
1946,4.872386583087973e-08,1.3921104269343232e-09
1947,7.629357412497484e-08,4.7683483828109274e-09
1948,4.566192757238241e-08,4.348755133776194e-09
1949,3.8286334103077024e-08,9.817008317369869e-10
1950,5.7430952438153327e-08,2.1270722960764488e-09
1951,3.944718685033877e-08,4.264560704569931e-09
1952,6.221434034614504e-08,1.0544803918932644e-09
1953,3.878577814475648e-08,2.1547654771580937e-09
1954,5.374894840315392e-08,0.0
1955,4.974372203037092e-08,0.0
1956,4.273359266449006e-08,8.72114158667614e-10
1957,6.891329462632712e-08,8.835037701437898e-10
1958,6.038737865310395e-08,8.272243445794913e-10
1959,5.658045765244424e-08,0.0
1960,6.159541499073384e-08,0.0
1961,5.766972321907815e-08,2.779263708063695e-09
1962,7.10299090656008e-08,3.805173953708163e-09
1963,6.595374202333915e-08,6.466053248388448e-10
1964,7.239922439339352e-08,1.8251904432275978e-09
1965,5.307882133820385e-08,0.0
1966,5.4836839069594134e-08,2.215629901769489e-09
1967,5.916402656680475e-08,1.4791006197611978e-09
1968,5.5244413488253485e-08,4.4914158503495116e-10
1969,5.359274268812442e-08,1.3625273131978588e-09
1970,5.426495519600394e-08,4.5987250119061684e-10
1971,4.213486093362917e-08,0.0
1972,5.899669019981957e-08,0.0
1973,6.615844228008427e-08,1.102640756478479e-09
1974,3.54411007208455e-08,2.2502286700643026e-09
1975,3.655347313724633e-08,1.1422960355389478e-09
1976,3.028169359708954e-08,0.0
1977,3.996211717094411e-08,0.0
1978,4.633661276898238e-08,0.0
1979,4.9741775143274936e-08,2.3407893401383717e-09
1980,5.6851508389854644e-08,1.7055452605774235e-09
1981,2.9730083284107423e-08,2.5302198114474095e-09
1982,4.4694015599588965e-08,6.207502289967692e-10
1983,4.4207212113178684e-08,1.2630632095778083e-09
1984,4.929157171318366e-08,0.0
1985,3.66949031160857e-08,0.0
1986,4.615753823600244e-08,0.0
1987,5.560843163721074e-08,0.0
1988,6.176450284556267e-08,0.0
1989,6.201577917863688e-08,0.0
1990,5.557624049856713e-08,1.089730194969718e-09
1991,4.8064013213888757e-08,0.0
1992,4.4630546369717194e-08,0.0
1993,4.2651898013446043e-08,3.323524566667402e-09
1994,4.641935547056164e-08,5.274926606624319e-10
1995,3.904164458390369e-08,5.422450821690461e-10
1996,4.697520950003309e-08,5.338092190498855e-10
1997,3.5961708277909565e-08,4.79489448146353e-10
1998,5.292623583841305e-08,0.0
1999,5.3014332479506265e-08,4.570201106446348e-09
2000,4.241310236352547e-08,0.0
2001,6.089884152515879e-08,1.7524847129024579e-09
2002,4.381221430094229e-08,0.0
2003,5.708684369665207e-08,2.5001538617175356e-09
2004,4.5809830595544554e-08,4.404791253964646e-10
2005,7.296074500118266e-08,2.251874686720612e-09
2006,6.753339221177157e-08,2.0589450144825605e-09
2007,8.787854710590182e-08,1.5977917877663117e-09
2008,8.472304813267328e-08,1.2772318758180745e-09
2009,1.0537705463775637e-07,1.430457752249481e-09
2010,9.636537612323082e-08,4.723793023408973e-10
2011,1.3995737901950633e-07,3.059177577924288e-09
2012,1.6306370298480033e-07,7.148930780687124e-09
2013,1.553542716692391e-07,4.462600067256517e-09
2014,1.5526241270436003e-07,1.9489005964601347e-09
2015,1.5338702041844954e-07,3.989835573037226e-09
2016,1.5348629744948994e-07,1.86420612280358e-09
2017,1.393648716430107e-07,2.264050280587071e-09
2018,1.5308097545130295e-07,1.8070267504555204e-09
2019,1.484674925222862e-07,3.826481798085979e-09
