year,sans_ADP ouvrir_VERB,sans_ADP couvrir_VERB
1869,3.5454348257246693e-07,2.2952540645881925e-08
1870,2.70073700292528e-07,2.121598008386627e-08
1871,2.474734421831215e-07,3.3987767267262825e-08
1872,2.6910661010681736e-07,2.4794090336399677e-08
1873,3.034904265675209e-07,4.0106229448610975e-08
1874,3.100822159041172e-07,3.2860349108432274e-08
1875,3.570232820493402e-07,2.460256709468922e-08
1876,2.9020871128437875e-07,2.5997863861704218e-08
1877,3.506790604568266e-07,4.2675228684174726e-08
1878,2.4881044158320265e-07,2.113680963589104e-08
1879,3.170739795166355e-07,2.6270099429126503e-08
1880,2.612063427775979e-07,2.5029599726167362e-08
1881,2.984233247182999e-07,1.743126937236994e-08
1882,3.081443302743736e-07,1.8635077481121698e-08
1883,2.812105934779652e-07,2.1485751844352308e-08
1884,2.825526417282731e-07,2.9047466654219534e-08
1885,2.6104825057160497e-07,2.2559724754955823e-08
1886,3.168650781759652e-07,2.968593371122097e-08
1887,3.316693799604309e-07,2.4809914123125054e-08
1888,3.0308138332379997e-07,3.1703072611577454e-08
1889,3.4708858454024494e-07,2.568706081174099e-08
1890,3.015017844276713e-07,2.4906668061319692e-08
1891,3.4739497811742126e-07,1.5935549768641977e-08
1892,2.870978734748064e-07,1.6298132621272998e-08
1893,2.7712874861585135e-07,2.8328715373504565e-08
1894,3.0814527463007835e-07,2.079507943619774e-08
1895,3.7616341685975385e-07,3.4306101071024386e-08
1896,3.207983851893914e-07,2.358811634906033e-08
1897,3.012410942915267e-07,1.6897470089816125e-08
1898,2.53494292223877e-07,1.4145887128336199e-08
1899,3.6758395083325013e-07,2.3215829259015663e-08
1900,3.0471481826666036e-07,3.426095007696972e-08
1901,2.3863915021848925e-07,2.6267072072982955e-08
1902,3.5157632849447396e-07,2.6515532880466708e-08
1903,2.845915982874203e-07,3.888158506271111e-08
1904,2.719560292518963e-07,3.3860137804708756e-08
1905,2.920989707888566e-07,3.148063076885421e-08
1906,2.819013138477544e-07,1.9547901075611662e-08
1907,2.617707366425748e-07,1.7999951751335175e-08
1908,2.5293653238556146e-07,1.5716445034286153e-08
1909,3.262083216881706e-07,2.6954818821423032e-08
1910,2.923250441710934e-07,2.6186338097922146e-08
1911,2.931526097427195e-07,1.276889793899727e-08
1912,2.839134483068051e-07,2.6568047983843712e-08
1913,2.5454351959552923e-07,2.0151361468379037e-08
1914,3.1608631445578794e-07,1.5402511266415786e-08
1915,2.3679331828674322e-07,1.0602685840410686e-08
1916,2.5600786379698093e-07,3.29623865980011e-08
1917,2.4126133357782464e-07,2.0836205649743533e-08
1918,2.033088657427129e-07,2.756730310693456e-08
1919,2.651860224744951e-07,1.8415697411455767e-08
1920,1.9763524372606867e-07,6.284952291935042e-08
1921,2.7110435318888904e-07,4.39219359216203e-08
1922,2.7224580811946453e-07,2.2133805899215986e-08
1923,2.0064142480791247e-07,2.5478275933465966e-08
1924,2.449408702531741e-07,1.933743654092268e-08
1925,2.7275481784272415e-07,1.9796720707176974e-08
1926,3.0651881033350037e-07,2.0063049888108253e-08
1927,3.0548876317482154e-07,2.3413372129965637e-08
1928,2.0795394828354574e-07,3.313552077166548e-08
1929,2.5065914854849325e-07,2.2280811862174232e-08
1930,2.51036138099181e-07,1.785612657734248e-08
1931,2.3380980707088383e-07,2.2810714206400462e-08
1932,2.454936138818198e-07,2.4110979879310435e-08
1933,2.0876605510977697e-07,2.638252261100149e-08
1934,2.384334383265241e-07,1.677421224144382e-08
1935,2.4774348439393634e-07,1.4361940969820353e-08
1936,1.952079098366255e-07,1.4549657478823974e-08
1937,2.266401324391154e-07,1.510934133364117e-08
1938,2.191121240002758e-07,1.8151300906765755e-08
1939,2.1105789649311646e-07,2.5999884911698246e-08
1940,2.2822046386039574e-07,1.2678914806940611e-08
1941,1.7118714801256374e-07,2.3612020783048138e-08
1942,1.8508691823626577e-07,9.102635090130207e-09
1943,2.6129116381667927e-07,4.645176332473966e-08
1944,2.3777577773387293e-07,1.2852744646352221e-08
1945,2.5270647263653245e-07,1.9606536838523425e-08
1946,2.6867730618107544e-07,2.227376683094917e-08
1947,2.4556994127067355e-07,2.7418003867296648e-08
1948,1.978683519254787e-07,2.2830963786191205e-08
1949,2.0615717399863343e-07,3.043272656100271e-08
1950,2.2759673790062607e-07,2.871547555294285e-08
1951,2.771964329184584e-07,2.6653504292539765e-08
1952,2.362036024550207e-07,1.7926166662185494e-08
1953,2.2948251832133337e-07,6.679772868167788e-08
1954,2.5994946639684713e-07,1.9545072671434127e-08
1955,2.2994739268256126e-07,1.595553378308523e-08
1956,2.3459870490682988e-07,2.0058625427310517e-08
1957,2.2882747252594982e-07,2.208759364297208e-08
1958,2.192144492596526e-07,1.9026160036350603e-08
1959,2.015194500160078e-07,3.022791705831196e-08
1960,2.8098584792246584e-07,1.4533750314349447e-08
1961,2.570818882219328e-07,1.320150300188061e-08
1962,2.130897396313003e-07,1.585489073363533e-08
1963,2.2501865437618562e-07,1.357871226570495e-08
1964,2.451839176131898e-07,2.6161064314855764e-08
1965,1.8659667588849516e-07,1.5868925951068036e-08
1966,2.1159265273240635e-07,1.661722381918196e-08
1967,2.3320487585465344e-07,1.4791006641701188e-08
1968,2.510701406777116e-07,2.425364553637621e-08
1969,2.3571723239967923e-07,3.2700656626971636e-08
1970,1.894674728220025e-07,1.7475154878709986e-08
1971,1.8498230147656614e-07,1.4901352374252497e-08
1972,2.1957028728536443e-07,2.4624705385889456e-08
1973,1.7090932225016786e-07,1.598829069138219e-08
1974,1.6482925069283283e-07,1.4063929631991101e-08
1975,1.4450045249247978e-07,1.8276736568623164e-08
1976,1.971166785352807e-07,2.7996280849151844e-08
1977,1.4574419004986794e-07,1.645498892699493e-08
1978,2.0792069399533375e-07,2.1980187225878467e-08
1979,1.9018912755797146e-07,9.363157582598092e-09
1980,1.8135630597271302e-07,2.0466542238750662e-08
1981,2.024175866921496e-07,1.391620929602766e-08
1982,1.4898005673558146e-07,1.551875516980772e-08
1983,1.5725136925937022e-07,2.7787390832756387e-08
1984,2.2790102960357217e-07,2.0876430806282542e-08
1985,1.8467763496232692e-07,7.699914106318317e-08
1986,2.2599210147689064e-07,1.618511025203162e-08
1987,1.6315880912998182e-07,2.261002274295265e-08
1988,1.8469385931751958e-07,2.4585871005733395e-08
1989,1.695829805470339e-07,1.9208427959327423e-08
1990,1.8198493911825153e-07,2.288433331720796e-08
1991,2.10426597035962e-07,2.696274015168143e-08
1992,1.8623611452994737e-07,2.3141766058998314e-08
1993,1.8777913268763768e-07,2.1602909017204297e-08
1994,1.9095234726762556e-07,1.2659824188965274e-08
1995,1.8599006779140836e-07,2.9281234659173094e-08
1996,1.879008486582734e-07,2.0284749657761836e-08
1997,1.6782130352055447e-07,2.4453962410575514e-08
1998,2.0979768855511338e-07,1.859570453177639e-08
1999,1.8920632705032858e-07,1.6909743605353356e-08
2000,1.9439337961557612e-07,2.2090157258958243e-08
2001,1.9058270961380686e-07,1.9715453269952832e-08
2002,1.8707815918617143e-07,2.541108479192644e-08
2003,2.2043021630224757e-07,2.541822974322372e-08
2004,2.255253175320604e-07,1.8500123211140362e-08
2005,2.0176798187776512e-07,1.756462375546164e-08
2006,2.0918880494491532e-07,2.6354495807900946e-08
2007,2.712251649938935e-07,2.6763011723440755e-08
2008,2.443770377169585e-07,2.0861454563814164e-08
2009,2.4889964755914207e-07,2.3840962315446745e-08
2010,2.985437106417521e-07,2.6925620177919996e-08
2011,3.888979591692987e-07,1.0745361578301527e-07
2012,4.789783538683423e-07,5.2765915969921195e-08
2013,5.112466183732067e-07,5.410902542690721e-08
2014,5.350814937798987e-07,4.374199247259014e-08
2015,5.040492538910257e-07,4.322322091909747e-08
2016,4.915290006124451e-07,4.163393607647947e-08
2017,4.774630184556372e-07,4.6790370689109295e-08
2018,5.250703338788298e-07,8.31232244147273e-08
2019,4.6581035206827437e-07,5.255034724038765e-08
