year,leurs_DET hôtes_NOUN,leurs_DET côtes_NOUN
1860,5.890835534927419e-07,2.3389409919971627e-07
1861,5.993989682373524e-07,2.8578741328999513e-07
1862,4.5993099484498146e-07,2.2635110519253487e-07
1863,5.813738415128e-07,2.3274933091954608e-07
1864,5.034464618525192e-07,2.7090214294034354e-07
1865,5.798832130587961e-07,2.7958654258419813e-07
1866,4.461767126873184e-07,2.997217471989444e-07
1867,5.192508378826233e-07,2.3972889273693454e-07
1868,4.52986455456994e-07,2.38101934169066e-07
1869,4.771198236497298e-07,2.2268846988637847e-07
1870,4.942750209124824e-07,2.2764173657208175e-07
1871,5.193755789889565e-07,1.9967813913446264e-07
1872,5.581694328959941e-07,2.2314681880075682e-07
1873,5.327544001509921e-07,2.975044356423595e-07
1874,4.815534893065632e-07,2.2643768371466422e-07
1875,4.514285052437117e-07,2.065471231271765e-07
1876,4.256394303681077e-07,2.6118785068085515e-07
1877,5.523040842447813e-07,2.8512001393199427e-07
1878,4.656137333469701e-07,3.1342871320561017e-07
1879,5.260129283257697e-07,2.1627011825842146e-07
1880,4.6336848846806333e-07,2.605645446074334e-07
1881,5.299105509948276e-07,1.8686319869232193e-07
1882,5.177889665919366e-07,2.841849398027563e-07
1883,5.150261066511064e-07,2.51509691295837e-07
1884,5.637849360695668e-07,2.9707635995634973e-07
1885,5.485235701208069e-07,2.8102972438048823e-07
1886,6.350208243688371e-07,2.6652807205707063e-07
1887,5.432065472987802e-07,2.141487303042311e-07
1888,5.535356812913506e-07,2.2509182739938183e-07
1889,6.822734031075584e-07,2.3368960189174004e-07
1890,5.492576056198573e-07,2.4185687258482247e-07
1891,5.934398625839776e-07,2.505068485980644e-07
1892,5.666735143350365e-07,2.131294234430925e-07
1893,6.626456188207897e-07,2.2724556547615293e-07
1894,6.301539396957878e-07,1.8148433444942214e-07
1895,6.463991875094166e-07,1.8416959668421384e-07
1896,5.891131680257899e-07,1.6924472845403216e-07
1897,5.110027907484493e-07,1.794627793039183e-07
1898,6.144973312416369e-07,1.7654067785422e-07
1899,5.638129980667372e-07,2.0065109396227854e-07
1900,4.599273091265843e-07,1.7130475571391912e-07
1901,5.404310501333498e-07,1.872227497479173e-07
1902,4.713872400197161e-07,2.2685510714381962e-07
1903,5.416420949533318e-07,1.2420506356747296e-07
1904,5.557362525721032e-07,2.2143456313017396e-07
1905,6.610932157258276e-07,1.9714099241952e-07
1906,5.663747069117875e-07,1.6152739590324927e-07
1907,4.926844041630574e-07,1.7022811560352125e-07
1908,5.736502464159798e-07,1.8073912100291523e-07
1909,6.01807612632399e-07,1.606287260424999e-07
1910,6.42366935643679e-07,1.4803297565535445e-07
1911,6.762195372544966e-07,2.1866737864861818e-07
1912,4.995834927967735e-07,1.7972502597274342e-07
1913,7.270398736380912e-07,1.4158982253320573e-07
1914,6.087340125304763e-07,1.9554491359485837e-07
1915,6.302707902250404e-07,2.721355967238992e-07
1916,8.581207984192929e-07,1.922805914489345e-07
1917,7.512000683718156e-07,2.2590833737012872e-07
1918,6.753989181262909e-07,2.297275329965487e-07
1919,6.353415560322873e-07,1.703451939505385e-07
1920,6.489402579745729e-07,2.097508193799058e-07
1921,7.436438060892669e-07,1.4388219571337402e-07
1922,6.322890966359296e-07,1.350162199820204e-07
1923,5.520293280270039e-07,1.3482254246355296e-07
1924,5.221108023700793e-07,1.5083200088916726e-07
1925,5.554079618441676e-07,1.7817048947321723e-07
1926,6.353298802608265e-07,1.5938978403795545e-07
1927,6.299312129698365e-07,1.6946821945751367e-07
1928,4.913197758638077e-07,2.3080602651326387e-07
1929,6.650822736986584e-07,2.3283449479549745e-07
1930,5.503888442781601e-07,1.7225909998419553e-07
1931,5.383328165464718e-07,1.8932891698852927e-07
1932,5.260577542465228e-07,1.917918845961708e-07
1933,5.047091466980902e-07,1.6288340431991344e-07
1934,5.056226957123044e-07,2.1087580748258006e-07
1935,6.28334899666072e-07,1.3284795663537352e-07
1936,8.463050695795005e-07,1.7095847359982486e-07
1937,5.540092145039921e-07,1.699800882271063e-07
1938,6.48260705560233e-07,1.7373387473096358e-07
1939,5.138801082438249e-07,2.1717551845767957e-07
1940,5.223712926660795e-07,1.775047999696966e-07
1941,6.581850673370582e-07,1.6528414903405064e-07
1942,8.101345325695064e-07,1.7598428803111688e-07
1943,8.390349979237044e-07,1.0161323160673419e-07
1944,8.45067965826729e-07,1.4780655810398002e-07
1945,6.470157245530572e-07,1.263532394268907e-07
1946,7.87934489210329e-07,9.88398429768722e-08
1947,5.590888623174806e-07,1.2040079400144066e-07
1948,8.262635002864727e-07,1.2067795451820018e-07
1949,6.371238359115239e-07,1.394015214373212e-07
1950,6.189780239473919e-07,1.4783152568753621e-07
1951,6.897927065097065e-07,1.4819347882166767e-07
1952,6.305792488170425e-07,1.4657277347396303e-07
1953,4.869770049431565e-07,1.4760142819092437e-07
1954,5.892839141097284e-07,1.3583825531071625e-07
1955,5.255940331849729e-07,1.4453836216787863e-07
1956,4.4826667622288596e-07,1.5000363173811593e-07
1957,4.779755493622417e-07,1.316420559227538e-07
1958,5.04606868290125e-07,1.8860714812163337e-07
1959,4.526436665486244e-07,8.448314814391011e-08
1960,5.156020597141264e-07,1.3011166077880887e-07
1961,6.003209573890445e-07,1.3340465904176924e-07
1962,4.388633758622973e-07,1.268391287556625e-07
1963,5.269833431853499e-07,1.1444914216340862e-07
1964,4.483884525896542e-07,1.1620379497534472e-07
1965,4.744261574707309e-07,1.1491291229681622e-07
1966,4.3149391704133677e-07,1.2241355396014342e-07
1967,4.072457295833942e-07,1.2079322031510742e-07
1968,4.424044526274429e-07,1.3294590206491819e-07
1969,3.7060743185435285e-07,1.871204204917376e-07
1970,3.5870054793107897e-07,1.9820504776335568e-07
1971,4.1569636044513913e-07,1.4541664983269698e-07
1972,3.9707335286465195e-07,1.5441742662325453e-07
1973,4.090797343092589e-07,1.626395114140422e-07
1974,3.746630641288107e-07,1.3670138465649018e-07
1975,3.8209801989097514e-07,1.7134440799537742e-07
1976,3.5023919542354065e-07,1.8683232910765568e-07
1977,3.7728938107051135e-07,1.798295272692485e-07
1978,3.7603944580411053e-07,1.7405932029035398e-07
1979,4.2602366079336207e-07,2.024782759235677e-07
1980,4.104678796856831e-07,1.7226006848725106e-07
1981,4.219141458428055e-07,1.315714299732207e-07
1982,4.283176506802988e-07,1.9181181909466716e-07
1983,4.869108582994386e-07,1.326216387820267e-07
1984,4.21008023110403e-07,1.7223054937787197e-07
1985,5.137286400724861e-07,1.5219361348961513e-07
1986,4.507853010871088e-07,1.2468530163900482e-07
1987,4.4914504293558366e-07,8.799576112217267e-08
1988,4.317518853547142e-07,1.0194141703001591e-07
1989,3.9294954845559005e-07,1.1525056398120626e-07
1990,4.538726261493764e-07,1.4057519515109362e-07
1991,4.296454045871201e-07,1.2074617627977347e-07
1992,4.452034909618874e-07,1.0083197565791124e-07
1993,5.190237359897765e-07,9.527436911627163e-08
1994,4.626110685634899e-07,1.1288342682824748e-07
1995,5.644771521318148e-07,8.892819225447823e-08
1996,4.5160259354304344e-07,9.608565676444414e-08
1997,4.416097958426235e-07,9.350044338773955e-08
1998,4.277011820263965e-07,9.536258716025259e-08
1999,4.693596720173332e-07,9.734528463867242e-08
2000,4.921687359882299e-07,9.189505523199415e-08
2001,4.6878967019381435e-07,8.19286632980365e-08
2002,4.411890044409006e-07,1.0690180740624555e-07
2003,5.341995397145638e-07,8.375515003766765e-08
2004,4.5413399085703077e-07,8.633391193613171e-08
2005,5.053206812988265e-07,8.467049583682495e-08
2006,5.447968254301827e-07,1.255956418866333e-07
2007,5.304668517780442e-07,9.746530071907955e-08
2008,5.853979345715743e-07,1.1026768453881175e-07
2009,6.170040993680459e-07,1.0966842500792495e-07
2010,6.972318251641241e-07,1.0675771977552984e-07
2011,7.938565831366873e-07,1.0630641744668878e-07
2012,7.955738841047832e-07,1.2902117374480326e-07
2013,7.40233803142587e-07,1.018030666433134e-07
2014,7.663510448452371e-07,1.2061529552909178e-07
2015,7.390062410905784e-07,1.2346325495293797e-07
2016,7.70331373800559e-07,1.3587990466135125e-07
2017,6.834915939890607e-07,1.0339162415107239e-07
2018,7.734074056742202e-07,1.2468484289485104e-07
2019,7.267763955098872e-07,1.0586599419326603e-07
