year,deux_DET arts_NOUN,deux_DET quarts_NOUN
1954,6.547599351591771e-08,5.668070768294342e-08
1955,7.977766358635563e-08,6.382213557643013e-08
1956,5.1454734917300016e-08,4.098936479124404e-08
1957,5.124322016714089e-08,4.8592705859107355e-08
1958,6.948684561081109e-08,4.963345967556876e-08
1959,6.433120458559927e-08,4.340418868764573e-08
1960,7.405291518880475e-08,3.114375046742168e-08
1961,7.017641134865471e-08,4.0994138916783385e-08
1962,4.566208677836414e-08,4.883306276015631e-08
1963,6.789356221670317e-08,6.466053026343843e-08
1964,7.969998305767945e-08,4.319617546988397e-08
1965,4.9248392031131516e-08,8.1533448881288e-08
1966,4.1543059436932595e-08,6.092982296479477e-08
1967,6.458739720827111e-08,4.437301903692514e-08
1968,9.387059130006037e-08,4.40158769432486e-08
1969,6.585548750770442e-08,4.9959336639870955e-08
1970,6.66815119232389e-08,1.2278595207249055e-07
1971,8.581123500661647e-08,6.011924913451594e-08
1972,6.104874594736742e-08,4.4119263242770046e-08
1973,4.796487346192535e-08,6.009392450323503e-08
1974,4.050411750444738e-08,4.556712968062371e-08
1975,5.140332204334186e-08,3.998036035568475e-08
1976,5.1421741309454205e-08,5.827797400215218e-08
1977,3.9962116504810297e-08,7.581048411253732e-08
1978,6.831679932872703e-08,5.8217794474124673e-08
1979,5.442335238026175e-08,5.617894283105329e-08
1980,4.7186750062877536e-08,4.377565876456657e-08
1981,3.985096119762943e-08,3.542307824844215e-08
1982,5.0901519110801985e-08,4.2831764801576355e-08
1983,7.515226374543715e-08,4.610180570630007e-08
1984,6.552879394661204e-08,5.683028359015907e-08
1985,4.9929133605353115e-08,4.692135324724234e-08
1986,5.454981755192989e-08,3.117132424401703e-08
1987,5.5608433080500674e-08,3.2387330872740705e-08
1988,7.975416566052829e-08,3.1781734577407406e-08
1989,6.256459261777536e-08,4.0063292905401227e-08
1990,6.15697552941441e-08,3.3236769780842224e-08
1991,6.682070324837142e-08,4.513328077937473e-08
1992,5.179347439820958e-08,5.124248203536297e-08
1993,8.91812389491875e-08,4.542150000563794e-08
1994,6.857404555304925e-08,3.9034457000042266e-08
1995,7.211859909261875e-08,3.904164608270477e-08
1996,5.4448540787177535e-08,2.7758079834683258e-08
1997,7.671831503408555e-08,5.322332741197755e-08
1998,6.627699500327822e-08,4.4343602567664675e-08
1999,9.414614271507915e-08,4.524499142011251e-08
2000,7.73155524047553e-08,4.020408561622446e-08
2001,5.4765148943536346e-08,3.8116543865651664e-08
2002,7.053766437614684e-08,5.169841421626131e-08
2003,7.375453814351118e-08,4.916968943113886e-08
2004,6.871474655945065e-08,4.713126744437801e-08
2005,5.854874407518196e-08,3.6029996985931234e-08
2006,7.082770936417404e-08,3.6237430389718384e-08
2007,7.190063233686317e-08,3.435252510231024e-08
2008,6.726754731012363e-08,3.491100580843565e-08
2009,5.292693860958764e-08,3.147006943926556e-08
2010,5.6685517002552643e-08,6.802262042526763e-08
2011,3.7092529686644227e-08,2.8679790070595956e-08
2012,3.574465295974605e-08,5.344676656804381e-08
2013,3.5421887201181335e-08,4.3789264658755656e-08
2014,3.529675557389922e-08,6.063246527077126e-08
2015,4.654808366533203e-08,4.5661453507150895e-08
2016,4.2876737493813266e-08,3.6455583218852894e-08
2017,2.842640789424422e-08,4.578412782230146e-08
2018,3.149389249390566e-08,4.6724545788023875e-08
2019,4.08158039588713e-08,4.540758280491275e-08
