year,aux_ADP oeufs_NOUN,aux_ADP queues_NOUN
1840,1.2739376997750185e-08,2.229391071750797e-08
1841,2.1829864138567245e-08,1.6051371787284552e-08
1842,1.2074877098200432e-08,8.049918065466954e-09
1843,2.067418880535854e-08,3.485077471054865e-08
1844,3.0187086219601866e-08,3.4577936958157807e-08
1845,1.0602433431206038e-08,4.464182268293371e-08
1846,2.4588905578326603e-08,2.517435504501009e-08
1847,3.235934187273415e-08,1.5101026207275936e-08
1848,4.263967390283341e-08,1.689496542667257e-08
1849,3.192557191944445e-07,1.9272654583346593e-08
1850,3.1229382635444836e-08,3.190828223864628e-08
1851,1.3543821397732358e-08,2.644269869733762e-08
1852,1.2370036106545967e-08,1.8880582430824688e-08
1853,2.1498954394516545e-08,4.120633079196523e-08
1854,1.1430461910322265e-08,4.676098086520142e-08
1855,1.0083180512765466e-08,3.555647865027822e-08
1856,1.656700471253103e-08,2.3815070804289462e-08
1857,1.2691923734209354e-08,1.8549734193129552e-08
1858,1.810660127388175e-08,5.138359782108637e-08
1859,1.8841041837802663e-08,3.41175612206257e-08
1860,4.9433585891378584e-08,2.334363732869882e-08
1861,2.4523011954435958e-08,2.0278644818905178e-08
1862,1.2198563326126788e-08,4.337266901188741e-08
1863,1.1487628237549785e-08,3.795911879267422e-08
1864,2.0137857159596706e-08,2.1576274988888144e-08
1865,1.6003270930653457e-08,1.6003271596787272e-08
1866,1.800276755448138e-08,3.3572728597164314e-08
1867,1.552899675516528e-08,4.076361648230886e-08
1868,2.1735446775750233e-08,2.420538258718352e-08
1869,2.051078074050139e-08,2.2952539424636598e-08
1870,1.6055336615750093e-08,2.1789384963000202e-08
1871,1.911811908783534e-08,2.54908245622687e-08
1872,2.8422494247060115e-08,3.628403666411373e-08
1873,1.975381419550004e-08,5.088103804951061e-08
1874,1.852128866941527e-08,2.3300975371398636e-08
1875,1.773673402594156e-08,3.718992758194872e-08
1876,1.6928840995689143e-08,2.2974855795609983e-08
1877,2.3502301438327322e-08,5.7518790397281805e-08
1878,1.5701630662334765e-08,4.891661997685759e-08
1879,1.8327975470633362e-08,2.993569481191116e-08
1880,1.4119261759759638e-08,2.6954953824542827e-08
1881,1.6036767469529423e-08,6.275257163901315e-08
1882,2.4624924765959122e-08,4.791877472598571e-08
1883,1.9589950550624735e-08,5.245051326596695e-08
1884,2.178559999066465e-08,3.4328824227713994e-08
1885,2.7716233141905633e-08,2.6427105837001363e-08
1886,1.677900607344185e-08,4.646493984017397e-08
1887,2.1545451422966266e-08,3.721487118468758e-08
1888,1.6485597775783845e-08,2.4094335415725254e-08
1889,2.7566601890072207e-08,1.3783300722991498e-08
1890,1.769684393471138e-08,3.6704562944578356e-08
1891,2.039750490734349e-08,3.378336543846672e-08
1892,2.1939793759528925e-08,4.137218212463267e-08
1893,6.220000881018706e-08,2.093861628527094e-08
1894,2.7726772655611853e-08,4.852185142567578e-08
1895,2.1667012406467734e-08,3.4907962520591695e-08
1896,4.304831285883992e-08,3.2433661090180976e-08
1897,2.5054868624252435e-08,2.2141511735185304e-08
1898,1.923840697859447e-08,2.8857609635224435e-08
1899,1.6029977345510815e-08,2.3768587098516036e-08
1900,1.8687791869531623e-08,3.841379481173135e-08
1901,1.5089594740391732e-08,3.800342462945139e-08
1902,1.964113566232939e-08,7.267220292206389e-08
1903,2.6461078883599498e-08,2.376096830403185e-08
1904,2.579820090886642e-08,3.117282432185675e-08
1905,2.477164318115399e-08,3.6125312352641714e-08
1906,4.629766126029722e-08,2.2634412566446827e-08
1907,2.9314207394826042e-08,3.445705232252294e-08
1908,3.0941750717161653e-08,2.504808449543816e-08
1909,3.630649092478677e-08,3.080550897704981e-08
1910,2.4583093671814993e-08,2.5651923696301537e-08
1911,2.1813534423209546e-08,5.00115164836501e-08
1912,2.9172759097306766e-08,5.0010442009806866e-08
1913,2.969674284258872e-08,3.1287640922528226e-08
1914,2.7456650120161186e-08,3.281404303834279e-08
1915,3.534228543156104e-08,7.068456930880984e-09
1916,2.966614820465452e-08,1.8678685265172135e-08
1917,2.4126132980306636e-08,2.8512703309502285e-08
1918,2.756730221875614e-08,4.709414369585829e-08
1919,3.314825314237879e-08,4.603924352863942e-08
1920,2.2716694747515476e-08,1.590168707821249e-08
1921,3.7106463346425755e-08,1.8174593885422752e-08
1922,3.6889676535700744e-08,2.1396012073182646e-08
1923,3.3971033097657255e-08,3.078624999375279e-08
1924,1.933743609683347e-08,4.769901085222017e-08
1925,5.389107027298223e-08,3.739380360912037e-08
1926,5.015762494231524e-08,3.566764306128789e-08
1927,5.6861045205636174e-08,3.4562596340492746e-08
1928,6.398583118905066e-08,4.34189573184085e-08
1929,2.1166771890790415e-08,4.3447585085232276e-08
1930,2.835972989778668e-08,3.2561171536826805e-08
1931,3.649714130915527e-08,2.737285598186645e-08
1932,4.6030052880396966e-08,1.9727165678773417e-08
1933,5.391211344019098e-08,4.932384767286635e-08
1934,6.949316322391041e-08,4.193552882725271e-08
1935,3.4708023122220766e-08,3.351119559624749e-08
1936,7.517323252770325e-08,3.758661648589623e-08
1937,6.29555889641864e-08,3.021868266728234e-08
1938,3.630259959308546e-08,2.852347158466273e-08
1939,6.72938211820906e-08,5.047036566452334e-08
1940,1.2678914629304927e-07,1.2678914806940611e-08
1941,8.854507527189526e-08,3.836953510472085e-08
1942,1.0923162463427616e-07,3.6410540360520827e-08
1943,4.645176421291808e-08,4.3548528338988035e-08
1944,1.1888788264968753e-07,8.675602458652065e-08
1945,4.1391577276783664e-08,3.921307367704685e-08
1946,4.315542145860718e-08,2.227376683094917e-08
1947,4.1723048349595615e-08,2.622591566137089e-08
1948,5.979538308942267e-08,3.913879664807496e-08
1949,6.479225422850732e-08,2.6505922789965553e-08
1950,4.4668517329427004e-08,1.808011518278363e-08
1951,4.904244754744269e-08,2.3455083209000804e-08
1952,4.217921489857446e-08,3.1634410646574906e-08
1953,5.063698715890297e-08,3.44762476345295e-08
1954,6.547599129547166e-08,3.420387528763058e-08
1955,9.10403965548312e-08,4.3173796537843145e-08
1956,3.488456634670456e-08,4.360570926564833e-08
1957,3.8874164776103726e-08,2.8272120644601273e-08
1958,5.707847910985109e-08,2.3162280982091943e-08
1959,5.1154935065689244e-08,4.0303889337067744e-08
1960,4.706166573109627e-08,2.5607082676515347e-08
1961,4.029932254567825e-08,3.335116360858592e-08
1962,4.566208766654256e-08,4.375950057866618e-08
1963,5.3668242627757934e-08,4.138274078968607e-08
1964,5.293052529609099e-08,2.9203047091641565e-08
1965,7.496699661047046e-08,3.228505462971043e-08
1966,7.699313608888758e-08,3.212663202134536e-08
1967,5.4726723708320435e-08,2.5637744371920235e-08
1968,4.760900745859331e-08,1.9313088017725022e-08
1969,7.221394821010918e-08,2.679637134406221e-08
1970,5.4724827003305165e-08,1.2876429700270364e-08
1971,4.521789676026344e-08,2.7747345865414275e-08
1972,5.0788452887751134e-08,3.5398013409349005e-08
1973,5.1824113778131675e-08,2.6463379043661917e-08
1974,5.738083264095195e-08,1.912694358452427e-08
1975,7.59626854751616e-08,3.255543745694922e-08
1976,8.113208344040501e-08,2.3425460682346966e-08
1977,9.931761013604046e-08,3.761140376923322e-08
1978,1.0039599462885462e-07,2.7326720442033547e-08
1979,7.549045388799414e-08,1.6970723493159312e-08
1980,8.300319986886961e-08,2.21720881654619e-08
1981,7.021359871295374e-08,2.84649726012276e-08
1982,5.4005270366808134e-08,2.4209258597807093e-08
1983,8.399370632350411e-08,3.220811350956865e-08
1984,1.1076105943530479e-07,2.8995042811175153e-08
1985,9.324114802478078e-08,3.007778914820847e-08
1986,1.1809136524210118e-07,3.5367463624425e-08
1987,1.0816145917802444e-07,2.016569633500609e-08
1988,1.6850316275629496e-07,3.2981045450242163e-08
1989,1.4049593144438433e-07,2.359892514736117e-08
1990,1.0624869695163852e-07,3.105731138930423e-08
1991,1.3246910790520872e-07,2.5790447111262438e-08
1992,1.1791280640771618e-07,3.0855687782604946e-08
1993,1.002596525800925e-07,2.9357799746776436e-08
1994,1.2290578732532254e-07,2.953958855300698e-08
1995,1.4044148127778655e-07,3.253470381991974e-08
1996,1.6601466601429138e-07,2.2419987644184403e-08
1997,1.1555695667020416e-07,3.020783534424254e-08
1998,1.0013071694014997e-07,2.7178337469457858e-08
1999,9.597422359619578e-08,2.3308026536605908e-08
2000,7.510653243780752e-08,2.076474814316498e-08
2001,4.731708569405413e-08,3.4173450902397207e-08
2002,4.906968231743747e-08,2.059174164514843e-08
2003,5.6670153458782124e-08,2.8751768799128996e-08
2004,5.065510055857203e-08,2.378587282692024e-08
2005,5.0892369651833747e-08,2.9274373147814003e-08
2006,4.77675232701813e-08,3.170775142447013e-08
2007,3.2355285395357924e-08,3.435252438066527e-08
2008,4.129716399403627e-08,6.641605859725175e-08
2009,3.242370882894363e-08,5.8171949035568105e-08
2010,2.3618965450111773e-08,4.865506719742285e-08
2011,5.8506770511668194e-08,8.756895653050378e-08
2012,3.029784986785522e-08,8.919142116536882e-08
2013,2.6496688509958233e-08,5.578250039661725e-08
2014,3.226513423104649e-08,8.423581476790787e-08
2015,1.9949178850509064e-08,5.297615257582322e-08
2016,3.894119321445899e-08,5.634044786262393e-08
2017,1.5093667926624477e-08,4.17591472512413e-08
2018,3.7173120415179284e-08,7.408809210573963e-08
2019,2.678537114331192e-08,6.70909798827779e-08
