year,aux_ADP hôtes_NOUN,aux_ADP côtes_NOUN
1973,1.4609989551495062e-07,3.46780513638123e-07
1974,1.490776497803381e-07,3.55536130314249e-07
1975,1.4221585287188532e-07,4.009458969278512e-07
1976,1.5769334626991593e-07,3.6166624628464206e-07
1977,1.5749774995299504e-07,3.0324193467379246e-07
1978,1.568316092548372e-07,3.1188105609203376e-07
1979,1.4395854752713433e-07,3.440960441025709e-07
1980,1.5463609770449693e-07,3.6214410137347386e-07
1981,1.543434051676229e-07,2.8717995093074933e-07
1982,1.502215525306383e-07,3.960386507628755e-07
1983,1.5977750089657405e-07,2.7913696953874023e-07
1984,1.6991094453633337e-07,3.821546545879073e-07
1985,1.7806051610946838e-07,3.597303646074579e-07
1986,1.438676440757014e-07,3.398873174020878e-07
1987,1.56436912146507e-07,3.7887064507913237e-07
1988,1.1273521494103989e-07,2.836370054382087e-07
1989,1.3884949623399478e-07,2.958097793381853e-07
1990,1.5583141377284448e-07,3.312779899289353e-07
1991,1.4067516884708198e-07,2.7431657656507014e-07
1992,1.4876848553058153e-07,3.4712647867252144e-07
1993,1.63960535815022e-07,3.035485729441234e-07
1994,1.4928042441075817e-07,3.1438562686503246e-07
1995,1.8544782154350514e-07,2.7383375922340747e-07
1996,1.6281181514088416e-07,3.058726818494506e-07
1997,1.5535458630644428e-07,2.627602038174359e-07
1998,1.6831496374436483e-07,2.789355519894343e-07
1999,1.7092553053488224e-07,2.8472352298081205e-07
2000,1.4756225619194652e-07,2.438753403666283e-07
2001,1.607904662748183e-07,2.619964636352279e-07
2002,1.7963008236421274e-07,2.7075950015387207e-07
2003,1.67927000138679e-07,2.441816793208318e-07
2004,1.5945344902790204e-07,2.841090456229267e-07
2005,1.760966141794995e-07,2.87789601927102e-07
2006,1.651273822123045e-07,2.9689986202896534e-07
2007,1.861427371407931e-07,3.0437932352356256e-07
2008,2.3501066559461492e-07,2.8567421495040435e-07
2009,2.2505869190503347e-07,2.7798561053060666e-07
2010,2.338277580449244e-07,3.6987300777724386e-07
2011,3.04388158123281e-07,3.942515003352298e-07
2012,2.788082980043072e-07,3.724252350956192e-07
2013,2.680349200923082e-07,3.422256380503086e-07
2014,2.5790452418128496e-07,3.650940674226888e-07
2015,2.4936472886594174e-07,3.686164831151473e-07
2016,2.9930864009486413e-07,3.9604021040418047e-07
2017,1.906833381470907e-07,3.5671367282219535e-07
2018,2.413671404966067e-07,3.691497307833913e-07
2019,2.803535457673867e-07,3.803522843348617e-07
