year,autres_ADJ arts_NOUN,autres_ADJ quarts_NOUN
1842,7.151010565920046e-07,1.2946951244430238e-07
1843,8.777669622261897e-07,1.5417037957377033e-07
1844,5.889226031285943e-07,1.4819114824149437e-07
1845,7.88486195280047e-07,1.5122417096335994e-07
1846,8.172883865231739e-07,1.9436944853623572e-07
1847,5.921759553828565e-07,2.0709978798549855e-07
1848,7.055659239085799e-07,1.7055870671356388e-07
1849,4.172948635527973e-07,1.8183330041665613e-07
1850,6.476702196778206e-07,1.5207351111712342e-07
1851,6.255955879996833e-07,1.8703372006712016e-07
1852,1.0254109383822652e-06,1.4844043505490845e-07
1853,5.219468448558473e-07,1.0510599679491861e-07
1854,5.813948740218677e-07,1.0962852314833071e-07
1855,7.997554156702336e-07,1.2471302568428655e-07
1856,6.849421083643392e-07,1.755067131625765e-07
1857,6.716956666430463e-07,1.7475802849276079e-07
1858,5.55921614076027e-07,1.3849103197571822e-07
1859,5.835630898509692e-07,1.583665891757846e-07
1860,5.451425864055892e-07,1.437235681578386e-07
1861,7.748328363921253e-07,1.4713806706367905e-07
1862,6.704691488668146e-07,1.1430505253429146e-07
1863,6.218302814886556e-07,1.2536497706605587e-07
1864,6.458498544859026e-07,1.1315557912894292e-07
1865,7.827482351174808e-07,9.931441269372954e-08
1866,7.167048048373204e-07,1.0169131314796687e-07
1867,5.794256665581088e-07,1.8440684357301507e-07
1868,5.685795168020036e-07,1.6647375389311492e-07
1869,6.431594505862392e-07,1.1769281371698526e-07
1870,5.395739641755881e-07,1.4392462333034928e-07
1871,2.347280185777123e-07,1.370131883504655e-07
1872,4.922534344586893e-07,1.2155152262494084e-07
1873,4.704999520543929e-07,1.0355788049309922e-07
1874,4.63032222342008e-07,1.057505798485181e-07
1875,6.545427266857473e-07,1.3731664694205392e-07
1876,5.39909145835793e-07,1.3361692197122466e-07
1877,5.133397468215506e-07,1.36065949618569e-07
1878,5.78544717910745e-07,1.6788666812317388e-07
1879,4.838585692112929e-07,1.563987268582423e-07
1880,5.78889705282748e-07,1.3349119853955926e-07
1881,4.69249755052914e-07,1.7640444127664523e-07
1882,5.770219146938871e-07,1.5773262873608473e-07
1883,5.118664372361081e-07,1.813650243320808e-07
1884,4.964475914803756e-07,2.191763428527338e-07
1885,4.434597338232038e-07,1.4309311779925338e-07
1886,4.1495771796462577e-07,1.652086751846582e-07
1887,4.4919002384347095e-07,1.6452889894935652e-07
1888,3.956543519478828e-07,1.490044496677001e-07
1889,5.275244894242803e-07,1.196641079559413e-07
1890,3.604912581778308e-07,1.2584422393047134e-07
1891,3.3018460143807715e-07,1.3640830331951292e-07
1892,4.3503474578265866e-07,1.5984706180915964e-07
1893,3.966020190038222e-07,1.453386317962213e-07
1894,4.3039514707743365e-07,1.3548309141242498e-07
1895,3.936173929020015e-07,1.4986349583523406e-07
1896,4.239963872221253e-07,1.533227589334274e-07
1897,4.067045964450955e-07,1.299357137440893e-07
1898,4.0796739986248554e-07,1.2731298681956105e-07
1899,4.405479838709425e-07,1.1442087100022036e-07
1900,5.211817092343196e-07,1.1368406660494657e-07
1901,3.867407447621929e-07,1.212756330914999e-07
1902,4.0067915785257924e-07,1.266853217885e-07
1903,4.4605820015419795e-07,1.1448467063246426e-07
1904,5.165014957952963e-07,1.2092907297756028e-07
1905,4.3814844374878703e-07,1.2489036294027756e-07
1906,4.3674127397919094e-07,1.548399524153865e-07
1907,4.3817025563441803e-07,1.3114249952650425e-07
1908,4.813161229577645e-07,1.512707825668258e-07
1909,4.3732818877373347e-07,1.7713166755584098e-07
1910,3.8210677644201496e-07,1.2879402788712468e-07
1911,3.8679119196416423e-07,1.1598415738944823e-07
1912,3.9643694671465113e-07,1.2294233897591766e-07
1913,4.2636038166676826e-07,1.3628682893340738e-07
1914,4.205555033109931e-07,1.0312985665450469e-07
1915,2.4503984263901657e-07,7.304072369151982e-08
1916,2.6150158305426885e-07,1.1536835131664702e-07
1917,2.6538747521787087e-07,1.0966424213165737e-07
1918,3.331049205357317e-07,1.0108011139209339e-07
1919,3.8949199382409816e-07,1.270683043230747e-07
1920,4.793222956323007e-07,1.3175683477584244e-07
1921,5.44480556641247e-07,1.0526118643383597e-07
1922,5.747411826462212e-07,1.2837607243909588e-07
1923,4.872720182902412e-07,1.2526818693459063e-07
1924,4.6538765363646206e-07,1.0571132236236735e-07
1925,5.290123565870886e-07,1.099817765748412e-07
1926,6.119230118173391e-07,1.4712902896008018e-07
1927,6.879071619003696e-07,9.365349029621939e-08
1928,4.650398696126601e-07,1.0169176789531775e-07
1929,5.158008338224107e-07,8.912324744869693e-08
1930,6.344176508576993e-07,8.612954616182833e-08
1931,4.961330288821841e-07,9.466445760608622e-08
1932,4.7235602629314144e-07,7.342889318806556e-08
1933,4.1523796490139375e-07,8.02946331646126e-08
1934,4.900466397117498e-07,7.548395331014035e-08
1935,5.074552547057465e-07,7.540018742702159e-08
1936,3.989031025497525e-07,8.851041854995856e-08
1937,4.4698469991999445e-07,6.673292318737367e-08
1938,4.395207824359204e-07,1.4391387992418458e-07
1939,3.685866110103575e-07,5.505858169385647e-08
1940,5.020850113446329e-07,7.60734906180005e-08
1941,5.135614391527099e-07,6.493305448884712e-08
1942,5.097475888060643e-07,6.371844563091145e-08
1943,5.05162915942492e-07,9.00002916637277e-08
1944,4.884042805741728e-07,4.4984606262232774e-08
1945,6.600867350492479e-07,4.574858536443571e-08
1946,7.419948699904921e-07,5.150808490839154e-08
1947,6.46111232072144e-07,6.914105199484766e-08
1948,5.957794666500149e-07,4.783630558335972e-08
1949,6.420323277467332e-07,4.908504180889395e-08
1950,6.03024975287525e-07,4.1477910883713776e-08
1951,6.620730284012666e-07,5.437314953837813e-08
1952,4.123018431112513e-07,5.694194271654851e-08
1953,5.904057341910018e-07,4.632745742583211e-08
1954,6.058972523703687e-07,3.615838295445428e-08
1955,5.715835231789868e-07,4.5050917663047585e-08
1956,5.180357991463325e-07,3.575668117150599e-08
1957,4.788590559634542e-07,5.3893728590992396e-08
1958,4.897167880102415e-07,4.9633460008635666e-08
1959,5.805309966078198e-07,4.8829711829512235e-08
1960,6.131858114599709e-07,5.882708364879363e-08
1961,6.072691003389252e-07,5.697490479406042e-08
1962,5.327243437491802e-07,3.99543260698465e-08
1963,6.491917368123268e-07,4.7202188824257973e-08
1964,5.366060200628908e-07,4.867174752121173e-08
1965,5.52129188591266e-07,4.596516589572275e-08
1966,5.001784657565622e-07,5.428293192721867e-08
1967,5.827656757162458e-07,3.254021407883556e-08
1968,7.626424238793561e-07,3.5931325470528463e-08
1969,6.131373062601142e-07,7.403065183098079e-08
1970,6.185285226223414e-07,5.472482911272891e-08
1971,6.941974959318031e-07,4.162102129612322e-08
1972,6.628149584742005e-07,5.643161671287089e-08
1973,5.838482834974457e-07,3.804110448868414e-08
1974,4.483580520187047e-07,5.119270340969706e-08
1975,5.180312570018941e-07,4.226495420311949e-08
1976,4.462264597826504e-07,2.628222439682304e-08
1977,5.159814682187402e-07,3.173462204131283e-08
1978,5.358413313061305e-07,4.930690877813504e-08
1979,5.846121222674583e-07,5.676414005506558e-08
1980,6.282091256082367e-07,3.638496437474714e-08
1981,5.496902595325537e-07,3.542307780435294e-08
1982,4.637004069607542e-07,4.4694015599588965e-08
1983,6.258478242315846e-07,2.5261265079734585e-08
1984,6.164345762726953e-07,4.929157171318366e-08
1985,5.492204770973785e-07,4.4515129360434e-08
1986,5.802661675602394e-07,3.057187569766029e-08
1987,5.848051882750838e-07,3.299841111470414e-08
1988,6.22442299924586e-07,3.537966719591168e-08
1989,6.536353298614017e-07,3.1831110192115375e-08
1990,7.333884077809216e-07,3.3236769780842224e-08
1991,6.002140580108062e-07,3.165191131415668e-08
1992,6.727641643777815e-07,4.35285585353995e-08
1993,6.392245301967137e-07,7.47793009736597e-08
1994,6.150564355600352e-07,3.586950114708998e-08
1995,7.054608470724588e-07,2.8738989854559804e-08
1996,6.469767610539634e-07,3.149474281372022e-08
1997,6.722442336126733e-07,2.6371919759071716e-08
1998,7.414440945652245e-07,2.7178336026167926e-08
1999,7.376304775874587e-07,2.559312584082818e-08
2000,6.37080125542866e-07,3.269343196166119e-08
2001,7.277192972665603e-07,2.190605918883648e-08
2002,7.439314018142795e-07,1.8839251936242363e-08
2003,7.25461305250974e-07,2.7501691590714472e-08
2004,6.862664934104146e-07,3.7000248198637564e-08
2005,7.26004444118189e-07,3.1075870765562286e-08
2006,7.807519075697655e-07,1.976587071794711e-08
2007,7.533588020081083e-07,2.3167981311189578e-08
2008,6.33932794258385e-07,1.7881246705542253e-08
2009,7.023547476947556e-07,1.8595951445377068e-08
2010,6.126759766189593e-07,1.9367551118421034e-08
2011,4.393743785469084e-07,1.606068167347985e-08
2012,3.6527630831173497e-07,2.655317032917992e-08
2013,3.68164493558254e-07,2.2312999448104165e-08
2014,4.1966327390952074e-07,2.1221362445089653e-08
2015,4.903064736438978e-07,2.9258794498332463e-08
2016,4.3436001861962836e-07,2.4856079861024227e-08
2017,3.894166475948424e-07,1.6099912514278003e-08
2018,3.7508712624756413e-07,2.452393310647949e-08
2019,3.8519914202783667e-07,1.9132407658162265e-08
