year,champs_NOUN ouverts_ADJ,champs_NOUN couverts_ADJ
1899,1.5477219506010442e-08,3.537650172802387e-08
1900,9.863001082521805e-09,5.191053276121238e-08
1901,1.1736351446245408e-08,3.7444550571308355e-08
1902,3.437198747846537e-09,3.4863013809172116e-08
1903,4.860198243861191e-09,5.022204874194358e-08
1904,3.2247751136083025e-09,3.9772224624812225e-08
1905,1.0837593933388234e-08,3.1996705729397945e-08
1906,1.800464666246171e-08,4.2696733260072506e-08
1907,9.257118349648152e-09,4.6285588695127444e-08
1908,1.1296195090437777e-08,5.058730678797474e-08
1909,1.3752458727367411e-08,2.53045246978445e-08
1910,4.275320542035388e-09,4.0615546481603815e-08
1911,3.7242617878519013e-09,6.012022879531287e-08
1912,1.40654377034366e-08,6.720153322703482e-08
1913,1.113627856597077e-08,6.151468312509678e-08
1914,2.0090231700464756e-09,6.361906201846068e-08
1915,7.068456930880984e-09,6.715034572835066e-08
1916,0.0,5.0542325880087446e-08
1917,2.0836205649743533e-08,4.496234140560773e-08
1918,1.1486376294556067e-09,2.067547733020092e-08
1919,5.524709134618888e-09,8.747456092805805e-08
1920,7.572231730534895e-10,6.209229752585088e-08
1921,7.572747429129834e-10,4.316466117870732e-08
1922,7.377935484775833e-10,4.352981974875547e-08
1923,6.369568872344189e-09,3.1847843473542525e-08
1924,1.289162443462999e-09,4.383152329978657e-08
1925,1.2097995494286806e-08,2.0896537833436923e-08
1926,1.0031524944054127e-08,5.015762383209221e-08
1927,1.4493992672726108e-08,5.797597069090443e-08
1928,1.3711249025050165e-08,3.7705934374798744e-08
1929,1.4482528065684619e-08,5.458799279267623e-08
1930,1.995684684175103e-08,3.2561171536826805e-08
1931,1.573939218957321e-07,4.1059283972799676e-08
1932,1.0740345857129796e-07,4.4934100884574946e-08
1933,6.76769076335404e-08,4.01473165823063e-08
1934,7.06913212411564e-08,1.5576054224197833e-08
1935,9.215578700150218e-08,3.7101681726881e-08
1936,1.1397231958198972e-07,2.9099314957647948e-08
1937,5.288269733227935e-08,2.7700460591972842e-08
1938,6.352954784460962e-08,3.630260181353151e-08
1939,7.188203454688846e-08,2.141167065872196e-08
1940,6.339457114812319e-08,1.2678914806940611e-08
1941,1.8594466588695013e-07,5.312704587367989e-08
1942,1.5777900941316148e-07,3.6410540360520827e-08
1943,1.56774703663487e-07,6.67744117777147e-08
1944,6.105053529381621e-08,4.177142187700156e-08
1945,8.278315277721049e-08,3.921307367704685e-08
1946,1.0719250020940763e-07,4.454753366189834e-08
1947,9.059862082771986e-08,5.1259746669529704e-08
1948,8.262634465516783e-08,3.913879709216417e-08
1949,1.4136492543226353e-07,3.5341230386620737e-08
1950,1.1060776072824297e-07,2.2334258886758107e-08
1951,1.1087857576530524e-07,4.264560615752089e-08
1952,1.3919141306217853e-07,5.483298082253896e-08
1953,1.379049955341216e-07,4.0940545176226806e-08
1954,1.1140691125177682e-07,6.449873524161376e-08
1955,1.0887305101903166e-07,3.472674947602172e-08
1956,1.840160943622493e-07,5.319896345667985e-08
1957,5.424712972157408e-07,4.8592706747285774e-08
1958,1.2491087969523917e-07,4.6324561964183886e-08
1959,1.3718824209973945e-07,5.03798602835559e-08
1960,1.1903833363469118e-07,4.567749911643659e-08
1961,1.2576168351152717e-07,2.36237411854745e-08
1962,9.576353865448084e-08,2.663621678777872e-08
1963,1.0475006184673674e-07,2.909724017285953e-08
1964,1.7035110866370218e-07,2.8594651979574337e-08
1965,9.959119218194701e-08,4.9795595202795084e-08
1966,1.1687447987185351e-07,6.148373188352707e-08
1967,1.1389075055268094e-07,3.056808139945133e-08
1968,1.0464999261605712e-07,3.907531720415136e-08
1969,1.5669064357126672e-07,4.9050985495568966e-08
1970,9.611335452519576e-08,5.0126104156333895e-08
1971,8.015900176960855e-08,5.087013477123037e-08
1972,7.387411632420182e-08,4.6684338173008655e-08
1973,9.978898979356998e-08,5.017015425323734e-08
1974,6.07561754240038e-08,3.206575982517279e-08
1975,5.540135683546055e-08,4.0551508817543436e-08
1976,8.284614211317987e-08,3.8851982964160925e-08
1977,9.81422599299897e-08,5.582942819160053e-08
1978,6.297026788892879e-08,4.81187889533885e-08
1979,1.357657796186018e-07,5.734933949952392e-08
1980,1.2734737375730276e-07,4.60497204812782e-08
1981,6.199038493637232e-08,5.186950602364959e-08
1982,6.828252185897554e-08,2.7933760193832313e-08
1983,9.662433475554622e-08,3.726036368334462e-08
1984,5.4510680413955015e-08,2.8995042811175153e-08
1985,6.075713621100931e-08,3.549179083961462e-08
1986,6.054430390367571e-08,2.8174081734277934e-08
1987,5.927492463531081e-08,3.666490044906823e-08
1988,6.236415828198005e-08,2.938311283173789e-08
1989,8.890757696722318e-08,4.061210390204906e-08
1990,1.1006274769354008e-07,4.140974851907231e-08
1991,4.923630775310883e-08,4.8650161232899336e-08
1992,8.37511534568236e-08,5.014049264673304e-08
1993,6.757833281856307e-08,4.985286850001103e-08
1994,6.96290305413072e-08,4.483687732204089e-08
1995,6.940737085070481e-08,4.825981392286849e-08
1996,6.405710273327259e-08,3.25623616959092e-08
1997,5.466179575641661e-08,4.075660342550691e-08
1998,5.5310298230359933e-08,3.57609692969163e-08
1999,9.094700295642077e-08,2.422206613061917e-08
2000,6.052703105385859e-08,3.887867805474343e-08
2001,3.943090529090476e-08,4.731708713734406e-08
2002,5.476526920844549e-08,5.126029023472256e-08
2003,5.6670150350157655e-08,4.916968876500505e-08
2004,3.920264171619614e-08,4.933366071213641e-08
2005,5.4945744398793295e-08,4.008337128880157e-08
2006,5.435614802706823e-08,4.6532157682577235e-08
2007,5.2327681077102284e-08,4.0344243501522215e-08
2008,4.9812045571639985e-08,5.151501980549256e-08
2009,3.003961324132831e-08,4.482101090275137e-08
2010,2.5508481993341547e-08,3.8262722767967716e-08
2011,3.288615957330876e-08,3.74749262732621e-08
2012,3.948933191555426e-08,5.6510593537950626e-08
2013,2.0639525422083693e-08,5.271446212873343e-08
2014,3.9194558557054116e-08,4.6340527859456415e-08
2015,2.7263877044880758e-08,5.1646207310795944e-08
2016,2.464894732767675e-08,6.856135570387778e-08
2017,3.572168219556637e-08,4.024978039751659e-08
2018,1.6521386314582998e-08,4.1561612817986315e-08
2019,2.1683395301508313e-08,3.418323757387043e-08
