year,ces_DET oeufs_NOUN,ces_DET queues_NOUN
1851,3.3537080890155835e-08,7.803821056029392e-08
1852,3.255272740254611e-08,7.356916675860248e-08
1853,1.851298847554972e-08,6.987159983928848e-08
1854,2.5458756269802763e-08,4.364357986119671e-08
1855,9.552486801567284e-09,5.678422709820552e-08
1856,1.3978410429160704e-08,5.384276757780526e-08
1857,2.4895695727167322e-08,7.46870885137696e-08
1858,1.3702293022443968e-08,8.417122421278123e-08
1859,2.49516496353408e-08,5.754155774084779e-08
1860,9.840945319750105e-08,1.0207120126892733e-07
1861,3.536972786877257e-08,6.790987461258169e-08
1862,1.4005757942303632e-08,3.9306481736112175e-08
1863,1.5982786483181854e-08,1.8480096231066057e-08
1864,4.698833366845179e-08,2.8288894005079612e-08
1865,1.2708479713019472e-08,3.6242703060906933e-08
1866,9.731225880660332e-09,5.1088934860388235e-08
1867,2.0867089389753346e-08,3.3484401029681976e-08
1868,9.87974813071446e-09,5.5820575717291376e-08
1869,1.0743742118179966e-08,3.760309696954067e-08
1870,1.9495765446464475e-08,5.045962758742917e-08
1871,1.5931765684484844e-08,8.072094459521395e-08
1872,6.047339295989218e-09,6.652073336610442e-08
1873,1.6760812293625804e-08,5.98600449208675e-08
1874,2.0313670745508716e-08,5.735624775127235e-08
1875,3.089624645014055e-08,5.89317288302027e-08
1876,1.7533442697725832e-08,4.1112900639461714e-08
1877,1.6699003513309663e-08,4.0201303619369355e-08
1878,2.8987626299326053e-08,4.952052801154849e-08
1879,2.382636854481035e-08,4.398714104070223e-08
1880,1.9253539207397807e-08,5.070098696435821e-08
1881,6.275256814181063e-09,8.01838364594687e-08
1882,2.8618155623050257e-08,6.32261567545811e-08
1883,2.274962085380139e-08,5.9401784824331116e-08
1884,1.5183903023796574e-08,6.733730995023279e-08
1885,1.289127143921931e-08,3.738468645764215e-08
1886,1.936039151217983e-08,3.7430091470724847e-08
1887,2.154545120092166e-08,2.9380160970760016e-08
1888,1.4583414031932307e-08,5.0090855907569676e-08
1889,1.8795410006156033e-08,3.007265725329944e-08
1890,2.1629475988049762e-08,3.21164943528629e-08
1891,3.250852198544152e-08,2.549687994068961e-08
1892,2.5074048615181255e-08,3.573051987615372e-08
1893,9.976634818276153e-08,1.7243566130531462e-08
1894,1.575384822594117e-08,3.465846676320439e-08
1895,1.083350587016696e-08,2.1065150956900425e-08
1896,1.0024949259612725e-08,3.007484750128242e-08
1897,2.097616846885586e-08,2.855089631381702e-08
1898,1.9238406756549864e-08,4.9793521306185085e-08
1899,1.1607914629507832e-08,2.5426860617017155e-08
1900,1.557315965072803e-08,3.8932896906374026e-08
1901,2.235495610847238e-08,2.1796081439706683e-08
1902,2.0623193042190735e-08,4.910283690762185e-08
1903,2.2140903555012414e-08,2.5381035939631147e-08
1904,2.2573424907079698e-08,2.6873125946735854e-08
1905,3.0448477628119974e-08,2.68359464650203e-08
1906,9.773950315761226e-09,2.674975946304059e-08
1907,2.7257069490360664e-08,2.5199931696917588e-08
1908,2.0136694756089923e-08,5.107844502916237e-08
1909,3.575639284658649e-08,2.53045246978445e-08
1910,2.2979848468551722e-08,7.214603492400329e-08
1911,5.7460039837309296e-08,3.6178544604581475e-08
1912,1.82329742415277e-08,2.5005222337171062e-08
1913,3.234823831022027e-08,2.96967419544103e-08
1914,4.3528834758888024e-08,1.205413840965619e-08
1915,2.1205370792642952e-08,2.5917676671483036e-08
1916,2.6369908034951095e-08,3.186363883855847e-08
1917,2.6319419199616334e-08,3.289927352767563e-08
1918,1.2635013924011673e-08,2.5270027848023346e-08
1919,1.381177239245801e-08,1.6574126571189396e-08
1920,2.953170463726451e-08,3.407504323149624e-08
1921,1.817459427400081e-08,3.256281566610397e-08
1922,2.5084981203349344e-08,1.1804696553596727e-08
1923,4.777176787484905e-08,2.1231896241147297e-08
1924,2.836157397823058e-08,6.445812328337297e-08
1925,4.3992711695750586e-08,1.7597084678300234e-08
1926,3.9011484376239025e-08,3.343841514791279e-08
1927,6.02058146670359e-08,2.8987984013184587e-08
1928,2.2852082448565625e-08,1.828166551476329e-08
1929,1.0694789942533589e-07,3.676333948376964e-08
1930,7.247486522032887e-08,1.995684684175103e-08
1931,6.044838940510999e-08,2.8513392535955973e-08
1932,2.9590748518160126e-08,1.9727165678773417e-08
1933,4.932384722877714e-08,2.523545727939336e-08
1934,5.751158482780738e-08,5.870974284505337e-08
1935,4.667630548738089e-08,3.4708024898577605e-08
1936,5.45612155455899e-08,2.3036957674804626e-08
1937,4.9105360555579125e-08,2.1404900962807005e-08
1938,4.019216603978748e-08,2.074434313215079e-08
1939,6.576441702321745e-08,1.5294050470515685e-08
1940,4.817987697691706e-08,2.02862628917444e-08
1941,5.6078550692006957e-08,2.6563522936839945e-08
1942,3.944475457373642e-08,1.8205270624349623e-08
1943,1.7419411246777372e-08,3.193558839598154e-08
1944,1.2852744646352221e-08,2.8918675454292497e-08
1945,4.1391576388605245e-08,3.7034570077310036e-08
1946,3.201853981948943e-08,3.201853981948943e-08
1947,2.3841741469965427e-08,3.576261442539419e-08
1948,6.305694988384403e-08,3.370285295289932e-08
1949,4.123143415579733e-08,1.7670614194109646e-08
1950,2.658840281277719e-08,1.914365066468804e-08
1951,3.411648574758175e-08,3.944718640624956e-08
1952,4.007025555807786e-08,1.1599284532870513e-08
1953,4.955960619668076e-08,3.3398865451061965e-08
1954,3.615838295445428e-08,2.736310134032749e-08
1955,5.255940527248981e-08,1.783265490828967e-08
1956,2.3547082506070183e-08,2.616342476002842e-08
1957,4.417518850718949e-08,1.6786571466198552e-08
1958,4.053399216275011e-08,2.2335056915068208e-08
1959,4.185403779111141e-08,3.8753738884622635e-08
1960,2.6991250623442653e-08,2.2838750057818658e-08
1961,4.168895617606694e-08,1.1117055165321688e-08
1962,2.2196847582200974e-08,2.3465238641051656e-08
1963,4.138274078968607e-08,2.5864212993553792e-08
1964,4.1370985692790185e-08,2.6161063981788857e-08
1965,2.462419568249885e-08,2.4624195404943094e-08
1966,4.154306143533404e-08,1.8278946356531378e-08
1967,2.5144711202074177e-08,2.6130779318123132e-08
1968,2.4253645314331607e-08,1.796566262424193e-08
1969,1.5441976364272136e-08,2.6342194203721192e-08
1970,3.173120166621857e-08,2.161400769473687e-08
1971,2.8261185391897925e-08,1.3873673321285196e-08
1972,2.9241836674298582e-08,1.3851396474251487e-08
1973,2.4809417631388442e-08,1.5988291357516005e-08
1974,3.937900050487997e-08,1.9689501695729916e-08
1975,4.1693803520814754e-08,1.77055889949429e-08
1976,3.1995751326174826e-08,1.9997344002931072e-08
1977,3.584837049430689e-08,2.938390908369115e-08
1978,3.2673252658987906e-08,1.841583285866477e-08
1979,2.574868185334367e-08,1.1703946922736463e-08
1980,3.752199351225727e-08,2.5583178464572143e-08
1981,3.289285732677172e-08,2.5302197226295675e-08
1982,2.9796010991844923e-08,2.172625790386462e-08
1983,3.220811262139023e-08,1.2630632539867293e-08
1984,4.1752861612565084e-08,2.3196034426575807e-08
1985,2.8874678204005022e-08,3.0077790480476096e-08
1986,2.8174081290188724e-08,2.0381250576129162e-08
1987,2.0776776743502978e-08,2.0165694891716157e-08
1988,3.7778288497491985e-08,1.439172936379407e-08
1989,2.8538236107600312e-08,2.4147737587298934e-08
1990,2.0160008162850573e-08,2.7788120693372775e-08
1991,3.458264430378222e-08,1.641210245484359e-08
1992,2.8651709449434293e-08,1.6529832391753985e-08
1993,1.99411469559152e-08,1.606370148010683e-08
1994,3.4287023831236496e-08,2.37371702294098e-08
1995,1.8978578264494672e-08,2.114755781601474e-08
1996,2.6690460508405067e-08,2.081856020907935e-08
1997,1.8700088588730068e-08,1.9659066707866657e-08
1998,1.3827574751879013e-08,1.9072516899143466e-08
1999,2.193696624352981e-08,2.2851006420410158e-08
2000,9.277865808954289e-09,1.3254094155534801e-08
2001,1.0953029372373635e-08,1.4896120059670892e-08
2002,7.009954394732176e-09,1.1391175780417484e-08
2003,5.416999848684156e-09,1.6250999657074772e-08
2004,7.48814499296202e-09,1.673820693159911e-08
2005,7.205999352777326e-09,1.2160123796789435e-08
2006,7.41220168576362e-09,1.811871608303761e-08
2007,7.988959105365012e-09,2.3966876927516978e-08
2008,6.3861593790903726e-09,1.3198062642771902e-08
2009,7.1522885392028e-09,2.1933685534492042e-08
2010,1.8895172648747405e-09,2.2201826821444115e-08
2011,5.35356059483405e-09,2.256143427636914e-08
2012,3.744677901096338e-09,3.097869893942118e-08
2013,2.5102125378317908e-09,2.4265387921218462e-08
2014,6.063246571486047e-09,3.204858867178473e-08
2015,5.763096111444099e-09,3.2805315131057e-08
2016,2.2784741315895474e-09,2.6513152118212702e-08
2017,3.0187335409159743e-09,2.3395186232733067e-08
2018,6.453666490102705e-09,2.2458759518784177e-08
2019,7.397864654201669e-09,2.627517359243825e-08
