year,suis_VERB en_ADP
1899,2.3326381324295653e-06
1900,1.9928452275053132e-06
1901,1.8006917343882378e-06
1902,1.7485521084381617e-06
1903,1.87873661161575e-06
1904,2.21112077269936e-06
1905,2.1195237422944047e-06
1906,2.089053396048257e-06
1907,2.1358227968448773e-06
1908,2.054434162346297e-06
1909,2.2862086552777328e-06
1910,2.4823580133670475e-06
1911,2.1701805508200778e-06
1912,2.1874359390494647e-06
1913,2.070817572530359e-06
1914,2.0244256120349746e-06
1915,1.880209651972109e-06
1916,1.9063246554651414e-06
1917,2.1307762381184148e-06
1918,2.1743710476584965e-06
1919,2.053350272035459e-06
1920,1.9702947611222044e-06
1921,2.102194684994174e-06
1922,2.4310297703777906e-06
1923,2.488378186171758e-06
1924,2.431360371701885e-06
1925,2.6329637421440566e-06
1926,2.502308007024112e-06
1927,2.846397137545864e-06
1928,2.2052258827898186e-06
1929,2.708232841541758e-06
1930,2.376965539951925e-06
1931,2.2411525151255773e-06
1932,2.243417156932992e-06
1933,2.0463660348468693e-06
1934,2.1291268694767496e-06
1935,2.3302250156120863e-06
1936,2.131524752257974e-06
1937,2.3394297841150546e-06
1938,2.1807491066283546e-06
1939,2.135049498974695e-06
1940,1.7344755178783089e-06
1941,2.632740233821096e-06
1942,2.333308884772123e-06
1943,2.2761364562029485e-06
1944,2.416315965092508e-06
1945,2.620740360725904e-06
1946,2.8092788397771074e-06
1947,3.1912170470604906e-06
1948,2.6581765268929303e-06
1949,2.4032035526033724e-06
1950,2.870483967853943e-06
1951,2.7922210392716806e-06
1952,2.505445308997878e-06
1953,2.8216654754942283e-06
1954,2.6112215891771484e-06
1955,2.4824933007039363e-06
1956,2.7855326152348425e-06
1957,2.438470346532995e-06
1958,2.3551076537842164e-06
1959,2.6709076337283477e-06
1960,2.742726337601198e-06
1961,2.8341542019916233e-06
1962,2.8373913210089086e-06
1963,2.74160652224964e-06
1964,2.958025334010017e-06
1965,2.7431353828433203e-06
1966,2.720239535847213e-06
1967,2.7885978397534927e-06
1968,2.80893141280103e-06
1969,2.642394747454091e-06
1970,2.71370754489908e-06
1971,3.038334398297593e-06
1972,2.541987669246737e-06
1973,2.55261329584755e-06
1974,2.3441757548425812e-06
1975,2.379973693678039e-06
1976,2.642506160555058e-06
1977,2.433575446048053e-06
1978,2.543167056501261e-06
1979,2.7223379674978787e-06
1980,2.8226772883499507e-06
1981,2.8642089091590606e-06
1982,2.803308007059968e-06
1983,3.030088691957644e-06
1984,2.824697048708913e-06
1985,2.847765244951006e-06
1986,3.161491576975095e-06
1987,2.872083996408037e-06
1988,2.7362275432096794e-06
1989,3.310984084237134e-06
1990,2.9989375889272196e-06
1991,3.1698803013568977e-06
1992,2.8822516924265074e-06
1993,3.23157360071491e-06
1994,3.2857517453521723e-06
1995,3.15207057610678e-06
1996,3.1900437988952035e-06
1997,3.2471025406266563e-06
1998,3.2399439078290015e-06
1999,3.270435854574316e-06
2000,3.3855376386782154e-06
2001,3.540457328199409e-06
2002,3.5133014080201974e-06
2003,3.863570782414172e-06
2004,3.9405263123626355e-06
2005,3.920063591067446e-06
2006,4.24636800744338e-06
2007,5.011474058846943e-06
2008,5.119571142131463e-06
2009,5.678440629708348e-06
2010,7.386122888419777e-06
2011,8.125175554596353e-06
2012,8.752333997108508e-06
2013,9.762774425325915e-06
2014,1.0413626114313956e-05
2015,1.0481076969881542e-05
2016,1.092486854759045e-05
2017,1.3383806617639493e-05
2018,1.385215000482276e-05
2019,1.3548040442401543e-05
