year,les_DET ouvertures_NOUN,les_DET couvertures_NOUN
1878,2.8105918943310826e-06,1.0145669264716162e-06
1879,2.191414978369721e-06,1.1888747195598626e-06
1880,2.402199783091419e-06,1.023004713829323e-06
1881,2.8496639288277947e-06,1.2264641142678556e-06
1882,2.585617096428905e-06,9.184431206676891e-07
1883,2.5037219870682748e-06,1.0812389064085437e-06
1884,2.587865296277414e-06,1.0575918452104816e-06
1885,2.781291868814151e-06,9.868268193713448e-07
1886,2.672379409318637e-06,1.1635595384973385e-06
1887,2.5867598196782637e-06,9.760742400999334e-07
1888,2.512785641783921e-06,9.453856293362151e-07
1889,2.367595243413234e-06,1.0136991477338597e-06
1890,2.49328854806663e-06,1.0290386640576799e-06
1891,2.877960383784739e-06,1.2060024658921975e-06
1892,2.499882768347561e-06,9.709925663514696e-07
1893,2.2274993085602546e-06,9.348476126547212e-07
1894,2.4349147906832513e-06,1.2968568228188815e-06
1895,2.1390156490497247e-06,1.0959896741269404e-06
1896,2.2909957380079504e-06,1.0697210512944366e-06
1897,2.162293355922884e-06,1.4450249281594552e-06
1898,1.97929259115881e-06,9.743687030550063e-07
1899,2.1192736028297077e-06,1.102751923554024e-06
1900,1.9585843347158516e-06,9.660550119861e-07
1901,2.015299287450034e-06,9.159942919723107e-07
1902,9.495997801423073e-06,9.231333706338773e-07
1903,1.8409350843739958e-06,9.169574326506336e-07
1904,2.151999893840184e-06,1.1318960986272941e-06
1905,1.9982458780987145e-06,9.015845918725063e-07
1906,1.997486805294102e-06,1.0370676051252303e-06
1907,1.793823713569509e-06,9.750830969323943e-07
1908,1.8736948987907454e-06,7.548804958901201e-07
1909,1.7812184438525946e-06,9.027113847537294e-07
1910,1.958096760290573e-06,7.770394958583893e-07
1911,1.8126514191862952e-06,8.629646686131309e-07
1912,1.9373837147895756e-06,7.423425074648549e-07
1913,1.8401374717313956e-06,8.394632828867543e-07
1914,1.7378050358729524e-06,8.277175425064343e-07
1915,1.7553334998865466e-06,1.1698296873419167e-06
1916,1.5690095267473225e-06,8.998731431120177e-07
1917,1.640577082184791e-06,1.1525712153570566e-06
1918,1.5966062818506543e-06,9.705987906727387e-07
1919,1.6758284004936286e-06,9.62220177314066e-07
1920,1.903659025970228e-06,8.132577136166219e-07
1921,1.6387425034736225e-06,8.595068550221185e-07
1922,1.6711023960169769e-06,1.0351243417972e-06
1923,1.4342145817636265e-06,9.671128822219544e-07
1924,1.477380180858745e-06,9.991009051191213e-07
1925,1.4297631310000725e-06,9.326454772917714e-07
1926,1.5927832066608971e-06,9.150979778382862e-07
1927,1.4594335056017371e-06,1.097083710988045e-06
1928,1.4362533988787618e-06,1.00549165438224e-06
1929,1.54071823033064e-06,7.731441797886873e-07
1930,1.4032814874553878e-06,9.075113283074643e-07
1931,1.6526361719115812e-06,9.021637197292875e-07
1932,1.4981686859982801e-06,8.668993345395393e-07
1933,1.4453034538064458e-06,8.017993096132159e-07
1934,1.3994486209867318e-06,9.77696913651016e-07
1935,1.4433750550324476e-06,8.916371569966941e-07
1936,1.3397809368598246e-06,8.523674424054661e-07
1937,1.3623590291444998e-06,7.819084260063391e-07
1938,1.3237483784678261e-06,8.582972128579058e-07
1939,1.4835229364962288e-06,8.992901427973266e-07
1940,1.4301815554063069e-06,9.179534288250579e-07
1941,1.5465873133280184e-06,9.061113175334867e-07
1942,1.2197531020774477e-06,1.013426718543542e-06
1943,1.3703270269616041e-06,9.145191128823171e-07
1944,1.4652128612624438e-06,1.2370767237257496e-06
1945,1.3136379095612938e-06,1.3245304302245131e-06
1946,1.1470989704776002e-06,1.1791174756581313e-06
1947,1.3852052092033773e-06,1.0657258044943774e-06
1948,1.5894700027274666e-06,9.55638963517913e-07
1949,1.394015214373212e-06,9.335975050817069e-07
1950,1.2804975710878352e-06,1.016740569070862e-06
1951,1.4638104914865835e-06,1.0821322220522234e-06
1952,1.4899808178370222e-06,1.0196825144248578e-06
1953,1.1484900568348166e-06,1.1409483278157495e-06
1954,1.1600000249245568e-06,1.0876832590156482e-06
1955,1.2144976011541075e-06,1.0765291804659682e-06
1956,1.4250345259370079e-06,1.0133966696912466e-06
1957,1.3049350968685758e-06,1.4047709981923617e-06
1958,1.1713497087839642e-06,9.711613913054862e-07
1959,1.1455605033461325e-06,9.688434801091717e-07
1960,1.222219196961305e-06,1.191767481145689e-06
1961,1.1026728969909527e-06,1.0929454816732687e-06
1962,1.2062401424373093e-06,1.0115420323586477e-06
1963,1.1470778673583482e-06,1.0591394925540953e-06
1964,1.1815066187637058e-06,1.1486531903415198e-06
1965,1.392087810359044e-06,9.789485559963396e-07
1966,1.2202581416431713e-06,1.081227409827079e-06
1967,1.339572193614913e-06,1.0117048603319745e-06
1968,1.2647827247747045e-06,1.0182039886785788e-06
1969,1.3747901022043152e-06,9.178892454997367e-07
1970,1.1772735888371244e-06,1.0337933602500016e-06
1971,1.2311600130487932e-06,8.776382856012788e-07
1972,1.3281950401733411e-06,9.716498396983297e-07
1973,1.3584534599431208e-06,8.462767553396588e-07
1974,1.2100604607212517e-06,8.415855177190679e-07
1975,1.1525767149578314e-06,8.310203725159226e-07
1976,1.2821154342645968e-06,9.153070053002921e-07
1977,1.187697606042093e-06,9.25593113265677e-07
1978,1.3360390340722006e-06,1.1013856493491403e-06
1979,1.3307387831673623e-06,9.73183169605818e-07
1980,1.3627305719410288e-06,1.1034877331894677e-06
1981,1.2189333773449107e-06,1.084199141132558e-06
1982,1.4016539608974199e-06,1.0217548549462663e-06
1983,1.283903770854522e-06,1.2396965871630528e-06
1984,1.2769416315450144e-06,1.0328034250051132e-06
1985,1.2813138710043859e-06,1.1441590999083928e-06
1986,1.3020022038290335e-06,1.1083803315159457e-06
1987,1.304048296901783e-06,1.0779481058875717e-06
1988,1.1849190428847578e-06,1.0332062458928704e-06
1989,1.1898248715169757e-06,1.0877457725655404e-06
1990,1.2717151207652932e-06,1.0308847677720223e-06
1991,1.2039449757139664e-06,1.1494333023165382e-06
1992,1.1719651382691154e-06,1.007217775850222e-06
1993,1.2136403739759771e-06,1.0895620903283998e-06
1994,1.1135369675230322e-06,1.0254457194491806e-06
1995,1.1126869452482424e-06,1.0937083345652354e-06
1996,1.210145470054158e-06,1.0537393819731733e-06
1997,1.1253617486772782e-06,1.0088457855772504e-06
1998,1.2053830289460166e-06,1.0599551103496196e-06
1999,1.2321262090608798e-06,1.0735402327100019e-06
2000,1.1774053660928985e-06,1.0413300373102174e-06
2001,1.08566429446455e-06,1.011621776569882e-06
2002,1.2052740174794963e-06,1.0405400843183088e-06
2003,1.1763223710659076e-06,1.1521541836145843e-06
2004,1.2047104434032008e-06,1.0523046327648444e-06
2005,1.1894402263123993e-06,1.026854924646159e-06
2006,1.2777812088415885e-06,1.0467676148095961e-06
2007,1.2334952685932876e-06,1.4843485303117632e-06
2008,1.2052811797502727e-06,1.5692922659127362e-06
2009,1.1238629866738847e-06,1.7160725036546864e-06
2010,1.0467925548596213e-06,2.095002145097169e-06
2011,1.142602769732548e-06,2.408337522297188e-06
2012,1.076765130392232e-06,2.8374445264489623e-06
2013,9.814930947982248e-07,3.057438945575086e-06
2014,9.859272012135989e-07,3.2252139590127626e-06
2015,1.0559765541984234e-06,3.076384885503103e-06
2016,1.088696350848295e-06,3.087125236334032e-06
2017,8.324158073946819e-07,3.017475890487731e-06
2018,9.236487628072609e-07,3.4408370623850715e-06
2019,9.581510127532056e-07,3.1188376254931427e-06
