year,ses_DET offres_NOUN,ses_DET coffres_NOUN
1913,4.4279962896354164e-07,2.004530077481803e-07
1914,4.5069086507254497e-07,1.9956296376522076e-07
1915,4.771208583775888e-07,2.438617761058026e-07
1916,4.548809178217539e-07,2.6809406650230017e-07
1917,4.4414018063321237e-07,1.557232238713624e-07
1918,4.2499592289857446e-07,2.4351117389187493e-07
1919,4.447390757889025e-07,2.228299251783028e-07
1920,3.6119544333246267e-07,1.946063554747468e-07
1921,4.50578459876283e-07,1.7493046899907938e-07
1922,4.0357306474447796e-07,2.169113035854764e-07
1923,3.3546395084016467e-07,2.048877987270714e-07
1924,2.952182063253872e-07,1.521211743238382e-07
1925,3.5414132604216775e-07,2.0786556831353664e-07
1926,3.16550340606625e-07,1.749943685513955e-07
1927,4.080616218260502e-07,2.4862772063372063e-07
1928,3.519220816983193e-07,1.9767051639973943e-07
1929,4.1219503543743485e-07,2.4731702641389575e-07
1930,3.5082036209388434e-07,2.0271954892514543e-07
1931,4.0260909539568956e-07,2.5433945705088945e-07
1932,3.901595020394666e-07,1.8850402527803567e-07
1933,3.1888440643612626e-07,2.0647192155998084e-07
1934,2.6838740119217164e-07,1.9050712296575512e-07
1935,2.860419847650064e-07,1.8550840241715605e-07
1936,2.897806634649669e-07,1.9763285008522757e-07
1937,2.9085482378121696e-07,1.4731608644069638e-07
1938,3.5654340457824674e-07,1.8021647463228874e-07
1939,2.630576787510108e-07,1.8046980176933403e-07
1940,2.6118564111499154e-07,1.3186071612381056e-07
1941,2.3907170332293504e-07,2.420232125821542e-07
1942,2.4880537807803194e-07,2.8521590911267936e-07
1943,2.6709764799903724e-07,2.6129116315054546e-07
1944,3.2453180587310726e-07,1.83151612986876e-07
1945,3.3766812812530134e-07,1.6774481226278226e-07
1946,2.4640353935012627e-07,1.7819013731212863e-07
1947,2.1695985275016483e-07,1.8596558959416143e-07
1948,2.5440216200323107e-07,1.7503739169200117e-07
1949,2.1793758664401253e-07,1.2565770646233432e-07
1950,2.1377076819817376e-07,1.7761054071918636e-07
1951,2.59072072239519e-07,1.5778874662419895e-07
1952,2.1300503649790414e-07,1.6555341519897127e-07
1953,2.8011951513917666e-07,1.6483956344348627e-07
1954,2.2672283694902262e-07,1.426790277037071e-07
1955,2.609198950231928e-07,1.435998013832318e-07
1956,2.0494682395622021e-07,1.203517570047552e-07
1957,2.279439783592352e-07,1.3429257850194887e-07
1958,2.4899452322202364e-07,1.348375664456114e-07
1959,3.015041034615251e-07,1.3641316454204855e-07
1960,2.816779050007767e-07,1.3634042339560892e-07
1961,2.417959485967458e-07,1.7231434368270016e-07
1962,2.695331597912798e-07,1.7694057863337775e-07
1963,2.2372543995174965e-07,1.4483959498434729e-07
1964,2.835129153666571e-07,1.3506409302088684e-07
1965,2.993207743884341e-07,1.7565259113894172e-07
1966,3.079725430232827e-07,1.811277470231687e-07
1967,2.938480090364237e-07,1.7305478516860262e-07
1968,2.8340833235773744e-07,1.55852130534484e-07
1969,3.197397377974198e-07,1.5351142068631418e-07
1970,2.428126761877536e-07,1.3336302517874543e-07
1971,2.3996316755869884e-07,1.3565369272328098e-07
1972,2.380388193223837e-07,1.1235021579736326e-07
1973,2.254900337561594e-07,1.2349576256065475e-07
1974,1.968950136266301e-07,1.1138632061147291e-07
1975,2.1646510495187954e-07,1.2793715598036215e-07
1976,2.3254054637433796e-07,1.159845977038998e-07
1977,1.868816554839725e-07,1.098958222200963e-07
1978,2.6792068208436604e-07,1.413860728494143e-07
1979,2.4227169959090133e-07,1.3108420093832507e-07
1980,1.989802727031531e-07,1.2507331570432711e-07
1981,1.9039904319839707e-07,1.3410165111693573e-07
1982,1.7753456393876377e-07,1.3842729806867737e-07
1983,1.6925047585658604e-07,9.094055408720436e-08
1984,1.936868847529638e-07,1.3337719906303391e-07
1985,1.588107285677154e-07,1.0587382215376806e-07
1986,2.6315790790931715e-07,1.192902596702794e-07
1987,1.717139541668189e-07,1.3321581349146072e-07
1988,1.559103990356192e-07,1.2832624918246438e-07
1989,1.920842738201145e-07,9.933501066150541e-08
1990,1.4711357865238028e-07,1.2640869928581822e-07
1991,1.6822404758087828e-07,1.137124265859768e-07
1992,1.5868639646754445e-07,1.1405584188217688e-07
1993,1.8556344372200329e-07,1.1798511556637692e-07
1994,1.561378293324367e-07,1.1921333953335278e-07
1995,1.6701147931286187e-07,1.0953350526587968e-07
1996,1.451961093579257e-07,1.1263374211090138e-07
1997,1.711777284363336e-07,9.829534008964913e-08
1998,1.6450046391724982e-07,1.0346840118025113e-07
1999,1.7640976346378068e-07,1.1425502838280366e-07
2000,1.7760486248352692e-07,9.675489043292629e-08
2001,1.7042914191023328e-07,1.0996841282029379e-07
2002,1.45894676784053e-07,1.1829298252052922e-07
2003,1.9834553244280073e-07,1.1875730399069084e-07
2004,1.5769152716949009e-07,1.1540552913302804e-07
2005,1.7564623266963508e-07,1.0944111239474807e-07
2006,2.0218840113273018e-07,1.0953587148421207e-07
2007,1.957294970544865e-07,1.186360372162909e-07
2008,1.9456498723258164e-07,1.2091128293034714e-07
2009,1.83098593176112e-07,1.2111208769205462e-07
2010,1.9792692151909819e-07,1.0864724142578552e-07
2011,2.1146565254426264e-07,1.3728059822248895e-07
2012,2.355742942938832e-07,1.57276471401957e-07
2013,2.674770804844684e-07,1.4893927868797618e-07
2014,2.802085994346726e-07,1.8882681951382096e-07
2015,2.653240827044101e-07,2.2077090378047615e-07
2016,3.2727173326918546e-07,1.915989567002896e-07
2017,1.7156469400703145e-07,1.2049778064238126e-07
2018,2.289760940854535e-07,1.6030907934450056e-07
2019,2.5127230385280086e-07,1.8622210573582265e-07
