year,ces_DET anneaux_NOUN,ces_DET canaux_NOUN
1840,5.051163007863124e-07,1.3624764108044474e-06
1841,3.441413873872534e-07,1.3174965687312579e-06
1842,3.1998423821733013e-07,1.1927295133773441e-06
1843,2.9829900327627e-07,1.285934516204179e-06
1844,3.9792068662336533e-07,8.682903711587642e-07
1845,3.7275921727086825e-07,1.359343528406498e-06
1846,4.5606564924582926e-07,1.4056657278160856e-06
1847,4.06109741390992e-07,1.2404414633238048e-06
1848,2.9847772964330943e-07,1.3950413801921968e-06
1849,3.5361131622835273e-07,1.228422220833636e-06
1850,4.888077214104669e-07,1.1317256252141306e-06
1851,3.244067592333977e-07,1.251836010851548e-06
1852,4.492276346468316e-07,1.2109614715427597e-06
1853,4.3953419748277156e-07,8.790683949655431e-07
1854,3.933118080112763e-07,8.183171686937385e-07
1855,3.3062217852375397e-07,9.817833728220648e-07
1856,3.4997799502889393e-07,8.992777367211602e-07
1857,4.0174818849436633e-07,9.557994573583528e-07
1858,4.6098426764729084e-07,1.0648639232613277e-06
1859,3.3557422796093306e-07,9.471442581343581e-07
1860,4.84723763349848e-07,8.952971484177397e-07
1861,3.0983881771362576e-07,7.465370401860127e-07
1862,4.039079612994101e-07,8.462188247904123e-07
1863,3.116643441103406e-07,6.697786645304404e-07
1864,4.4111495611787177e-07,8.69763667310508e-07
1865,4.010231506867967e-07,7.027318673635818e-07
1866,3.7416562292946765e-07,1.1750454831371826e-06
1867,6.21645142473426e-07,9.414454211764678e-07
1868,5.913029355042454e-07,1.1302431914828048e-06
1869,4.6295760824932586e-07,9.58146472385124e-07
1870,4.208791892779118e-07,9.587329827809299e-07
1871,4.365303709619184e-07,1.4412937616725685e-06
1872,5.406321434975325e-07,9.887399698982335e-07
1873,5.423320104114282e-07,1.2564623688149368e-06
1874,6.159822021345462e-07,1.344287056781468e-06
1875,5.687197983661463e-07,1.198659944634528e-06
1876,5.127020585860009e-07,1.3343555167466548e-06
1877,5.139582128776965e-07,1.4119935087819613e-06
1878,5.386867201195855e-07,1.2096295023411585e-06
1879,5.162379892453828e-07,1.0288103595712528e-06
1880,4.2742856010136165e-07,9.472741311356003e-07
1881,5.59892356477576e-07,1.1909043280411424e-06
1882,4.785221818792706e-07,1.3809924155339104e-06
1883,4.4993694103823145e-07,1.0989330547772624e-06
1884,5.446400166420062e-07,1.1176672956025868e-06
1885,6.091125612783799e-07,1.3116868160523154e-06
1886,4.6400404585256183e-07,1.0112578081589163e-06
1887,5.255784287783172e-07,1.3873964661570426e-06
1888,4.615967412746613e-07,1.0791726339220986e-06
1889,4.1412554452335826e-07,9.717226845395999e-07
1890,3.6573476691614815e-07,9.30067415083613e-07
1891,3.920145204006076e-07,9.159753915355395e-07
1892,3.6545426240763845e-07,1.2649858263102942e-06
1893,5.043743058763539e-07,1.0186020773517157e-06
1894,3.7305112954300057e-07,1.076933045851547e-06
1895,3.0574562970286934e-07,7.854292078945946e-07
1896,3.378997632808023e-07,8.096620689457268e-07
1897,3.635869418872062e-07,8.757550631344202e-07
1898,3.711880864898376e-07,1.0020946632494088e-06
1899,3.5210673843266704e-07,8.623022296205818e-07
1900,3.638928163240962e-07,7.392059515609617e-07
1901,2.867023098929167e-07,8.774320292559423e-07
1902,8.234545845198227e-07,1.2619429128335469e-06
1903,3.369737555658503e-07,7.716914609545711e-07
1904,3.0957841090639704e-07,7.309490541729247e-07
1905,3.6280135873312247e-07,8.004337530564953e-07
1906,3.1430968050472075e-07,8.601076331160584e-07
1907,3.0239919723840103e-07,6.130269056825455e-07
1908,2.902630953371954e-07,7.578273226727106e-07
1909,2.5744603249222564e-07,7.772890029400514e-07
1910,2.6881077985763113e-07,7.369583840954874e-07
1911,3.5380489293856954e-07,6.586623158000293e-07
1912,2.953741784494923e-07,6.860807602038221e-07
1913,3.4310344432242346e-07,6.33176945541436e-07
1914,3.776963595214511e-07,6.308332771709502e-07
1915,2.674233030575124e-07,4.182170556532583e-07
1916,1.9557683117454872e-07,4.2741228867271275e-07
1917,2.1603855770990776e-07,3.9917784988574567e-07
1918,1.8952521152471036e-07,4.1121226601603666e-07
1919,2.1178050957360028e-07,5.708866126497014e-07
1920,1.8703412507647954e-07,5.073395286103732e-07
1921,2.1733785615651868e-07,5.891597680829364e-07
1922,2.530631810770956e-07,4.869437333354654e-07
1923,2.632755098375128e-07,4.883336046646036e-07
1924,2.8361574067048423e-07,4.873034029628798e-07
1925,2.067657511872767e-07,5.873027220104632e-07
1926,2.2515199304962152e-07,5.71796874737629e-07
1927,1.9845620613523351e-07,4.3481978551085376e-07
1928,2.399468677083405e-07,4.536138291655334e-07
1929,2.2280812572716968e-07,4.5341452903358004e-07
1930,2.2792819365236028e-07,3.718275536357396e-07
1931,2.9083659569550946e-07,5.006951511177249e-07
1932,2.2905431862341175e-07,4.7673983516460794e-07
1933,2.156484484316934e-07,5.070032642606748e-07
1934,1.8092186593321458e-07,4.109682052444441e-07
1935,3.3271828669967363e-07,4.703535552152971e-07
1936,2.7523101664428395e-07,4.7043892692499867e-07
1937,2.0649433452035737e-07,4.230615786582348e-07
1938,2.1003647177053608e-07,4.563755382491763e-07
1939,2.064696786874265e-07,3.9917472349770833e-07
1940,3.0429395536657466e-07,4.589767073071016e-07
1941,3.040047644731203e-07,6.168640283021887e-07
1942,2.39702728777047e-07,5.916712950693181e-07
1943,3.2516233972046393e-07,3.7742056946399316e-07
1944,2.7312082551134154e-07,4.2735374705671347e-07
1945,1.8735134332814596e-07,3.3113261110884196e-07
1946,1.6566114169336288e-07,2.5475621256987324e-07
1947,2.0265480671355363e-07,2.682195976433377e-07
1948,2.1091462443223463e-07,4.718399324588063e-07
1949,1.5707212952520422e-07,4.1722285004652804e-07
1950,2.350414938234735e-07,3.1587024551527065e-07
1951,1.439289256666143e-07,4.0726555994297087e-07
1952,1.9402438766746855e-07,4.5659000846853814e-07
1953,2.2086345552452258e-07,3.953994749394951e-07
1954,1.8763268627708385e-07,3.1076665152340865e-07
1955,1.7738798874233908e-07,3.369433372313324e-07
1956,1.5610844172897487e-07,3.5582257496002967e-07
1957,1.5991417967597954e-07,4.3998486631835476e-07
1958,1.7785324146757375e-07,3.143452467213592e-07
1959,1.836927268072941e-07,2.6895094862311453e-07
1960,1.972437502217872e-07,3.4880999066899676e-07
1961,1.7092471793489494e-07,3.3212201344667847e-07
1962,1.4713339169247774e-07,3.6275991632805926e-07
1963,1.2867445953190781e-07,3.6533200642452357e-07
1964,1.2776333591091316e-07,2.9324726824597747e-07
1965,1.6197248697835676e-07,2.6703571620600997e-07
1966,1.4567766370987556e-07,3.1184992366206643e-07
1967,1.1980715619586135e-07,3.145553968408876e-07
1968,1.652841064014865e-07,2.834083439040569e-07
1969,1.553281130384221e-07,2.993018455299534e-07
1970,1.204865966997204e-07,2.5292986904901227e-07
1971,1.3257065489824527e-07,2.4818459465336673e-07
1972,1.4569616979542843e-07,2.457340393391405e-07
1973,1.2349576117287597e-07,2.4147832533572e-07
1974,1.0519819326759716e-07,2.8577903066207e-07
1975,1.3421978728445083e-07,2.2960150047879324e-07
1976,1.1255647791585943e-07,2.4453895264286984e-07
1977,1.216493821232234e-07,2.6327982283191886e-07
1978,1.3544548060906436e-07,2.01386043841012e-07
1979,1.0826150642628818e-07,2.6684998744030963e-07
1980,1.284844035609467e-07,2.745927822900285e-07
1981,1.2524588299811512e-07,2.492266446552094e-07
1982,1.1483879447382606e-07,2.271945778176132e-07
1983,9.978199244642383e-08,2.3935047366308027e-07
1984,9.742333961781924e-08,2.2036232039113202e-07
1985,1.2572516006059686e-07,2.1716164866347754e-07
1986,1.360748225209818e-07,2.4697280309737835e-07
1987,9.227333208627897e-08,2.6582053180845833e-07
1988,8.515106397766203e-08,2.020838643090883e-07
1989,1.0976244446680994e-07,1.8879140384342463e-07
1990,9.26270651291361e-08,2.244844239385202e-07
1991,5.7442360201775955e-08,1.7115478634366355e-07
1992,7.548623592867898e-08,2.1158184893010912e-07
1993,6.259304363709361e-08,1.8500953302691414e-07
1994,7.068401508547595e-08,1.635227242502424e-07
1995,6.018920384320836e-08,1.8978578353312514e-07
1996,5.4982347563736766e-08,2.1085463686176809e-07
1997,6.185414047621407e-08,1.6542385239404211e-07
1998,6.198568058835008e-08,1.91201984023337e-07
1999,6.672493668702373e-08,2.193696531094247e-07
2000,6.096883442552326e-08,1.7672125274259542e-07
2001,6.22132070304815e-08,2.142412540706573e-07
2002,7.448076466687326e-08,2.2869975779826746e-07
2003,7.333784157737e-08,2.1167968355939593e-07
2004,7.400049284456145e-08,2.3873968046927985e-07
2005,6.260211993236453e-08,1.851041062650438e-07
2006,6.794518192521082e-08,2.277193118516152e-07
2007,8.188683331411539e-08,1.9333280221189852e-07
2008,6.471308466871051e-08,2.3799087855991274e-07
2009,8.20129137935055e-08,1.9358861180762688e-07
2010,9.919965116012008e-08,2.3099347856714303e-07
2011,7.456745443334967e-08,2.5238215783929263e-07
2012,8.885099500588467e-08,2.5770193090579596e-07
2013,8.78574422102929e-08,2.2536129762329438e-07
2014,9.54961336674387e-08,2.0441801851234231e-07
2015,1.323295517607903e-07,2.2121421849874423e-07
2016,1.2448753494709308e-07,2.3447568864298773e-07
2017,6.943087349498e-08,1.9999109568402673e-07
2018,8.44139602662608e-08,2.421415743469879e-07
2019,8.214180624577239e-08,2.3596637532818932e-07
