year,serais_VERB en_ADP
1972,9.593374983296599e-08
1973,8.600597567465229e-08
1974,9.788494992335472e-08
1975,8.85279405338224e-08
1976,8.913102078622614e-08
1977,8.462566114531e-08
1978,8.49504573352533e-08
1979,8.017203612098456e-08
1980,9.835310521566498e-08
1981,1.0184134424662261e-07
1982,1.0056153598725359e-07
1983,9.662433342327859e-08
1984,9.742334583506818e-08
1985,7.760069564710648e-08
1986,1.0130680294651029e-07
1987,9.349550111892313e-08
1988,8.93486529207621e-08
1989,1.1195768934157968e-07
1990,8.445409349633337e-08
1991,9.495573749518371e-08
1992,9.311805371226001e-08
1993,1.0247534021345928e-07
1994,9.23112182249497e-08
1995,1.0736452793480566e-07
1996,8.43418561657927e-08
1997,1.0356971813507698e-07
1998,9.870027639635737e-08
1999,9.825932778539936e-08
2000,8.747702651135114e-08
2001,8.80623574062156e-08
2002,1.0164433916770577e-07
2003,1.275078460594159e-07
2004,1.211317623983632e-07
2005,1.1619673756513293e-07
2006,1.243602696376911e-07
2007,1.533880151782796e-07
2008,1.6050547912982438e-07
2009,1.8500587373182498e-07
2010,2.30521095545555e-07
2011,2.592653061128658e-07
2012,3.571061029106204e-07
2013,3.854570707062521e-07
2014,3.8696504134350107e-07
2015,3.717196932484512e-07
2016,4.132323283556616e-07
2017,4.422444703777728e-07
2018,4.974486387254728e-07
2019,4.4234127472009277e-07
