year,plusieurs_DET ans_NOUN,plusieurs_DET camps_NOUN
1848,3.218088684420195e-09,5.712107309374659e-08
1849,1.005529792763582e-08,8.71459120421747e-08
1850,1.2899092460827433e-08,5.5669766574339974e-08
1851,1.0319102239364497e-08,4.8370792038454624e-08
1852,1.4323199959420663e-08,4.16674896808189e-08
1853,3.1651239851271384e-08,4.658106789179328e-08
1854,2.6497887994914038e-08,2.5978321716024766e-08
1855,3.8209947206269135e-08,3.714855978387277e-08
1856,1.5531567587601103e-08,7.144521035895579e-08
1857,3.807577053649425e-08,3.3682413413949064e-08
1858,1.761723389392955e-08,6.704335930862726e-08
1859,2.6988518975201714e-08,3.8700516125089734e-08
1860,1.7393299245327398e-08,3.9363780124368475e-08
1861,8.488734437595014e-09,3.159695793897299e-08
1862,7.6805766469068e-09,8.04201580884012e-08
1863,9.989241933627824e-09,4.5950513172243745e-08
1864,3.548098703731739e-08,4.1234660130839984e-08
1865,2.3534221293974866e-08,3.7654754425631154e-08
1866,2.238181906477621e-08,3.989802621617855e-08
1867,9.220341823379385e-09,2.620518202434141e-08
1868,1.7289560005906424e-08,2.420538292025043e-08
1869,2.0510780074367574e-08,2.7347706321734222e-08
1870,1.77755516972411e-08,4.759260363584872e-08
1871,1.3807530230280918e-08,2.5490825672491724e-08
1872,6.652073114565837e-09,3.084142885523278e-08
1873,2.3944018323618366e-08,5.387403978485139e-08
1874,1.6131444624534197e-08,6.333085877940903e-08
1875,1.3731664694205392e-08,2.403041388099325e-08
1876,1.0278224937820823e-08,3.3253080289341597e-08
1877,9.27722432209066e-09,4.2056747417973384e-08
1878,1.8117265465633636e-09,3.925407554561389e-08
1879,2.2604503158163425e-08,3.237942536316041e-08
1880,1.8611753915820373e-08,3.401458670282409e-08
1881,6.9725074602899895e-09,4.880755227754108e-08
1882,1.0648615988984034e-08,3.061477271693036e-08
1883,8.21514056781325e-09,1.7694149256897163e-08
1884,1.5183903023796574e-08,1.9144920315739e-08
1885,1.4180398244523218e-08,3.4161869832960434e-08
1886,7.098810428374236e-09,3.678474314039448e-08
1887,1.828098877831863e-08,4.7661149693567495e-08
1888,7.608737417896805e-09,2.7264643875923866e-08
1889,2.318100555953606e-08,3.9470360924109826e-08
1890,1.1797895660414781e-08,3.867087938758118e-08
1891,5.736798147637501e-09,3.82453192449006e-08
1892,1.6298132621272998e-08,3.0715710863660206e-08
1893,9.23762488724833e-09,1.6627724974682678e-08
1894,3.150769645188234e-09,4.852185142567578e-08
1895,1.9259566386153892e-08,3.7315410761351586e-08
1896,1.533227589334274e-08,2.299841245223533e-08
1897,1.5732126712464378e-08,2.0393497113246895e-08
1898,6.7900258748920805e-09,4.583267310120931e-08
1899,1.0502398950507086e-08,1.6582735185011188e-08
1900,1.661137005726232e-08,2.5436159845071415e-08
1901,7.265360757457984e-09,2.7384819967224416e-08
1902,1.276673788908056e-08,3.191684427861219e-08
1903,5.400220270956879e-09,2.9161190351345567e-08
1904,9.674325340824907e-09,2.5260738389931703e-08
1905,9.805442513499685e-09,1.9610884915977067e-08
1906,9.773950537805831e-09,1.954790052050015e-08
1907,4.6285588695127444e-09,1.388567694160514e-08
1908,1.6698722404839828e-08,2.2101250607420297e-08
1909,7.15127862482845e-09,1.0451869036920414e-08
1910,6.947395991829808e-09,2.084218819753403e-08
1911,1.0640748726586935e-08,1.3832972989291648e-08
1912,6.251305251225858e-09,1.8753915753677575e-08
1913,1.0075680734189518e-08,2.2272556909896934e-08
1914,1.7411533548283842e-08,3.2144369221942526e-08
1915,1.4136913861761968e-08,1.9556065189441085e-07
1916,3.2962386153911893e-09,6.8122265606263e-08
1917,1.64496359866817e-08,4.4962340739473916e-08
1918,9.189101035644853e-09,8.040463228553563e-08
1919,6.4454939163738345e-09,4.051453217357448e-08
1920,5.300562211374427e-09,2.6502811056872133e-08
1921,8.330022005509363e-09,2.499006690470651e-08
1922,8.115729421831475e-09,1.549366501762961e-08
1923,3.715581797791856e-08,2.1231896241147297e-08
1924,6.4458122173149945e-09,1.1602462102189293e-08
1925,7.698724546756353e-09,2.969508017258704e-08
1926,1.0031524610987219e-08,1.671920735191179e-08
1927,8.919380123373344e-09,3.1217829210561376e-08
1928,1.3711249025050165e-08,4.1133748851507335e-08
1929,7.798284684668033e-09,3.34212200137074e-08
1930,1.3654684494213143e-08,1.7856126022230967e-08
1931,9.124285327288817e-09,2.8513391647777553e-08
1932,1.6439305028370654e-08,1.4247397928102146e-08
1933,1.3764794637438627e-08,3.441198725973038e-08
1934,7.188948103475923e-09,3.2350264689284813e-08
1935,1.3165112555668657e-08,2.154291145473053e-08
1936,8.487300195980652e-09,2.9099314957647948e-08
1937,6.295559185076627e-09,2.2664012888640173e-08
1938,0.0,2.852347158466273e-08
1939,1.6823456405745674e-08,2.5999886688055085e-08
1940,7.607348528892999e-09,2.5357829613881222e-08
1941,8.854508237732261e-09,3.5418032950929046e-08
1942,2.4273694165799498e-08,6.371844563091145e-08
1943,2.0322646676618206e-08,5.225823351828751e-08
1944,3.213186161588055e-08,8.032965581605822e-08
1945,2.178504043826024e-09,5.8819609183302646e-08
1946,1.1136883415474585e-08,4.454753455007676e-08
1947,2.3841741914054637e-09,7.629357412497484e-08
1948,5.435944139264848e-09,3.3702851842676296e-08
1949,6.871905600114303e-09,4.613993809243766e-08
1950,1.1698897850465073e-08,2.871547555294285e-08
1951,9.595261474260042e-09,3.5182625701679626e-08
1952,1.0544804140977249e-08,3.585233332437099e-08
1953,9.69644453618912e-09,5.171437011952662e-08
1954,6.840775057526116e-09,3.3226624340798594e-08
1955,4.6928039232341234e-09,3.472675080828935e-08
1956,5.232684729961079e-09,1.9186511268642903e-08
1957,4.417518795207798e-09,3.79906637815175e-08
1958,1.1581141046157484e-08,3.226174849491059e-08
1959,1.2401196514133517e-08,2.712761748568937e-08
1960,8.305000021024966e-09,1.8686250546906535e-08
1961,4.86371165564492e-09,2.709782087606527e-08
1962,1.0147130080628841e-08,2.6636216454711814e-08
1963,5.1728425987107585e-09,3.685650340479185e-08
1964,7.30076216148845e-09,3.5895412642261704e-08
1965,9.302473458205895e-09,1.8057743078614408e-08
1966,9.416427082520329e-09,1.8278946689598286e-08
1967,1.3804939413830652e-08,3.500538392486874e-08
1968,9.431973424511852e-09,3.50330439657931e-08
1969,2.0437910364101697e-08,3.406318194176805e-08
1970,1.2876429700270364e-08,2.4833114453670646e-08
1971,1.9012070140433934e-08,2.3636628987411257e-08
1972,7.182205663536223e-09,2.770279361463679e-08
1973,8.269805840122046e-09,2.8668659224351245e-08
1974,8.438357623763437e-09,3.7128772278904876e-08
1975,9.138368284311582e-09,3.0270843609514486e-08
1976,5.713526984862938e-09,4.8564977706000434e-08
1977,5.289103655048422e-09,3.290997696581144e-08
1978,9.504946496541322e-09,4.158413824395524e-08
1979,5.851973128301324e-09,4.154901001029998e-08
1980,2.8425753972882717e-09,3.6953478943502205e-08
1981,7.590659656386833e-09,4.238118322952289e-08
1982,1.0552754226011984e-08,5.400526825738439e-08
1983,4.420721011477724e-09,4.9890997555479544e-08
1984,5.799008384599347e-09,5.3930779841948606e-08
1985,3.609334831011779e-09,5.233535427251468e-08
1986,5.994485352545098e-09,4.4359192985510276e-08
1987,3.6664902225425067e-09,4.338679948645563e-08
1988,1.2592763276586538e-08,3.957725513981103e-08
1989,1.042743191792539e-08,5.2137161699050694e-08
1990,1.089730194969718e-09,3.9230285464597614e-08
1991,5.275318681885466e-09,6.09592376576984e-08
1992,7.162927584403178e-09,5.179347595252182e-08
1993,1.2186256725943423e-08,6.037736177688657e-08
1994,5.802419322797903e-09,5.749669890198206e-08
1995,8.133675954979935e-09,6.235818350575073e-08
1996,1.8683323110835204e-08,5.711758488402552e-08
1997,4.075660342550691e-08,6.137464803046555e-08
1998,8.582632937681467e-09,5.340304842782473e-08
1999,3.6561608462992723e-09,8.134958040528772e-08
2000,6.627047355323157e-09,7.819915737172778e-08
2001,8.762423675534592e-09,6.30894501085777e-08
2002,7.009954283709874e-09,5.8708368388948884e-08
2003,5.8336921959778465e-09,6.875422475793869e-08
2004,1.1011977996133737e-08,6.34289940570909e-08
2005,6.7556245042510454e-09,7.025849413366814e-08
2006,8.647569216257978e-09,7.288665093696522e-08
2007,7.1900629894372514e-09,7.070228624783681e-08
2008,2.554463751636149e-09,9.23864380553141e-08
2009,3.337734755248789e-09,7.486062614248112e-08
2010,1.4171378737160012e-08,6.140931052556198e-08
2011,2.6767803529281764e-09,6.577231959070673e-08
2012,3.0638274417515987e-09,6.093612459068254e-08
2013,3.3469500504423877e-09,5.32722874702074e-08
2014,2.815078836704288e-09,6.496335691608124e-08
2015,5.54143841924315e-09,4.7878027542580526e-08
2016,3.935546250000144e-09,5.28191703708103e-08
2017,2.0124891197959016e-09,5.7355936888825454e-08
2018,1.8070267504555204e-09,5.369450617465077e-08
2019,2.5509878653906526e-09,4.617287929775671e-08
