year,beaux_ADJ cadeaux_NOUN
1985,3.66949031160857e-08
1986,2.45773907892044e-08
1987,3.0554083707556856e-08
1988,3.418035632307692e-08
1989,2.140367705294466e-08
1990,3.432650075296806e-08
1991,2.989347080983862e-08
1992,3.526364267258941e-08
1993,4.09901339537555e-08
1994,3.797947201178431e-08
1995,3.253470381991974e-08
1996,4.5373784729463296e-08
1997,3.883864607701071e-08
1998,2.860877579280441e-08
1999,4.20458512451205e-08
2000,4.1971297548570874e-08
2001,3.7240301509200435e-08
2002,3.680225901803169e-08
2003,4.5419458416517955e-08
2004,4.0083598662477016e-08
2005,4.999161973273658e-08
2006,5.47679341877938e-08
2007,5.7121056329378916e-08
2008,5.747543596612559e-08
2009,6.103286409597786e-08
2010,7.605306961977476e-08
2011,1.0210005285671286e-07
2012,1.0348928469738894e-07
2013,1.0236088598958304e-07
2014,1.2429654816514812e-07
2015,1.1127208665584476e-07
2016,1.0998815724860833e-07
2017,1.1873685679120172e-07
2018,1.2700816398591996e-07
2019,1.1377405684243058e-07
