year,vous_PRON ouvrez_VERB,vous_PRON couvrez_VERB
1882,1.956683259862757e-07,7.919908018294564e-08
1883,1.8199695794862691e-07,6.76169271685012e-08
1884,1.4853818264271013e-07,4.15906917794473e-08
1885,1.4889418409325117e-07,7.219111719525273e-08
1886,1.7230748028396192e-07,4.7755631449319935e-08
1887,1.5081816329143294e-07,4.4396688214654034e-08
1888,1.2047167530226943e-07,3.9945872387647796e-08
1889,1.4785722690646708e-07,3.821733374209657e-08
1890,1.638596582864693e-07,4.0637194942405586e-08
1891,1.714665192054099e-07,4.7169229189236717e-08
1892,1.9683128016367846e-07,4.450643853459724e-08
1893,1.3794852726789486e-07,5.234653999153238e-08
1894,1.5564802602341388e-07,2.961723422068019e-08
1895,1.4384488622454228e-07,3.8519132772307785e-08
1896,1.5273304754259698e-07,2.8305738419831528e-08
1897,1.2877037036673755e-07,2.9133568224537498e-08
1898,1.1712794911744595e-07,3.225262279471508e-08
1899,1.2381775604808354e-07,3.040168117252051e-08
1900,1.40158434192017e-07,3.426095052105893e-08
1901,1.6710329475699837e-07,3.9121172301648244e-08
1902,1.2619429412552563e-07,2.2587305581467376e-08
1903,1.355455303553299e-07,4.482182891507591e-08
1904,1.1179220393842115e-07,4.5146850702337815e-08
1905,1.4501732792382427e-07,4.1286072338664326e-08
1906,1.3683530752928164e-07,3.343719856552241e-08
1907,1.3217107408536322e-07,3.137134346742343e-08
1908,1.3064295245612811e-07,3.9782250160769195e-08
1909,1.270727185698206e-07,3.740668752527654e-08
1910,1.784946395133602e-07,3.420256367014929e-08
1911,1.447141784183259e-07,3.08581697971988e-08
1912,1.344030700067833e-07,3.542406501466644e-08
1913,1.1401427535417952e-07,3.4999732001494976e-08
1914,1.339348720819089e-07,1.674185973188358e-08
1915,9.542416812280408e-08,3.062998032987707e-08
1916,1.4723199637245443e-07,4.394984842726046e-08
1917,1.5572322098478253e-07,1.5352994098272177e-08
1918,1.3324196501685037e-07,2.067547821837934e-08
1919,1.546918486639015e-07,2.394040587994084e-08
1920,1.1434070046334455e-07,2.1202249733676126e-08
1921,1.2797943327313988e-07,3.862101216611791e-08
1922,1.2837607599180956e-07,1.8444838989495338e-08
1923,1.465000867284516e-07,5.201814401445404e-08
1924,1.430970275606569e-07,3.738571141553848e-08
1925,1.231795909717448e-07,4.839198397554867e-08
1926,1.1591983728465038e-07,3.120918601329237e-08
1927,1.6389359913659973e-07,6.355058257412338e-08
1928,1.2111604164033452e-07,2.742249893827875e-08
1929,9.02372896405268e-08,5.3473951933113995e-08
1930,9.663315303498621e-08,1.7856125467119455e-08
1931,9.46644611587999e-08,3.649714042097685e-08
1932,9.425201419333007e-08,2.520693342944469e-08
1933,7.226517162450818e-08,3.0970788156281515e-08
1934,9.585264315603581e-08,3.834105832822843e-08
1935,8.617164581892212e-08,3.351119559624749e-08
1936,8.002311702171028e-08,3.8799087942464894e-08
1937,8.813782592653752e-08,2.644134844409507e-08
1938,8.168084875137538e-08,4.0192164929564456e-08
1939,8.717608679376099e-08,1.988226649984881e-08
1940,1.1664601018424037e-07,1.77504799747652e-08
1941,9.444808490854939e-08,3.8369532440185594e-08
1942,7.888950914747284e-08,3.034211704111556e-08
1943,9.87099983973394e-08,5.225823351828751e-08
1944,1.3816700317192954e-07,3.213186161588055e-08
1945,1.1110370756739485e-07,3.267756065739036e-08
1946,1.1415305678497134e-07,4.037120326927379e-08
1947,1.0609575085140932e-07,4.88755707017674e-08
1948,1.1089325724356058e-07,3.8051608086675515e-08
1949,1.0504198666438924e-07,3.141442617149437e-08
1950,1.7016578723882958e-07,5.424034199563721e-08
1951,1.2260611725878334e-07,3.7314906276009197e-08
1952,8.330395218081321e-08,2.6362009020175492e-08
1953,1.0019659235638301e-07,3.555363137230927e-08
1954,9.283909463420059e-08,1.9545072671434127e-08
1955,9.010183443791675e-08,3.191106667799204e-08
1956,1.0727004440269639e-07,2.616342520411763e-08
1957,1.1132147292869377e-07,2.650511388146981e-08
1958,1.1663863652700002e-07,1.9853384269907792e-08
1959,9.610926987591029e-08,2.325224368604495e-08
1960,8.374208171346709e-08,2.283875055741902e-08
1961,9.241051834862901e-08,2.570818979918954e-08
1962,9.512934617816882e-08,2.8538802876454383e-08
1963,9.89306165877224e-08,2.133797538661497e-08
1964,1.0342746037395045e-07,3.1636635977605465e-08
1965,1.1162968149847075e-07,3.3379463193483616e-08
1966,1.213057352345004e-07,2.3818021332999706e-08
1967,1.2473748789432193e-07,3.599144826615941e-08
1968,1.2306479035828488e-07,2.9643345444974045e-08
1969,1.226274584098519e-07,2.3617140465503894e-08
1970,1.2738468058159924e-07,2.5752860066674543e-08
1971,1.17155462220353e-07,3.0316544386010946e-08
1972,1.0875911193863885e-07,1.7442499000708267e-08
1973,1.273550083169539e-07,3.08739407373082e-08
1974,1.3445116486821007e-07,1.575160024636091e-08
1975,9.595286343255793e-08,2.513051278185685e-08
1976,9.484454466246461e-08,2.8567633481024757e-08
1977,9.050243754415987e-08,1.9393380790155845e-08
1978,1.1168311964127042e-07,2.4356425321059305e-08
1979,9.714275961414387e-08,1.2874341481783347e-08
1980,1.0176419706908746e-07,1.819248174328436e-08
1981,1.170226688884668e-07,3.795329700517769e-08
1982,1.1918404219102285e-07,1.427725515590339e-08
1983,1.187279430325816e-07,1.6419821502466903e-08
1984,1.1829977353272625e-07,1.9716629218180515e-08
1985,1.1850649528355461e-07,1.8648230404316735e-08
1986,1.2228750279064116e-07,2.6375735817651957e-08
1987,9.349549934256629e-08,1.1610551631235921e-08
1988,1.0493969249125712e-07,1.9788627181327456e-08
1989,1.168970040765771e-07,2.469655058234821e-08
1990,1.1060761551107134e-07,1.8525413647552114e-08
1991,1.1781545339317745e-07,2.1687421636329418e-08
1992,1.190147909113648e-07,1.9835799447420754e-08
1993,1.1299983526669166e-07,2.1048988330107932e-08
1994,1.3556561029304248e-07,1.9517228277976528e-08
1995,1.220051419892343e-07,2.2232047758308227e-08
1996,1.2384374059593029e-07,1.494665791135219e-08
1997,1.491212238136086e-07,1.7261620133268707e-08
1998,1.3922937469601493e-07,1.5734826330771057e-08
1999,1.0694270358158064e-07,2.1936965577395995e-08
2000,1.1928685239581682e-07,2.2531961185734417e-08
2001,1.4457998531725025e-07,2.2782301378754255e-08
2002,1.366941084768314e-07,2.1467985167333836e-08
2003,1.2542438376783593e-07,1.9584537103156663e-08
2004,1.779535665491494e-07,3.0833539277352884e-08
2005,2.2383636100187232e-07,1.981649755400383e-08
2006,2.0712986881221696e-07,2.3060184428658204e-08
2007,3.3034343971394264e-07,3.1955835755326234e-08
2008,2.971692971698303e-07,2.937633336586032e-08
2009,3.89561325420118e-07,4.291373389975206e-08
2010,3.8829578485888305e-07,4.912744877572095e-08
2011,5.380328431670023e-07,5.81243750907845e-08
2012,5.446804181019615e-07,5.5148892563749996e-08
2013,5.101309739075077e-07,5.215663811952709e-08
2014,4.2897467977809356e-07,6.258136497905298e-08
2015,5.033842782609099e-07,6.428068521913133e-08
2016,4.6646577800402156e-07,7.021842485244179e-08
2017,4.43502266023188e-07,6.087779258479031e-08
2018,3.9806215568205516e-07,5.62759749911379e-08
2019,4.145355205764645e-07,6.122370699301882e-08
