year,voulez_VERB ouvrir_VERB,voulez_VERB couvrir_VERB
1977,1.7630346071939584e-09,0.0
1978,1.7821774056514528e-09,5.940591352171509e-10
1979,2.925986564150662e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,3.1627747087981106e-09
1982,3.1037510339615437e-09,2.483000915987077e-09
1983,5.68378455412244e-09,0.0
1984,4.059305780401701e-09,5.799008495621649e-10
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,8.392279760016663e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,2.99827696004229e-09,2.398621523624911e-09
1989,6.036934507847036e-09,0.0
1990,7.628111475810329e-09,0.0
1991,1.7584396161396398e-09,2.344586080837985e-09
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,5.422450821690461e-10,1.0844901643380922e-09
1996,3.736664311304594e-09,0.0
1997,7.192341833217597e-09,1.438468344439059e-09
1998,1.43043876743576e-09,9.536258449571733e-10
1999,2.7421207526856506e-09,2.285100553223174e-09
2000,1.7672125984802278e-09,4.4180314962005696e-10
2001,2.6287270138425356e-09,1.7524847129024579e-09
2002,1.3143663935011318e-09,7.886198361006791e-09
2003,6.667076668520622e-09,8.333845835650777e-10
2004,7.047666006343434e-09,0.0
2005,1.7114247796712334e-08,2.251874686720612e-09
2006,7.412201963319376e-09,8.235779835885637e-10
2007,1.1583990655594789e-08,1.1983438685803094e-09
2008,6.3861596011349775e-09,1.2772318758180745e-09
2009,1.3827758493789588e-08,4.76819250749827e-10
2010,2.267420740054149e-08,1.8895172093635892e-09
2011,1.7590270573464295e-08,4.206369030868018e-09
2012,2.1787217363566924e-08,2.0425516833455504e-09
2013,2.7054513296320692e-08,2.7891249310130206e-09
2014,2.03551842048455e-08,3.2481677347817595e-09
2015,2.1944096317838557e-08,1.7732603163622684e-09
2016,2.009199917551996e-08,8.285360175719347e-10
2017,2.0124890198758294e-08,1.2578056374223934e-09
2018,1.3165480261534412e-08,2.0651733656507076e-09
2019,1.5561024468979667e-08,3.3162841361900064e-09
