year,aux_ADP anneaux_NOUN,aux_ADP canots_NOUN
1865,1.4355875738170099e-07,3.0594488720225854e-08
1866,3.075067391833386e-07,2.530118803356629e-08
1867,1.3199647064254805e-07,3.1543274658929477e-08
1868,1.699316669601103e-07,4.198892966655876e-08
1869,1.6896975851832252e-07,2.490594752657671e-08
1870,1.5997996705152673e-07,1.834895657637503e-08
1871,1.4551012683661213e-07,3.611200272146675e-08
1872,2.340320337523849e-07,1.3908880158730597e-08
1873,2.154961658007437e-07,2.9331422624068182e-08
1874,2.6885740656013013e-07,1.9118749250424116e-08
1875,1.5791415353128002e-07,1.830888685105947e-08
1876,1.8984486871431727e-07,2.5997863417615008e-08
1877,1.99769555897511e-07,4.886004556503565e-08
1878,1.944586567326212e-07,4.40853459848789e-08
1879,1.606752608740436e-07,6.292605192470546e-08
1880,1.4825224292636108e-07,2.759673911612026e-08
1881,1.812852019611455e-07,4.183504614951872e-08
1882,1.4774954903984394e-07,3.8601232432711186e-08
1883,2.205449360914713e-07,3.159669503816076e-08
1884,2.653882118508477e-07,2.8387297845711146e-08
1885,1.3213552563229314e-07,3.158361394639542e-08
1886,1.8456906353270242e-07,4.0011477575596643e-08
1887,1.8933881229532545e-07,4.439668899181015e-08
1888,1.8007345814474718e-07,2.916682784182001e-08
1889,1.9985786509080228e-07,2.5687061089296748e-08
1890,1.5140632836363466e-07,3.8015443237782165e-08
1891,1.7019166875797964e-07,1.6572972327821844e-08
1892,2.0121924482197073e-07,5.829716398508822e-08
1893,2.512634016405002e-07,2.8328715484526867e-08
1894,1.7707325072890967e-07,1.3863386882917439e-08
1895,1.877807704886436e-07,3.4306101071024386e-08
1896,1.8870492368705527e-07,1.8870493112554954e-08
1897,2.913356745848361e-07,2.855089675790623e-08
1898,1.7597483858988738e-07,2.4330926717830437e-08
1899,1.4648082924395567e-07,1.2713430308508578e-08
1900,1.7026653675866754e-07,2.6474371139784125e-08
1901,1.6319117124297122e-07,1.844283858964957e-08
1902,3.7661877883010675e-07,4.762975225336419e-08
1903,1.895477246272037e-07,3.1321276905416084e-08
1904,2.0584814652835348e-07,4.944655263017239e-08
1905,1.6307998862430395e-07,5.057544039122064e-08
1906,1.7593110412938984e-07,5.452835694086389e-08
1907,1.697138349854299e-07,3.239991386294605e-08
1908,1.4243027846028156e-07,4.911389095418883e-08
1909,1.507269435374603e-07,2.0903737407707013e-08
1910,1.5498037153616195e-07,3.206490495344383e-08
1911,1.9578976973022577e-07,1.649316061502759e-08
1912,1.344030695626941e-07,5.469892316867231e-08
1913,1.442413144481236e-07,4.295421734967775e-08
1914,1.660792423585633e-07,3.415339328016742e-08
1915,1.1898569596269226e-07,2.0027295377644805e-08
1916,1.1866458748954756e-07,7.25172464299817e-08
1917,1.0856760046529246e-07,9.540789491779833e-08
1918,1.206069555337308e-07,1.0682329598665774e-07
1919,1.2246438529928128e-07,2.2098836538475553e-08
1920,1.3554294309159332e-07,2.4231142425890084e-08
1921,1.582704221014808e-07,1.2873671018098776e-08
1922,1.4165635509044705e-07,3.393850267485732e-08
1923,1.316377544746672e-07,1.6985516992917837e-08
1924,1.869285524147557e-07,3.093989930924579e-08
1925,1.077821423223213e-07,2.5295810113235007e-08
1926,1.0700293096022051e-07,8.916910765321973e-09
1927,1.226414667598874e-07,3.233275258640589e-08
1928,1.2682905914385145e-07,2.6279895481984283e-08
1929,1.4593932351480987e-07,3.0079096546842266e-08
1930,1.2394251536207435e-07,2.6259009189288918e-08
1931,1.3002106591386564e-07,2.3951248984133144e-08
1932,1.5014564569426625e-07,1.9727165678773417e-08
1933,9.750062757163391e-08,2.1794258842078307e-08
1934,9.824895919052778e-08,5.152079474157745e-08
1935,1.2806064209058832e-07,5.6250935465129714e-08
1936,1.4792151281639576e-07,2.0612015205756506e-08
1937,1.0324716726017868e-07,1.1332006444320086e-08
1938,8.68669403075728e-08,1.9447821797413667e-08
1939,1.2847002395233176e-07,1.988226472349197e-08
1940,2.1807733219247893e-07,3.0429395447839624e-08
1941,1.5938114472646703e-07,1.7709015143196893e-08
1942,1.4867637787574495e-07,4.2478965012193726e-08
1943,1.1032293678603367e-07,3.4838822049465534e-08
1944,1.3495381878669832e-07,4.819779242382083e-08
1945,1.067466950388507e-07,3.0499055725385915e-08
1946,9.605562212300356e-08,2.7842208538686464e-08
1947,1.5497131777841844e-07,2.8610090296865565e-08
1948,1.1198044247429095e-07,2.391815279167986e-08
1949,1.0307858389069224e-07,1.570721330779179e-08
1950,1.2443372554571397e-07,2.1270722072586068e-08
1951,9.382033283600322e-08,2.878578464482473e-08
1952,1.4762726041617213e-07,1.4762725264461096e-08
1953,1.0235135861069722e-07,2.9089333608567358e-08
1954,1.3290649603092675e-07,1.4658803948464083e-08
1955,8.916327498553756e-08,9.385607846468247e-09
1956,1.2645655367293784e-07,2.1802854632824165e-08
1957,1.1397198784734996e-07,7.068030161150318e-09
1958,1.1581140990646333e-07,2.0680609058576493e-08
1959,9.45591202006213e-08,1.705164542897819e-08
1960,1.0865708383045458e-07,1.6609999209382664e-08
1961,1.1811871053479805e-07,9.032606995695858e-09
1962,9.830032682289769e-08,9.51293499529271e-09
1963,9.763740704826773e-08,1.875155397623729e-08
1964,9.734349304402201e-08,2.4335873760605864e-08
1965,1.4610355947297649e-07,1.3680108879032815e-08
1966,1.0025725138973485e-07,1.0524241922382771e-08
1967,1.1191862037129852e-07,7.888536934785861e-09
1968,1.1183625248101237e-07,2.0660513716519446e-08
1969,1.0218954737961639e-07,1.317109751819423e-08
1970,1.0669042049826771e-07,1.563566556783691e-08
1971,1.4438897077972968e-07,7.707596338946132e-09
1972,1.4261808001236886e-07,1.898154378121575e-08
1973,1.0805879302466792e-07,1.2680368477457904e-08
1974,1.0801097549695271e-07,1.1813700462326437e-08
1975,9.081253127263267e-08,3.998036124386317e-09
1976,9.370183717827274e-08,1.9425991260035858e-08
1977,9.696690073113245e-08,9.402850942308305e-09
1978,9.386134225408682e-08,1.1881182260253809e-08
1979,1.0006874340273697e-07,8.192762690484301e-09
1980,1.0972341174531053e-07,3.1268328370970266e-08
1981,1.1955288947707032e-07,1.8976648807900176e-08
1982,1.0614829071275977e-07,1.551875572491923e-08
1983,9.409821188910428e-08,1.38936957494451e-08
1984,7.538710744547927e-08,1.5657322549600394e-08
1985,1.118893777629637e-07,6.015557829641693e-09
1986,1.0070735645406614e-07,1.7983455669057236e-08
1987,7.699629023250054e-08,4.644220796823362e-08
1988,7.735554397036992e-08,1.3192418601981615e-08
1989,7.628490161781798e-08,1.1525056464734007e-08
1990,7.30119250058614e-08,7.628111586832631e-09
1991,7.737133805862939e-08,1.2895223833186975e-08
1992,9.532203748552348e-08,7.713922056673539e-09
1993,7.367146120929036e-08,1.550978012687665e-08
1994,6.540908947805235e-08,1.9517228277976528e-08
1995,7.916778232974764e-08,2.006306737412089e-08
1996,7.5800911769619e-08,2.1352368761995422e-08
1997,7.623882070095789e-08,7.1923417221952946e-09
1998,6.484656012162304e-08,1.0966696883940585e-08
1999,5.986963361181985e-08,1.2339543192796398e-08
2000,5.036556061099873e-08,1.369589786026637e-08
2001,6.703253774276163e-08,1.7086726700199506e-08
2002,5.958461252175695e-08,7.886198527540245e-09
2003,7.042099525733647e-08,1.0833999475323708e-08
2004,7.135761637133697e-08,1.1011977829600283e-08
2005,8.15178680113604e-08,1.4862373554080932e-08
2006,7.412202157608405e-08,1.3177247459861263e-08
2007,8.06884820347964e-08,1.1983438436002913e-08
2008,6.939626667756826e-08,1.7029759241671272e-08
2009,6.723151102505653e-08,1.4781396329155427e-08
2010,7.36911718313138e-08,1.6533275914998313e-08
2011,8.718656374639977e-08,2.0649447929343978e-08
2012,1.2561692980250783e-07,1.838296448397614e-08
2013,9.594590250072699e-08,1.9244963567199846e-08
2014,1.0783916704060204e-07,1.5591205493326044e-08
2015,1.1880843830969212e-07,1.7289288403721237e-08
2016,1.1765211205272408e-07,2.7755956644170965e-08
2017,1.1923998022300708e-07,1.2578056485246236e-08
2018,1.1874747107842865e-07,2.0393587707445704e-08
2019,1.1632503915670611e-07,1.45406304219442e-08
