year,mais_CONJ oser_VERB,mais_CONJ causer_VERB
1858,1.2234189661342043e-08,2.4468380654951716e-09
1859,3.5645213447565993e-09,3.5645213447565993e-09
1860,1.0527523297554353e-08,0.0
1861,1.4619487398448427e-08,6.13075279431996e-09
1862,1.8071945051545413e-09,2.710791813242963e-09
1863,1.4983862484108101e-09,4.994620717013731e-09
1864,5.753673537611803e-09,4.794728170054441e-09
1865,2.8241067262513297e-09,1.0825742191578058e-08
1866,9.244664589402873e-09,5.838735717134114e-09
1867,6.308654931785895e-09,2.91168689159349e-09
1868,7.903798504571569e-09,9.87974813071446e-10
1869,1.953407657850903e-09,7.325278605918584e-09
1870,1.6628741938973235e-08,1.0894692259455496e-08
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,4.233137618214755e-09,4.23313739617015e-09
1873,1.1373408326242895e-08,0.0
1874,9.559374958278966e-09,2.987304514867617e-09
1875,4.005069165202713e-09,9.154443147973979e-09
1876,3.02300739996042e-09,3.02300739996042e-09
1877,7.421779413263607e-09,1.9172929133226546e-08
1878,4.2273621270183526e-09,6.039088673581716e-10
1879,1.0996785482220162e-08,5.498392741110081e-09
1880,3.2089231272180996e-09,8.343200352811664e-09
1881,9.761510488814906e-09,1.1156011892055062e-08
1882,1.3310770263785798e-08,6.655385131892899e-10
1883,1.895801682305631e-09,2.5277355764075082e-09
1884,5.941527270181268e-09,5.281357573494461e-09
1885,2.5782542767416317e-09,5.156508553483263e-09
1886,5.162771044009418e-09,5.162771044009418e-09
1887,1.0446279175013728e-08,6.528924623161458e-09
1888,2.53624587998047e-09,7.608737417896805e-09
1889,4.38559560889118e-09,6.265136742733546e-10
1890,6.554386589030514e-09,0.0
1891,6.374220040683554e-09,1.912266012205066e-09
1892,1.8805537127519756e-09,8.149066088591894e-09
1893,2.463366621796581e-09,2.463366621796581e-09
1894,1.8904617871129403e-09,5.671385361338821e-09
1895,1.8055843487019274e-09,1.8055843487019274e-09
1896,5.307326134129653e-09,3.538217385745668e-09
1897,8.157398756480916e-09,1.5149455023788505e-08
1898,1.6975064687230201e-09,5.6583546736987955e-09
1899,2.2110313580014918e-09,5.527578395003729e-10
1900,1.5573159428683425e-09,6.22926377147337e-09
1901,5.588738916095792e-10,1.0059730382039334e-08
1902,1.0802624406114347e-08,2.455141923096704e-09
1903,7.020286574288548e-09,2.1600881083827517e-09
1904,8.061937784020756e-09,1.0749250378694342e-08
1905,5.160759153355343e-09,2.0643036169332163e-09
1906,1.5432553013283723e-09,3.0865106026567446e-09
1907,3.0857059130084963e-09,2.057137349353866e-09
1908,4.4202501658929805e-09,4.4202501658929805e-09
1909,7.151278569317299e-09,3.300590023513905e-09
1910,4.809735609789811e-09,4.809735609789811e-09
1911,4.788336838146279e-09,1.1172785363555704e-08
1912,4.167536982180309e-09,4.688479104952847e-09
1913,2.121195885607108e-09,1.060597942803554e-09
1914,1.3393487430235496e-09,2.0090231145353243e-09
1915,5.890380960771324e-09,3.5342285764627945e-09
1916,7.69122365795738e-09,5.493730803607377e-09
1917,1.864292142883528e-08,2.1932848870420685e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,4.603924352863942e-09
1920,1.2115570324766622e-08,1.514446346106979e-09
1921,3.0290989716519334e-09,2.2718242842501013e-09
1922,8.115729144275718e-09,2.21338064543275e-09
1923,1.1677542932631013e-08,7.431163684401554e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,9.898360131543882e-09,1.4297631079074336e-08
1926,1.0031524944054127e-08,3.3438415369957397e-09
1927,4.4596899506643695e-09,7.804457524684949e-09
1928,0.0,0.0
1929,0.0,1.1140406375176326e-09
1930,3.1510810627466412e-09,8.402882945013346e-09
1931,5.7026783295555106e-09,9.124285327288817e-09
1932,6.575722188983946e-09,8.767629289252454e-09
1933,4.588264879146209e-09,1.1470662419910127e-08
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,5.186085783037697e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,0.0
1948,5.435943917220243e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,0.0
1950,3.190608444114673e-09,5.317680740191122e-09
1951,1.5992102753159543e-08,6.396841278899501e-09
1952,4.217921456550755e-09,0.0
1953,1.0773827385790469e-09,5.386913803917537e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,9.593255967388359e-09,3.488456634670456e-09
1957,6.184526335495377e-09,1.7670075402875796e-09
1958,5.790570245522986e-09,1.6544486891589827e-09
1959,7.750747821333448e-10,3.8753737996444215e-09
1960,4.152500121534786e-09,2.0762500052562416e-09
1961,3.47407969059077e-09,5.55852741612739e-09
1962,3.170978146727066e-09,3.170978202238217e-09
1963,2.5864211883330768e-09,1.2932106496776896e-09
1964,4.258777774879263e-09,6.692365106530929e-09
1965,6.5664520487729305e-09,2.736021686988721e-09
1966,5.539074754423723e-10,6.092982118843793e-09
1967,8.381570548721129e-09,4.437301970305896e-09
1968,5.838840466676487e-09,8.982831700699023e-10
1969,4.087581939593576e-09,3.1792304344691047e-09
1970,7.817832381462608e-09,2.2993625059530842e-09
1971,4.1107179882260425e-09,2.5691987426412766e-09
1972,4.6171320100540925e-09,3.078088173236182e-09
1973,5.513203893414698e-09,5.513203782392395e-10
1974,3.375343005096454e-09,1.1251143350321513e-09
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,1.142705374768127e-09,1.7140580621521906e-09
1977,1.7630345516828072e-09,2.3507127355770763e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,5.851973350345929e-09,1.1703946700691858e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,1.2651099057237047e-09,3.795329828193417e-09
1982,8.069752865935698e-09,6.207502400989995e-09
1983,5.68378411003323e-09,1.8945948143667124e-09
1984,3.4794050973729895e-09,1.7397025486864948e-09
1985,4.210890636180409e-09,1.2031116103372597e-09
1986,8.392279537972058e-09,2.3977942409381114e-09
1987,4.888653482026939e-09,1.8332450557601021e-09
1988,5.996553698039975e-09,1.1993107618124554e-09
1989,5.488122178931576e-10,0.0
1990,4.903785932874882e-09,1.6345953479657283e-09
1991,4.103025752488776e-09,1.1722930404189924e-09
1992,5.509944167592096e-09,2.2039776670368383e-09
1993,5.539207315052863e-09,1.1078414852150331e-09
1994,8.439882570598911e-09,5.274926606624319e-10
1995,8.13367617702454e-09,2.1689803286761844e-09
1996,8.007138063703678e-09,1.067618438099771e-09
1997,4.315405033317177e-09,9.58978896292706e-10
1998,5.244942147264453e-09,3.814503379828693e-09
1999,2.285100608734325e-09,3.1991408688814005e-09
2000,5.743441056083043e-09,0.0
2001,5.695575344688564e-09,1.7524847129024579e-09
2002,3.504977197366088e-09,1.752488598683044e-09
2003,2.9168461535000745e-09,4.1669229178253886e-10
2004,8.80958239690699e-09,1.3214374039449694e-09
2005,1.170974917030776e-08,1.8014998381943315e-09
2006,7.823991010624809e-09,2.0589449589714093e-09
2007,8.38840685801756e-09,1.1983438685803094e-09
2008,5.960415716543821e-09,2.1287198115338413e-09
2009,1.2397300519495502e-08,1.430457752249481e-09
2010,1.322662024350052e-08,3.779034529749481e-09
2011,8.41273828378064e-09,2.676780297417025e-09
2012,1.2595735121578855e-08,1.7021263842842416e-09
2013,1.0040850373371768e-08,5.29933741333366e-09
2014,1.2343037703033133e-08,2.165445156521173e-09
2015,8.86630147078904e-09,3.989835573037226e-09
2016,1.0356700164138033e-08,3.5212781579474495e-09
2017,1.7609279368002717e-08,3.7734170232894826e-09
2018,1.0325866828253538e-08,3.872200005083926e-09
2019,9.438654746674047e-09,3.3162841917011576e-09
