year,voulons_VERB ouvrir_VERB,voulons_VERB couvrir_VERB
1955,3.754243138587299e-09,9.385607846468247e-10
1956,4.360570571293465e-09,4.360570571293465e-09
1957,4.417518795207798e-09,0.0
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,2.325224457422337e-09,7.750747821333448e-10
1960,8.305000243069571e-09,6.920833350854139e-10
1961,7.64297514166401e-09,2.779263708063695e-09
1962,5.7077609305622445e-09,1.2683912808952869e-09
1963,1.2285501505004959e-08,1.939815863494232e-09
1964,8.517555549758526e-09,0.0
1965,6.5664522708175355e-09,1.0944086747954884e-09
1966,5.539074754423723e-10,5.539074754423723e-10
1967,2.9582012395223956e-09,4.930335584241163e-10
1968,7.186265360559219e-09,3.1439910674890825e-09
1969,1.0446043141598693e-08,1.8167031212712459e-09
1970,1.5175793066646293e-08,1.8394900047624674e-09
1971,1.1304474689666222e-08,0.0
1972,9.234264020108185e-09,5.130146862875051e-10
1973,4.410563025913916e-09,5.513203782392395e-10
1974,4.500457340128605e-09,5.625571675160757e-10
1975,6.8537762132336866e-09,1.1422960355389478e-09
1976,6.2848797277581525e-09,3.4281160132820787e-09
1977,9.402850942308305e-09,1.1753563677885381e-09
1978,5.940591130126904e-09,0.0
1979,9.948355028654987e-09,1.1703946700691858e-09
1980,1.4212877097463661e-08,5.6851505725319385e-09
1981,1.0120879245789638e-08,6.958104314946922e-09
1982,1.6139505731871395e-08,4.345251713999687e-09
1983,1.2630632539867293e-08,6.315316047889041e-10
1984,9.278413592994639e-09,1.739702604197646e-09
1985,6.617113967877231e-09,6.015558051686298e-10
1986,1.1389522214244607e-08,1.7983456945813714e-09
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.0976243913773942e-08,5.488122178931576e-10
1990,3.814055737905164e-09,2.179460389939436e-09
1991,1.52398094144246e-08,1.1722930404189924e-09
1992,3.30596661157756e-09,2.7549720282848966e-09
1993,1.3848018731721368e-08,2.2156829704300662e-09
1994,6.329911705904578e-09,5.274926606624319e-10
1995,7.591431483433553e-09,5.422450821690461e-10
1996,1.2811421257197253e-08,1.067618438099771e-09
1997,1.2466725429760572e-08,9.58978896292706e-10
1998,1.1920323395031573e-08,4.768129224785866e-10
1999,1.1425503210205079e-08,0.0
2000,1.192868470667463e-08,8.836062992401139e-10
2001,1.2267393323384113e-08,3.943090742808408e-09
2002,8.762443215459825e-09,1.3143663935011318e-09
2003,9.167230530238157e-09,0.0
2004,1.497629043001325e-08,1.3214374039449694e-09
2005,1.261049931144953e-08,2.702249757291497e-09
2006,1.1118302722934459e-08,8.235779835885637e-10
2007,1.2382886716011399e-08,1.1983438685803094e-09
2008,1.3198063086861112e-08,1.7029758714315335e-09
2009,8.105927484791664e-09,1.430457752249481e-09
2010,8.030448306328708e-09,9.447586046817946e-10
2011,3.823971805871906e-09,0.0
2012,6.127654827992046e-09,2.382976926895708e-09
2013,8.367375237128272e-09,1.3945624655065103e-09
2014,7.362513709807672e-09,6.496335691608124e-10
2015,4.654808538617772e-09,4.433150790905671e-10
2016,7.2496901815100045e-09,1.2428040818690533e-09
2017,6.289028409156572e-09,7.54683426862357e-10
2018,5.421080029321956e-09,1.5488800242380307e-09
2019,6.632568272380013e-09,5.1019755087367e-10
