year,quelques_DET anneaux_NOUN,quelques_DET canots_NOUN
1900,7.838490301281809e-08,8.824790231898305e-09
1901,6.874148983371242e-08,2.459045056468767e-08
1902,3.879124088612684e-08,1.4239823209472036e-08
1903,4.1581697196590994e-08,1.2960528872341115e-08
1904,3.815983973254333e-08,1.7198800605910947e-08
1905,5.160758931310738e-08,1.186974607492175e-08
1906,4.526882513289365e-08,3.035068824042142e-08
1907,5.862841412351827e-08,1.4914245560770922e-08
1908,4.518477858539427e-08,1.7189861978295085e-08
1909,4.1257376182102234e-08,1.4302557360679202e-08
1910,4.756294114116599e-08,1.0688301244066167e-08
1911,4.149891918991955e-08,1.3832973211336252e-08
1912,4.48010215592376e-08,7.814131564032323e-09
1913,5.6211690413476845e-08,1.803016469459351e-08
1914,4.085013527443948e-08,2.7456649065449312e-08
1915,3.180805663305364e-08,1.1780761921542648e-08
1916,3.845611873387611e-08,9.888715624128963e-09
1917,3.180263163926611e-08,1.4256352209862655e-08
1918,5.16886933255023e-08,1.2635013924011673e-08
1919,2.578197488833922e-08,2.0257266752921055e-08
1920,3.256059732947847e-08,9.086678076641874e-09
1921,4.316466079012926e-08,1.8931869016913794e-08
1922,3.8365264742878935e-08,1.4018077088007175e-08
1923,3.715581797791856e-08,1.3800732556745743e-08
1924,3.738571052736006e-08,1.2891624656674594e-08
1925,3.2994532217500705e-08,7.698724324711748e-09
1926,7.133528479030815e-08,2.1177662290483568e-08
1927,4.0137209111890115e-08,7.804457302640344e-09
1928,3.085031063942978e-08,1.1426041335305115e-08
1929,3.787738167559951e-08,8.912325100141061e-09
1930,3.781297108762516e-08,1.2604324362008867e-08
1931,5.930785462737731e-08,1.3686427990933225e-08
1932,2.849479585620429e-08,8.767629289252454e-09
1933,3.900024991843054e-08,9.176529758292418e-09
1934,4.912447693072863e-08,1.677421224144382e-08
1935,8.018750730087731e-08,1.4361940969820353e-08
1936,4.9711330163404455e-08,1.8187070960351548e-08
1937,2.89595720737168e-08,1.2591118148108649e-09
1938,3.241303525580719e-08,1.1668693122857121e-08
1939,2.2941075705773528e-08,2.2941076593951948e-08
1940,4.564409294971483e-08,1.0143131667916805e-08
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,3.6410541692788456e-08,3.944475324146879e-08
1943,8.129058670647282e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,0.0
1945,1.9606536838523425e-08,1.9606536394434215e-08
1946,1.9489545977080525e-08,1.1136883415474585e-08
1947,3.814678839475505e-08,1.1920870734982714e-08
1948,3.370285384107774e-08,9.784699273041042e-09
1949,2.748762362170254e-08,1.178041031391075e-08
1950,2.3397795700930146e-08,4.2541445921528975e-09
1951,2.8785785421980847e-08,9.595261585282344e-09
1952,3.057993103183776e-08,1.1599284532870513e-08
1953,2.8011951869189033e-08,5.386913803917537e-09
1954,2.34540866728139e-08,7.818028890937967e-09
1955,3.75424318299622e-08,9.385607846468247e-09
1956,2.8779766569897447e-08,1.744228317335228e-09
1957,1.9437083775830644e-08,7.068030272172621e-09
1958,3.060729980575161e-08,8.272243334772611e-09
1959,2.8677767716089875e-08,1.0075972278755785e-08
1960,3.668041614890427e-08,1.0381250303836964e-08
1961,4.655266705455574e-08,7.64297514166401e-09
1962,2.8538803320543593e-08,1.4586499563762345e-08
1963,1.5518527685109973e-08,7.75926400908844e-09
1964,1.8251904654320583e-08,7.909158938890215e-09
1965,2.0793764932136583e-08,1.3132904208568164e-08
1966,2.271020593802575e-08,5.5390746434014204e-09
1967,2.7609879216239364e-08,1.4791006863745793e-08
1968,2.5601070818837002e-08,1.2575964686289964e-08
1969,3.542570969905512e-08,1.0446043086087542e-08
1970,2.4833115480626944e-08,4.598724956395017e-09
1971,4.162101840954335e-08,1.1304474800688524e-08
1972,2.2059631621385023e-08,2.205963145485157e-08
1973,2.370677543162003e-08,1.3231688744674841e-08
1974,1.912694358452427e-08,1.2938814519802833e-08
1975,2.5701660355537115e-08,5.711480177694739e-09
1976,2.8567633536535908e-08,6.856232359631065e-09
1977,1.9393379346865913e-08,4.701425304620699e-09
1978,1.9603950907054468e-08,7.722768757822962e-09
1979,1.0533551808578068e-08,1.4629933486887126e-08
1980,8.527726080842513e-09,7.959211123509391e-09
1981,2.2771979080182803e-08,7.590659267808775e-09
1982,1.7381006189864934e-08,8.690502983910164e-09
1983,1.326216381158929e-08,3.157657912922218e-09
1984,2.7255340206977507e-08,1.1018116030658831e-08
1985,1.8046674599148105e-08,9.624893104742682e-09
1986,1.5585661872208334e-08,6.593933843390687e-09
1987,1.3443797186596385e-08,6.110816741511371e-09
1988,1.2592763276586538e-08,1.1393452292729478e-08
1989,1.1525056353711705e-08,1.097624469093006e-08
1990,1.3076762561681221e-08,9.262706268664544e-09
1991,1.875668920181539e-08,2.1687421636329418e-08
1992,1.487684975209902e-08,9.366905084906563e-09
1993,1.3848018731721368e-08,5.539207592608619e-09
1994,1.635227242502424e-08,1.9517228277976528e-08
1995,6.506940763983948e-09,4.880205906054869e-09
1996,1.654808623463566e-08,1.814951255951769e-08
1997,1.342570443707558e-08,6.233362936924891e-09
1998,8.582632382569955e-09,8.105819793158275e-09
1999,1.2796562837147363e-08,3.6561609850771504e-09
2000,5.3016375733960786e-09,7.510653432518666e-09
2001,7.448060113102173e-09,2.6287270138425356e-09
2002,1.2267420579359367e-08,8.324320510677552e-09
2003,1.7501075977310876e-08,7.917153876935146e-09
2004,8.80958239690699e-09,8.809582230373536e-09
2005,4.954124666056714e-09,6.305249322657858e-09
2006,1.1118302889467913e-08,9.059358041518806e-09
2007,1.2382886716011399e-08,6.790615014740098e-09
2008,5.534671554396908e-09,7.237647536850744e-09
2009,1.0013204487790972e-08,1.192048104670107e-08
2010,1.1809482503011282e-08,1.0864724286907546e-08
2011,1.6060682533902693e-08,7.647943833788418e-09
2012,1.157445883581687e-08,1.0553183243944275e-08
2013,1.4503450607161739e-08,1.171432484348145e-08
2014,1.2776126656621756e-08,9.961047542361712e-09
2015,2.4160672573714237e-08,1.3077794625004913e-08
2016,2.5063214281750845e-08,1.512078262599914e-08
2017,9.056201122348284e-09,1.0314006537726073e-08
2018,1.884470707258501e-08,2.0651733656507076e-08
2019,1.377533381807794e-08,9.94885196448081e-09
