year,tes_DET offres_NOUN,tes_DET coffres_NOUN
1865,7.530950973944073e-09,2.8241067262513297e-09
1866,1.3137154475373336e-08,6.811858188626729e-09
1867,1.649955905236311e-08,5.338092634588065e-09
1868,1.4325634345446758e-08,1.975949626142892e-09
1869,8.790334460329063e-09,1.3185501579471293e-08
1870,6.880858549607183e-09,2.2936195165357276e-09
1871,4.248470908407853e-09,6.37270636261178e-09
1872,3.628403577593531e-09,3.0236697590169115e-09
1873,2.9930022349411445e-09,5.387404189427514e-09
1874,9.559374625212058e-09,1.7923826867161097e-09
1875,1.3159512590732447e-08,3.432916173551348e-09
1876,4.836811839936672e-09,6.046015021965445e-09
1877,1.2369632429454214e-08,2.4739263970730008e-09
1878,1.8117265465633636e-09,5.435179861734696e-09
1879,6.720257683667796e-09,5.498392741110081e-09
1880,4.492492600149944e-09,1.2193908105473383e-08
1881,8.367009307619355e-09,6.972507571312292e-10
1882,1.1314154946262533e-08,1.9966155395678697e-09
1883,8.847074461915128e-09,1.8958017378167824e-09
1884,1.0562715146988921e-08,1.3203393933736152e-09
1885,5.801072289202125e-09,2.5782542767416317e-09
1886,7.744156427236248e-09,2.5813855497602844e-09
1887,1.9586773869484375e-09,3.264462256069578e-09
1888,8.876860135842435e-09,4.4384300679212174e-09
1889,3.759081934617825e-09,6.265136742733546e-10
1890,1.3108772956016423e-09,1.9663159989136147e-09
1891,1.2748440525456317e-08,1.4660706204594476e-08
1892,1.3163876211308434e-08,1.8805537127519756e-09
1893,6.774258043407144e-09,4.9267333546154646e-09
1894,4.411077725308132e-09,2.520615716150587e-09
1895,2.4074457982692365e-09,8.426060515986933e-09
1896,1.7691086373616827e-09,1.1204354777305525e-08
1897,1.1653427112179315e-09,3.4960281336537946e-09
1898,1.6975064687230201e-09,5.092519295146758e-09
1899,3.8693048765026106e-09,1.6582735185011188e-09
1900,1.038210628578895e-09,3.114631885736685e-09
1901,7.265360757457984e-09,3.353243294146324e-09
1902,2.946170252204894e-09,2.455141923096704e-09
1903,5.940242076007962e-09,8.100330628479924e-09
1904,2.6873125946735854e-09,2.6873125946735854e-09
1905,0.0,1.0321518084666081e-09
1906,5.144184522798412e-10,5.144184522798412e-10
1907,3.08570607954195e-09,6.1714118260169926e-09
1908,9.822778146428846e-10,9.822778146428846e-10
1909,5.5009836685826485e-09,6.601180213561264e-09
1910,2.137660271017694e-09,4.809735609789811e-09
1911,4.25629931299909e-09,4.788336838146279e-09
1912,1.1460726589973547e-08,3.6465949149189214e-09
1913,1.1666577037772186e-08,2.121195885607108e-09
1914,4.018046340092951e-09,8.705767051697677e-09
1915,0.0,0.0
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,1.1486376294556067e-08,2.2972752589112133e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,4.543339038320937e-09,5.300562211374427e-09
1921,2.27182422873895e-09,4.543648568500203e-09
1922,8.115729421831475e-09,7.377935595798135e-09
1923,9.554353308516284e-09,1.1677542488541803e-08
1924,1.289162443462999e-09,7.734974771800296e-09
1925,9.898359909499277e-09,5.499088961968823e-09
1926,8.916910765321973e-09,7.802296586589819e-09
1927,1.7838760246746688e-08,7.804457635707251e-09
1928,1.0283436990832229e-08,7.998228745975666e-09
1929,1.1140406153131721e-08,2.2280812750352652e-09
1930,5.2518016602221e-09,3.1510810627466412e-09
1931,1.3686427990933225e-08,3.4216069977333063e-09
1932,4.383814644626227e-09,0.0
1933,6.882397318719313e-09,0.0
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,2.154291145473053e-08,2.393656828303392e-09
1936,4.849885826274658e-09,4.849885826274658e-09
1937,8.813782481631449e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,8.709705845433291e-09,0.0
1944,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,0.0
1947,5.960435700558264e-09,0.0
1948,4.348755133776194e-09,5.435943917220243e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,5.317680740191122e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,7.462981455041984e-09
1952,1.0544803585865736e-08,3.1634410646574906e-09
1953,6.464296653518886e-09,6.464296653518886e-09
1954,3.9090144454689835e-09,7.818028890937967e-09
1955,5.631364707880948e-09,4.6928039232341234e-09
1956,8.72114114258693e-09,8.72114158667614e-10
1957,8.835037701437898e-09,4.417518795207798e-09
1958,4.9633461784992505e-09,9.099467845885556e-09
1959,3.1002992395556817e-09,6.9756733722670106e-09
1960,8.997083078554624e-09,2.7683333403416555e-09
1961,4.1688955620955426e-09,2.779263652552544e-09
1962,3.170978146727066e-09,6.976152100435229e-09
1963,7.112658795271898e-09,6.466053248388448e-10
1964,6.6923653285755336e-09,4.258777774879263e-09
1965,7.11365660821528e-09,8.755269398363907e-09
1966,7.200797069728537e-09,2.7695373772118614e-09
1967,6.902469651404175e-09,9.367637221480152e-09
1968,5.38969885388596e-09,3.1439910674890825e-09
1969,6.358460868938209e-09,4.087581995104728e-09
1970,5.058597540852361e-09,4.1388523719376735e-09
1971,8.221435976452085e-09,4.1107179882260425e-09
1972,6.669190977248718e-09,4.10411743478889e-09
1973,5.513203671370093e-09,2.205281512956958e-09
1974,6.750686232237513e-09,6.750685843659454e-09
1975,5.140332159925265e-09,7.4249242310031605e-09
1976,2.856763492431469e-09,3.4281160132820787e-09
1977,2.938390863960194e-09,2.938390863960194e-09
1978,3.5643548113029055e-09,9.504946274496717e-09
1979,6.437170463335917e-09,2.3407893401383717e-09
1980,3.97960553399912e-09,5.116635559687666e-09
1981,3.1627747087981106e-09,6.325549528618524e-10
1982,0.0,9.9320033308814e-09
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,5.219107479526031e-09,4.639206796497319e-09
1985,2.4062232206745193e-09,7.2186697730458604e-09
1986,2.9972427317837003e-09,2.997242676272549e-09
1987,6.110816852533674e-10,6.110816852533674e-10
1988,1.7989661427186832e-09,3.597932174415064e-09
1989,4.390497854167563e-09,5.488122178931576e-10
1990,2.7243255429354463e-09,0.0
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,6.64704896680135e-09,3.877445031719162e-09
1994,5.274926717646622e-09,1.5824779264761446e-09
1995,4.880205572987961e-09,6.506940763983948e-09
1996,3.736664311304594e-09,1.067618438099771e-09
1997,4.315404922294874e-09,7.671831170341648e-09
1998,1.9072516899143466e-09,5.2449422582867555e-09
1999,2.285100553223174e-09,5.027221222642098e-09
2000,3.092622158362701e-09,1.3254094488601709e-09
2001,2.190605918883648e-09,2.1906058911280724e-09
2002,2.6287327870022636e-09,4.3812213301741565e-09
2003,4.166922806803086e-09,3.7502305705316985e-09
2004,4.845270407116686e-09,1.7619165015858584e-09
2005,5.404499625605297e-09,4.053374635937246e-09
2006,2.8825228315376705e-09,3.706100981659688e-09
2007,5.592271090648637e-09,6.790615014740098e-09
2008,7.663391338175174e-09,2.554463751636149e-09
2009,4.291373478793048e-09,2.860915504498962e-09
2010,4.723792912386671e-09,8.502827331113849e-09
2011,2.676780297417025e-09,4.588766228108554e-09
2012,3.063827413996023e-09,5.446804396402882e-09
2013,4.741512571460049e-09,6.972812605088308e-09
2014,4.547434873103384e-09,6.929424548052232e-09
2015,7.314698624583116e-09,7.536356261272914e-09
2016,8.906762438698479e-09,4.764082017771898e-09
2017,5.0312225496895735e-09,3.7734170232894826e-09
2018,7.744399788123246e-09,9.293279812361277e-09
2019,4.336679348959649e-09,5.612173004099219e-09
