year,deux_DET ouvertures_NOUN,deux_DET couvertures_NOUN
1864,5.662573787645897e-07,7.623617781504777e-08
1865,5.276372654350325e-07,6.448376965728642e-08
1866,5.498142598980849e-07,8.952727759137247e-08
1867,6.318360661339284e-07,5.677789438607306e-08
1868,7.360412475065914e-07,6.718228817703675e-08
1869,7.603639247122373e-07,6.690421239241573e-08
1870,5.865931669291058e-07,8.199689904841989e-08
1871,6.213388932252428e-07,1.4975859308208328e-07
1872,6.02314981001939e-07,1.342509259316671e-07
1873,6.853974845455468e-07,1.1373408659309803e-07
1874,5.896939043736893e-07,9.200898387629053e-08
1875,6.322287617877009e-07,8.925582584140557e-08
1876,5.755806125051777e-07,6.348315850779329e-08
1877,6.104413472485248e-07,5.99927165723102e-08
1878,6.969108099497134e-07,5.5559615574907184e-08
1879,5.223472872017965e-07,7.086817221946262e-08
1880,5.949343613309566e-07,9.113341947752929e-08
1881,6.777277441472052e-07,6.972507904379199e-08
1882,5.357584846876762e-07,9.517200982855911e-08
1883,5.055471348214269e-07,1.5355994342769463e-07
1884,5.175730279916024e-07,9.176358606310941e-08
1885,5.278975763189919e-07,1.3020184774781285e-07
1886,5.330561130278966e-07,1.664993618533117e-07
1887,5.203552824184499e-07,1.4167766337891408e-07
1888,4.901295227455194e-07,7.608737373487884e-08
1889,4.6424663935340504e-07,9.147099877537812e-08
1890,5.079649412209619e-07,9.241685194893989e-08
1891,5.143995451817318e-07,6.69293100941104e-08
1892,5.209133737693605e-07,1.4605633502640103e-07
1893,4.6434459655131377e-07,7.82118905195972e-08
1894,4.921502227972496e-07,1.0460555444069541e-07
1895,4.1949744300495695e-07,1.3240952601023537e-07
1896,4.1397142958032873e-07,1.2796552883997947e-07
1897,4.5390098613040664e-07,8.507001947322124e-08
1898,4.5380005975204085e-07,1.0411372919350015e-07
1899,4.029604578903445e-07,1.0391847560242695e-07
1900,4.178797770038045e-07,9.551537871743676e-08
1901,3.599147753163834e-07,8.159558806397627e-08
1902,1.151461507475915e-06,8.151071506645735e-08
1903,3.8881586661432266e-07,6.750275183264876e-08
1904,3.9073524416011196e-07,6.073326375144461e-08
1905,3.550602176716211e-07,5.986480450248521e-08
1906,3.9095802684130376e-07,6.481672176761322e-08
1907,4.330274148145463e-07,7.045695404883645e-08
1908,3.781769475352803e-07,5.549869652732298e-08
1909,3.1300595537686604e-07,6.491160586818978e-08
1910,3.5805810583156017e-07,9.245380550026994e-08
1911,3.2454282461458206e-07,7.129301415886857e-08
1912,3.6101288092282857e-07,7.136906776672447e-08
1913,2.821190561164144e-07,5.727228979957033e-08
1914,3.254617375603175e-07,9.777245679742919e-08
1915,2.1205371236732162e-07,5.654765828921882e-07
1916,2.6919280848858307e-07,1.0987462228939648e-07
1917,1.973956367251617e-07,1.173407433441298e-07
1918,2.0216021745511625e-07,2.4580845803257034e-07
1919,2.421664055951567e-07,1.3443458612982795e-07
1920,3.4150764083307195e-07,8.178010091342003e-08
1921,3.733364550839724e-07,9.541662082668267e-08
1922,2.936418255217177e-07,5.681010328828506e-08
1923,2.8026101794864644e-07,1.0297469499320755e-07
1924,2.3720588426812128e-07,8.121723338305742e-08
1925,2.2766227747439416e-07,6.59890686538489e-08
1926,2.5413195459123017e-07,8.916910410050605e-08
1927,2.0960542634895774e-07,7.581472649675902e-08
1928,2.3651904923482903e-07,5.713020456710183e-08
1929,2.0832559322059296e-07,6.015819309368453e-08
1930,2.4158288880471446e-07,5.671945846330573e-08
1931,2.760096267095946e-07,5.474571285191132e-08
1932,2.2247859021717886e-07,3.1782656950696264e-08
1933,2.55795761461286e-07,8.258876715849794e-08
1934,2.3603712762110263e-07,5.2718952758823434e-08
1935,2.6689272392133034e-07,6.462873436419159e-08
1936,1.7580835809383188e-07,3.031178641421661e-08
1937,2.3167658014244807e-07,6.673292318737367e-08
1938,2.6578689116263376e-07,5.963998717106733e-08
1939,2.52351841645293e-07,5.047036655270176e-08
1940,2.6118564200316996e-07,1.0650288118085882e-07
1941,3.925498326395882e-07,1.4167212647464567e-07
1942,2.3970273410611753e-07,1.8205271157256675e-07
1943,1.9451675870030272e-07,1.5967793864923863e-07
1944,2.506285117220841e-07,1.0924833304670756e-07
1945,1.8299434678681337e-07,1.5467379022027217e-07
1946,1.96287571085918e-07,1.461715930517471e-07
1947,1.7404471996940174e-07,9.775114317989164e-08
1948,2.957153348859265e-07,4.8923494366803766e-08
1949,2.4738860737727464e-07,6.381055484006026e-08
1950,1.9781771776195e-07,6.168509969484148e-08
1951,1.577887394077493e-07,5.543929093576594e-08
1952,2.056236745318074e-07,2.2987672165797335e-07
1953,2.2086346884719887e-07,1.2066686316813957e-07
1954,2.179275591096541e-07,7.818028691097823e-08
1955,1.6987950068880764e-07,5.349796383669059e-08
1956,2.398313867502111e-07,7.238547161669828e-08
1957,2.05856375501412e-07,8.128234796345168e-08
1958,2.0349718710122033e-07,5.9560153253812587e-08
1959,1.3408793719804635e-07,6.278105679768942e-08
1960,1.9793583305727225e-07,7.336083340803157e-08
1961,1.5494395544379813e-07,8.129346307228502e-08
1962,1.5791471330572904e-07,9.195836714326333e-08
1963,2.0303406955690662e-07,6.854016776358662e-08
1964,1.685259194417199e-07,1.0464425725942306e-07
1965,1.9918238081118034e-07,5.7456456037385806e-08
1966,1.8001992430072278e-07,6.757671400237086e-08
1967,1.7305478294815657e-07,7.987143324506008e-08
1968,1.863937546531247e-07,1.338441877329899e-07
1969,1.8757459052665126e-07,7.720988026704845e-08
1970,1.356623853254746e-07,5.9323553402990115e-08
1971,1.7830238618898875e-07,5.9091569415414824e-08
1972,2.1700520846934523e-07,7.490014297673042e-08
1973,1.709093151447405e-07,1.477538660310529e-07
1974,1.7101737270763806e-07,9.394704969523104e-08
1975,1.6506178468489452e-07,6.682431896720686e-08
1976,1.6512092493314867e-07,8.79883148563465e-08
1977,1.5279633203135745e-07,6.170620725498566e-08
1978,2.0257416366575853e-07,8.613857183092932e-08
1979,1.4571413764485897e-07,5.969012972784071e-08
1980,2.0693948954431107e-07,9.209944273891324e-08
1981,1.5054808599757052e-07,7.274382252120404e-08
1982,1.6263655666648447e-07,8.131827833324223e-08
1983,1.5472524061976856e-07,9.47297396081126e-08
1984,1.6991094753393554e-07,6.84282972507333e-08
1985,1.5099050543199155e-07,1.1489715667778455e-07
1986,1.1029853119737254e-07,9.711066661921564e-08
1987,1.4543743809269927e-07,8.616251623294602e-08
1988,1.673038516614156e-07,1.1633314667136574e-07
1989,1.597043524093067e-07,9.329807681979219e-08
1990,1.4275465609614457e-07,7.410165436816385e-08
1991,1.494673638191557e-07,1.0667866945368587e-07
1992,1.4931948300045406e-07,8.871010059863238e-08
1993,1.3515666630325995e-07,9.638221110108702e-08
1994,1.424230173796559e-07,1.0444354980876369e-07
1995,1.3122330422277173e-07,7.916777988725698e-08
1996,1.4733134356959e-07,5.925282309249269e-08
1997,1.213108307140942e-07,8.39106499839204e-08
1998,1.1491191465040629e-07,1.0871334676920696e-07
1999,1.329928496218713e-07,8.911892557250667e-08
2000,1.4181881535790808e-07,8.570980769562198e-08
2001,1.331888332956055e-07,1.1040653991045701e-07
2002,1.336272621443868e-07,8.850067256815919e-08
2003,1.4292544925353923e-07,1.1292361401515905e-07
2004,1.2333415622123312e-07,9.338157180849294e-08
2005,1.1349449291486735e-07,1.0313586784604922e-07
2006,1.2024238937868859e-07,7.494559772780462e-08
2007,1.0984818565873411e-07,9.746530071907955e-08
2008,1.0601024591494479e-07,1.0047557807979501e-07
2009,1.1014525025387911e-07,8.105927462587204e-08
2010,8.219400093878448e-08,1.0108917347650959e-07
2011,8.909854809502349e-08,1.19307923984735e-07
2012,1.0587225984792781e-07,1.1948926736948806e-07
2013,9.538807521636272e-08,1.2327932896738503e-07
2014,8.640126125669667e-08,1.5266388242451967e-07
2015,1.1149374490315722e-07,1.380926524241488e-07
2016,1.2469467325360029e-07,1.3919405006390662e-07
2017,8.402142093189013e-08,1.1848529180014111e-07
2018,9.138391998675388e-08,1.4043178486744523e-07
2019,1.0663128868770855e-07,1.1606994210211496e-07
