year,moins_ADV osé_VERB,moins_ADV causé_VERB
1921,5.300923255902035e-09,1.2873671018098776e-08
1922,3.6889677978990676e-09,7.377935595798135e-09
1923,9.554353752605493e-09,5.307974060286824e-09
1924,1.1602462102189293e-08,5.156649773851996e-09
1925,1.2097995494286806e-08,6.598906754362588e-09
1926,7.802296586589819e-09,0.0
1927,7.804457524684949e-09,1.3379070296082318e-08
1928,1.3711249025050165e-08,7.998228745975666e-09
1929,6.684243825105796e-09,6.684243825105796e-09
1930,1.0503603875555712e-08,1.3654684494213143e-08
1931,1.596749932275543e-08,9.124285327288817e-09
1932,7.6716757391182e-09,8.767629289252454e-09
1933,5.735331320977366e-09,1.4911860191091364e-08
1934,1.4377896206951846e-08,7.188948103475923e-09
1935,2.393656828303392e-09,1.6755597798123745e-08
1936,6.0623572828433225e-09,1.2124714565686645e-08
1937,7.554670999887492e-09,7.554670666820584e-09
1938,5.186085783037697e-09,1.1668692678767911e-08
1939,9.176430282309411e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,0.0,6.535512131478072e-09
1946,1.3921104269343232e-08,1.3921104269343232e-08
1947,1.0728784083369192e-08,1.0728784083369192e-08
1948,1.9569398546082084e-08,1.0871888278529696e-08
1949,1.47255123650325e-08,5.890204768377316e-09
1950,7.444753258312176e-09,9.571825110299415e-09
1951,1.4925962688039363e-08,1.2793682557799002e-08
1952,6.326882129314981e-09,1.1599284199803606e-08
1953,9.69644453618912e-09,4.3095309543161875e-09
1954,1.4658803948464083e-08,1.07497895029951e-08
1955,6.569925492527773e-09,1.220129064449793e-08
1956,9.593255967388359e-09,5.232684952005684e-09
1957,1.0602045297236629e-08,6.184526224473075e-09
1958,7.445019267748876e-09,1.4062814024384807e-08
1959,6.200598257066758e-09,3.8753737996444215e-09
1960,8.997083078554624e-09,5.536666680683311e-09
1961,9.03260666262895e-09,1.250668635321972e-08
1962,5.0735651235811474e-09,6.976152100435229e-09
1963,6.466053470433053e-09,9.052474325699222e-09
1964,1.034274621503073e-08,4.867174663303331e-09
1965,9.849678406226303e-09,4.924839203113152e-09
1966,8.308612464702492e-09,7.200797291773142e-09
1967,2.9582012395223956e-09,9.860671390526932e-09
1968,1.122853987567396e-08,5.3896989093971115e-09
1969,9.537691525451919e-09,5.450109252791435e-09
1970,6.438214850135182e-09,7.3579600190498695e-09
1971,8.221435976452085e-09,7.193756701440179e-09
1972,9.747279428040656e-09,3.0780880067027283e-09
1973,4.9618833486420044e-09,6.064523994098181e-09
1974,7.313243344242437e-09,6.1881286761433785e-09
1975,5.711480177694739e-09,3.998036124386317e-09
1976,5.142174241967723e-09,4.570821499072508e-09
1977,6.464460078348111e-09,2.3507127355770763e-09
1978,5.346532105932056e-09,4.158414057542359e-09
1979,7.022368020415115e-09,5.266775904289034e-09
1980,1.4781392110307934e-08,3.411090521154847e-09
1981,5.060439622894819e-09,1.2018544381930951e-08
1982,8.069752865935698e-09,4.966001831974154e-09
1983,4.4207211225000265e-09,5.052252838311233e-09
1984,1.1598016769198694e-08,6.958810416790584e-09
1985,9.02333674446254e-09,4.210890747202711e-09
1986,1.4386765556650971e-08,6.593933843390687e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,5.99655392008458e-09,6.596209356501959e-09
1989,1.2622680678475717e-08,4.939309850016116e-09
1990,9.262707045820662e-09,3.814055737905164e-09
1991,6.4476117778156095e-09,7.033758464558559e-09
1992,7.713921945651236e-09,5.509944167592096e-10
1993,8.308811416668505e-09,4.4313659408601325e-09
1994,8.967375286772494e-09,3.6924485691258724e-09
1995,6.506940763983948e-09,3.253470381991974e-09
1996,9.60856638698715e-09,1.067618438099771e-09
1997,7.192341833217597e-09,2.876936688878118e-09
1998,1.0966696883940585e-08,2.3840645013706308e-09
1999,1.1425503210205079e-08,4.570201106446348e-09
2000,1.1045078629479121e-08,3.092622158362701e-09
2001,9.20054432640427e-09,3.5049694258049158e-09
2002,9.200564754507923e-09,2.6287327870022636e-09
2003,1.12506919336397e-08,4.583615265119079e-09
2004,2.2023955992267474e-09,3.9643119897903034e-09
2005,5.404499514582994e-09,3.1526248278623825e-09
2006,8.235780057930242e-09,2.0589450144825605e-09
2007,7.988958827809256e-09,4.393927444112933e-09
2008,9.366367237362283e-09,1.7029758714315335e-09
2009,6.675469510497578e-09,3.814554005998616e-09
2010,5.668551850135373e-09,2.3618964561933353e-09
2011,4.971163480860241e-09,4.206369030868018e-09
2012,8.510632198976964e-09,3.063827413996023e-09
2013,6.693900100884775e-09,2.7891249310130206e-09
2014,8.878325546968213e-09,3.2481677347817595e-09
2015,1.1304534197620342e-08,5.54143841924315e-09
2016,8.906762438698479e-09,4.764082017771898e-09
2017,1.0565567976072998e-08,3.2702947017071438e-09
2018,6.453666934191915e-09,4.3884935685412074e-09
2019,1.224474122096808e-08,6.12237061048404e-09
