year,serions_VERB en_ADP
1969,1.7394931717262807e-07
1970,2.2579739322736714e-07
1971,1.700809519888935e-07
1972,1.6313866524342302e-07
1973,1.6429346771928977e-07
1974,1.575160126776609e-07
1975,1.5535226793872425e-07
1976,1.319824747270104e-07
1977,1.6454988838177087e-07
1978,1.2712865782305016e-07
1979,1.503957207660278e-07
1980,1.654378820603597e-07
1981,1.4865041464418027e-07
1982,1.3718580760269106e-07
1983,1.6230362120950304e-07
1984,1.7281045927575178e-07
1985,1.6362318433493783e-07
1986,1.738400783324323e-07
1987,1.429931160146225e-07
1988,1.5111315576632478e-07
1989,1.3500780937647505e-07
1990,1.5365195338290505e-07
1991,1.406751692911712e-07
1992,1.2507572932918265e-07
1993,1.6119093970701215e-07
1994,1.529728734794844e-07
1995,1.5616657833561476e-07
1996,1.5747372117402847e-07
1997,1.7645211869421473e-07
1998,1.492424388516156e-07
1999,1.5173067424711917e-07
2000,1.6611798514531984e-07
2001,1.257407831189994e-07
2002,1.5597149172208447e-07
2003,1.5667630748339434e-07
2004,1.4844145823644794e-07
2005,1.5222673255266272e-07
2006,1.375375262568923e-07
2007,1.2622555800589907e-07
2008,1.5837674993690598e-07
2009,1.3684712030226365e-07
2010,1.5446802592578024e-07
2011,1.594596312770591e-07
2012,1.7191476331390732e-07
2013,1.997013470145248e-07
2014,1.9878787327343161e-07
2015,1.810942080737732e-07
2016,1.9387742611343128e-07
2017,1.972239260794595e-07
2018,1.9696591380125028e-07
2019,1.9413016616454115e-07
