year,derniers_ADJ anneaux_NOUN,derniers_ADJ canaux_NOUN
1841,1.3932590547938162e-07,3.9165346521485844e-08
1842,1.831356399861761e-07,3.287049921141261e-08
1843,1.6952834869243816e-07,1.9492807368237663e-08
1844,2.1185846321714052e-07,1.975882035765153e-08
1845,1.1941688171646092e-07,1.674068350610014e-08
1846,2.125184010992598e-07,7.610851504580296e-09
1847,9.546005941274416e-08,1.6718992412734224e-08
1848,9.815170187721378e-08,3.218088684420195e-09
1849,1.3239476004400785e-07,1.256912263158938e-08
1850,1.194863301634541e-07,6.788996032014438e-09
1851,1.0383596560359365e-07,2.192809134271556e-08
1852,3.112040758423973e-07,2.278690836021724e-08
1853,1.0988354404162237e-07,7.763511611358354e-09
1854,8.209149626736689e-08,4.1565315633818045e-09
1855,6.739810487488285e-08,7.960405667972736e-09
1856,7.972871429728912e-08,1.8120163147727908e-08
1857,1.547438444049476e-07,8.298565390418844e-09
1858,1.5464016200894548e-07,4.404308473482388e-09
1859,7.230886467368691e-08,2.8516170758052795e-08
1860,2.796659259729495e-07,1.6020143434047895e-08
1861,1.44780088362495e-07,1.3676294763342867e-08
1862,9.532951139590295e-08,3.6143890103090826e-09
1863,1.3035960932938906e-07,2.9967726078439227e-09
1864,8.726404843173441e-08,1.4863656971897399e-08
1865,1.7085845627207163e-07,8.001635798393636e-09
1866,1.0509723580298669e-07,7.298419202328432e-09
1867,1.9168605547292827e-07,1.2132028714972876e-08
1868,1.126291309105909e-07,9.87974857480367e-09
1869,1.406453549179787e-07,1.12320943657096e-08
1870,1.2098843171770568e-07,1.1468097582678638e-08
1871,8.815577245968598e-08,7.434824311758348e-09
1872,1.499740136523542e-07,1.4513614310374123e-08
1873,1.544389220953235e-07,2.2746817762708815e-08
1874,2.8319647071839427e-07,2.5690820137924675e-08
1875,1.281622132864868e-07,1.5448122780981066e-08
1876,1.3180311952964985e-07,1.209202959984168e-08
1877,1.224593546567121e-07,1.793596560162314e-08
1878,1.727179324007011e-07,5.435179861734696e-09
1879,1.2707396024325135e-07,9.163987790827832e-09
1880,1.4568510664503265e-07,9.626769603698904e-09
1881,1.1504637598136469e-07,9.064259565150223e-09
1882,1.364353892086001e-07,7.986462158271479e-09
1883,9.03665480223026e-08,4.423537092179686e-09
1884,1.4127631686733366e-07,8.582206056928499e-09
1885,9.990735350129398e-08,7.090199094506033e-09
1886,9.357522401387541e-08,9.680196200179125e-09
1887,8.683469587822401e-08,2.285123557044244e-08
1888,8.433017484321681e-08,1.2047167707862627e-08
1889,9.961567570826446e-08,3.132568426877924e-09
1890,1.4485193844393507e-07,1.1142456735058204e-08
1891,1.466070642663908e-07,3.824531802365527e-09
1892,1.2286284345464082e-07,1.2537024751679837e-08
1893,1.4410694859634532e-07,1.1085149687062312e-08
1894,1.0145478057665969e-07,1.764431090123253e-08
1895,7.583454220139174e-08,6.018614495673091e-10
1896,8.019959096827733e-08,1.1204354777305525e-08
1897,6.584185996416636e-08,9.905413378419325e-09
1898,9.845537363162293e-08,6.7900258748920805e-09
1899,1.0226020208392583e-07,4.4220627160029835e-09
1900,5.502516486899367e-08,4.15284251431558e-09
1901,1.9337036860633816e-07,4.470991132876634e-09
1902,6.13785502423525e-08,8.347482705062248e-09
1903,7.34429974613704e-08,3.2401321625741275e-09
1904,1.1770428898216778e-07,1.5586412160928376e-08
1905,1.1560100432461695e-07,2.580379465655369e-09
1906,9.61962527412652e-08,8.230695236477459e-09
1907,1.0337114986214146e-07,1.3885677496716653e-08
1908,5.991894624912675e-08,9.331639461152008e-09
1909,1.0396858840522327e-07,7.151278680339601e-09
1910,1.0207327960642942e-07,5.34415089958884e-09
1911,6.012022879531287e-08,4.788336838146279e-09
1912,9.11648712076385e-08,9.897900277167082e-09
1913,5.090870303092743e-08,3.71209285532359e-09
1914,5.2234600644851525e-08,3.3483718020477227e-09
1915,6.832841847881355e-08,1.1780761921542648e-09
1916,9.998590400073226e-08,8.789969641043172e-09
1917,5.9218692172180454e-08,1.0966424435210342e-09
1918,3.5607765624945387e-08,4.594550517822427e-09
1919,2.9465114792515124e-08,2.762354567309444e-09
1920,4.997673030970873e-08,1.0601124422748853e-08
1921,8.708659748890568e-08,9.844571380313027e-09
1922,8.189508093892073e-08,5.164555005876537e-09
1923,5.944930947521243e-08,3.1847844361720945e-09
1924,7.34822620529485e-08,0.0
1925,6.268961527666761e-08,3.299453377181294e-09
1926,5.127223801082437e-08,8.916910765321973e-09
1927,7.135503921062991e-08,0.0
1928,6.512843242489907e-08,7.998228745975666e-09
1929,8.466708578680482e-08,8.912325100141061e-09
1930,3.466189113510154e-08,7.352522590764465e-09
1931,6.272946251328904e-08,2.2810713318222042e-09
1932,5.698959171240858e-08,0.0
1933,3.670611903316967e-08,6.882397318719313e-09
1934,5.2718952758823434e-08,4.7926320689839486e-09
1935,1.2925747228109685e-07,1.196828414151696e-09
1936,1.5883375681369216e-07,6.0623572828433225e-09
1937,1.7627565185307503e-08,3.777335333410292e-09
1938,2.852347158466273e-08,2.5930428915188486e-09
1939,1.988226472349197e-08,6.117620188206274e-09
1940,2.7893612752905028e-08,0.0
1941,1.0035108743977617e-07,0.0
1942,6.978687139280737e-08,3.034211770724937e-09
1943,4.064529335323641e-08,0.0
1944,2.2492303131116387e-08,1.6065930807940276e-08
1945,3.921307367704685e-08,8.714016175304096e-09
1946,2.227376683094917e-08,5.568441707737293e-09
1947,3.099426493236024e-08,0.0
1948,3.152847583010043e-08,6.523132700664291e-09
1949,4.515823803785679e-08,5.890204768377316e-09
1950,4.5732054587688253e-08,2.1270722960764488e-09
1951,2.1322803078760444e-08,7.462981344019681e-09
1952,7.065018792218325e-08,4.2179215675730575e-09
1953,3.124409886368085e-08,3.232148326759443e-09
1954,3.8112890621277984e-08,0.0
1955,3.472674947602172e-08,9.385607846468247e-10
1956,3.662879421995058e-08,2.616342476002842e-09
1957,2.738861759610245e-08,1.7670075402875796e-09
1958,9.099467845885556e-09,3.3088973783179654e-09
1959,3.642851353902188e-08,2.325224457422337e-09
1960,2.6991250123842292e-08,3.460416619915918e-09
1961,2.91822690456911e-08,6.948159270159238e-10
1962,2.2831043722248978e-08,2.5367825617905737e-09
1963,1.5518526907953856e-08,6.466053248388448e-10
1964,2.251068309533366e-08,4.867174663303331e-09
1965,1.91521518644322e-08,2.73602163147757e-09
1966,2.9357096309468034e-08,5.539074976468328e-09
1967,1.1339771788243524e-08,4.930335695263466e-09
1968,1.122853987567396e-08,1.3474247273492779e-09
1969,3.2246479264586014e-08,1.3625273131978588e-09
1970,2.0694262303777577e-08,9.197450023812337e-10
1971,1.0790635052160269e-08,6.166076982339064e-09
1972,1.9494558856081312e-08,4.104117490300041e-09
1973,7.1671650836435674e-09,9.37244681864513e-09
1974,8.438357568252286e-09,1.6876715580593782e-09
1975,2.7415104852934746e-08,1.1422960355389478e-09
1976,1.428381679602353e-08,5.713526873840635e-10
1977,5.876781727920388e-09,1.7630346071939584e-09
1978,1.7821774278559133e-08,2.3762365408686037e-09
1979,1.6385525825057812e-08,4.681578680276743e-09
1980,2.5014662341504845e-08,2.2740602734216964e-09
1981,1.4548763971333756e-08,3.1627747087981106e-09
1982,1.5518756057986138e-08,1.8622506869903077e-09
1983,1.136756910824488e-08,6.315316047889041e-10
1984,9.278413592994639e-09,6.378909400694965e-09
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,1.8582904104391673e-08,3.5966913891627428e-09
1987,4.277571630240118e-09,3.0554083707556856e-09
1988,1.0793796967334401e-08,0.0
1989,1.3171493229435782e-08,2.7440609784434855e-09
1990,5.993515905799995e-09,2.179460389939436e-09
1991,1.4067516929117119e-08,0.0
1992,1.65298330578878e-09,2.2039776670368383e-09
1993,6.093128224193833e-09,1.661762283333701e-09
1994,4.747434001473039e-09,2.1099706426497278e-09
1995,8.675921314704738e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,3.736664311304594e-09
1997,7.671831170341648e-09,9.58978896292706e-10
1998,2.3840645013706308e-09,2.86087753487152e-09
1999,9.597422412355172e-09,1.8280804647829996e-09
2000,7.068850393920911e-09,8.836062992401139e-10
2001,4.381211837767296e-09,2.6287270138425356e-09
2002,4.381221607729913e-09,1.752488598683044e-09
2003,3.333538334260311e-09,4.1669229178253886e-10
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,5.353256948836815e-09,4.1178899179428186e-10
2007,5.991719120856942e-09,5.592271090648637e-09
2008,4.257439734089985e-09,4.257439678578834e-10
2009,1.907277002999308e-09,1.430457752249481e-09
2010,4.723792912386671e-09,1.4171379625338432e-09
2011,2.6767803529281764e-09,3.823971805871906e-09
2012,5.446804340891731e-09,3.4042526575461807e-09
2013,9.761937924679387e-09,8.367375126105969e-10
2014,3.4647122948427977e-09,1.7323561474213989e-09
2015,1.0861219479352258e-08,1.10828768384863e-09
2016,1.4499380363020009e-08,2.4856081637381067e-09
2017,3.018733707449428e-09,1.509366853724714e-09
2018,3.614053500911041e-09,1.8070267504555204e-09
2019,4.846876677788714e-09,1.2754939326953263e-09
