year,aux_ADP arrières_NOUN,aux_ADP carrières_NOUN
1886,1.936039106809062e-09,5.601606671845616e-07
1887,0.0,6.874957536595616e-07
1888,1.268122939990235e-09,5.116875811950194e-07
1889,0.0,5.958145230522405e-07
1890,4.5880703680722945e-09,6.233221805374001e-07
1891,1.2748440081367107e-09,5.979018289359317e-07
1892,4.387958441043338e-09,7.835640358777596e-07
1893,1.2316833108982905e-09,4.5818618055193383e-07
1894,6.301539290376468e-09,4.713551338131339e-07
1895,2.4074457982692365e-09,4.556091264262818e-07
1896,5.89702897624278e-10,4.96529841242932e-07
1897,1.7480140668268973e-09,5.69852579346275e-07
1898,7.355861253444118e-09,6.552374971491304e-07
1899,1.6582735185011188e-09,1.3094833644089476e-06
1900,2.07642125715779e-09,6.275983013281916e-07
1901,1.1177477832191585e-09,6.035838184814679e-07
1902,3.928227076954727e-09,6.083841626036701e-07
1903,4.860198465905796e-09,5.762034840373076e-07
1904,1.6123875568041512e-09,6.105574374970502e-07
1905,3.096455536422127e-09,8.365590353776042e-07
1906,2.0576738091193647e-09,5.936388731697662e-07
1907,2.5714217422034835e-09,5.209700590924626e-07
1908,8.349361202419914e-09,7.111691213701476e-07
1909,7.701377313651392e-09,5.236936511110457e-07
1910,1.6032452032632705e-09,6.156461829220916e-07
1911,3.1922244847493175e-09,5.096918549440943e-07
1912,3.125652625612929e-09,4.83955244767742e-07
1913,1.590896969716482e-09,5.557532993805125e-07
1914,4.68772043404897e-09,4.654236867018824e-07
1915,2.0027295377644805e-08,4.146828329609775e-07
1916,9.888715624128963e-09,4.812508418439165e-07
1917,4.386569774084137e-09,6.272794523809466e-07
1918,5.743188147278033e-09,6.822907518966304e-07
1919,6.4454939163738345e-09,7.439941320797061e-07
1920,4.543339038320937e-09,6.542408188536797e-07
1921,1.5902768879527684e-08,4.4982119895564665e-07
1922,9.591316185719734e-09,4.6112097962236476e-07
1923,9.554353752605493e-09,4.628553398333679e-07
1924,6.445812328337297e-09,4.937492157353063e-07
1925,5.499089184013428e-09,5.004170962052967e-07
1926,6.687683296036084e-09,4.2578248660163354e-07
1927,1.1149224654616319e-08,4.270153137753141e-07
1928,2.2852082448565625e-09,4.26191337332682e-07
1929,6.684243825105796e-09,3.6874744813175653e-07
1930,7.352522590764465e-09,4.380002618376011e-07
1931,3.4216069977333063e-09,4.39106234928488e-07
1932,1.2055489939655217e-08,4.4166931134626e-07
1933,8.02946331646126e-09,4.4735582171995247e-07
1934,9.585264137967897e-09,4.553000501061888e-07
1935,1.196828414151696e-08,5.672966434389082e-07
1936,7.274828739411987e-09,4.5346433008575104e-07
1937,7.554670666820584e-09,6.09410138352473e-07
1938,2.5930428915188486e-09,4.874920738195954e-07
1939,1.2235240376412548e-08,4.832920099673288e-07
1940,2.282204625281281e-08,4.082610449707147e-07
1941,1.7709016475464523e-08,4.63385912752301e-07
1942,2.4273694165799498e-08,2.97352742206769e-07
1943,3.193558839598154e-08,3.7742057834577736e-07
1944,2.2492303131116387e-08,4.819779224618514e-07
1945,2.6142048525912287e-08,4.966989051169435e-07
1946,2.645009899993056e-08,4.496516767815706e-07
1947,2.9802177392568296e-08,4.0292544212228165e-07
1948,1.9569398546082084e-08,3.17459134979714e-07
1949,1.3743811422273211e-08,3.612659122964601e-07
1950,1.914365022059883e-08,4.1690617447187606e-07
1951,2.4521223718210194e-08,3.774136154710561e-07
1952,1.8980646387944944e-08,4.376093496460953e-07
1953,2.3702419582605216e-08,4.255661760765861e-07
1954,1.6613311171198575e-08,3.439932836357684e-07
1955,2.0648336374051723e-08,3.284962870608865e-07
1956,9.593255967388359e-09,4.1774267067751225e-07
1957,1.0602045463770082e-08,4.3380035297246877e-07
1958,1.4890038535497752e-08,3.557064611747762e-07
1959,1.3176271629333769e-08,3.6195991537368855e-07
1960,1.038124963770315e-08,3.204345904173067e-07
1961,1.598076693198891e-08,2.9599158146709215e-07
1962,1.77574772664002e-08,3.7417543818918375e-07
1963,1.3578711488548834e-08,3.2976870611989284e-07
1964,2.0685492374550307e-08,3.1454115911877523e-07
1965,8.208064727899256e-09,2.9330152351292327e-07
1966,1.7725039214155913e-08,2.9080142960324906e-07
1967,1.1832805180134187e-08,2.81029119753029e-07
1968,3.2338192984537883e-08,3.2248366910181403e-07
1969,2.7250546708046386e-08,3.065686629000197e-07
1970,1.9314644827961303e-08,3.0305598119895194e-07
1971,8.73527572498034e-09,3.5146639776328925e-07
1972,1.8468528373283277e-08,3.211472061614984e-07
1973,1.709093155888297e-08,3.594608930512777e-07
1974,1.9689500752040345e-08,3.099689966923336e-07
1975,1.770558810676448e-08,3.089910882714264e-07
1976,1.1998406657109939e-08,3.336699785361219e-07
1977,1.7630345183761165e-08,3.0559264452278967e-07
1978,1.4257419245211622e-08,3.1069293293661815e-07
1979,1.404473604083023e-08,4.0846775295477755e-07
1980,1.819248218737357e-08,3.547534017656062e-07
1981,2.4669643328145696e-08,3.11849583600754e-07
1982,3.4141263371978425e-08,2.675433515841874e-07
1983,2.273513821648976e-08,3.10713544116048e-07
1984,3.131464620942381e-08,3.334429946599826e-07
1985,2.5866899400206478e-08,3.146136760001639e-07
1986,2.8174081734277934e-08,3.0811654216922335e-07
1987,2.5054348651298852e-08,3.807038805314633e-07
1988,1.9188972188999287e-08,3.639908034980266e-07
1989,1.701317808855407e-08,3.3422663436866173e-07
1990,3.0512445903241314e-08,3.4272015980718606e-07
1991,2.579044766637395e-08,3.4113727798157356e-07
1992,2.1488782309120324e-08,2.8266013907263243e-07
1993,9.970573700002205e-09,4.0103862986029526e-07
1994,1.2659823411809157e-08,3.650249300601871e-07
1995,1.4098371969861745e-08,3.150443967925298e-07
1996,1.975094177097958e-08,3.229545668670397e-07
1997,1.9659066485822052e-08,2.6132175845461347e-07
1998,1.382757464085671e-08,2.5271084502787033e-07
1999,9.140402129625969e-09,3.2082811651790166e-07
2000,7.95245647111642e-09,2.765687612260592e-07
2001,1.5334240544007116e-08,2.7995943729930417e-07
2002,2.0153618329743495e-08,2.668163747721053e-07
2003,1.2500768420409258e-08,2.4751522786914393e-07
2004,1.1892936774282603e-08,3.4181181463033283e-07
2005,1.3961623857028371e-08,3.332774773934233e-07
2006,1.1941880373456115e-08,3.0472386602919954e-07
2007,1.3581230362547103e-08,3.207567076390916e-07
2008,1.064359897440248e-08,2.665157261549922e-07
2009,1.6688674220333155e-08,2.6606513570115453e-07
2010,1.842279218067233e-08,2.1634971525408275e-07
2011,1.491349077564763e-08,1.9922893446100431e-07
2012,1.3617010630184723e-08,1.7668070939613756e-07
2013,1.310888730898796e-08,1.8045638916497353e-07
2014,9.74450338475652e-09,1.7691686596266187e-07
2015,9.75293146243672e-09,1.9572361265041138e-07
2016,1.2220906064897008e-08,1.7192121748443867e-07
2017,1.0314006537726073e-08,1.1823373446961938e-07
2018,1.1100306396283344e-08,1.0893789170740575e-07
2019,9.693753688644335e-09,1.8877309287956834e-07
