year,avais_VERB assez_ADV,avais_VERB cassé_VERB
1870,6.536815533308982e-08,5.734048791339319e-10
1871,4.354682658913589e-08,0.0
1872,6.652073381019363e-08,3.0236697590169115e-09
1873,5.147963832996538e-08,5.986004469882289e-10
1874,6.034355237716227e-08,2.9873046258899194e-09
1875,6.522540729747561e-08,1.1443054281912168e-09
1876,5.985554452081487e-08,1.813804439976252e-09
1877,4.08197848855707e-08,1.2369631985365004e-09
1878,2.3552445327368332e-08,1.2078177347163432e-09
1879,6.109325312309011e-08,0.0
1880,6.738738278500023e-08,0.0
1881,5.0899306103247e-08,0.0
1882,4.592215674392719e-08,1.3310770263785798e-09
1883,5.308244865886991e-08,3.791603475633565e-09
1884,5.545425452169184e-08,3.300848483434038e-09
1885,4.18966337178972e-08,3.2228177904158883e-09
1886,4.7755634113855194e-08,8.38950331427668e-09
1887,5.419007464979586e-08,0.0
1888,6.150396103521416e-08,1.268122939990235e-09
1889,5.450668894013688e-08,7.51816386923565e-09
1890,6.357755211183758e-08,1.3108772956016423e-09
1891,5.991766727220238e-08,1.2748440081367107e-09
1892,6.70730813112641e-08,1.8805537127519756e-09
1893,5.049901474762919e-08,1.2316833108982905e-09
1894,5.293292915098391e-08,1.2603078580752936e-09
1895,6.861220214204877e-08,4.814891596538473e-09
1896,7.725108019940308e-08,2.358811590497112e-09
1897,5.535378022614168e-08,5.826713556089658e-10
1898,4.5266837389590364e-08,1.6975064687230201e-09
1899,5.085372123403431e-08,5.527578395003729e-09
1900,5.1391424449320766e-08,1.5573159428683425e-09
1901,3.800342440740678e-08,5.588738916095792e-10
1902,4.812078202576231e-08,4.910283846193408e-10
1903,5.022204874194358e-08,0.0
1904,2.7948050984605288e-08,1.0749250378694342e-09
1905,3.509316215399849e-08,5.160759042333041e-10
1906,4.3211148437194424e-08,2.572092316910357e-09
1907,5.965698335330671e-08,0.0
1908,4.0273391732625896e-08,0.0
1909,5.3359539009534274e-08,1.6502950117569526e-09
1910,5.076943310200477e-08,5.344150677544235e-10
1911,5.2671705219609066e-08,5.320374141248863e-10
1912,6.876435776348444e-08,2.0837684910901544e-09
1913,6.257528184505645e-08,0.0
1914,4.888622839871459e-08,0.0
1915,4.2410743361642744e-08,0.0
1916,4.0653610255958483e-08,1.0987462051303964e-09
1917,3.947912929902486e-08,0.0
1918,5.054005569604669e-08,0.0
1919,4.327688785110695e-08,0.0
1920,9.389567168227586e-08,0.0
1921,5.9067428281878165e-08,0.0
1922,8.263288009402459e-08,0.0
1923,5.732611896291928e-08,6.369568872344189e-09
1924,8.379555538340355e-08,0.0
1925,6.598907020816114e-08,0.0
1926,7.244990030130793e-08,3.343841648018042e-09
1927,9.365349029621939e-08,2.2298449753321847e-09
1928,8.455270261720216e-08,1.1426041224282812e-09
1929,5.570203143179242e-08,0.0
1930,6.932378227020308e-08,2.100720708497761e-09
1931,6.044839295782367e-08,1.1405356659111021e-09
1932,9.315606064319581e-08,3.287861094491973e-09
1933,8.373583426646292e-08,0.0
1934,7.06913212411564e-08,3.5944740517379614e-09
1935,8.258115968828861e-08,1.196828414151696e-09
1936,7.032334536916096e-08,0.0
1937,6.673292318737367e-08,3.777335333410292e-09
1938,8.427389275311725e-08,1.2965214457594243e-09
1939,6.882322622914216e-08,0.0
1940,4.057252667166722e-08,5.0715658339584024e-09
1941,8.854507882460894e-08,2.9515025978810172e-09
1942,1.153000468434584e-07,0.0
1943,8.129058670647282e-08,0.0
1944,8.675602458652065e-08,6.4263723231761105e-09
1945,8.931866801731303e-08,2.178504043826024e-09
1946,1.0023195073927127e-07,2.7842208538686464e-09
1947,8.46381809083141e-08,2.3841741914054637e-09
1948,1.2176514019301976e-07,0.0
1949,9.915178367236877e-08,9.817008317369869e-10
1950,8.401935502888591e-08,1.0635361480382244e-09
1951,1.3753208349953638e-07,1.0661401761424827e-09
1952,1.0333907596304925e-07,0.0
1953,9.480967833042087e-08,2.1547654771580937e-09
1954,1.192249357018227e-07,2.9317608341017376e-09
1955,1.0511880788044436e-07,1.8771215692936494e-09
1956,9.68046691696145e-08,0.0
1957,9.18843952035786e-08,8.835037701437898e-10
1958,1.2987422337573662e-07,3.3088973783179654e-09
1959,1.0153479479413363e-07,0.0
1960,1.1280958034376454e-07,6.920833239831836e-09
1961,1.1325499826853047e-07,2.779263708063695e-09
1962,1.6615925346741278e-07,6.341956404476434e-10
1963,1.306142820567402e-07,2.5864212993553792e-09
1964,1.3080531857667665e-07,3.6503808864551957e-09
1965,1.1053527515514361e-07,1.6416130677043839e-09
1966,1.3681514587915444e-07,2.769537488234164e-09
1967,1.3706332424590073e-07,1.9721342336964653e-09
1968,1.1408196343154486e-07,2.6948494546985557e-09
1969,1.021895528197092e-07,2.2708788183223305e-09
1970,9.979233084322914e-08,1.3796175313274261e-09
1971,1.1818314504807859e-07,1.0276794970565106e-09
1972,8.823852937211996e-08,2.565073486948677e-09
1973,1.1081539952328967e-07,2.205281512956958e-09
1974,1.2094979240373505e-07,6.1881286761433785e-09
1975,9.766630881813398e-08,0.0
1976,7.998937689990271e-08,2.285410749536254e-09
1977,8.932708084330443e-08,4.7014254711541525e-09
1978,9.920787391592967e-08,4.158414057542359e-09
1979,9.070558348867053e-08,3.5111840102075575e-09
1980,1.0574380127081895e-07,5.685150683554241e-10
1981,1.1322733683982733e-07,1.8976649140967083e-09
1982,1.0366528613303672e-07,2.483000915987077e-09
1983,9.599280303973501e-08,2.5261264191556165e-09
1984,1.1250076425994848e-07,2.3196033982486597e-09
1985,1.1970961111273937e-07,4.812446441349039e-09
1986,9.890901253584161e-08,5.994485352545098e-09
1987,1.0816145845637948e-07,2.4443267410134695e-09
1988,1.3132452636455128e-07,1.1993107618124554e-09
1989,1.3500780937647505e-07,3.2928733073589456e-09
1990,1.2204978361296526e-07,1.089730194969718e-09
1991,1.3188297032229457e-07,2.9307325455363298e-09
1992,1.113008707420704e-07,3.30596661157756e-09
1993,1.2850961184085463e-07,3.323524566667402e-09
1994,1.0655351445620909e-07,1.5824779264761446e-09
1995,9.814635859584087e-08,1.0844901643380922e-09
1996,1.0676184558633395e-07,1.067618438099771e-09
1997,1.0740563993749674e-07,2.3974471297094624e-09
1998,1.1348147666012665e-07,2.86087753487152e-09
1999,1.0694270713429432e-07,9.140402323914998e-10
2000,1.1972865365805774e-07,1.7672125984802278e-09
2001,1.2048332109770854e-07,2.190605918883648e-09
2002,1.3318913261173293e-07,3.504977197366088e-09
2003,1.2667445048464288e-07,2.5001538617175356e-09
2004,1.4447715557253105e-07,1.7619165015858584e-09
2005,1.29257614389644e-07,1.3511248786457486e-09
2006,1.7048064648861327e-07,3.294311934354255e-09
2007,2.2648698916327703e-07,3.994479413904628e-09
2008,2.12446238379016e-07,3.8316958494988285e-09
2009,2.212441359006334e-07,7.629108011997232e-09
2010,3.1413222245646466e-07,8.97520635589899e-09
2011,3.2159604756998306e-07,1.185431308670104e-08
2012,4.32680508311023e-07,1.2595735121578855e-08
2013,4.867023335464182e-07,1.4224537991935904e-08
2014,5.086630494588462e-07,1.6240838007774983e-08
2015,4.510731059781392e-07,1.884089151360513e-08
2016,4.660515173782187e-07,1.5742184444889062e-08
2017,4.973363729732228e-07,1.509366853724714e-08
2018,5.480453637574101e-07,1.7295826992835828e-08
2019,4.7677960424152843e-07,1.3265136544760026e-08
