year,des_DET offres_NOUN,des_DET coffres_NOUN
1943,6.909699852286622e-07,3.1935586353171175e-07
1944,6.137185444288207e-07,4.016482613167227e-07
1945,7.559409063162548e-07,3.245971043064344e-07
1946,5.76333725632594e-07,2.7981419581379896e-07
1947,6.961788887593912e-07,2.36033249390033e-07
1948,6.360054136678173e-07,2.0765305741576867e-07
1949,7.667083572471256e-07,2.287362921293834e-07
1950,6.80663118757252e-07,3.435221813674616e-07
1951,6.045014782074531e-07,2.6866733016106537e-07
1952,6.843578006510143e-07,2.6572906097754867e-07
1953,7.18614268535589e-07,2.1655393211972296e-07
1954,7.319629453661491e-07,2.277000925587913e-07
1955,7.874525138618083e-07,2.5247285151408505e-07
1956,7.500181915531812e-07,2.215169896402358e-07
1957,7.412596509936975e-07,2.2706047442255795e-07
1958,5.732664600799353e-07,2.473400844138496e-07
1959,6.805156580469429e-07,2.6817588683059057e-07
1960,7.280716474156179e-07,2.498420954566427e-07
1961,7.844472094120647e-07,2.126136795510547e-07
1962,9.747587235153787e-07,2.7080155096115277e-07
1963,7.022133594603019e-07,2.7480726405570977e-07
1964,1.011155587704593e-06,2.512678909383226e-07
1965,1.2514562932608442e-06,2.5554443627839873e-07
1966,1.088428181361678e-06,2.597825963235323e-07
1967,1.6856817737220808e-06,2.711684663481151e-07
1968,1.4363548288542916e-06,2.443330258117271e-07
1969,1.7522101174449745e-06,2.4570909662458007e-07
1970,1.5047028512071847e-06,2.0050440463492691e-07
1971,1.4238499552732264e-06,2.2300645419193188e-07
1972,9.542073442503352e-07,2.3034359331042253e-07
1973,8.297371625332062e-07,2.3100324142433237e-07
1974,9.079672693701468e-07,2.013954620849745e-07
1975,7.619114796852955e-07,2.2903035734600508e-07
1976,8.518868579443506e-07,2.491097843559942e-07
1977,7.633939524964717e-07,2.403603813760924e-07
1978,9.481184015669442e-07,2.1980187536740914e-07
1979,9.099818338853538e-07,2.422716933736524e-07
1980,7.46460264267057e-07,2.1489869928004168e-07
1981,6.888523405024216e-07,2.410034323219179e-07
1982,6.71651733341605e-07,2.5574910811343443e-07
1983,5.955343294061777e-07,2.507180596467151e-07
1984,6.663060503342422e-07,2.3370003976452836e-07
1985,7.176560892219186e-07,2.418254376745921e-07
1986,8.3623073265926e-07,2.3438437768419362e-07
1987,6.563017134197935e-07,2.2915563846481746e-07
1988,7.297805799666435e-07,2.64448032361031e-07
1989,8.078516007259395e-07,2.1842726916077027e-07
1990,7.426511299257754e-07,2.517276893598819e-07
1991,7.608181675777814e-07,2.479399814347971e-07
1992,7.576173359780114e-07,2.782521821842465e-07
1993,7.738272902457766e-07,2.91362302284881e-07
1994,7.51149555000552e-07,2.8168109444948186e-07
1995,7.846286393942137e-07,2.4672151432980627e-07
1996,7.457314552539174e-07,2.727765107124469e-07
1997,7.254675615797623e-07,2.464575841187866e-07
1998,7.867413032158765e-07,2.5986302976122033e-07
1999,8.59197834657266e-07,2.691848397518015e-07
2000,9.335300674706559e-07,2.2752862172126243e-07
2001,1.0273941430938294e-06,2.28699259530174e-07
2002,8.241077402715291e-07,2.2475665950594248e-07
2003,9.042222508526265e-07,2.3626452660963082e-07
2004,8.510056925814524e-07,2.378587327100945e-07
2005,9.165130485655482e-07,2.323934813475148e-07
2006,9.952939379331838e-07,2.7672220959118476e-07
2007,1.0872972904252265e-06,2.6243729411845607e-07
2008,1.1452512183041108e-06,2.5033744943669944e-07
2009,1.2917033700432512e-06,2.62727413158359e-07
2010,1.5390117908964385e-06,2.905132845398839e-07
2011,2.0905654665170914e-06,3.407159017143613e-07
2012,1.8645091586222406e-06,3.6527630342675366e-07
2013,1.4536919366037182e-06,3.570079947223803e-07
2014,1.4941571819804267e-06,4.3287249162915487e-07
2015,1.4141750774854245e-06,3.987619026091238e-07
2016,1.3803410219281886e-06,3.4487810296468524e-07
2017,1.2648493346034684e-06,3.001124344592654e-07
2018,1.1719858399317218e-06,3.368814001092346e-07
2019,1.2183517235087038e-06,3.660667564631126e-07
