year,mes_DET offres_NOUN,mes_DET coffres_NOUN
1844,1.4544687676476542e-07,4.9397051782307244e-08
1845,1.071403762376022e-07,4.296775363288319e-08
1846,1.4694797645375957e-07,5.32759618643297e-08
1847,8.089835823454905e-08,3.128069714364301e-08
1848,6.757986570349317e-08,3.137636539474187e-08
1849,6.787325990131876e-08,2.3462362719328667e-08
1850,1.2220193212897357e-07,7.332116069846961e-08
1851,8.190787315065506e-08,2.0638204034639784e-08
1852,1.0612189060843491e-07,2.7344291275710475e-08
1853,1.0212003664911151e-07,5.6136159720665546e-08
1854,6.806320396179899e-08,4.5202280363199066e-08
1855,6.633671745248648e-08,2.0166361025530932e-08
1856,1.4237270606898278e-07,3.106313400946803e-08
1857,9.763018216091268e-08,9.27486728530269e-08
1858,1.5219332061278124e-07,3.425573330551046e-08
1859,6.772590310788473e-08,3.4626779665813956e-08
1860,1.2221081258090294e-07,4.577183820853037e-08
1861,8.630213904625705e-08,4.715963752843777e-08
1862,7.99683590735345e-08,4.246907092664287e-08
1863,9.889349456004837e-08,4.844782175439377e-08
1864,1.1123768750564977e-07,6.04135705906117e-08
1865,1.2708479779632853e-07,2.4475590554295934e-08
1866,8.368854520490743e-08,4.7196446417707705e-08
1867,5.871901898046872e-08,4.416058452250127e-08
1868,6.86642493974432e-08,6.421836418191162e-08
1869,9.034510251026973e-08,2.9301115311852755e-08
1870,7.970327775552732e-08,3.555110206221457e-08
1871,7.647247302067228e-08,2.3366590440332402e-08
1872,9.3129022604721e-08,3.3865100612651133e-08
1873,7.721945793903728e-08,3.2923023418618413e-08
1874,1.547423706949047e-07,5.6161326922321564e-08
1875,1.5390908458812191e-07,3.318485752856759e-08
1876,1.0761906299450175e-07,4.353130833578689e-08
1877,9.277223655956846e-08,2.473926408175231e-08
1878,7.911205890387407e-08,2.959153455606156e-08
1879,9.469454276267442e-08,4.704180622816523e-08
1880,8.022307773636328e-08,3.786529134686134e-08
1881,7.600033291588204e-08,3.6257038260600893e-08
1882,1.4508740120433572e-07,2.0631693686823382e-08
1883,6.192952339834079e-08,3.159669414998234e-08
1884,7.856019301755168e-08,3.1688145440966764e-08
1885,5.994441054646416e-08,4.18966337178972e-08
1886,6.19532544710033e-08,1.2261581472383654e-08
1887,7.442974081506293e-08,2.350412908747046e-08
1888,6.277208242089216e-08,3.550744054336974e-08
1889,5.325366236874629e-08,3.383173807769424e-08
1890,5.571228456346944e-08,2.7528423096612187e-08
1891,5.035633821037777e-08,2.358461337337303e-08
1892,5.704346128787563e-08,2.1312942521944933e-08
1893,5.727327256899173e-08,3.0176241949675386e-08
1894,4.537108400093359e-08,2.142523314319078e-08
1895,5.296380867214623e-08,4.634333095054899e-08
1896,3.9510093363670507e-08,2.181900704556483e-08
1897,4.8361722848611066e-08,1.689746942368231e-08
1898,6.05443979395659e-08,2.998928039232851e-08
1899,5.5275783950037294e-08,2.266307141951529e-08
1900,5.969711236453179e-08,1.4015843596837385e-08
1901,4.415103660448949e-08,1.4530721514915967e-08
1902,4.173741319224433e-08,1.0802624572647801e-08
1903,3.564145245604777e-08,8.640352433531007e-09
1904,4.1384613957973215e-08,2.3110889202371254e-08
1905,5.2639743064464284e-08,1.3417973399043603e-08
1906,3.961022088105892e-08,2.211999294843281e-08
1907,4.628559180375191e-08,9.771402353919711e-09
1908,3.830883388289408e-08,1.7680999775393502e-08
1909,5.886052356629534e-08,2.310413166339842e-08
1910,6.19921465272455e-08,2.0842188086511726e-08
1911,5.320374063533251e-08,1.276889793899727e-08
1912,4.896856020675244e-08,1.8753916364300238e-08
1913,3.818152510826067e-08,1.96210621083992e-08
1914,5.022557714173814e-08,1.875088229130739e-08
1915,2.238344798399794e-08,1.295883844676382e-08
1916,2.8567401333390308e-08,5.493730803607377e-09
1917,5.3735480953776005e-08,1.7546279096336548e-08
1918,3.445912710731136e-08,2.2972752589112133e-08
1919,2.8544329566670967e-08,8.287063479883727e-09
1920,4.1647274962031133e-08,1.514446301698058e-08
1921,3.104826507005498e-08,1.6660043622440668e-08
1922,2.803615417601435e-08,3.467629738906908e-08
1923,3.503262879789304e-08,2.866305948145964e-08
1924,6.059063628605088e-08,3.867487308184536e-08
1925,5.609070807821581e-08,2.4195991210618217e-08
1926,5.2386851856489614e-08,1.89484357093761e-08
1927,5.909089240141441e-08,2.3413372796099452e-08
1928,6.284322751071159e-08,1.9424270192303084e-08
1929,4.9017789383043464e-08,1.893869105984436e-08
1930,5.461873708867415e-08,2.205756699513728e-08
1931,5.474571374008974e-08,2.2810713318222042e-08
1932,4.055028668403793e-08,1.6439305028370654e-08
1933,3.785318369864399e-08,1.1470662641954732e-08
1934,4.193553237996639e-08,1.3179738189705859e-08
1935,4.4282650435434334e-08,3.351119559624749e-08
1936,2.424942913137329e-08,2.3036958118893835e-08
1937,1.1332006444320086e-08,1.3850230295986421e-08
1938,3.889564470505036e-08,1.4261736125398272e-08
1939,4.282333954108708e-08,1.8352860564618823e-08
1940,2.7893612752905028e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,7.282108316353231e-08,1.517105907566929e-08
1943,2.322588166236983e-08,2.322588166236983e-08
1944,3.855823393905666e-08,1.6065930807940276e-08
1945,3.921307367704685e-08,8.714016175304096e-09
1946,4.31554223467856e-08,3.897909284233947e-08
1947,5.602809260984998e-08,1.6689218895749036e-08
1948,4.348755178185115e-08,1.195907639583993e-08
1949,3.337782761292374e-08,9.817008539414473e-09
1950,2.9779012145070283e-08,5.317680740191122e-09
1951,4.157946520422229e-08,1.0661401761424827e-09
1952,1.7926167217297007e-08,2.4253048791500476e-08
1953,3.016671712430252e-08,2.370241980464982e-08
1954,2.34540866728139e-08,1.661331139324318e-08
1955,2.7218262754757916e-08,1.6894094567732054e-08
1956,4.7094165012140365e-08,1.831439710997529e-08
1957,2.03205861026845e-08,1.501956425897788e-08
1958,2.2335056470978998e-08,1.6544486669545222e-08
1959,3.10029915073784e-08,2.247716912595621e-08
1960,2.906750040665429e-08,1.038124963770315e-08
1961,4.7247483425660874e-08,1.737039800886464e-08
1962,2.980719426837197e-08,1.4586500007851555e-08
1963,3.814971527571487e-08,2.133797583070418e-08
1964,5.597250835043255e-08,3.650381130704261e-08
1965,5.143720827049947e-08,2.298258228172756e-08
1966,4.154306187942325e-08,1.4401594583546284e-08
1967,3.8949649949771015e-08,2.1200442679170095e-08
1968,4.0871883544291165e-08,2.8295920051490953e-08
1969,5.949702763796694e-08,2.0437909559190004e-08
1970,2.8052221878738237e-08,1.8854772326770686e-08
1971,3.8537980029396124e-08,2.05535893860187e-08
1972,4.4119263242770046e-08,1.8468528706350185e-08
1973,2.9771299703273968e-08,1.5436970424165253e-08
1974,1.518904385600095e-08,1.5751600079827455e-08
1975,1.770558810676448e-08,1.6563292959403952e-08
1976,2.9138986334942274e-08,1.1998406601598788e-08
1977,2.7620874476497193e-08,2.1744092748576804e-08
1978,5.6435616291317103e-08,2.0198010375338527e-08
1979,4.0963814784689134e-08,1.4629933042797916e-08
1980,2.5014663285194416e-08,1.9329511546928302e-08
1981,2.2771979080182803e-08,1.5181319312773667e-08
1982,2.7933760193832313e-08,1.6760255405756652e-08
1983,1.8314416649900522e-08,1.7682885711245433e-08
1984,2.2616132966390978e-08,1.0438215014563212e-08
1985,2.9476234120195954e-08,1.2632671464452017e-08
1986,6.294209531354511e-08,1.0190625454598035e-08
1987,2.6276512354872494e-08,1.6499206278997036e-08
1988,1.4991384134077634e-08,1.8589316752581908e-08
1989,2.0854864168917686e-08,1.481792966107065e-08
1990,2.2884334427430986e-08,1.9070278800548124e-08
1991,2.1687421636329418e-08,1.6998248419941575e-08
1992,1.2672871751995274e-08,1.7080827419135858e-08
1993,1.8833305859278227e-08,2.271075000281897e-08
1994,2.004472138272817e-08,1.371480873313402e-08
1995,2.2232049090575856e-08,1.0844901865425527e-08
1996,2.2953797085278893e-08,6.939520069693117e-09
1997,1.3425704992187093e-08,1.2466725429760572e-08
1998,2.0979768367013207e-08,1.8118891276230897e-08
1999,1.553868322901053e-08,2.1022924651115105e-08
2000,2.0764748254187282e-08,1.855573306119851e-08
2001,1.270551397425379e-08,1.7524847351069184e-08
2002,1.6648641576466616e-08,1.0514931758631718e-08
2003,1.6667692559479974e-08,1.333415317050779e-08
2004,2.4226351952316705e-08,2.202395671391244e-08
2005,2.2518747755384538e-08,2.206837301788056e-08
2006,1.9354083113931608e-08,1.1941880539989569e-08
2007,1.9972396736456233e-08,1.3581230362547103e-08
2008,2.3841662866175284e-08,1.4049550939310151e-08
2009,3.099325018851573e-08,1.6211854303449513e-08
2010,1.936755095188758e-08,2.7397999646794347e-08
2011,2.8297391763132396e-08,3.2121365900472654e-08
2012,3.4042528684885554e-08,3.9489332581688075e-08
2013,3.932666148287467e-08,4.2673613753763107e-08
2014,3.941110326977082e-08,4.114345775185768e-08
2015,5.519272749943127e-08,4.233659067764961e-08
2016,6.73185502897411e-08,3.417711047504213e-08
2017,3.018733585324895e-08,1.7860841028394248e-08
2018,4.285234900258672e-08,3.9754586955709215e-08
2019,4.8468766999931745e-08,4.3621891432366056e-08
