year,des_DET arrières_NOUN,des_DET carrières_NOUN
1929,2.4508893581298707e-08,6.160644776542767e-07
1930,2.520864939015155e-08,6.459716432871687e-07
1931,2.737285598186645e-08,6.980078026685987e-07
1932,3.6166470818166374e-08,5.293456131205687e-07
1933,3.555905436769535e-08,5.941802960762743e-07
1934,2.156684431042777e-08,6.865445456583075e-07
1935,1.4361940969820353e-08,7.180970298392708e-07
1936,1.9399543305098632e-08,6.232103055836546e-07
1937,3.021868422159457e-08,7.126572731941394e-07
1938,2.9819993585533666e-08,6.625224651113371e-07
1939,1.2235240376412548e-08,7.723495460965069e-07
1940,3.296517903095264e-08,7.074834602605051e-07
1941,2.066051862925633e-08,7.024576458292131e-07
1942,3.034211815133858e-08,6.46287086736308e-07
1943,4.3548528338988035e-08,6.706473554274339e-07
1944,5.462416652335378e-08,8.257888275409186e-07
1945,3.485606470121638e-08,6.491941992869954e-07
1946,3.062642850437669e-08,6.598603645713297e-07
1947,4.0530959921625254e-08,6.07964441456943e-07
1948,2.8266908591589868e-08,6.370926195486959e-07
1949,3.435953033203987e-08,6.400689267493931e-07
1950,4.785912821603233e-08,6.115332622513847e-07
1951,3.091806555222121e-08,6.578084601471801e-07
1952,3.9015773722894664e-08,5.926179578175095e-07
1953,4.0940545176226806e-08,6.712094631211585e-07
1954,4.29991580119804e-08,5.863521810312022e-07
1955,3.754243138587299e-08,5.668907405720347e-07
1956,4.883839466174322e-08,6.959471257061978e-07
1957,2.8272120644601273e-08,6.078505889739461e-07
1958,4.7979010986409776e-08,6.68397278857924e-07
1959,6.200598257066758e-08,6.363364160044682e-07
1960,5.3982500247684584e-08,6.540187582615431e-07
1961,3.890969324515936e-08,5.683594173078177e-07
1962,4.50278889729816e-08,6.189749397478295e-07
1963,4.720219037857021e-08,6.25267366771709e-07
1964,4.137098486012292e-08,6.163059902419832e-07
1965,4.322914293197755e-08,6.785333894754331e-07
1966,3.6003986569888013e-08,5.84926306501643e-07
1967,5.275459002973548e-08,5.467742258957742e-07
1968,3.9524459594098005e-08,6.265525174242725e-07
1969,4.132999761874423e-08,7.203227792018652e-07
1970,4.828661204214768e-08,5.670227967158326e-07
1971,4.52178992027541e-08,6.268844696677434e-07
1972,3.847610230423015e-08,5.84836739481176e-07
1973,4.4105630925272976e-08,6.577252382733434e-07
1974,4.669224484832313e-08,6.272512407257125e-07
1975,4.740528680713396e-08,6.750969543389829e-07
1976,4.627956839975411e-08,7.913234720824391e-07
1977,4.995264646368014e-08,6.070715814487926e-07
1978,3.207919463399378e-08,6.558413108148642e-07
1979,3.7452630219370064e-08,6.43717095627494e-07
1980,4.320714369621115e-08,7.055272104317112e-07
1981,5.75625000998059e-08,6.129457714720843e-07
1982,5.462601859740346e-08,7.188287733939092e-07
1983,5.7469376368857183e-08,6.485829477931304e-07
1984,5.7410185327899654e-08,6.297723187387305e-07
1985,5.293691107688403e-08,6.935938614560655e-07
1986,3.5367463624425e-08,6.923630773147949e-07
1987,4.766437272651913e-08,7.326869173596151e-07
1988,6.296381366288628e-08,7.34577862537833e-07
1989,5.3234785468703194e-08,7.354083757515895e-07
1990,4.0864882255853274e-08,7.480997590292304e-07
1991,4.220254928855027e-08,7.866086502161806e-07
1992,5.014049264673304e-08,7.680861928704985e-07
1993,4.7637184863447146e-08,7.876753240765311e-07
1994,5.327675700605994e-08,6.989278023006307e-07
1995,5.5308997159997375e-08,6.783486155015339e-07
1996,3.736664644371501e-08,7.553400505067032e-07
1997,4.1715581322598894e-08,7.652651783374154e-07
1998,3.9098657866887265e-08,7.366759486870933e-07
1999,4.753009266722508e-08,8.518855096895095e-07
2000,5.1690968172479757e-08,7.828751797944733e-07
2001,4.118339144709715e-08,7.513778408352323e-07
2002,3.461164843621134e-08,7.789811582448181e-07
2003,3.70856136910902e-08,7.95465607161816e-07
2004,4.669078834673712e-08,8.743510515607511e-07
2005,5.494574339959257e-08,7.931103231939574e-07
2006,4.7767522548536334e-08,8.717573196648232e-07
2007,4.074368931128447e-08,8.396396111720605e-07
2008,4.7257581126114445e-08,7.561212909124038e-07
2009,4.5774648294028e-08,7.085533990647264e-07
2010,2.6453241208646006e-08,6.679443234069993e-07
2011,4.435807626768096e-08,6.045699949552841e-07
2012,2.9276573276781903e-08,5.365102546672773e-07
2013,3.179602714453722e-08,5.371854836511147e-07
2014,3.7895289489719985e-08,4.95886958606917e-07
2015,2.881547996047562e-08,5.3264307409151e-07
2016,3.2105771152757256e-08,5.207349060842859e-07
2017,2.540767357617213e-08,4.226227083847789e-07
2018,3.226833494851533e-08,4.4530299736500467e-07
2019,2.0152802537865e-08,4.7601431574229025e-07
