year,ses_DET ans_NOUN,ses_DET camps_NOUN
1928,4.798937336403242e-08,3.7705934374798744e-08
1929,6.57283965033173e-08,4.79037471912136e-08
1930,4.20144132817768e-08,5.146765613694981e-08
1931,4.5621425748265665e-08,6.044839118146683e-08
1932,5.58936368300067e-08,3.2878610389808216e-08
1933,1.835305885045102e-08,4.473558234963093e-08
1934,2.516131836216573e-08,4.672816089623666e-08
1935,5.0266793394371234e-08,5.146362180852293e-08
1936,6.304851440930292e-08,5.4561213769233063e-08
1937,2.3923124259361828e-08,6.169647714937554e-08
1938,1.1409389033545381e-07,6.223302773111783e-08
1939,7.188203721142372e-08,5.199977071157491e-08
1940,2.02862628917444e-08,4.3108308034334186e-08
1941,4.7224041566096275e-08,5.312704587367989e-08
1942,5.765002231150618e-08,8.799213935262173e-08
1943,5.2258234184421326e-08,6.387117701400769e-08
1944,4.4984606262232774e-08,7.711646787811333e-08
1945,3.267756065739036e-08,8.931866490868856e-08
1946,3.897909195416105e-08,1.1832938273670379e-07
1947,3.4570525775379224e-08,7.390939771312333e-08
1948,4.892349725338363e-08,7.936478141346015e-08
1949,2.846932456446183e-08,5.301184358152966e-08
1950,1.0635361658017928e-07,7.763813569816591e-08
1951,4.797630914765705e-08,7.569595084078173e-08
1952,1.5817205323287453e-08,6.854122491795067e-08
1953,2.801195131407752e-08,6.033343169509209e-08
1954,3.518112912104243e-08,5.0817188679275205e-08
1955,1.6894094123642844e-08,4.1296675412638706e-08
1956,4.622205040938354e-08,5.40710793917043e-08
1957,2.738861626383482e-08,5.7427745059346336e-08
1958,4.797901348441158e-08,3.639787121700877e-08
1959,5.968075811324525e-08,3.1778064624177205e-08
1960,3.045166724335857e-08,5.744291597942208e-08
1961,5.2111194193127375e-08,4.794230035187752e-08
1962,4.122271529682919e-08,7.29324967085887e-08
1963,3.9442925370281046e-08,4.590897972889252e-08
1964,5.718930329301486e-08,3.1636636366183524e-08
1965,7.387258760260806e-08,4.979559514728393e-08
1966,5.040558159752351e-08,5.594465402047888e-08
1967,7.247593147852172e-08,5.5712793378681624e-08
1968,8.623518454875523e-08,7.051522907253194e-08
1969,4.678010531722343e-08,7.539317936622325e-08
1970,4.2768142805016396e-08,5.242546610717547e-08
1971,5.6008531923446014e-08,5.755005072494157e-08
1972,2.9241836674298582e-08,6.566587984480066e-08
1973,5.6785999680286636e-08,7.66335349622338e-08
1974,3.0378086990356934e-08,5.2880373024866145e-08
1975,3.712462071092659e-08,7.025120396519924e-08
1976,3.542386795007957e-08,6.399150132008202e-08
1977,3.64360481786008e-08,7.110905730911554e-08
1978,3.3861370818399905e-08,6.059403034885946e-08
1979,2.6333880187578984e-08,4.6815785026410595e-08
1980,1.8760996423061727e-08,6.992735385180637e-08
1981,2.024175771442316e-08,4.7441620409927054e-08
1982,4.03487647737677e-08,8.690503328079302e-08
1983,1.4525227021167098e-08,5.999550367619122e-08
1984,2.3775934665515308e-08,6.146948811069919e-08
1985,1.9249785432329247e-08,7.278824976086895e-08
1986,2.2179595993154777e-08,6.653878542595137e-08
1987,3.1165165836899433e-08,5.3775189468030504e-08
1988,3.717863328311921e-08,7.615623320855747e-08
1989,2.2501301488730974e-08,6.91503367900026e-08
1990,2.3429198747759727e-08,5.884543230472161e-08
1991,2.285971378856999e-08,7.033758275820645e-08
1992,2.975369950419804e-08,7.383325389964668e-08
1993,2.8249958761161764e-08,7.200969953657932e-08
1994,3.481451560372051e-08,6.804655300340912e-08
1995,3.633042044981494e-08,6.127369284181228e-08
1996,3.20285515886809e-08,4.750902116157363e-08
1997,2.3494983403260505e-08,6.13746503619339e-08
1998,3.337690390736725e-08,6.436974508972071e-08
1999,3.427650954734851e-08,8.043554314274282e-08
2000,2.9600811024543816e-08,6.273604591378046e-08
2001,2.716351391041094e-08,8.893860026226719e-08
2002,4.3812214689520346e-08,7.316639782928291e-08
2003,1.833446089394286e-08,7.458792117276403e-08
2004,2.026204010130428e-08,8.236959747609518e-08
2005,3.7831496380036356e-08,8.422011632536197e-08
2006,2.141302812841417e-08,6.423908266439682e-08
2007,2.3567429258131156e-08,8.148737867808009e-08
2008,1.6604014163590364e-08,6.897052562404582e-08
2009,3.0516430937765904e-08,8.201290802034578e-08
2010,2.2201827765133686e-08,6.613310343794865e-08
2011,1.4913490886669933e-08,5.6594784775265694e-08
2012,1.8723389366703813e-08,5.7191445468340874e-08
2013,2.036061236276865e-08,6.052401207989888e-08
2014,2.0138640005606945e-08,7.08100595520067e-08
2015,1.994917830927534e-08,5.674433101177101e-08
2016,3.2934305949083864e-08,5.903319136302265e-08
2017,1.2829617646037406e-08,5.685281756484528e-08
2018,1.6779534151023512e-08,4.5950107663284e-08
2019,1.836711227554133e-08,5.255034751794341e-08
