year,trop_ADV aux_ADP,trop_ADV chauds_ADJ
1863,2.9717995175815304e-07,8.141231688796324e-08
1864,3.1165731684268394e-07,7.623617648278014e-08
1865,3.760768549909699e-07,9.178346260796388e-08
1866,2.9534271561715286e-07,8.076917623611735e-08
1867,2.9019813041486486e-07,5.968958305402339e-08
1868,2.726810350850428e-07,6.619431047738544e-08
1869,3.5454348790153745e-07,8.301982745706482e-08
1870,3.050514010283223e-07,9.17447806614291e-08
1871,2.729642574195168e-07,8.284518315804235e-08
1872,3.2111370273923967e-07,7.680120717168393e-08
1873,3.2264563287753845e-07,9.817047441629256e-08
1874,3.124720535652159e-07,5.675878611555163e-08
1875,2.82071283663754e-07,6.751402281679475e-08
1876,2.980685280817852e-07,1.0157305041502696e-07
1877,2.430632548566791e-07,6.617753456339415e-08
1878,2.6511600026424276e-07,6.34104324603868e-08
1879,3.4395500847494986e-07,7.02572435784532e-08
1880,2.997134060933604e-07,5.711883233061599e-08
1881,2.112669790221844e-07,7.111957955885373e-08
1882,3.2544832606618e-07,6.122954232523625e-08
1883,2.521416320178105e-07,7.899173937175874e-08
1884,2.825526337346673e-07,6.271611852071146e-08
1885,2.0561577684929944e-07,6.1878104418156e-08
1886,2.74272224487504e-07,7.421483161351716e-08
1887,2.3438839491518593e-07,7.312395666758675e-08
1888,2.567948911291751e-07,5.07249175996094e-08
1889,3.019795826730842e-07,6.453090861668898e-08
1890,2.9363650355662685e-07,9.962667490981403e-08
1891,2.3648355806926702e-07,7.139126267929896e-08
1892,3.040228477857454e-07,9.026658176480851e-08
1893,2.629643915952329e-07,7.698020709767661e-08
1894,2.2559510171049624e-07,8.633109160882668e-08
1895,2.5037437012542796e-07,8.064943557428705e-08
1896,2.5711045736898086e-07,8.904513748575482e-08
1897,2.429739538456488e-07,8.914872040577393e-08
1898,2.4613842697363e-07,5.6583548513344795e-08
1899,2.3050002084801235e-07,6.688370035590196e-08
1900,2.792786517602508e-07,8.357595504548954e-08
1901,2.9229104825390095e-07,8.550770758120052e-08
1902,2.3274745331036684e-07,7.316322836459221e-08
1903,2.1546878770095645e-07,6.426262189052068e-08
1904,2.235844078768423e-07,9.781818022247535e-08
1905,2.4771642870291544e-07,7.018632430799698e-08
1906,2.2891620687914838e-07,8.590787814455325e-08
1907,2.792563975617668e-07,7.611408392449448e-08
1908,2.5833907102423836e-07,8.054678346525179e-08
1909,2.744990865721775e-07,9.296662284441481e-08
1910,2.4850299951140187e-07,8.764406800310098e-08
1911,2.266479413037814e-07,1.1917637721126084e-07
1912,2.448427949275356e-07,6.459682566628544e-08
1913,2.4340721438420587e-07,7.742364971363713e-08
1914,2.236712361991522e-07,6.763711013491047e-08
1915,2.179440912186692e-07,8.482148672328549e-08
1916,2.010705486554798e-07,8.789969285771804e-08
1917,2.675807593277568e-07,9.869781791849164e-08
1918,1.7689019671252026e-07,4.9391417178412667e-08
1919,2.1822600615450938e-07,6.721729306491397e-08
1920,3.2181984011003806e-07,1.0373957337606043e-07
1921,2.779198382540926e-07,7.421292735898533e-08
1922,2.9216624852779205e-07,7.156597092716765e-08
1923,2.887537959850306e-07,5.944930947521243e-08
1924,2.1400096272827795e-07,6.445812061883771e-08
1925,2.2436283586557693e-07,6.818870446068104e-08
1926,2.441004198772134e-07,5.015762383209221e-08
1927,2.5197249442499015e-07,5.1286434654684854e-08
1928,2.2623561335421982e-07,5.713020456710183e-08
1929,2.484310641648335e-07,3.676334259239411e-08
1930,2.247771107022345e-07,4.411513643276521e-08
1931,2.2924767506538046e-07,6.84321435073798e-08
1932,2.707005535285134e-07,6.794912366103745e-08
1933,2.1679551309716771e-07,4.932384811695556e-08
1934,2.1686659579245315e-07,5.152079296522061e-08
1935,2.058544907868054e-07,6.103825000991492e-08
1936,2.0733261862915242e-07,4.4861444337129797e-08
1937,2.0901255481931003e-07,5.288269733227935e-08
1938,2.2040865133021725e-07,5.8343463393839556e-08
1939,1.7129336526977568e-07,7.035263394072899e-08
1940,1.9779106708028849e-07,1.0143131845552489e-07
1941,1.8594465700516594e-07,5.9030050181263505e-08
1942,2.2453167503044824e-07,4.8547388331598995e-08
1943,1.6258117341294565e-07,5.2258233296242906e-08
1944,2.2813621569639508e-07,6.42637232317611e-08
1945,1.7428033061150927e-07,3.921307367704685e-08
1946,2.547562019117322e-07,6.26449718765798e-08
1947,2.1099941704960656e-07,3.9338875268413176e-08
1948,2.1961213292343018e-07,7.827759418432834e-08
1949,2.424800982225861e-07,4.613993809243766e-08
1950,1.9675418627684849e-07,4.892266147749069e-08
1951,2.260217115690466e-07,4.691016641800161e-08
1952,2.3725809228380967e-07,6.326882129314981e-08
1953,2.003931882654797e-07,3.663101466599983e-08
1954,1.7688290654405137e-07,5.472620046020893e-08
1955,2.3370164115021907e-07,4.035811329572425e-08
1956,2.0058625693764043e-07,6.104799155082219e-08
1957,1.6609871522632602e-07,3.6223653410161205e-08
1958,1.7702600985103345e-07,4.218844296133284e-08
1959,1.852428681559104e-07,3.5653439312000046e-08
1960,2.1108542114234297e-07,2.7683332959327345e-08
1961,2.2650999653706094e-07,4.7247482370949e-08
1962,2.1245554648885445e-07,3.0441391629665304e-08
1963,2.2501865259982878e-07,3.556329275511416e-08
1964,2.2571522606540384e-07,3.346182708696688e-08
1965,2.506195926343935e-07,3.447387442179206e-08
1966,1.706034993276262e-07,4.0989153404780154e-08
1967,2.2827454415619286e-07,4.092178684800274e-08
1968,2.4972271717160766e-07,2.919420261093819e-08
1969,1.8802877832513332e-07,3.4971535001204757e-08
1970,2.0740249340178707e-07,4.046878032681889e-08
1971,2.1735421285029588e-07,3.956565919338573e-08
1972,1.9135447359985847e-07,3.437198259348406e-08
1973,2.1446362552524079e-07,3.0322620858669325e-08
1974,2.0252058163805486e-07,2.1377172032543967e-08
1975,1.804827718387969e-07,2.8557401776652114e-08
1976,1.834042109294387e-07,2.3425460682346966e-08
1977,1.4456882979629881e-07,4.4663540421652215e-08
1978,1.9128704309423483e-07,3.2079192635592335e-08
1979,2.0540426248771837e-07,3.101546042216796e-08
1980,1.6316381845626893e-07,2.7288724169238776e-08
1981,1.7268750696075585e-07,4.1748627666038374e-08
1982,1.862250655904063e-07,2.6071509395819703e-08
1983,1.9388019723010075e-07,3.031351525351056e-08
1984,1.9020747288323037e-07,3.885335786435462e-08
1985,1.6001384040009725e-07,4.692135391337615e-08
1986,1.954202275555872e-07,4.375974427262008e-08
1987,1.7782477357286552e-07,3.422057304192094e-08
1988,1.906904145698718e-07,3.957725525083333e-08
1989,1.8165684423365747e-07,3.567279449612215e-08
1990,1.6999790375393786e-07,3.105731138930423e-08
1991,1.8580844596272073e-07,3.04796188288492e-08
1992,1.5923738772016804e-07,2.644773289262048e-08
1993,1.8777913624035136e-07,3.43430848204207e-08
1994,2.05722130885988e-07,2.8484603120659813e-08
1995,1.816520978081826e-07,3.5788175978268555e-08
1996,1.697513312137744e-07,2.989331449043675e-08
1997,1.7549314179632347e-07,2.7810388658622287e-08
1998,1.8977154070398683e-07,3.146965354972053e-08
1999,1.777808193992314e-07,2.7878227726318983e-08
2000,1.7230323123840208e-07,2.9159007652879154e-08
2001,1.6079047782113776e-07,2.93541191354052e-08
2002,2.0328867833541153e-07,2.9354184860608257e-08
2003,1.6501014954428683e-07,4.000246178748057e-08
2004,1.761916479381398e-07,3.744072429867629e-08
2005,1.7519586492653616e-07,4.008337128880157e-08
2006,1.6018591963984363e-07,3.8296377624646993e-08
2007,1.6656979084928025e-07,6.031663701833168e-08
2008,1.7285205444750318e-07,6.173287658839399e-08
2009,1.92158154277422e-07,5.14964781928029e-08
2010,1.884793476847335e-07,7.558068659818673e-08
2011,1.7972668331367458e-07,7.762663045696172e-08
2012,2.0936154498940596e-07,8.204249013488152e-08
2013,2.2536130472872173e-07,7.335398777286173e-08
2014,2.1676106598533806e-07,7.340859298210489e-08
2015,2.0215168206050294e-07,7.824510817044938e-08
2016,2.313686877641885e-07,9.09318274011639e-08
2017,1.9219270086523466e-07,7.270116952895478e-08
2018,2.0677548207004293e-07,9.62887085620423e-08
2019,2.0254842070244194e-07,7.295825099618014e-08
