year,trop_ADV au_ADP,trop_ADV chaud_ADJ
1862,1.0558534313531709e-06,4.0255258149102247e-07
1863,1.1088058045061189e-06,4.305363250911576e-07
1864,1.1579268175410107e-06,3.596045927700686e-07
1865,1.0576279692031676e-06,3.1818268553251983e-07
1866,1.0066953564091818e-06,4.043324279834337e-07
1867,9.579449624652625e-07,4.765460772659935e-07
1868,9.929146926879184e-07,4.272991063203335e-07
1869,1.1290695738352952e-06,4.3170309149687114e-07
1870,1.0017382692240062e-06,4.0597066686132166e-07
1871,9.229802913068852e-07,3.1651109111408005e-07
1872,9.63341108217719e-07,4.045670038976823e-07
1873,1.0535368346609175e-06,4.1243569759430443e-07
1874,1.0897687161559588e-06,4.6482459692409606e-07
1875,1.19637127227179e-06,4.7259814550670853e-07
1876,1.048983563123329e-06,4.1717501630955667e-07
1877,1.0272979125147685e-06,4.211859823133324e-07
1878,1.057444478647085e-06,3.6838439920749977e-07
1879,1.0385853101979592e-06,3.604501994658449e-07
1880,1.0595864523565979e-06,3.6838437122987955e-07
1881,9.001507237371698e-07,4.67855253705185e-07
1882,1.0182739060837775e-06,4.845120176177886e-07
1883,9.681227766122902e-07,4.783739591118774e-07
1884,1.002797716864734e-06,4.792832148936554e-07
1885,9.662007869337685e-07,4.0091855080248706e-07
1886,9.57694055614411e-07,4.4335296678355007e-07
1887,9.460411547479453e-07,3.9369416215961905e-07
1888,9.257297506337636e-07,3.74096261301915e-07
1889,9.648310879128985e-07,4.799095014718091e-07
1890,9.30067415083613e-07,3.703228230733657e-07
1891,8.828294539853232e-07,4.347218005573694e-07
1892,9.139491226051177e-07,4.557208512778743e-07
1893,9.600971679901704e-07,4.772772967953642e-07
1894,9.187644423036545e-07,4.6694406452552073e-07
1895,1.0923785112026962e-06,4.6584075197309005e-07
1896,9.352688152830524e-07,4.7176231809942237e-07
1897,8.984792430055677e-07,4.416648906602205e-07
1898,9.115609600485186e-07,4.515367311164198e-07
1899,8.904928563424619e-07,4.637638308935266e-07
1900,9.920102002070053e-07,3.6960298555044346e-07
1901,8.450173254459514e-07,3.6997451546838533e-07
1902,6.677985879832704e-07,3.648340808348749e-07
1903,8.910363362701901e-07,4.001563336242242e-07
1904,7.836203508304607e-07,4.5630569012189426e-07
1905,8.819737331577926e-07,4.1389287375181993e-07
1906,8.276992957689799e-07,4.264528987718563e-07
1907,8.567977261009219e-07,4.3097026747318523e-07
1908,8.108703468678868e-07,4.5233893053442387e-07
1909,8.499019372720795e-07,5.115914611941719e-07
1910,8.288777735288022e-07,4.7028525362868834e-07
1911,8.50195760904171e-07,4.6712886003774656e-07
1912,9.736407946547843e-07,4.5426154038352706e-07
1913,8.447662480648432e-07,4.226482903657569e-07
1914,8.129846946758335e-07,3.8841113791932e-07
1915,6.196680715220282e-07,4.2764164820408013e-07
1916,7.548386520284112e-07,3.9994361600292905e-07
1917,7.928724699013401e-07,4.5181669394711577e-07
1918,7.362767178165086e-07,4.2844183933965496e-07
1919,7.697761361669109e-07,4.327688833960508e-07
1920,8.617199682703358e-07,4.3388888126827396e-07
1921,9.034287700160348e-07,5.210050331161398e-07
1922,7.864879307817318e-07,4.788280256740052e-07
1923,9.076635478777462e-07,4.649785152466279e-07
1924,1.0455107712914469e-06,4.6538763509573755e-07
1925,7.698724289184611e-07,4.982174344192458e-07
1926,8.348457640749984e-07,4.960031660949937e-07
1927,9.242707506018633e-07,6.321610439563585e-07
1928,8.42099211695313e-07,5.450221491898333e-07
1929,8.689517017046455e-07,5.403096929867957e-07
1930,9.085617307391658e-07,4.5270530257823793e-07
1931,7.960939001350198e-07,5.041167456809603e-07
1932,8.986820034806442e-07,5.337294181062546e-07
1933,7.260929351105005e-07,4.3473810418248604e-07
1934,7.033187330307555e-07,3.9898663395376843e-07
1935,8.270084208561457e-07,5.15833029623991e-07
1936,7.032334679024643e-07,4.0981536342243885e-07
1937,6.660701501459698e-07,4.1928422644943453e-07
1938,6.638189802288252e-07,4.7452683915594207e-07
1939,6.652911679339013e-07,5.001154326222945e-07
1940,6.263383625082497e-07,3.7022431342847995e-07
1941,6.640880769737123e-07,5.873489934415943e-07
1942,7.100055654518656e-07,5.431238843112141e-07
1943,8.593576126258995e-07,5.341952518111981e-07
1944,7.165405122577795e-07,5.655207910848503e-07
1945,7.276203746187093e-07,5.860175802396839e-07
1946,8.129924822242174e-07,5.944311620709186e-07
1947,8.213480100494053e-07,6.103485885589066e-07
1948,7.860375035306788e-07,5.566406651169586e-07
1949,6.047276883691666e-07,4.594359968024264e-07
1950,6.753454613317444e-07,4.881630744080212e-07
1951,7.388351264125959e-07,5.373346478876329e-07
1952,6.474509746112744e-07,5.599291101887616e-07
1953,6.194950969984347e-07,5.365366302356733e-07
1954,7.055771220620954e-07,7.43689973603523e-07
1955,8.02469457994448e-07,5.668907392397671e-07
1956,7.439134037667827e-07,4.892560676594826e-07
1957,6.529093070639647e-07,4.399848769764958e-07
1958,6.932140195203829e-07,5.922926100687675e-07
1959,7.556978971479111e-07,5.410022181351337e-07
1960,6.650921022810508e-07,5.245991836488884e-07
1961,8.143242666847073e-07,5.607164421661537e-07
1962,7.50887636513653e-07,5.606289548154564e-07
1963,6.976871418373776e-07,5.146978656611623e-07
1964,7.671883963666914e-07,5.457319725010734e-07
1965,7.77030152221414e-07,4.563684230518561e-07
1966,6.990312613197602e-07,5.566770298059964e-07
1967,8.006865073184599e-07,5.393787265717265e-07
1968,8.349542213181849e-07,5.245973895284806e-07
1969,6.903471785335569e-07,4.4236720242452066e-07
1970,7.302775202333578e-07,3.895120208596836e-07
1971,7.661350878152007e-07,4.845508945194865e-07
1972,6.91030777488777e-07,3.9809940788337883e-07
1973,6.103116447775392e-07,4.0577180993039974e-07
1974,6.036238460183085e-07,3.842265394737865e-07
1975,5.620096317215939e-07,3.609655383485233e-07
1976,6.2791662003292e-07,3.6109489887081736e-07
1977,5.524174753190891e-07,3.9962116815672744e-07
1978,6.261383305172785e-07,3.950493230320262e-07
1979,6.162127874631551e-07,4.195864793388182e-07
1980,6.179758997859608e-07,4.332084744262943e-07
1981,5.503227953340684e-07,4.200164935852513e-07
1982,6.257162112888182e-07,4.276969174377143e-07
1983,6.22690151885763e-07,4.5912346458010234e-07
1984,6.41950236968114e-07,4.992946456283676e-07
1985,5.726811309614277e-07,4.373310744654191e-07
1986,6.3661434523965e-07,4.807577393961537e-07
1987,6.178036073833937e-07,4.833656186420399e-07
1988,5.744698796661396e-07,5.282963959629683e-07
1989,5.499098278960446e-07,4.390497840844887e-07
1990,5.421407536232437e-07,4.854748238969364e-07
1991,5.785266239399789e-07,4.747786750414207e-07
1992,5.498924338098732e-07,5.47137468664971e-07
1993,6.508568617391575e-07,5.195776635602556e-07
1994,5.76021989218134e-07,5.222177170693953e-07
1995,5.991807938698912e-07,4.207821904245179e-07
1996,5.22065420227591e-07,4.2758118112828924e-07
1997,5.159306510904571e-07,4.238686655000379e-07
1998,5.626392294288962e-07,4.4772733787112884e-07
1999,5.630487862617883e-07,4.6159032152104373e-07
2000,5.8936541336152e-07,4.4622117734149924e-07
2001,5.607951152342139e-07,4.346162114643448e-07
2002,5.699969278794015e-07,5.21803461772663e-07
2003,5.312826942827087e-07,5.475336646298956e-07
2004,5.351821528165601e-07,5.131581612971559e-07
2005,5.143281782693521e-07,5.746784337290478e-07
2006,5.75680985548388e-07,5.888582856883318e-07
2007,6.175465045998862e-07,7.46168780096923e-07
2008,6.130713359198126e-07,7.757054891754933e-07
2009,6.408450872186222e-07,8.759169869421157e-07
2010,6.632205327150587e-07,1.1885062818350889e-06
2011,7.104939641067176e-07,1.3265358944636318e-06
2012,8.187227535927377e-07,1.644254012944657e-06
2013,7.988053880580992e-07,1.6835158653805138e-06
2014,9.177156812256726e-07,1.8713777762968675e-06
2015,8.81310370459687e-07,1.7174025863653242e-06
2016,9.312744850831223e-07,1.7252191213401602e-06
2017,7.800910566402308e-07,1.7762731232551232e-06
2018,8.88282670530316e-07,1.94306994316662e-06
2019,8.41060682432726e-07,1.9155366715040145e-06
