year,autres_ADJ amas_NOUN
1899,3.537650172802387e-08
1900,4.4123950715402316e-08
1901,3.800342440740678e-08
1902,2.5042448115186744e-08
1903,2.592105730059302e-08
1904,4.3534463145533664e-08
1905,2.4771644291377015e-08
1906,3.755254596171653e-08
1907,2.5714216533856415e-08
1908,3.97822503828138e-08
1909,2.2554033307642385e-08
1910,3.153049021875631e-08
1911,2.553779587799454e-08
1912,3.3861237369592345e-08
1913,3.0227042202568555e-08
1914,2.4108278040557707e-08
1915,3.062998032987707e-08
1916,2.966614687238689e-08
1917,3.070598708632133e-08
1918,2.986458014220261e-08
1919,2.762354434082681e-08
1920,5.83061847692079e-08
1921,1.438822039290244e-08
1922,2.8036154731125862e-08
1923,1.8047112249064412e-08
1924,1.933743654092268e-08
1925,3.959344141435395e-08
1926,1.5604593173179637e-08
1927,3.6792442870137165e-08
1928,2.9707706517001498e-08
1929,1.3368487650211591e-08
1930,1.05036033204442e-08
1931,2.9653927313688655e-08
1932,2.9590749406338546e-08
1933,1.3764794637438627e-08
1934,1.7972370258689807e-08
1935,5.98414207075848e-09
1936,1.33371855781661e-08
1937,2.2664012888640173e-08
1938,1.2965214679638848e-08
1939,1.3764645423464117e-08
1940,3.296517903095264e-08
1941,2.6563522936839945e-08
1942,3.034211815133858e-08
1943,1.1612940831184915e-08
1944,1.6065930807940276e-08
1945,1.089252066321933e-08
1946,6.960552134671616e-09
1947,1.3112957830685446e-08
1948,1.9569398546082084e-08
1949,9.817008539414473e-09
1950,5.317680518146517e-09
1951,1.3859822622919182e-08
1952,1.0544804140977249e-08
1953,1.508335856215126e-08
1954,2.5408594339637602e-08
1955,3.9419553843345057e-08
1956,4.6222051963695776e-08
1957,6.184526224473075e-09
1958,2.7298403537656668e-08
1959,2.5577467255288866e-08
1960,2.7683332959327345e-08
1961,2.570818935510033e-08
1962,2.917300001570311e-08
1963,1.6165133231993423e-08
1964,1.3993127545575135e-08
1965,1.4774516721161035e-08
1966,6.092982118843793e-09
1967,1.2818872185960117e-08
1968,1.6169096284102125e-08
1969,1.0446043141598693e-08
1970,1.0117195081704722e-08
1971,2.1067430466814585e-08
1972,1.2825367434743384e-08
1973,1.1577728109557484e-08
1974,2.2502286256553816e-08
1975,2.056132863970106e-08
1976,1.428381679602353e-08
1977,2.52701610747863e-08
1978,1.128712323605896e-08
1979,1.6385525825057812e-08
1980,1.591842213599648e-08
1981,8.855769451088236e-09
1982,1.5518756057986138e-08
1983,1.136756910824488e-08
1984,2.0876431250371752e-08
1985,1.3234227935754461e-08
1986,1.4386765556650971e-08
1987,1.1610551631235921e-08
1988,5.99655392008458e-09
1989,1.0427432250992297e-08
1990,1.5801088437683575e-08
1991,4.10302547493302e-09
1992,7.713921945651236e-09
1993,1.3294098266669607e-08
1994,8.967375286772494e-09
1995,5.964695848348356e-09
1996,2.6690460952494277e-09
1997,1.1507746755512471e-08
1998,8.10582001520288e-09
1999,8.683382013430219e-09
2000,4.418031274155965e-09
2001,6.571817756650944e-09
2002,3.9430991805033955e-09
2003,5.8336921959778465e-09
2004,5.726228824443069e-09
2005,3.1526248278623825e-09
2006,9.471146533712727e-09
2007,7.190063211481856e-09
2008,8.089135583588813e-09
2009,4.76819250749827e-09
2010,1.8895172093635892e-09
2011,5.353560705856353e-09
2012,4.765953853791416e-09
2013,3.0680376017500066e-09
2014,7.57905826986871e-09
2015,1.0639562120218216e-08
2016,1.0978101983027955e-08
2017,6.037467414898856e-09
2018,7.486253394972664e-09
2019,6.632568272380013e-09
