year,ses_DET août_NOUN,ses_DET gouttes_NOUN
1973,0.0,3.197658315912122e-08
1974,0.0,2.5877629872272934e-08
1975,1.1422960355389478e-09,1.9990181066020796e-08
1976,0.0,2.971033907783749e-08
1977,0.0,2.4682484334181964e-08
1978,0.0,2.732671966487743e-08
1979,5.851973350345929e-10,2.9845064419831147e-08
1980,0.0,2.6151693310882962e-08
1981,6.325549528618524e-10,2.593475367795861e-08
1982,0.0,2.7313010519947056e-08
1983,0.0,2.3366669932300965e-08
1984,0.0,2.8415142239168745e-08
1985,0.0,3.368712464535406e-08
1986,5.994485463567401e-10,2.3977941410180392e-08
1987,0.0,1.7721369260925712e-08
1988,0.0,1.619069495140124e-08
1989,0.0,3.018467154003446e-08
1990,5.44865097484859e-10,2.560865897116571e-08
1991,0.0,1.7584396438952155e-08
1992,5.509944167592096e-10,2.4243753671271406e-08
1993,0.0,2.3264671966671813e-08
1994,0.0,3.270454479453733e-08
1995,5.422450821690461e-10,3.524592884218691e-08
1996,0.0,4.0569499093479067e-08
1997,4.79489448146353e-10,2.7810388658622287e-08
1998,4.768129224785866e-10,3.099283929497432e-08
1999,0.0,2.3765045847889965e-08
2000,0.0,3.1368023178934834e-08
2001,8.762423564512289e-10,2.6287271553959712e-08
2002,0.0,3.066855008837521e-08
2003,0.0,3.2501998425971124e-08
2004,3.0833538500196767e-09,2.3785872299564303e-08
2005,4.5037495954858286e-10,3.0625496361125215e-08
2006,4.1178899179428186e-10,2.7178073125355695e-08
2007,0.0,3.275473337005508e-08
2008,4.257439678578834e-10,2.2138686661676843e-08
2009,4.76819250749827e-10,3.337734710839868e-08
2010,0.0,4.771030814865185e-08
2011,0.0,4.359327987479844e-08
2012,0.0,5.208506825837844e-08
2013,2.789125042035323e-10,6.052401180234313e-08
2014,2.1654451842767486e-10,6.79949818671588e-08
2015,0.0,7.580687511055118e-08
2016,6.214020409345267e-10,5.551191373243114e-08
2017,2.515611330355938e-10,6.18840374499996e-08
2018,2.5814667070633845e-10,6.195520119156583e-08
2019,0.0,6.351959491723846e-08
