year,trois_DET airs_NOUN,trois_DET guerres_NOUN
1854,2.1821789930598356e-08,5.091751004160372e-08
1855,2.865746040470185e-08,5.625353338700734e-08
1856,2.536822751864065e-08,3.002769738413846e-08
1857,2.2454941239757886e-08,4.0028374614919926e-08
1858,2.0553438895287712e-08,5.9213480341213653e-08
1859,1.6804171831807935e-08,3.666364811749645e-08
1860,2.883625790928157e-08,4.714499562963326e-08
1861,3.065376513733398e-08,4.527325059289211e-08
1862,2.936691112509493e-08,5.82820236516568e-08
1863,1.7481173175681874e-08,5.244351886091181e-08
1864,2.205574833880064e-08,4.459096913933536e-08
1865,1.788600795249451e-08,7.954567138312996e-08
1866,1.5569961597794446e-08,6.033359944979111e-08
1867,3.930777303651212e-08,3.202855580752839e-08
1868,1.4819621863004784e-08,4.8904752580902766e-08
1869,1.2697150109097777e-08,4.248661755745786e-08
1870,2.752343331025031e-08,7.396923207281247e-08
1871,1.0621176826930423e-08,4.142259002470894e-08
1872,1.0885210954825197e-08,6.289232601375261e-08
1873,1.8556614689302364e-08,1.6760813181804224e-08
1874,1.0156835816843568e-08,5.914863132616688e-08
1875,3.2612703648737806e-08,4.062284375550007e-08
1876,1.9951849505872588e-08,5.985554762943934e-08
1877,2.1646856307455664e-08,4.391219476929109e-08
1878,5.555961629655215e-08,3.321498787123289e-08
1879,2.443730195977878e-08,4.7041803896696877e-08
1880,3.1447447090826586e-08,3.4656370218044685e-08
1881,1.8128519574389657e-08,2.719277958362909e-08
1882,3.5273542087210785e-08,2.5290462835059202e-08
1883,3.47563645641813e-08,3.6020231686251236e-08
1884,2.178560087884307e-08,3.6309335094131256e-08
1885,1.740321664556177e-08,3.3517306263775026e-08
1886,2.0651084398082276e-08,1.936039151217983e-08
1887,1.1099172247952538e-08,2.4809913345968937e-08
1888,2.4094335415725254e-08,3.360525724360741e-08
1889,1.37833008340138e-08,2.1927979154678923e-08
1890,2.1629475988049762e-08,1.5075089621063853e-08
1891,1.593555043477579e-08,2.039750413018737e-08
1892,1.4417578020342603e-08,1.379072767093703e-08
1893,1.0469308309168923e-08,2.586534902926374e-08
1894,1.8274464830270176e-08,3.7179081147087345e-08
1895,2.7083765896662726e-08,3.310238128051424e-08
1896,1.120435499935013e-08,2.5946928161602045e-08
1897,1.514945524583311e-08,2.3889524691789177e-08
1898,2.4896761985360172e-08,4.356933258620188e-08
1899,1.492446166651007e-08,5.306475436839264e-08
1900,1.193942211763499e-08,4.5162162898293445e-08
1901,1.6207343245255856e-08,1.9560586150824122e-08
1902,1.2766737556013652e-08,2.504244706047487e-08
1903,1.296052865029651e-08,3.564145245604777e-08
1904,9.13686282189019e-09,1.9348651569828235e-08
1905,2.3223415190898322e-08,1.909480884521031e-08
1906,1.286046086290682e-08,2.0576737647104437e-08
1907,1.0799971361663552e-08,2.9314207949937554e-08
1908,2.0136695866312948e-08,3.97822503828138e-08
1909,2.035363966257364e-08,2.805501675418043e-08
1910,1.2825961404061559e-08,2.6720753276698872e-08
1911,1.1704822999725195e-08,3.830669548232635e-08
1912,8.335073853338315e-09,3.64659484830554e-08
1913,1.803016558277193e-08,2.5454351126885655e-08
1914,3.013534694007447e-08,7.500352694478352e-08
1915,9.424609315189514e-09,1.684648927025023e-07
1916,1.098746182925936e-08,9.998590644322292e-08
1917,2.0836207093033465e-08,1.1734074478741974e-07
1918,6.89182577673364e-09,1.424310696052089e-07
1919,3.038589924120316e-08,6.629650606271298e-08
1920,1.514446301698058e-08,3.331781961435354e-08
1921,2.6504615391331754e-08,5.982470696608289e-08
1922,1.2542490324118916e-08,5.3858930648686965e-08
1923,2.0170301873179142e-08,3.078624954966358e-08
1924,1.5469949321555987e-08,3.3518224196171786e-08
1925,2.5295809669145797e-08,2.1996355625830688e-08
1926,2.5636118672345276e-08,2.8979960653430226e-08
1927,2.787306219165231e-08,3.344767507407198e-08
1928,1.599645738092903e-08,2.7422499715434867e-08
1929,3.0079096546842266e-08,5.124586888172189e-08
1930,1.6805765667982087e-08,3.151081173768944e-08
1931,1.596749932275543e-08,4.334035441644346e-08
1932,1.6439305028370654e-08,1.972716578979572e-08
1933,1.7205993074753678e-08,3.211785437606807e-08
1934,2.875579241390369e-08,3.9539214569117576e-08
1935,1.3165112555668657e-08,2.0346083040578833e-08
1936,3.8799086166108054e-08,4.122403085560222e-08
1937,7.554670666820584e-09,3.5255132035949543e-08
1938,1.815129979654273e-08,3.759912203804561e-08
1939,7.647025235257843e-09,5.964679861136801e-08
1940,2.5357829391836617e-08,9.382396881640886e-08
1941,2.9515025978810172e-08,1.0920559567750843e-07
1942,1.517105863158008e-08,8.495793002438745e-08
1943,1.4516176038981143e-08,7.548411717905879e-08
1944,1.6065930807940276e-08,8.032965403970138e-08
1945,1.089252066321933e-08,1.503167812444417e-07
1946,1.8097434661967782e-08,7.378185085116229e-08
1947,7.152522574216391e-09,8.583026822606143e-08
1948,2.283096534050344e-08,8.697510534005914e-08
1949,1.1780409536754632e-08,9.424327851448311e-08
1950,7.444752814222966e-09,6.700277754845274e-08
1951,9.595261474260042e-09,5.863770891068043e-08
1952,2.003512733494972e-08,7.486810815748868e-08
1953,1.2928593307037772e-08,6.46429638706536e-08
1954,2.149957989416862e-08,9.283909108148691e-08
1955,1.595553333899602e-08,6.006789021739678e-08
1956,2.616342431593921e-08,7.93623851080838e-08
1957,1.7670074847764283e-08,5.477723308278115e-08
1958,2.3162281925781514e-08,5.2942356720819816e-08
1959,2.0927019450667217e-08,4.572941192382274e-08
1960,1.2457499920515147e-08,5.9519167372457105e-08
1961,1.528595028332802e-08,8.198828194139196e-08
1962,2.980719426837197e-08,6.151697751199947e-08
1963,2.392439757414877e-08,5.6254664038135616e-08
1964,1.7643507821407667e-08,5.4755715961363194e-08
1965,1.969935559120728e-08,6.457010925942086e-08
1966,1.8832854831174473e-08,7.533141577198421e-08
1967,3.5498416095514074e-08,6.310829503419768e-08
1968,4.042274323601269e-08,7.410836477816929e-08
1969,2.0892085200729937e-08,8.674757401294642e-08
1970,1.4256047398131244e-08,5.564457339346518e-08
1971,2.3636628876388954e-08,6.217460768453975e-08
1972,6.976999489261004e-08,6.412683539736008e-08
1973,1.3783009289447534e-08,5.5683359700964274e-08
1974,1.0688586071783135e-08,6.300640120748824e-08
1975,1.2565256835017635e-08,5.597250574140844e-08
1976,1.0855701004786056e-08,4.7422273663499936e-08
1977,2.7033196681180982e-08,5.171568151496331e-08
1978,2.4950484345254154e-08,5.1089084962541165e-08
1979,9.363157360553487e-09,6.261611396052302e-08
1980,1.0233271230397634e-08,6.424220311274098e-08
1981,1.581387426563552e-08,6.452060663519887e-08
1982,2.0484757445871082e-08,6.083352122043806e-08
1983,1.894594880980094e-08,6.820541287311244e-08
1984,2.0296529013030806e-08,6.436899457895606e-08
1985,1.7445117794778753e-08,6.857735967980005e-08
1986,2.3378494251602433e-08,6.114375361576663e-08
1987,1.8943531576720574e-08,4.5831126449513704e-08
1988,1.1393452181707175e-08,7.49569220026558e-08
1989,1.7013178643665583e-08,7.024796699894864e-08
1990,2.3974063900755738e-08,8.88130120557662e-08
1991,3.165191153620128e-08,7.150987269000098e-08
1992,1.5978837863972473e-08,6.777231420507235e-08
1993,1.7725463929973984e-08,6.86861696408414e-08
1994,1.1077345929422222e-08,7.437646543095866e-08
1995,3.5788176366846614e-08,8.513247795605139e-08
1996,2.2953797085278893e-08,7.153043490859545e-08
1997,1.917957748176491e-08,8.726707623196717e-08
1998,1.7642078242730008e-08,1.0966696972758427e-07
1999,2.4222066408174925e-08,7.769341880958791e-08
2000,1.855573217302009e-08,9.189505245643659e-08
2001,2.9792239869541604e-08,9.244357102033973e-08
2002,1.5772397665703153e-08,1.086542962269732e-07
2003,2.291807654764e-08,1.191739951167392e-07
2004,2.1583477477493673e-08,9.954827895342078e-08
2005,1.3511248564412881e-08,9.097574116267992e-08
2006,2.1413028072903018e-08,1.0500619218589691e-07
2007,1.2382886022122008e-08,9.147357982186577e-08
2008,2.5118894686482207e-08,8.940623208442133e-08
2009,1.764231316592202e-08,8.39201854674343e-08
2010,2.361896572766753e-08,8.266638040765883e-08
2011,1.5295888000643743e-08,8.030340836739924e-08
2012,1.6680839043381468e-08,8.204249279941678e-08
2013,1.1156499835074385e-08,7.865332740664144e-08
2014,1.450848315098785e-08,7.990492623122236e-08
2015,1.3077794874805093e-08,6.871383906315032e-08
2016,1.3463710424321818e-08,6.98041628943713e-08
2017,8.301517390174595e-09,6.339340563599194e-08
2018,1.4198067277426674e-08,6.272963926079456e-08
2019,1.3520235098152256e-08,6.045840983404105e-08
