year,quels_DET âges_NOUN,quels_DET gages_NOUN
1947,7.152522796260996e-09,1.4305044926388177e-08
1948,6.523132700664291e-09,8.697510045507784e-09
1949,8.835307596655184e-09,1.0798709260129158e-08
1950,6.381216888229346e-09,7.444753036267571e-09
1951,0.0,1.0661401983469432e-08
1952,1.4762725708550306e-08,5.272402070488624e-09
1953,3.232148326759443e-09,1.0773827163745864e-08
1954,1.074978994708431e-08,1.4658803948464083e-08
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,4.360570571293465e-09,1.0465369681966763e-08
1957,5.301022731885041e-09,4.417518795207798e-09
1958,6.617794756635931e-09,5.790570523078742e-09
1959,3.8753737996444215e-09,6.200598257066758e-09
1960,2.7683333403416555e-09,1.1765416640940884e-08
1961,6.948159270159238e-09,1.3896318540318475e-09
1962,3.1709782577493684e-09,6.976152211457531e-09
1963,4.526237162849611e-09,7.759263898066138e-09
1964,5.475571496216247e-09,7.300761994954996e-09
1965,5.472043540510896e-09,8.20806533852192e-09
1966,3.323444963676536e-09,6.092982340888398e-09
1967,2.9582012395223956e-09,9.860670946437722e-09
1968,2.694849510209707e-09,3.593132624768458e-09
1969,5.45010922503586e-09,6.358460757915907e-09
1970,2.2993624781975086e-09,5.9783426265003214e-09
1971,7.193756701440179e-09,2.5691987426412766e-09
1972,3.5911027485013847e-09,2.0520586896388693e-09
1973,4.410563025913916e-09,3.859242703185828e-09
1974,3.375343005096454e-09,6.188128898187983e-09
1975,2.8557400888473694e-09,7.4249242310031605e-09
1976,6.284879672247001e-09,5.142174241967723e-09
1977,8.227494796564372e-09,1.1165885549502264e-08
1978,7.128709400561206e-09,5.346532105932056e-09
1979,3.5111840102075575e-09,8.192762468439696e-09
1980,6.2536656408873625e-09,1.0233271119375331e-08
1981,5.060439622894819e-09,8.22321433169293e-09
1982,4.9660017209518514e-09,5.586751949948621e-09
1983,3.789189628733425e-09,2.5261264191556165e-09
1984,3.4794050418618383e-09,2.319603453759811e-09
1985,6.015557829641693e-09,9.624893104742682e-09
1986,4.196139768986029e-09,5.395036861699509e-09
1987,6.721898426764739e-09,1.8332451112712533e-09
1988,5.3968984281560495e-09,1.4391728697660255e-08
1989,6.036934507847036e-09,6.0369343968247335e-09
1990,8.172976628806339e-09,6.538381058796006e-09
1991,7.0337580204693495e-09,4.68917216167597e-09
1992,6.060938417817852e-09,4.407955389584828e-09
1993,5.539207426075166e-10,8.308811416668505e-09
1994,3.164955852952289e-09,4.7474339459618875e-09
1995,2.168980273165033e-09,5.964695737326053e-09
1996,6.4057106285986265e-09,4.270473752399084e-09
1997,6.712852052004337e-09,7.192341833217597e-09
1998,8.105819682135973e-09,7.629006759657386e-09
1999,6.855301770691824e-09,8.683382235474824e-09
2000,1.3254094488601709e-09,3.534425307982758e-09
2001,6.571817479095188e-09,4.819333043748486e-09
2002,4.81934359086722e-09,5.257465796049132e-09
2003,7.083769126836614e-09,5.000307501390466e-09
2004,9.250061605570181e-09,3.52383291990499e-09
2005,4.503749706508131e-09,4.9541245550344115e-09
2006,1.2765458912156191e-08,7.823991010624809e-09
2007,9.18730291843417e-09,3.994479413904628e-09
2008,5.534671554396908e-09,3.405951742863067e-09
2009,2.860915504498962e-09,4.291373256748443e-09
2010,9.447586268862551e-09,5.668551628090768e-09
2011,5.735957875341313e-09,2.6767803529281764e-09
2012,8.851056776393307e-09,5.446804340891731e-09
2013,5.578250195092949e-09,3.904775058849452e-09
2014,6.496335580585821e-09,5.846702011425009e-09
2015,8.201329171342309e-09,8.86630147078904e-09
2016,5.59261836841074e-09,5.178350193091319e-09
2017,5.53434476024961e-09,2.7671724911471074e-09
2018,9.551426760623372e-09,4.388493457518905e-09
2019,8.673358475874693e-09,5.612173170632673e-09
