year,plusieurs_DET airs_NOUN,plusieurs_DET guerres_NOUN
1841,6.741575875324202e-08,1.4382028945547631e-07
1842,4.494537408916699e-08,1.7978151012343346e-07
1843,4.961805233349992e-08,1.553517607888466e-07
1844,6.421616793872431e-08,1.4544687365614095e-07
1845,3.5713458523822794e-08,1.3280942889881686e-07
1846,4.156696142842975e-08,2.0080939266975406e-07
1847,2.9662729161827883e-08,1.24583471539097e-07
1848,4.505324158188273e-08,1.3918233854326445e-07
1849,5.195237151589538e-08,1.3742240256853222e-07
1850,2.2403686905647646e-08,1.0590834165213892e-07
1851,2.3217978650791338e-08,9.803146938658358e-08
1852,3.841221940525941e-08,1.0872610944900885e-07
1853,5.076142151061447e-08,9.853687465977146e-08
1854,4.0006614743237634e-08,1.096285178192602e-07
1855,4.086341576226005e-08,1.0507735481724012e-07
1856,5.539592551340178e-08,7.092749471082627e-08
1857,7.908045018822918e-08,1.0592875032688909e-07
1858,3.083015964744362e-08,9.591604832603906e-08
1859,3.05530396538245e-08,8.198399115144639e-08
1860,7.00309170653668e-08,6.774232308437433e-08
1861,8.630213921279051e-08,7.026785819874704e-08
1862,8.674533980013166e-08,8.945612961497318e-08
1863,6.992469181454908e-08,6.293222298836554e-08
1864,4.650886165080692e-08,7.623617781504777e-08
1865,6.730787305286867e-08,7.342677466048997e-08
1866,3.60055367742973e-08,7.103795118812428e-08
1867,5.5322049163919473e-08,6.69687949539366e-08
1868,5.433861449688493e-08,8.29898858523137e-08
1869,4.737013536981749e-08,5.469541564107061e-08
1870,4.529898367522378e-08,9.059797267951808e-08
1871,1.1683294554032386e-08,7.116188527334089e-08
1872,2.9027227954614432e-08,9.131481992774582e-08
1873,7.961385639632113e-08,4.549363552541763e-08
1874,3.106796664376077e-08,5.197910013521323e-08
1875,6.40811045893308e-08,6.007603425839392e-08
1876,2.8416269337583344e-08,5.683254045152353e-08
1877,4.391219254884504e-08,5.504486111362894e-08
1878,1.1293095963926802e-07,4.952052801154849e-08
1879,5.9260456652943105e-08,5.620579313081464e-08
1880,8.407378393471276e-08,8.022307795840788e-08
1881,9.064259814950404e-08,5.368830713337047e-08
1882,3.860123354293421e-08,5.790185042542362e-08
1883,8.973460996486438e-08,4.297150574261721e-08
1884,4.027034972153842e-08,4.7532219049628566e-08
1885,5.4787904435471546e-08,4.8342269076684374e-08
1886,3.420335914494643e-08,4.711028722681476e-08
1887,3.7867763591492576e-08,3.852065649789793e-08
1888,3.931181136174189e-08,4.05799331915091e-08
1889,3.9470360035931407e-08,4.886806664883281e-08
1890,3.21164943528629e-08,2.0974037007182034e-08
1891,3.505821177807178e-08,3.633305456496316e-08
1892,3.3223115813996174e-08,2.6954603882245465e-08
1893,3.941386639283451e-08,2.2170299374124625e-08
1894,3.150769734006076e-08,3.654892921645114e-08
1895,2.407445731655855e-08,1.5046536461227333e-08
1896,3.1843957581934035e-08,6.014969522460945e-08
1897,2.0976168801922768e-08,3.554295346930303e-08
1898,2.037007762467624e-08,3.451596553016856e-08
1899,3.427098604902312e-08,4.311511148102909e-08
1900,3.737558218475101e-08,4.7238584599540445e-08
1901,1.1177477665658131e-08,4.135666786808656e-08
1902,2.2587305914534284e-08,2.1605248257117182e-08
1903,2.6461079549733313e-08,2.970121215639665e-08
1904,3.6009986992269205e-08,2.8485512615361586e-08
1905,2.0126960098565405e-08,1.5482276793932215e-08
1906,2.572092172581364e-08,4.0639058340730116e-08
1907,1.954280415272791e-08,4.16570298256147e-08
1908,2.8486056846688257e-08,2.2592390180875555e-08
1909,3.355599975662926e-08,3.6306491479898284e-08
1910,2.9392828393426385e-08,3.206490450935462e-08
1911,2.3409645777405785e-08,3.032613093978398e-08
1912,2.3442395913342295e-08,3.0214643842452205e-08
1913,2.9696742065432602e-08,1.590896836489719e-08
1914,3.750176436057018e-08,4.352883414826536e-08
1915,2.3561524287174507e-08,8.83557116360123e-08
1916,2.5271162940043723e-08,6.043104150421641e-08
1917,1.9739564316445524e-08,3.3995915860174364e-08
1918,6.89182577673364e-09,5.168869243732388e-08
1919,2.5781975665495338e-08,3.130668446704732e-08
1920,3.104614920701465e-08,2.0445025672444217e-08
1921,2.4232791995260072e-08,3.332009046452811e-08
1922,3.172512152982421e-08,3.39385017866789e-08
1923,3.0786250437842e-08,2.229349105320466e-08
1924,2.3204923871311678e-08,1.804827398643738e-08
1925,3.739380360912037e-08,2.4195990988573612e-08
1926,3.343841403768977e-08,3.4553028882555736e-08
1927,6.132073648856817e-08,5.5746124161260013e-08
1928,3.427812300671462e-08,2.8565102283550914e-08
1929,1.782465064437133e-08,3.787738322991174e-08
1930,4.201441383688831e-08,3.676261250973312e-08
1931,2.737285687004487e-08,2.2810714206400462e-08
1932,3.1782656950696264e-08,2.6302887090601246e-08
1933,2.4088391503696016e-08,3.0970788156281515e-08
1934,2.036868629318178e-08,2.3963160344919743e-08
1935,1.4361940969820353e-08,2.992070946561398e-08
1936,4.607391712596609e-08,4.243650053581405e-08
1937,2.0145788925951535e-08,1.76275650742852e-08
1938,2.5930428471099276e-08,4.148868626430158e-08
1939,4.588215141154706e-09,5.047036566452334e-08
1940,1.77504799747652e-08,4.81798743123818e-08
1941,2.3612020783048138e-08,6.788455664263893e-08
1942,1.517105907566929e-08,6.068423630267716e-08
1943,3.774205836748479e-08,3.774205836748479e-08
1944,3.534504777746861e-08,4.819779064746399e-08
1945,1.5249528306782167e-08,6.317661416233022e-08
1946,2.7842207650508044e-08,2.5057987684817817e-08
1947,1.549713202209091e-08,3.2186353138285995e-08
1948,3.261566261514304e-08,5.3272250610802985e-08
1949,1.1780409536754632e-08,3.141442661558358e-08
1950,3.6160230587611863e-08,3.722376651360548e-08
1951,2.985192459892261e-08,3.9447187294427977e-08
1952,1.3708245316657042e-08,3.901577316778315e-08
1953,1.4005975268460702e-08,4.0940542955780757e-08
1954,1.759056522665503e-08,3.029486128625081e-08
1955,1.2201289756319511e-08,5.7252208751634726e-08
1956,2.1802854632824165e-08,2.0930739808022736e-08
1957,2.4738105286470358e-08,3.35731449863097e-08
1958,1.9853384713997002e-08,4.88062346093443e-08
1959,2.0151945223645384e-08,3.410329085795638e-08
1960,2.5607082898559952e-08,3.183583224819486e-08
1961,1.598076654341085e-08,2.5708188633455364e-08
1962,3.424656330741627e-08,3.170978291056059e-08
1963,5.172842765244212e-08,4.784879414909682e-08
1964,2.068549243006146e-08,2.5552667315409394e-08
1965,2.7360216536820303e-08,2.7907421540351862e-08
1966,2.215629990587331e-08,3.434226480969471e-08
1967,3.204718207472368e-08,5.32476235881596e-08
1968,3.27873351801955e-08,5.479527431795361e-08
1969,2.8613074021244245e-08,4.9050982775522556e-08
1970,2.8052221878738237e-08,4.552737919993888e-08
1971,4.110717910510431e-08,3.545494220436041e-08
1972,9.952484647524074e-08,4.565830868941134e-08
1973,2.2604135341275366e-08,3.197658315912122e-08
1974,2.531507237168995e-08,2.8690415376786405e-08
1975,1.8276735680444745e-08,3.541117532535054e-08
1976,1.5426522226302808e-08,4.113739210387379e-08
1977,1.704266811008992e-08,3.1146945300708495e-08
1978,2.07920705097564e-08,4.099008155122874e-08
1979,1.0533551697555765e-08,3.3941446986318624e-08
1980,2.4446148327861295e-08,4.604971964861093e-08
1981,2.0874313833019187e-08,2.783241725978769e-08
1982,2.7933760748943826e-08,3.5382763829971964e-08
1983,2.0840542402922324e-08,4.231261629961125e-08
1984,3.363424899704981e-08,4.0593060912641477e-08
1985,1.864822973818292e-08,3.128090220183566e-08
1986,1.678455929798872e-08,3.416856841909066e-08
1987,2.1998941002188133e-08,2.5054349706010726e-08
1988,1.2592763165564236e-08,2.8783459060655048e-08
1989,3.347754684579485e-08,3.292873462790169e-08
1990,1.9070278800548124e-08,5.230705035774719e-08
1991,4.8064014990245596e-08,4.8650163009256175e-08
1992,1.0468894195980738e-08,4.9038503258103106e-08
1993,3.046564067687996e-08,4.708326173386013e-08
1994,1.9517228444509982e-08,4.325439895147554e-08
1995,3.307695128906829e-08,4.22951167422525e-08
1996,2.935950593752068e-08,4.323854585486231e-08
1997,2.3015492622846523e-08,4.31540516654394e-08
1998,2.288702038999446e-08,4.148272481074855e-08
1999,3.793266811769058e-08,5.2557311613909974e-08
2000,1.5463110347724296e-08,4.373851181238564e-08
2001,2.3658543346627425e-08,4.994581259687436e-08
2002,2.1029863794819192e-08,4.687907129152791e-08
2003,4.125253760811631e-08,5.9586996226101974e-08
2004,2.378587282692024e-08,4.5369348278256894e-08
2005,1.8014998715010222e-08,5.4495370882534644e-08
2006,2.3060183040879423e-08,7.82399105503373e-08
2007,2.1969636831986605e-08,6.910449323882517e-08
2008,2.8099102378220664e-08,5.704969163744522e-08
2009,2.145686650578682e-08,6.53242371306817e-08
2010,1.9367552228644058e-08,7.22740316483339e-08
2011,1.3383901875663184e-08,5.7359579752613854e-08
2012,8.170206539093172e-09,5.344676701213302e-08
2013,1.3387799813191492e-08,5.606141217917582e-08
2014,1.4725027419615344e-08,5.7817385989977765e-08
2015,1.2856137154848568e-08,5.9404221541825564e-08
2016,1.6570720351438695e-08,6.628287918530873e-08
2017,9.810883938587978e-09,5.056378959977792e-08
2018,8.776986804015507e-09,5.8083000187281186e-08
2019,1.607122351865442e-08,5.101975397714398e-08
