year,les_DET airs_NOUN,les_DET guerres_NOUN
1873,4.743908711191125e-06,1.0628150675984216e-05
1874,5.086184728497756e-06,9.842571387252974e-06
1875,5.059546225538725e-06,1.0141407187802542e-05
1876,5.622189149789847e-06,1.0287899272043433e-05
1877,5.453770590690965e-06,9.981674452319567e-06
1878,5.661645488430622e-06,9.641404915328167e-06
1879,4.9705468612160075e-06,9.914823692724894e-06
1880,5.092560776631672e-06,1.0470074357726844e-05
1881,4.6862222120580554e-06,9.7092166697621e-06
1882,4.654776411427974e-06,9.484589213570871e-06
1883,4.673151266842979e-06,9.485959822086443e-06
1884,4.776327870104069e-06,9.781074481907126e-06
1885,4.115538224880311e-06,9.335858521808404e-06
1886,4.749103958090473e-06,1.0218414672635845e-05
1887,4.286238905137907e-06,8.994246172733256e-06
1888,4.136617135941378e-06,9.208474352817575e-06
1889,4.393740184127637e-06,8.83509619598044e-06
1890,3.71699246670687e-06,8.404689651797526e-06
1891,3.5829491729089114e-06,8.032154539705516e-06
1892,3.7648685022872996e-06,9.03856789591373e-06
1893,3.584814301405004e-06,8.852108237533685e-06
1894,3.7456348422892916e-06,9.161177445093927e-06
1895,3.4932039127966164e-06,8.377911399293225e-06
1896,3.2740304334311077e-06,9.188160902340314e-06
1897,3.1312759176671534e-06,7.945889251459448e-06
1898,3.361628749587453e-06,8.247052448950853e-06
1899,3.362978596044286e-06,8.425135035849962e-06
1900,3.5008463044050586e-06,8.857493639879976e-06
1901,3.4393098715668202e-06,8.34845837971443e-06
1902,3.139144510555525e-06,7.282441799816297e-06
1903,3.284413992332702e-06,7.720154712842486e-06
1904,2.8754244212336744e-06,7.656691082047473e-06
1905,2.86680175776155e-06,7.641019919901737e-06
1906,2.9651078818915266e-06,7.4065969215553196e-06
1907,3.1772486011050205e-06,7.51215117134052e-06
1908,3.5833495246606617e-06,7.179959766290267e-06
1909,3.83418556992865e-06,6.7942649479846295e-06
1910,4.158283601896073e-06,6.828755772403383e-06
1911,3.5673109337608366e-06,7.18410115041479e-06
1912,3.4496786867066476e-06,7.808401505826623e-06
1913,3.7995920649791515e-06,7.21312682117059e-06
1914,3.5224870913452833e-06,8.202841172533226e-06
1915,3.3504486083302254e-06,1.169829624814156e-05
1916,3.2621775183372392e-06,1.0442483699080185e-05
1917,3.5257055444049e-06,1.0041954737971537e-05
1918,3.842192910497033e-06,1.0108010656040278e-05
1919,3.598427042561525e-06,9.718883802634082e-06
1920,3.47338261974528e-06,8.185582373698708e-06
1921,3.3978916675891924e-06,7.016150334493432e-06
1922,3.2521939488106e-06,6.539801859162253e-06
1923,3.3121758917786792e-06,6.77934440318495e-06
1924,3.4781603801548044e-06,6.958898666198365e-06
1925,3.682189920084511e-06,7.667929594390444e-06
1926,3.2412969517281454e-06,7.483517265427508e-06
1927,3.245539367924266e-06,8.012948001123732e-06
1928,3.1455890976417322e-06,7.246395568927255e-06
1929,3.111515525233699e-06,7.653459135781304e-06
1930,3.3779589330151794e-06,7.741155741314287e-06
1931,2.9756575230521776e-06,7.355314494361664e-06
1932,2.972226369024611e-06,7.818533617864887e-06
1933,2.59695791271497e-06,7.832168307686516e-06
1934,2.801293334186994e-06,6.893003046570811e-06
1935,2.5468508866310913e-06,7.039744559733663e-06
1936,3.1948622023492135e-06,7.202080666957045e-06
1937,2.445195036671066e-06,7.1416819764635875e-06
1938,2.598229063011104e-06,7.735047006462992e-06
1939,2.720811654199906e-06,7.461967300059769e-06
1940,2.842612751408069e-06,7.445058429311757e-06
1941,3.3233918941277807e-06,6.673347172636568e-06
1942,3.5469934971388284e-06,8.325877161041717e-06
1943,3.6464634760591252e-06,8.497769385940046e-06
1944,3.6148344975117652e-06,8.585633395341574e-06
1945,3.5596755836309057e-06,9.485207101533888e-06
1946,3.1893250564962727e-06,8.113219337246846e-06
1947,2.9229974742861486e-06,7.80101777309028e-06
1948,3.0191232767151632e-06,7.732086828582396e-06
1949,2.5946352124606165e-06,7.1310746534436475e-06
1950,2.7098902108946277e-06,7.315001766983187e-06
1951,2.9883909462569136e-06,7.316920118682901e-06
1952,2.2639694776671604e-06,6.342699805372831e-06
1953,2.347617026998705e-06,7.336976636906911e-06
1954,2.7832183491227624e-06,6.543690176386008e-06
1955,2.5031416512888427e-06,6.518304587643797e-06
1956,2.667797218691703e-06,6.258291421090689e-06
1957,2.60545267138923e-06,6.169506889364129e-06
1958,2.5495054600810363e-06,6.659155872057454e-06
1959,2.1237049807609765e-06,6.952420960715244e-06
1960,2.7551836652150996e-06,6.597630601845594e-06
1961,2.3227696104299866e-06,7.4456476113482495e-06
1962,2.598933818376281e-06,7.264076771207328e-06
1963,2.8651081862562933e-06,7.106839348125504e-06
1964,2.677554412855443e-06,6.864541489903786e-06
1965,2.7135862268323763e-06,7.7993032618906e-06
1966,2.6227519995813964e-06,7.034071188627422e-06
1967,3.0997019209166865e-06,7.942277647998708e-06
1968,3.874295273931239e-06,7.379396095075208e-06
1969,2.6033354814103404e-06,7.3163176921298145e-06
1970,2.76521328146373e-06,7.621926954470837e-06
1971,3.0943429010221735e-06,6.886480150569696e-06
1972,3.6531776146375705e-06,7.358169625604205e-06
1973,2.7147015728701263e-06,7.038156013550179e-06
1974,2.1073391138770603e-06,6.513849541534e-06
1975,2.064700005632858e-06,6.668724211067456e-06
1976,2.120289774865114e-06,7.11962593413773e-06
1977,2.1050632454944207e-06,6.794147452637844e-06
1978,2.7017809429707995e-06,6.981977037412435e-06
1979,2.590083479248051e-06,6.829252754414483e-06
1980,2.4861163652190044e-06,6.450371927257947e-06
1981,2.3834669704569933e-06,6.601343613965582e-06
1982,2.230976434702825e-06,6.464492685154255e-06
1983,2.3897155401186865e-06,6.398046934918966e-06
1984,2.6808815292156396e-06,6.430520556932606e-06
1985,2.4356993861829324e-06,6.31994538480285e-06
1986,2.50089924236363e-06,6.158135022360511e-06
1987,2.3923847791706976e-06,6.22142272277415e-06
1988,2.2888845663260327e-06,6.242412496249017e-06
1989,2.4295917810945866e-06,6.783867945614475e-06
1990,2.481860441605477e-06,6.8124482481835e-06
1991,2.812917117012148e-06,7.202568440334289e-06
1992,2.4552311685965833e-06,7.532644531238475e-06
1993,2.629461711478598e-06,7.2962441208801465e-06
1994,2.501897675699638e-06,7.177592692642065e-06
1995,2.6591697732669672e-06,7.362603582805605e-06
1996,2.4144190717834135e-06,7.596105433549383e-06
1997,2.427655047654298e-06,7.372150093942764e-06
1998,2.6777814383649456e-06,7.708157909291913e-06
1999,2.632435851523951e-06,7.98002838564571e-06
2000,2.6777688617585227e-06,8.153476983352448e-06
2001,2.6076973185240604e-06,8.379505743505433e-06
2002,2.7203005288356508e-06,8.69321968366421e-06
2003,2.9714327283159037e-06,8.960551099335134e-06
2004,2.8291974274452514e-06,8.89371392531757e-06
2005,2.84321721011338e-06,8.473354682791978e-06
2006,3.0950060931900225e-06,9.362022638015333e-06
2007,3.3805279358034568e-06,8.988777040030982e-06
2008,3.5519819263640784e-06,8.425898840869195e-06
2009,3.661018190825871e-06,8.575117362852325e-06
2010,4.531534784746327e-06,7.789062124174961e-06
2011,4.854914891438966e-06,6.5802910853562935e-06
2012,6.316590933863608e-06,6.273357143982139e-06
2013,7.086329823380311e-06,6.079176785078744e-06
2014,6.7843399875755495e-06,6.842590323685727e-06
2015,7.366123313090611e-06,6.348050135329686e-06
2016,8.214520626381727e-06,6.629530957980023e-06
2017,7.32973659722802e-06,6.090798081004323e-06
2018,8.429521308528365e-06,5.815270071707346e-06
2019,8.10168209142148e-06,5.997627113174531e-06
